date,bug_id,degree,depth,severity,votes,comment_count
9,0,2,2,3,0,5
10,4,0,0,3,0,3
11,1,0,0,3,0,9
13,8,1,1,1,0,8
14,10,0,0,3,0,4
15,5,1,1,3,2,2
20,22,0,0,4,0,2
21,17,4,2,3,1,54
26,30,0,0,3,0,7
29,25,2,1,3,2,12
32,19,1,1,3,1,7
34,23,1,1,3,0,7
35,48,1,1,4,0,4
39,60,4,2,3,0,5
42,50,0,0,3,0,9
45,59,3,1,3,1,12
46,39,1,2,4,1,3
48,65,4,2,3,0,13
50,73,3,1,3,0,4
62,84,3,2,3,1,24
63,98,5,1,3,0,10
65,64,3,2,3,0,8
67,72,1,1,3,0,9
69,85,5,1,3,0,28
70,71,3,1,3,0,8
76,114,0,0,3,0,4
77,116,0,0,5,0,10
79,97,1,1,3,0,7
85,106,1,2,3,0,5
88,122,1,1,3,0,13
90,67,0,0,4,0,4
93,138,0,0,3,0,64
94,140,4,1,3,0,110
97,151,0,0,3,1,36
101,147,6,2,4,0,94
104,137,1,1,3,1,54
106,142,1,1,3,31,7
110,171,13,3,3,0,54
113,170,3,2,3,0,54
117,181,1,1,3,1,41
119,192,3,3,4,0,12
122,185,5,2,3,0,11
124,190,2,3,3,0,28
128,167,5,2,4,0,7
129,83,2,1,3,0,5
132,168,1,1,3,0,34
133,224,2,2,3,0,28
137,231,6,2,5,0,17
142,186,0,0,3,0,16
143,153,1,2,5,0,6
144,220,2,2,3,0,8
146,63,1,1,3,0,59
152,236,5,3,3,26,15
153,208,3,1,6,0,13
156,221,1,2,3,0,5
158,247,4,2,3,0,2
162,259,0,0,3,0,8
163,260,7,2,3,0,33
170,180,2,2,3,4,18
171,278,3,3,3,2,7
175,263,0,0,3,0,6
177,262,0,0,3,3,17
178,251,2,1,3,0,24
182,254,3,2,3,0,4
183,306,6,2,3,0,6
186,160,3,1,3,0,12
188,292,4,1,3,0,3
190,297,4,2,3,0,78
194,296,4,2,3,0,13
198,271,3,2,5,0,4
201,329,0,0,3,0,6
203,183,4,1,3,0,3
206,330,4,2,3,0,27
207,256,1,1,3,0,2
208,340,1,1,3,1,40
214,380,4,2,3,0,38
215,141,0,0,3,1,11
218,248,2,1,3,0,17
219,378,3,3,3,0,13
222,125,1,1,3,0,23
226,216,1,2,4,0,2
235,315,2,2,3,1,6
237,194,3,1,3,0,4
238,398,49,4,2,5,25
240,397,7,2,3,3,118
242,416,5,2,3,0,68
243,333,0,0,3,0,2
247,413,4,2,3,22,122
250,421,2,1,3,1,92
251,424,11,2,3,0,58
254,436,1,1,5,0,6
262,419,3,3,3,1,5
263,434,1,1,3,11,2
266,401,1,1,3,0,11
268,457,15,2,3,3,74
272,450,14,2,3,1,71
274,453,1,1,3,0,3
279,470,0,0,5,0,23
280,469,0,0,3,0,110
281,187,3,2,5,0,5
282,465,1,1,5,3,7
283,487,0,0,3,0,4
285,472,6,1,5,0,7
289,317,1,2,3,0,4
292,494,0,0,5,0,7
298,455,1,1,5,0,3
299,458,0,0,3,0,33
300,466,0,0,5,1,3
303,343,2,1,4,0,28
304,485,1,1,3,0,4
305,510,6,1,3,0,8
306,228,2,2,3,0,20
307,502,3,2,3,0,18
311,520,6,1,5,0,24
312,523,1,1,3,0,26
315,540,1,2,3,0,26
316,529,3,3,3,0,10
319,87,0,0,3,0,4
322,318,1,1,3,0,2
323,555,3,2,3,0,5
324,484,2,1,3,1,7
325,395,0,0,3,1,6
327,354,2,1,3,0,6
328,350,1,1,5,0,16
331,554,4,3,3,0,4
332,556,3,1,3,0,33
337,560,5,2,3,0,2
338,396,2,2,3,0,8
339,561,8,3,3,1,7
344,338,2,3,3,5,5
346,570,0,0,3,0,2
349,567,1,2,3,3,66
356,586,1,1,3,0,81
364,441,1,2,3,1,6
367,593,1,1,4,0,19
370,612,1,3,4,0,4
372,588,6,1,3,2,32
374,249,2,2,5,0,3
375,598,3,2,3,0,6
377,355,0,0,3,0,2
381,174,2,2,3,0,3
383,446,2,4,3,0,19
388,552,0,0,3,0,4
389,623,7,2,3,0,51
392,595,3,3,4,2,12
393,597,2,3,3,4,139
394,626,7,2,3,0,27
395,498,2,2,3,0,8
403,348,1,1,3,0,5
407,632,2,1,3,0,12
409,607,0,0,3,0,7
414,625,1,1,3,1,3
417,628,1,1,3,0,5
419,161,2,1,3,0,54
420,647,3,1,3,0,6
421,646,2,1,3,0,18
428,609,0,0,3,0,37
429,321,0,0,3,0,127
430,641,1,1,3,2,8
432,509,0,0,3,0,4
436,219,1,1,3,0,3
437,663,3,2,3,0,9
439,175,0,0,3,0,6
442,666,1,1,3,0,3
444,285,2,1,5,0,13
448,658,4,2,3,0,3
449,677,2,1,4,0,12
451,270,2,1,3,1,18
454,179,2,1,3,1,4
459,367,1,2,3,0,27
461,682,4,2,3,2,26
462,686,2,1,4,0,6
468,690,2,3,3,0,4
469,687,6,3,3,0,57
470,184,2,1,3,1,3
471,136,0,0,3,0,3
473,699,2,3,3,0,28
475,578,2,1,3,0,7
478,694,5,2,3,2,10
479,704,1,1,3,2,60
485,676,2,1,3,0,7
488,616,0,0,3,0,6
489,713,22,3,3,1,87
491,715,3,1,3,0,94
496,714,3,1,3,0,6
497,274,1,2,3,7,3
499,717,0,0,3,1,3
500,698,1,1,3,0,2
501,726,0,0,3,0,6
503,675,2,1,3,0,9
504,678,2,1,3,0,2
505,709,2,2,3,0,39
510,724,0,0,3,0,1
513,689,1,1,3,0,40
515,217,2,1,3,0,5
517,579,0,0,3,9,43
519,752,1,1,3,0,20
521,126,2,1,2,0,2
522,738,2,1,3,0,41
523,751,1,1,3,0,16
525,759,2,1,3,0,14
532,654,1,2,3,0,8
535,344,2,2,3,0,9
538,774,5,1,3,0,13
540,772,2,1,3,6,3
543,779,0,0,3,0,5
547,778,4,2,3,0,3
548,258,2,1,3,0,4
550,777,5,2,3,0,20
554,793,1,1,3,0,3
555,808,3,2,3,0,13
557,792,0,0,3,0,1
565,790,3,1,3,1,4
566,810,1,1,3,0,3
568,787,0,0,3,0,1
570,813,5,2,3,0,4
571,821,6,2,5,0,4
575,771,3,3,3,0,4
576,781,1,3,3,0,3
578,827,3,2,3,0,20
579,835,3,2,3,0,9
580,805,3,2,3,0,16
582,785,4,1,3,6,10
585,851,3,1,3,0,7
586,852,3,1,3,0,15
587,791,3,1,3,0,2
589,838,2,3,3,0,15
590,823,2,2,3,0,15
594,842,1,2,3,0,25
595,818,6,2,3,0,7
596,811,0,0,3,0,10
597,820,5,1,3,0,10
598,789,0,0,3,0,1
600,862,4,3,3,0,3
601,828,0,0,3,0,8
602,848,0,0,3,0,16
604,816,0,0,3,0,7
606,824,1,1,3,0,10
607,863,3,2,3,0,8
608,769,2,1,4,0,15
609,691,2,1,3,0,3
611,841,2,1,3,0,9
612,869,2,1,3,0,8
613,797,0,0,3,0,8
614,760,1,2,3,0,9
616,834,3,1,3,0,11
620,867,1,1,3,0,2
624,879,0,0,3,0,4
626,861,2,1,3,0,3
627,839,1,1,3,0,14
629,806,0,0,3,0,3
634,882,7,2,4,22,41
635,743,1,1,3,2,23
636,825,1,1,3,0,22
637,822,2,1,3,0,9
639,888,2,2,3,0,8
640,884,3,1,3,0,3
644,890,1,2,3,0,7
645,889,2,1,3,0,1
649,874,1,3,3,0,2
651,477,1,2,5,0,6
653,159,0,0,3,0,1
656,840,1,1,3,0,30
658,562,1,2,4,0,2
660,642,1,2,3,0,9
661,907,1,2,3,0,6
662,286,1,2,4,0,3
665,700,0,0,3,0,9
667,916,1,1,3,0,20
669,807,0,0,3,0,11
670,911,0,0,3,0,25
671,696,1,2,3,0,3
672,320,1,2,3,0,17
673,211,1,1,3,0,7
675,723,1,2,3,0,2
676,731,1,1,3,0,9
677,464,0,0,3,0,5
678,702,1,2,3,0,3
682,394,1,2,3,0,17
688,384,0,0,3,0,3
