day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,,3,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,
2,,,5,,,,,,,,,,,,
3,,,6,,,,,,,,,,,,
4,2,,7,,,,,,,,,,,,
5,2,,7,,,,,,,,,,,,
6,4,,9,,,,,,,,,,,,
7,6,,9,,,,,,,,,,,,
8,8,,9,,,,,,,,,,,,
9,8,,8,,,,,,,,,,,,
10,6,,,11,,,,,,,,,,,
11,7,,,11,,,,,,,,,,,
12,7,,,12,,,,,,,,,,,
13,7,,,12,,,,,,,,,,,
14,8,2,,12,,,,,,,,,,,
15,8,2,,12,,,,,,,,,,,
16,7,,,,18,,,,,,,,,,
17,7,,,,18,,,,,,,,,,
18,8,,,,17,,,,,,,,,,
19,10,,,,17,,,,,,,,,,
20,11,,,,18,,,,,,,,,,
21,15,,,,18,,,,,,,,,,
22,18,,,,18,,,,,,,,,,
23,18,,,,18,,,,,,,,,,
24,18,2,,,19,,,,,,,,,,
25,18,2,,,21,,,,,,,,,,
26,20,2,,,22,,,,,,,,,,
27,20,4,,,22,,,,,,,,,,
28,22,2,3,,23,,,,,,,,,,
29,23,2,3,,23,,,,,,,,,,
30,26,2,3,,23,,,,,,,,,,
31,28,2,3,,21,,,,,,,,,,
32,28,2,3,,25,,,,,,,,,,
33,28,2,3,,25,,,,,,,,,,
34,28,2,3,,25,,,,,,,,,,
35,24,2,3,,34,,,,,,,,,,
36,24,2,3,,35,,,,,,,,,,
37,24,2,3,,35,,,,,,,,,,
38,24,2,3,,36,,,,,,,,,,
39,24,2,3,,37,,,,,,,,,,
40,20,4,3,,43,,,,,,,,,,
41,20,4,3,,44,,,,,,,,,,
42,22,4,3,,45,,,,,,,,,,
43,22,4,3,,44,,,,,,,,,,
44,24,4,3,,44,,,,,,,,,,
45,24,4,3,,44,,,,,,,,,,
46,26,4,3,,44,,,,,,,,,,
47,25,6,3,,45,,,,,,,,,,
48,22,6,3,,51,,,,,,,,,,
49,2,,,,,83.0,,,,,,,,,
50,3,,,,,83.0,,,,,,,,,
51,3,,,,,83.0,,,,,,,,,
52,3,,,,,84.0,,,,,,,,,
53,4,,,,,84.0,,,,,,,,,
54,5,,,,,86.0,,,,,,,,,
55,5,,,,,86.0,,,,,,,,,
56,4,,,,,90.0,,,,,,,,,
57,5,,,,,90.0,,,,,,,,,
58,5,,,,,90.0,,,,,,,,,
59,5,,,,,90.0,,,,,,,,,
60,6,,,,,90.0,,,,,,,,,
61,6,,,,,90.0,,,,,,,,,
62,7,,,,,90.0,,,,,,,,,
63,9,,,,,92.0,,,,,,,,,
64,10,,,,,93.0,,,,,,,,,
65,11,,,,,94.0,,,,,,,,,
66,14,,,,,94.0,,,,,,,,,
67,33,4,4,,,68.0,,,,,,,,,
68,34,4,4,,,69.0,,,,,,,,,
69,36,4,4,,,71.0,,,,,,,,,
70,31,6,,,,80.0,,,,,,,,,
71,31,6,,,,81.0,,,,,,,,,
72,32,6,,,,83.0,,,,,,,,,
73,32,6,,,,83.0,,,,,,,,,
74,31,8,,,,82.0,,,,,,,,,
75,32,8,,,,84.0,,,,,,,,,
76,34,8,,,,,85.0,,,,,,,,
77,34,8,,,,,85.0,,,,,,,,
78,32,6,,,,,93.0,,,,,,,,
79,32,6,,,,,93.0,,,,,,,,
80,30,6,,,,,100.0,,,,,,,,
81,30,6,,,,,100.0,,,,,,,,
82,30,6,,,,,100.0,,,,,,,,
83,31,6,,,,,100.0,,,,,,,,
84,32,6,,,,,104.0,,,,,,,,
85,33,6,,,,,104.0,,,,,,,,
86,34,6,,,,,105.0,,,,,,,,
87,35,6,,,,,105.0,,,,,,,,
88,37,6,,,,,105.0,,,,,,,,
89,37,6,,,,,106.0,,,,,,,,
90,38,6,,,,,108.0,,,,,,,,
91,37,6,,,,,110.0,,,,,,,,
92,37,6,,,,,110.0,,,,,,,,
93,38,6,,,,,111.0,,,,,,,,
94,38,6,,,,,112.0,,,,,,,,
95,39,6,,,,,112.0,,,,,,,,
96,35,6,,,,,123.0,,,,,,,,
97,36,6,,,,,122.0,,,,,,,,
98,37,6,,,,,124.0,,,,,,,,
99,38,6,,,,,125.0,,,,,,,,
100,39,6,,,,,133.0,,,,,,,,
101,39,6,,,,,133.0,,,,,,,,
102,39,6,,,,,134.0,,,,,,,,
103,39,6,,,,,134.0,,,,,,,,
104,39,6,,,,,137.0,,,,,,,,
105,39,6,,,,,141.0,,,,,,,,
106,40,8,,,,,141.0,,,,,,,,
107,40,8,,,,,141.0,,,,,,,,
108,41,8,,,,,141.0,,,,,,,,
109,41,8,,,,,141.0,,,,,,,,
110,46,8,,,,,144.0,,,,,,,,
111,46,8,,,,,144.0,,,,,,,,
112,46,8,,,,,,145.0,,,,,,,
113,46,8,,,,,,145.0,,,,,,,
114,46,8,,,,,,148.0,,,,,,,
115,46,8,,,,,,148.0,,,,,,,
116,46,8,,,,,,148.0,,,,,,,
117,48,8,,,,,,148.0,,,,,,,
118,49,8,,,,,,148.0,,,,,,,
119,49,8,,,,,,148.0,,,,,,,
120,47,8,,,,,,155.0,,,,,,,
121,47,8,,,,,,155.0,,,,,,,
122,47,8,,,,,,155.0,,,,,,,
123,47,8,,,,,,156.0,,,,,,,
124,47,8,,,,,,159.0,,,,,,,
125,48,8,,,,,,159.0,,,,,,,
126,50,8,,,,,,161.0,,,,,,,
127,51,8,,,,,,161.0,,,,,,,
128,48,8,,,,,,164.0,,,,,,,
129,48,8,,,,,,164.0,,,,,,,
130,51,8,,,,,,164.0,,,,,,,
131,51,8,,,,,,164.0,,,,,,,
132,51,8,,,,,,166.0,,,,,,,
133,52,8,,,,,,168.0,,,,,,,
134,52,8,,,,,,169.0,,,,,,,
135,52,8,,,,,,170.0,,,,,,,
136,53,8,,,,,,170.0,,,,,,,
137,53,8,,,,,,170.0,,,,,,,
138,53,8,,,,,,171.0,,,,,,,
139,53,8,,,,,,171.0,,,,,,,
140,55,8,,,,,,174.0,,,,,,,
141,55,8,,,,,,174.0,,,,,,,
142,55,8,,,,,,175.0,,,,,,,
143,55,8,,,,,,175.0,,,,,,,
144,54,8,,,,,,178.0,,,,,,,
145,54,8,,,,,,177.0,,,,,,,
146,55,8,,,,,,178.0,,,,,,,
147,56,8,,,,,,179.0,,,,,,,
148,54,8,,,,,,186.0,,,,,,,
149,54,8,,,,,,186.0,,,,,,,
150,54,8,,,,,,186.0,,,,,,,
151,55,8,,,,,,186.0,,,,,,,
152,55,8,,,,,,188.0,,,,,,,
153,58,8,,,,,,189.0,,,,,,,
154,58,8,,,,,,192.0,,,,,,,
155,58,8,,,,,,193.0,,,,,,,
156,58,8,,,,,,195.0,,,,,,,
157,58,8,,,,,,196.0,,,,,,,
158,58,8,,,,,,196.0,,,,,,,
159,57,8,,,,,,198.0,,,,,,,
160,59,8,,,,,,200.0,,,,,,,
161,59,8,,,,,,200.0,,,,,,,
162,59,8,,,,,,200.0,,,,,,,
163,60,8,,,,,,200.0,,,,,,,
