day_counter,0,1,2,3,4,5,6,7,8,9,10,11
0,,,3,,,,,,,,,
1,,,3,,,,,,,,,
2,,,5,,,,,,,,,
3,,,6,,,,,,,,,
4,1,2,6,,,,,,,,,
5,1,2,6,,,,,,,,,
6,3,3,7,,,,,,,,,
7,5,3,7,,,,,,,,,
8,7,3,7,,,,,,,,,
9,7,3,6,,,,,,,,,
10,5,,12,,,,,,,,,
11,6,5,6,,,,,,,,,
12,6,5,7,,,,,,,,,
13,6,4,7,,,,,,,,,
14,7,6,7,,,,,,,,,
15,7,6,7,,,,,,,,,
16,6,,17,,,,,,,,,
17,6,,17,,,,,,,,,
18,7,,17,,,,,,,,,
19,9,,17,,,,,,,,,
20,9,,,19,,,,,,,,
21,14,,,17,,,,,,,,
22,17,,,17,,,,,,,,
23,17,,,17,,,,,,,,
24,17,,,20,,,,,,,,
25,17,,,22,,,,,,,,
26,19,,,23,,,,,,,,
27,19,2,,23,,,,,,,,
28,21,,3,24,,,,,,,,
29,22,,3,24,,,,,,,,
30,25,,3,23,,,,,,,,
31,24,2,3,23,,,,,,,,
32,24,2,3,27,,,,,,,,
33,24,2,3,27,,,,,,,,
34,26,8,3,17,,,,,,,,
35,21,5,3,,30,,,,,,,
36,21,5,3,,31,,,,,,,
37,21,5,3,,31,,,,,,,
38,21,5,3,,32,,,,,,,
39,21,5,3,,33,,,,,,,
40,19,5,3,,39,,,,,,,
41,19,5,3,,40,,,,,,,
42,21,5,3,,41,,,,,,,
43,21,5,3,,41,,,,,,,
44,23,5,3,,41,,,,,,,
45,23,5,3,,41,,,,,,,
46,25,5,3,,41,,,,,,,
47,25,7,3,,40,,,,,,,
48,23,4,3,,48,,,,,,,
49,4,,,,,77.0,,,,,,
50,5,,,,,77.0,,,,,,
51,5,,,,,77.0,,,,,,
52,5,,,,,79.0,,,,,,
53,6,,,,,79.0,,,,,,
54,7,,,,,81.0,,,,,,
55,7,,,,,81.0,,,,,,
56,7,,,,,83.0,,,,,,
57,8,,,,,83.0,,,,,,
58,8,,,,,83.0,,,,,,
59,8,,,,,83.0,,,,,,
60,9,,,,,83.0,,,,,,
61,9,,,,,83.0,,,,,,
62,10,,,,,83.0,,,,,,
63,11,,,,,85.0,,,,,,
64,12,,,,,86.0,,,,,,
65,13,,,,,87.0,,,,,,
66,16,,,,,87.0,,,,,,
67,16,,,,,89.0,,,,,,
68,17,,,,,90.0,,,,,,
69,35,11,,,64,,,,,,,
70,32,8,,,,72.0,,,,,,
71,32,8,,,,73.0,,,,,,
72,33,8,,,,75.0,,,,,,
73,33,8,,,,75.0,,,,,,
74,33,8,,,,76.0,,,,,,
75,34,8,,,,,78.0,,,,,
76,35,10,,,,,78.0,,,,,
77,36,10,,,,,75.0,,,,,
78,31,8,,,,,,86.0,,,,
79,31,8,,,,,,86.0,,,,
80,31,8,,,,,,91.0,,,,
81,31,8,,,,,,91.0,,,,
82,32,8,3,,,,,86.0,,,,
83,33,8,3,,,,,86.0,,,,
84,31,10,3,,,,,91.0,,,,
85,32,10,3,,,,,91.0,,,,
86,33,10,3,,,,,92.0,,,,
87,34,10,3,,,,,92.0,,,,
88,36,10,3,,,,,93.0,,,,
89,37,15,3,,,,,87.0,,,,
90,39,12,3,,,,,91.0,,,,
91,39,12,3,,,,,92.0,,,,
92,39,12,3,,,,,92.0,,,,
93,40,12,3,,,,,92.0,,,,
94,40,12,3,,,,,93.0,,,,
95,41,12,3,,,,,93.0,,,,
96,38,10,,,,,,,108.0,,,
97,39,10,,,,,,,108.0,,,
98,40,10,,,,,,,110.0,,,
99,41,10,,,,,,,111.0,,,
100,42,8,,,,,,,119.0,,,
101,42,8,,,,,,,119.0,,,
102,42,8,,,,,,,120.0,,,
103,42,8,,,,,,,120.0,,,
104,42,8,,,,,,,123.0,,,
105,42,8,,,,,,,127.0,,,
106,43,10,,,,,,,127.0,,,
107,43,10,,,,,,,127.0,,,
108,44,10,,,,,,,127.0,,,
109,44,10,,,,,,,127.0,,,
110,48,12,,,,,,,130.0,,,
111,48,12,,,,,,,130.0,,,
112,47,12,,,,,,,132.0,,,
113,47,12,,,,,,,131.0,,,
114,47,12,,,,,,,134.0,,,
115,47,12,,,,,,,134.0,,,
116,47,12,,,,,,,134.0,,,
117,48,14,,,,,,,134.0,,,
118,49,14,,,,,,,134.0,,,
119,49,14,,,,,,,134.0,,,
120,47,14,,,,,,,141.0,,,
121,47,14,,,,,,,141.0,,,
122,47,14,,,,,,,141.0,,,
123,47,14,,,,,,,142.0,,,
124,47,14,,,,,,,145.0,,,
125,48,14,,,,,,,145.0,,,
126,49,14,,,,,,,147.0,,,
127,50,14,,,,,,146.0,,,,
128,49,14,,,,,,148.0,,,,
129,49,14,,,,,,148.0,,,,
130,52,14,,,,,,148.0,,,,
131,52,14,,,,,,148.0,,,,
132,52,14,,,,,,150.0,,,,
133,53,14,,,,,,152.0,,,,
134,53,14,,,,,,153.0,,,,
135,55,14,,,,,,151.0,,,,
136,56,14,,,,,,151.0,,,,
137,56,14,,,,,,151.0,,,,
138,56,14,,,,,,152.0,,,,
139,56,14,,,,,,152.0,,,,
140,58,12,,,,,,157.0,,,,
141,58,12,,,,,,157.0,,,,
142,58,12,,,,,,158.0,,,,
143,58,12,,,,,,158.0,,,,
144,59,12,,,,,,159.0,,,,
145,59,12,,,,,,159.0,,,,
146,60,12,,,,,,160.0,,,,
147,61,12,,,,,,161.0,,,,
148,58,10,,,,,,170.0,,,,
149,58,10,,,,,,170.0,,,,
150,58,10,,,,,,170.0,,,,
151,59,10,,,,,,170.0,,,,
152,58,10,,,,,,172.0,,,,
153,61,10,,,,,,172.0,,,,
154,61,10,,,,,,175.0,,,,
155,61,10,,,,,,176.0,,,,
156,61,10,,,,,,178.0,,,,
157,61,10,,,,,,179.0,,,,
158,61,10,,,,,,179.0,,,,
159,60,8,,,,,,183.0,,,,
160,62,8,,,,,,185.0,,,,
161,62,8,,,,,,185.0,,,,
162,62,8,,,,,,185.0,,,,
163,63,10,,,,,,182.0,,,,
164,64,10,,,,,,182.0,,,,
165,67,10,,,,,,181.0,,,,
166,66,8,,,,,,187.0,,,,
167,66,8,,,,,,187.0,,,,
168,66,8,,,,,,189.0,,,,
169,67,8,,,,,,189.0,,,,
170,68,8,,,,,,189.0,,,,
171,66,8,,,,,,192.0,,,,
172,60,8,,,,,,203.0,,,,
173,60,8,,,,,,203.0,,,,
174,61,8,,,,,,204.0,,,,
175,62,8,,,,,,205.0,,,,
176,64,8,,,,,,208.0,,,,
177,64,8,,,,,,209.0,,,,
178,67,8,,,,,,210.0,,,,
179,68,8,,,,,,210.0,,,,
180,71,8,,,,,,215.0,,,,
181,75,8,,,,,,215.0,,,,
182,75,10,,,,,,212.0,,,,
183,74,10,,,,,,217.0,,,,
184,73,10,,,,,,219.0,,,,
185,74,10,,,,,,219.0,,,,
186,76,10,,,,,,216.0,,,,
187,76,10,,,,,,217.0,,,,
188,75,10,,,,,,219.0,,,,
189,76,10,,,,,,219.0,,,,
