date,bug_id,degree,depth,severity,votes,comment_count
9,0,2,2,3,0,5
11,1,0,0,3,0,9
13,12,1,2,3,0,6
21,17,2,1,3,1,54
22,8,0,0,1,0,8
26,30,1,1,3,0,7
30,40,1,1,3,0,2
32,25,5,2,3,2,12
35,23,1,1,3,0,7
38,50,0,0,3,0,9
42,64,4,2,3,0,8
47,71,5,2,3,0,8
51,66,3,2,3,6,4
52,41,0,0,5,0,2
56,63,0,0,3,0,59
66,84,7,2,3,1,24
67,72,0,0,3,0,9
73,83,5,2,3,0,5
77,125,0,0,3,0,23
81,114,0,0,3,0,4
88,122,2,2,3,0,13
91,98,5,2,3,0,10
92,137,9,2,3,1,54
97,86,1,1,4,0,3
102,147,7,2,4,0,94
104,170,11,4,3,0,54
110,171,15,2,3,0,54
125,169,12,2,3,5,16
133,181,7,1,3,1,41
137,167,6,1,4,0,7
139,231,0,0,5,0,17
145,142,3,3,3,31,7
146,223,1,2,5,0,66
148,140,12,2,3,0,110
150,218,0,0,3,0,9
157,251,3,2,3,0,24
159,168,0,0,3,0,34
161,249,1,1,5,0,3
163,247,2,1,3,0,2
170,260,3,2,3,0,33
180,236,0,0,3,26,15
182,148,4,2,3,0,27
186,296,8,3,3,0,13
188,306,5,1,3,0,6
192,73,4,2,3,0,4
196,263,3,2,3,0,6
199,180,5,1,3,4,18
200,160,2,1,3,0,12
203,224,2,3,3,0,28
207,248,2,2,3,0,17
209,208,0,0,6,0,13
210,315,2,2,3,1,6
215,367,0,0,3,0,27
216,380,3,2,3,0,38
217,257,3,2,4,2,5
220,343,2,3,4,0,28
224,378,4,2,3,0,13
227,265,1,2,4,0,2
232,344,1,1,3,0,9
238,403,0,0,3,1,2
240,398,17,3,2,5,25
244,413,13,3,3,22,122
250,421,2,3,3,1,92
251,424,9,2,3,0,58
255,416,1,2,3,0,68
259,414,1,1,3,8,11
265,431,1,2,3,0,3
271,450,12,3,3,1,71
275,417,1,1,3,53,1
277,397,5,3,3,3,118
283,457,2,2,3,3,74
289,465,2,4,5,3,7
294,496,15,3,3,4,65
297,498,3,2,3,0,8
302,470,2,3,5,0,23
313,502,2,1,3,0,18
314,453,1,2,3,0,3
