day_counter,0,1,2,3,4,5,6
0,,,3,,,,
1,,,3,,,,
2,,2,3,,,,
3,,2,4,,,,
4,2,2,5,,,,
5,2,2,5,,,,
6,3,2,8,,,,
7,5,2,8,,,,
8,7,2,8,,,,
9,7,2,7,,,,
10,5,,4,7,,,
11,6,,3,7,,,
12,5,2,3,7,,,
13,5,4,,7,,,
14,6,4,,8,,,
15,7,2,,8,,,
16,5,3,,12,,,
17,5,3,,12,,,
18,6,3,,12,,,
19,8,3,,12,,,
20,8,3,,13,,,
21,13,3,,11,,,
22,16,3,,11,,,
23,16,3,,11,,,
24,15,6,,12,,,
25,14,3,,18,,,
26,17,3,,17,,,
27,18,3,,18,,,
28,20,3,,20,,,
29,25,3,4,11,,,
30,28,3,4,11,,,
31,27,5,4,11,,,
32,27,4,,19,,,
33,27,4,,19,,,
34,28,2,,19,,,
35,23,4,,26,,,
36,23,4,,27,,,
37,23,4,,27,,,
38,23,4,,28,,,
39,24,4,,27,,,
40,22,2,,35,,,
41,21,2,,37,,,
42,23,2,,37,,,
43,23,2,,37,,,
44,25,2,,37,,,
45,26,4,,33,,,
46,29,4,30,,,,
47,29,4,32,,,,
48,23,2,42,,,,
49,3,,,67,,,
50,4,,,66,,,
51,4,,,66,,,
52,4,,,68,,,
53,5,,,68,,,
54,6,,,70,,,
55,6,,,70,,,
56,5,,,74,,,
57,6,,,74,,,
58,6,,,74,,,
59,6,,,74,,,
60,7,,,74,,,
61,7,,,74,,,
62,8,,,73,,,
63,11,,,72,,,
64,12,,,73,,,
65,29,19,,37,,,
66,32,19,,37,,,
67,30,8,,,51,,
68,31,8,,,52,,
69,33,11,,,50,,
70,30,13,10,,41,,
71,30,13,11,,41,,
72,30,13,14,,41,,
73,30,13,14,,41,,
74,30,13,15,,41,,
75,30,13,18,,41,,
76,33,18,,19,33,,
77,33,18,,51,,,
78,30,10,,,66,,
79,32,10,,,63,,
80,29,10,,,,71.0,
81,29,10,,,,71.0,
82,29,10,,,,71.0,
83,30,10,,,,71.0,
84,31,10,,,,75.0,
85,32,10,,,,74.0,
86,33,10,,,,75.0,
87,34,10,,,,75.0,
88,37,12,,,,72.0,
89,37,12,,,,73.0,
90,38,12,,,,74.0,
91,38,12,,,,75.0,
92,38,12,,,,75.0,
93,38,10,,,78,,
94,38,14,,,73,,
95,39,14,,,73,,
96,37,6,,,90,,
97,38,6,,,89,,
98,39,6,,,91,,
99,40,6,,,92,,
100,39,2,,,106,,
101,40,2,,,104,,
102,40,2,,,105,,
103,40,2,,,105,,
104,42,7,,,100,,
105,41,7,,,105,,
106,44,7,,,103,,
107,44,7,,,103,,
108,45,7,,,103,,
109,45,7,,,103,,
110,49,9,,,105,,
111,49,9,,,105,,
112,48,9,,,107,,
113,48,9,,,106,,
114,48,9,,,109,,
115,48,9,,,109,,
116,48,9,,,109,,
117,49,11,,,108,,
118,50,11,,,108,,
119,51,11,,,106,,
120,50,11,,,112,,
121,50,11,,,112,,
122,51,11,,,109,,
123,51,11,,,110,,
124,51,9,,,114,,
125,52,9,,,114,,
126,54,9,,,116,,
127,55,9,,,116,,
128,55,9,,,116,,
129,55,9,,,115,,
130,58,9,,,115,,
131,58,9,,,115,,
132,60,12,,,111,,
133,60,16,,,107,,
134,59,16,,,109,,
135,59,16,,,110,,
136,60,16,,,110,,
137,60,18,,,107,,
138,60,19,,,107,,
139,60,19,,,107,,
140,62,19,,,110,,
141,62,19,,,110,,
142,62,19,,,110,,
143,62,19,,,109,,
144,61,19,,,111,,
145,61,19,,,111,,
146,62,17,7,,106,,
147,63,17,7,,107,,
148,59,17,7,,116,,
149,59,17,7,,116,,
150,59,17,7,,116,,
151,60,17,7,,116,,
152,60,13,7,,121,,
153,63,13,7,,121,,
154,63,13,7,,124,,
155,63,13,7,,,125.0,
156,62,13,7,,,127.0,
157,62,13,7,,,128.0,
158,62,13,7,,,127.0,
159,59,13,7,,,131.0,
160,61,13,7,,,133.0,
161,61,13,7,,,133.0,
162,61,13,7,,,131.0,
163,65,13,7,,,127.0,
164,66,13,7,,,127.0,
165,69,13,7,,,127.0,
166,69,13,7,,,130.0,
167,69,13,7,,,130.0,
168,69,13,7,,,132.0,
169,70,13,7,,,132.0,
170,71,13,7,,,131.0,
171,68,13,7,,,133.0,
172,66,11,7,,,142.0,
173,66,11,7,,,142.0,
174,67,11,7,,,143.0,
175,68,11,7,,,143.0,
176,70,11,7,,,146.0,
177,70,11,7,,,146.0,
178,74,11,7,,,145.0,
179,75,11,7,,,145.0,
180,76,11,4,,,156.0,
181,80,11,4,,,156.0,
182,82,11,4,,,152.0,
183,83,11,4,15,,139.0,
184,82,11,4,15,,,141.0
185,83,11,4,15,,,141.0
186,84,11,4,15,,,140.0
187,84,11,4,15,,,141.0
188,85,11,4,15,,,140.0
189,86,11,4,15,,,140.0
190,87,11,4,15,,,139.0
191,87,11,4,15,,,139.0
192,87,11,4,15,,,143.0
193,87,11,4,15,,,143.0
194,91,13,9,15,,,133.0
195,91,13,9,15,,,133.0
196,90,13,9,15,,,136.0
197,92,13,9,15,,,136.0
198,92,16,9,15,,,134.0
199,91,9,9,15,,,144.0
200,93,9,9,15,,,148.0
201,95,12,9,15,,,144.0
202,95,15,13,15,,,144.0
203,93,17,13,15,,,144.0
204,95,17,13,15,,,145.0
205,94,19,13,15,,,145.0
206,94,21,13,15,,143.0,
207,98,21,13,15,,138.0,
208,98,19,4,15,,154.0,
209,98,19,4,15,,154.0,
210,101,19,4,15,,156.0,
211,102,19,4,15,,156.0,
212,102,19,4,15,,156.0,
213,102,19,4,15,,156.0,
214,104,23,4,15,,148.0,
215,105,23,4,15,,147.0,
216,105,25,4,15,,147.0,
217,105,25,4,15,,147.0,
218,107,25,4,15,,146.0,
219,109,25,9,20,,133.0,
220,104,25,9,5,,158.0,
221,104,25,9,5,,158.0,
222,80,23,,5,,192.0,
223,81,23,,5,,192.0,
224,82,23,,5,,194.0,
225,82,23,,5,,195.0,
226,82,23,,5,,194.0,
227,83,23,,5,,194.0,
228,85,25,,5,,195.0,
229,85,25,,5,,195.0,
230,84,18,,5,,207.0,
231,84,18,,5,,208.0,
232,84,18,,5,,208.0,
233,84,18,,5,,208.0,
234,85,18,,5,,210.0,
235,85,18,,5,,210.0,
236,81,16,,5,,219.0,
237,82,16,,5,,217.0,
238,94,14,9,5,,200.0,
239,94,14,9,5,,200.0,
240,98,14,9,5,,196.0,
241,98,14,9,5,,196.0,
242,98,14,9,5,,196.0,
243,98,14,9,5,,195.0,
244,97,14,9,5,,197.0,
245,98,14,9,5,,197.0,
246,99,14,9,5,,197.0,
247,100,14,9,13,,187.0,
248,101,14,9,13,,191.0,
249,103,14,9,13,,192.0,
250,110,16,9,13,,184.0,
251,113,21,13,13,,171.0,
252,114,21,13,13,,171.0,
253,114,21,13,13,,171.0,
254,118,23,13,13,,167.0,
255,116,23,14,13,,,170.0
256,116,23,14,13,,,170.0
257,117,23,14,13,,,170.0
258,118,23,14,13,,,170.0
