date,bug_id,degree,depth,severity,votes,comment_count
8,5,1,1,3,2,2
9,0,2,2,3,0,5
11,14,0,0,3,0,2
16,13,0,0,3,0,27
21,17,3,1,3,1,54
22,8,0,0,1,0,8
26,30,0,0,3,0,7
29,25,1,1,3,2,12
30,40,1,1,3,0,2
35,23,1,1,3,0,7
48,65,4,1,3,0,13
49,39,0,0,4,1,3
51,63,1,1,3,0,59
56,85,1,1,3,0,28
62,84,1,1,3,1,24
63,98,5,2,3,0,10
64,88,50,4,3,4,79
68,72,2,1,3,0,9
74,83,6,3,3,0,5
76,114,2,2,3,0,4
78,97,1,1,3,0,7
86,64,3,3,3,0,8
87,126,3,1,2,0,2
89,137,4,2,3,1,54
94,133,1,4,3,0,2
95,140,10,3,3,0,110
98,147,8,2,4,0,94
99,138,4,3,3,0,64
103,160,4,1,3,0,12
105,170,3,1,3,0,54
111,168,5,2,3,0,34
112,186,4,3,3,0,16
118,171,12,2,3,0,54
120,180,5,3,3,4,18
125,181,8,2,3,1,41
129,224,5,3,3,0,28
132,169,10,2,3,5,16
134,218,4,1,3,0,9
137,231,6,2,5,0,17
138,208,1,2,6,0,13
139,185,1,1,3,0,11
143,223,0,0,5,0,66
147,248,4,1,3,0,17
152,167,1,2,4,0,7
154,251,4,2,3,0,24
157,236,5,2,3,26,15
161,125,0,0,3,0,23
163,260,5,3,3,0,33
164,270,0,0,3,1,18
168,60,3,2,3,0,5
169,247,1,1,3,0,2
173,259,0,0,3,0,8
177,272,0,0,3,0,3
179,296,9,2,3,0,13
181,226,2,2,3,1,2
182,275,2,1,3,0,1
183,306,9,3,3,0,6
184,318,3,1,3,0,2
189,297,10,4,3,0,78
193,292,1,4,3,0,3
196,254,3,2,3,0,4
203,295,1,1,4,4,4
206,334,3,2,3,0,25
211,330,5,2,3,0,27
214,285,3,2,5,0,13
218,378,0,0,3,0,13
220,380,0,0,3,0,38
224,129,0,0,3,0,11
225,239,2,3,3,0,6
237,338,4,1,3,5,5
239,350,0,0,5,0,16
240,398,18,2,2,5,25
242,416,6,1,3,0,68
243,397,5,5,3,3,118
251,424,9,2,3,0,58
263,417,8,2,3,53,1
265,431,2,1,3,0,3
266,413,3,2,3,22,122
269,457,14,3,3,3,74
271,450,15,2,3,1,71
273,340,0,0,3,1,40
279,472,0,0,5,0,7
283,465,0,0,5,3,7
284,470,6,2,5,0,23
287,446,3,1,3,0,19
289,466,3,1,5,1,3
290,498,3,2,3,0,8
291,182,0,0,3,0,56
292,454,0,0,3,0,13
294,487,0,0,3,0,4
298,469,0,0,3,0,110
303,348,0,0,3,0,5
308,510,1,1,3,0,8
310,485,2,2,3,0,4
311,520,3,2,5,0,24
314,436,3,1,5,0,6
321,523,8,2,3,0,26
322,228,3,1,3,0,20
324,555,1,1,3,0,5
326,328,3,1,3,0,4
330,541,2,3,3,1,6
337,561,3,2,3,1,7
343,560,5,2,3,0,2
346,570,0,0,3,0,2
357,567,0,0,3,3,66
363,580,1,1,3,35,20
364,588,0,0,3,2,32
366,587,0,0,3,1,17
373,597,4,1,3,4,139
378,556,1,2,3,0,33
381,593,3,2,4,0,19
383,602,6,4,4,1,6
386,623,4,3,3,0,51
391,184,0,0,3,1,3
393,621,4,2,3,4,1
394,595,0,0,4,2,12
404,628,0,0,3,0,5
406,632,4,2,3,0,12
408,630,5,2,3,3,338
410,354,2,2,3,0,6
420,554,2,2,3,0,4
426,647,4,2,3,0,6
431,662,11,3,3,0,64
434,636,1,2,4,1,2
439,663,0,0,3,0,9
450,625,2,2,3,1,3
451,142,2,3,3,31,7
453,500,2,2,5,0,5
459,667,0,0,5,0,3
460,682,0,0,3,2,26
461,686,2,3,4,0,6
468,658,3,1,3,0,3
469,687,5,3,3,0,57
473,699,0,0,3,0,28
477,694,5,1,3,2,10
479,704,1,1,3,2,60
487,141,1,1,3,1,11
488,286,0,0,4,0,3
491,715,3,2,3,0,94
497,709,4,2,3,0,39
498,717,4,3,3,1,3
501,726,1,1,3,0,6
505,689,3,3,3,0,40
507,455,0,0,5,0,3
509,241,0,0,3,0,2
513,419,0,0,3,1,5
518,724,2,3,3,0,1
519,752,1,1,3,0,20
520,738,0,0,3,0,41
522,401,0,0,3,0,11
523,760,3,2,3,0,9
528,187,1,1,5,0,5
532,736,0,0,3,0,12
534,714,3,1,3,0,6
538,774,7,2,3,0,13
540,725,2,2,3,0,1
542,772,0,0,3,6,3
547,778,3,2,3,0,3
548,761,2,2,3,1,21
549,792,0,0,3,0,1
551,793,0,0,3,0,3
553,803,0,0,3,0,10
559,777,1,1,3,0,20
561,211,1,1,3,0,7
564,787,2,1,3,0,1
567,816,0,0,3,0,7
569,818,3,2,3,0,7
571,828,1,1,3,0,8
573,771,4,3,3,0,4
574,631,1,4,5,0,7
575,835,4,2,3,0,9
576,837,3,2,3,0,10
580,836,1,2,3,0,7
581,820,3,2,3,0,10
584,805,4,1,3,0,16
585,767,3,3,3,0,8
593,819,1,1,3,0,23
594,788,1,1,3,0,2
598,852,4,3,3,0,15
599,862,5,3,3,0,3
601,834,0,0,3,0,11
603,861,0,0,3,0,3
607,249,3,1,5,0,3
608,71,3,1,3,0,8
611,839,3,1,3,0,14
612,677,3,1,4,0,12
618,867,0,0,3,0,2
620,589,0,0,4,0,17
622,785,3,1,3,6,10
623,759,0,0,3,0,14
626,824,1,1,3,0,10
627,263,2,2,3,0,6
629,806,0,0,3,0,3
632,315,3,1,3,1,6
636,882,8,1,4,22,41
637,888,2,2,3,0,8
640,869,2,2,3,0,8
644,578,1,1,3,0,7
645,897,0,0,3,0,4
647,896,6,3,2,0,26
652,879,2,3,3,0,4
653,219,0,0,3,0,3
655,790,1,1,3,1,4
658,678,2,2,3,0,2
664,906,2,2,3,1,15
665,810,2,2,3,0,3
669,917,0,0,3,0,2
671,916,4,2,3,0,20
673,262,1,2,3,3,17
674,411,0,0,3,0,6
675,922,1,1,3,0,24
678,926,0,0,3,0,11
682,911,0,0,3,0,25
684,59,2,2,3,1,12
685,907,3,3,3,0,6
689,690,0,0,3,0,4
695,935,8,3,3,3,139
696,940,0,0,3,0,2
697,939,6,3,3,1,24
701,949,3,3,3,0,15
705,221,0,0,3,0,5
708,477,1,3,5,0,6
709,256,2,1,3,0,2
713,946,3,4,4,0,10
714,522,2,1,3,0,66
717,958,1,1,3,3,18
722,964,0,0,3,0,10
726,963,5,2,3,0,14
727,950,3,2,3,0,3
728,966,5,4,3,1,40
729,978,3,1,3,0,12
732,502,1,1,3,0,18
736,965,0,0,3,0,8
738,952,2,2,3,0,4
739,982,0,0,3,0,8
743,217,1,2,3,0,5
745,104,2,2,4,2,12
751,797,2,1,3,0,8
756,652,1,4,3,0,14
758,220,2,1,3,0,8
761,802,1,2,3,0,2
766,743,2,1,3,2,23
768,731,2,1,3,0,9
770,175,2,2,3,0,6
773,716,1,2,3,2,5
775,999,8,2,3,1,9
778,998,2,2,3,0,4
780,1002,5,2,3,0,76
784,343,2,1,4,0,28
785,434,2,1,3,11,2
786,1011,4,2,3,0,41
787,1010,1,3,3,0,3
790,1007,2,1,3,0,5
793,858,2,1,3,0,2
796,698,1,1,3,0,2
798,509,2,1,3,0,4
801,1014,2,1,3,2,22
804,1020,3,1,3,0,2
806,1017,6,2,3,0,56
808,508,0,0,4,0,4
813,609,2,1,3,0,37
815,151,2,1,3,1,36
816,368,0,0,3,0,2
824,1028,22,2,3,0,118
825,1031,1,1,3,0,50
831,1038,5,2,3,1,17
832,1030,5,2,3,1,7
834,1047,2,1,3,0,7
835,996,2,1,3,0,6
836,484,2,1,3,1,7
837,904,2,1,3,0,3
840,808,2,1,3,0,13
843,826,1,1,3,0,37
844,794,0,0,3,0,10
846,1027,2,1,3,0,4
847,915,2,1,3,0,113
849,827,1,1,3,0,20
853,825,1,1,3,0,22
856,156,0,0,3,0,5
857,881,2,1,3,2,3
862,1054,0,0,3,1,1
866,1063,2,2,3,0,5
867,1056,2,1,3,2,14
868,344,0,0,3,0,9
871,1067,3,1,3,1,4
874,1064,2,2,3,0,1
879,1072,3,4,3,1,4
880,1082,7,2,3,0,12
881,1079,2,2,3,0,13
883,1078,11,2,3,5,8
887,1086,9,1,3,0,29
