day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,,3,,,,,,,,,,
1,,,3,,,,,,,,,,
2,,2,3,,,,,,,,,,
3,,2,4,,,,,,,,,,
4,2,2,5,,,,,,,,,,
5,2,2,5,,,,,,,,,,
6,3,2,8,,,,,,,,,,
7,5,2,8,,,,,,,,,,
8,7,2,8,,,,,,,,,,
9,6,2,7,,,,,,,,,,
10,4,,4,7,,,,,,,,,
11,4,,4,7,,,,,,,,,
12,4,,5,7,,,,,,,,,
13,4,,4,7,,,,,,,,,
14,5,2,4,7,,,,,,,,,
15,5,2,4,7,,,,,,,,,
16,3,,4,13,,,,,,,,,
17,3,,4,13,,,,,,,,,
18,4,,4,13,,,,,,,,,
19,6,,4,13,,,,,,,,,
20,5,,4,16,,,,,,,,,
21,9,,4,16,,,,,,,,,
22,13,2,16,,,,,,,,,,
23,13,2,16,,,,,,,,,,
24,11,2,19,,,,,,,,,,
25,9,2,23,,,,,,,,,,
26,11,2,22,,,,,,,,,,
27,12,2,3,20,,,,,,,,,
28,12,6,3,19,,,,,,,,,
29,14,19,3,4,,,,,,,,,
30,16,19,3,4,,,,,,,,,
31,16,20,3,4,,,,,,,,,
32,15,18,3,11,,,,,,,,,
33,15,18,3,11,,,,,,,,,
34,15,18,3,11,,,,,,,,,
35,14,2,3,,33,,,,,,,,
36,15,,3,,,34.0,,,,,,,
37,15,2,,,,34.0,,,,,,,
38,15,2,,,,,35.0,,,,,,
39,15,2,,,,,36.0,,,,,,
40,13,2,,,,,42.0,,,,,,
41,13,2,,,,,42.0,,,,,,
42,15,2,,,,,43.0,,,,,,
43,14,2,,,,,43.0,,,,,,
44,16,2,,,,,43.0,,,,,,
45,15,2,,,,,43.0,,,,,,
46,17,2,,,,,43.0,,,,,,
47,17,2,,,,,45.0,,,,,,
48,13,2,,,,,52.0,,,,,,
49,3,,,,,,,67.0,,,,,
50,4,,,,,,,66.0,,,,,
51,3,,,,,,,66.0,,,,,
52,3,,,,,,,68.0,,,,,
53,4,,,,,,,68.0,,,,,
54,5,,,,,,,69.0,,,,,
55,5,,,,,,,69.0,,,,,
56,5,,,,,,,72.0,,,,,
57,6,,,,,,,72.0,,,,,
58,6,,,,,,,72.0,,,,,
59,6,,,,,,,72.0,,,,,
60,7,,,,,,,72.0,,,,,
61,7,,,,,,,72.0,,,,,
62,8,,,,,,,72.0,,,,,
63,10,,,,,,,73.0,,,,,
64,11,,,,,,,74.0,,,,,
65,12,,,,,,,75.0,,,,,
66,26,4,,,,,59.0,,,,,,
67,25,4,,,,,62.0,,,,,,
68,25,2,3,,,,61.0,,,,,,
69,27,2,3,,,,63.0,,,,,,
70,23,4,,,,,68.0,,,,,,
71,23,4,,,,,69.0,,,,,,
72,21,4,,,,,73.0,,,,,,
73,21,4,,,,,73.0,,,,,,
74,21,4,,,,,74.0,,,,,,
75,21,4,,,,,77.0,,,,,,
76,22,6,,,,,77.0,,,,,,
77,23,6,,,,,75.0,,,,,,
78,20,4,,,,,84.0,,,,,,
79,20,4,,,,,83.0,,,,,,
80,16,4,,,,,92.0,,,,,,
81,17,4,,,,,89.0,,,,,,
82,18,4,,,,,87.0,,,,,,
83,18,4,,,,,86.0,,,,,,
84,17,4,,,,,,91.0,,,,,
85,18,4,,,,,,91.0,,,,,
86,19,4,,,,,,92.0,,,,,
87,20,4,,,,,,92.0,,,,,
88,22,4,,,,,,93.0,,,,,
89,22,4,,,,,,94.0,,,,,
90,24,4,,,,,,95.0,,,,,
91,23,4,,,,,,97.0,,,,,
92,23,4,,,,,,97.0,,,,,
93,24,4,,,,,,98.0,,,,,
94,24,4,,,,,,99.0,,,,,
95,25,4,,,,,,99.0,,,,,
96,23,4,,,,,,107.0,,,,,
97,24,4,,,,,,107.0,,,,,
98,24,4,,,,,,109.0,,,,,
99,24,4,,,,,108.0,,,,,,
100,23,2,,,,,120.0,,,,,,
101,23,2,,,,,120.0,,,,,,
102,23,2,,,,,121.0,,,,,,
103,23,2,,,,,121.0,,,,,,
104,24,2,,,,,123.0,,,,,,
105,24,2,,,,,127.0,,,,,,
106,26,2,,,,,127.0,,,,,,
107,26,2,,,,,127.0,,,,,,
108,27,2,,,,,127.0,,,,,,
109,27,2,,,,,127.0,,,,,,
110,31,4,,,,,130.0,,,,,,
111,31,4,,,,,130.0,,,,,,
112,33,4,,,,,128.0,,,,,,
113,33,4,,,,,128.0,,,,,,
114,34,4,,,,,129.0,,,,,,
115,34,4,,,,,129.0,,,,,,
116,34,4,,,,,129.0,,,,,,
117,37,8,,,,,124.0,,,,,,
118,38,8,,,,,124.0,,,,,,
119,38,8,,,,,123.0,,,,,,
120,37,8,,,,,129.0,,,,,,
121,37,8,,,,,129.0,,,,,,
122,37,8,,,,,128.0,,,,,,
123,36,8,,,,,129.0,,,,,,
124,35,8,,,,,132.0,,,,,,
125,36,8,,,,,132.0,,,,,,
126,38,8,,,,,134.0,,,,,,
127,39,8,,,,,134.0,,,,,,
128,38,6,,,,,138.0,,,,,,
129,38,6,,,,,138.0,,,,,,
130,41,6,,,,,138.0,,,,,,
131,41,6,,,,,138.0,,,,,,
132,41,6,,,,,,139.0,,,,,
133,42,6,,,,,,141.0,,,,,
134,42,6,,,,,,141.0,,,,,
135,42,6,,,,,,141.0,,,,,
136,42,6,,,,,,141.0,,,,,
137,42,6,,,,,,141.0,,,,,
138,42,6,,,,,,142.0,,,,,
139,41,6,,,,,,142.0,,,,,
140,40,6,,,,,,148.0,,,,,
141,40,6,,,,,,148.0,,,,,
142,40,6,,,,,,149.0,,,,,
143,40,6,,,,,,149.0,,,,,
144,41,4,,,,,,152.0,,,,,
145,41,4,,,,,,152.0,,,,,
146,42,4,,,,,,152.0,,,,,
147,43,4,,,,,,152.0,,,,,
148,42,4,,,,,,158.0,,,,,
149,42,4,,,,,,158.0,,,,,
150,42,4,,,,,,158.0,,,,,
151,43,4,,,,,,158.0,,,,,
152,43,4,,,,,,159.0,,,,,
153,46,4,,,,,,160.0,,,,,
154,47,4,,,,,,161.0,,,,,
155,47,4,,,,,,161.0,,,,,
156,47,4,,,,,,162.0,,,,,
157,47,4,,,,,,163.0,,,,,
158,47,4,,,,,,163.0,,,,,
159,45,4,,,,,,166.0,,,,,
160,47,4,,,,,,168.0,,,,,
161,47,4,,,,,,168.0,,,,,
162,47,4,,,,,,167.0,,,,,
163,48,4,,,,,,167.0,,,,,
164,49,4,,,,,,166.0,,,,,
165,52,4,,,,,,166.0,,,,,
166,53,4,,,,,,167.0,,,,,
167,53,4,,,,,,167.0,,,,,
168,54,4,,,,,,167.0,,,,,
169,55,4,,,,,,167.0,,,,,
170,56,4,,,,,,167.0,,,,,
171,54,4,,,,,,170.0,,,,,
172,52,4,,,,,,177.0,,,,,
173,52,4,,,,,,177.0,,,,,
174,53,4,,,,,,178.0,,,,,
175,54,4,,,,,,178.0,,,,,
176,55,4,,,,,,182.0,,,,,
177,55,4,,,,,,183.0,,,,,
178,58,4,,,,,,183.0,,,,,
