day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,,3,,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,,
2,,2,3,,,,,,,,,,,,,
3,,2,4,,,,,,,,,,,,,
4,2,2,5,,,,,,,,,,,,,
5,2,2,5,,,,,,,,,,,,,
6,4,2,,,7,,,,,,,,,,,
7,6,2,,,7,,,,,,,,,,,
8,8,2,,,7,,,,,,,,,,,
9,7,2,,,6,,,,,,,,,,,
10,5,2,,,,9.0,,,,,,,,,,
11,5,2,,,,9.0,,,,,,,,,,
12,6,,,,,10.0,,,,,,,,,,
13,6,,,,,10.0,,,,,,,,,,
14,6,2,,,,10.0,,,,,,,,,,
15,6,2,,,,10.0,,,,,,,,,,
16,4,,,,,17.0,,,,,,,,,,
17,4,,,,,17.0,,,,,,,,,,
18,5,,,,,17.0,,,,,,,,,,
19,7,,,,,17.0,,,,,,,,,,
20,7,,,,,19.0,,,,,,,,,,
21,11,,,,,19.0,,,,,,,,,,
22,14,,,,,19.0,,,,,,,,,,
23,16,,,,,16.0,,,,,,,,,,
24,14,3,,,,17.0,,,,,,,,,,
25,14,,,,,22.0,,,,,,,,,,
26,15,2,,,,21.0,,,,,,,,,,
27,17,2,,,,20.0,,,,,,,,,,
28,19,2,,,,22.0,,,,,,,,,,
29,20,2,,,,22.0,,,,,,,,,,
30,24,13,,,,9.0,,,,,,,,,,
31,24,10,4,,,9.0,,,,,,,,,,
32,23,4,4,,,20.0,,,,,,,,,,
33,23,4,4,,,20.0,,,,,,,,,,
34,23,4,4,,,20.0,,,,,,,,,,
35,21,4,,,,31.0,,,,,,,,,,
36,20,4,,,,,32.0,,,,,,,,,
37,20,4,,,,,32.0,,,,,,,,,
38,20,4,,,,,32.0,,,,,,,,,
39,20,4,,,,,,33.0,,,,,,,,
40,17,6,,,,,,,38.0,,,,,,,
41,17,2,,,,,,,42.0,,,,,,,
42,19,2,,,,,,,43.0,,,,,,,
43,18,2,,,,,,,43.0,,,,,,,
44,20,2,,,,,,,43.0,,,,,,,
45,19,2,,,,,,,43.0,,,,,,,
46,22,2,,,,,,,41.0,,,,,,,
47,22,2,,,,,,,42.0,,,,,,,
48,15,2,,,,,,,52.0,,,,,,,
49,2,,,,,,,,,69.0,,,,,,
50,3,,,,,,,,,69.0,,,,,,
51,3,,,,,,,,,69.0,,,,,,
52,3,,,,,,,,,71.0,,,,,,
53,4,,,,,,,,,71.0,,,,,,
54,5,,,,,,,,,73.0,,,,,,
55,5,,,,,,,,,73.0,,,,,,
56,5,,,,,,,,,76.0,,,,,,
57,6,,,,,,,,,76.0,,,,,,
58,6,,,,,,,,,76.0,,,,,,
59,6,,,,,,,,,76.0,,,,,,
60,7,,,,,,,,,76.0,,,,,,
61,7,,,,,,,,,76.0,,,,,,
62,8,,,,,,,,,76.0,,,,,,
63,9,,,,,,,,,77.0,,,,,,
64,10,,,,,,,,,78.0,,,,,,
65,11,,,,,,,,,79.0,,,,,,
66,14,,,,,,,,,79.0,,,,,,
67,13,,,,,,,,,82.0,,,,,,
68,14,,,,,,,,,83.0,,,,,,
69,16,,,,,,,,,85.0,,,,,,
70,21,2,,,,,,,,79.0,,,,,,
71,21,2,,,,,,,,80.0,,,,,,
72,21,2,,,,,,,,81.0,,,,,,
73,21,2,,,,,,,,81.0,,,,,,
74,21,2,,,,,,,,82.0,,,,,,
75,21,2,,,,,,,,85.0,,,,,,
76,23,2,,,,,,,,86.0,,,,,,
77,23,2,,,,,,,,86.0,,,,,,
78,22,2,,,,,,,,91.0,,,,,,
79,22,2,,,,,,,,91.0,,,,,,
80,22,2,,,,,,,,,96.0,,,,,
81,22,2,,,,,,,,,95.0,,,,,
82,22,2,,,,,,,,,95.0,,,,,
83,23,2,,,,,,,,,94.0,,,,,
84,23,2,,,,,,,,,99.0,,,,,
85,24,2,,,,,,,,,98.0,,,,,
86,25,2,,,,,,,,,99.0,,,,,
87,26,2,,,,,,,,,99.0,,,,,
88,28,2,,,,,,,,,100.0,,,,,
89,28,,,,,,,,,,103.0,,,,,
90,30,,,,,,,,,,104.0,,,,,
91,30,,,,,,,,,,105.0,,,,,
92,30,,,,,,,,,,105.0,,,,,
93,31,,,,,,,,,,106.0,,,,,
94,31,,,,,,,,,,107.0,,,,,
95,32,,,,,,,,,,107.0,,,,,
96,31,,,,,,,,,,115.0,,,,,
97,32,,,,,,,,,,115.0,,,,,
98,33,,,,,,,,,,116.0,,,,,
99,34,,,,,,,,,,116.0,,,,,
100,33,,,,,,,,,,126.0,,,,,
101,33,,,,,,,,,,126.0,,,,,
102,33,,,,,,,,,,127.0,,,,,
103,33,,,,,,,,,,127.0,,,,,
104,32,,,,,,,,,,131.0,,,,,
105,33,,,,,,,,,,134.0,,,,,
106,35,,,,,,,,,,135.0,,,,,
107,35,,,,,,,,,,134.0,,,,,
108,36,,,,,,,,,,134.0,,,,,
109,36,,,,,,,,,,133.0,,,,,
110,39,4,,,,,,,,,135.0,,,,,
111,39,4,,,,,,,,,135.0,,,,,
112,38,4,,,,,,,,,137.0,,,,,
113,38,4,,,,,,,,,137.0,,,,,
114,37,4,,,,,,,,,140.0,,,,,
115,37,4,,,,,,,,,140.0,,,,,
116,37,4,,,,,,,,,140.0,,,,,
117,39,4,,,,,,,,,141.0,,,,,
118,40,4,,,,,,,,,140.0,,,,,
119,40,4,,,,,,,,,140.0,,,,,
120,37,4,,,,,,,,,148.0,,,,,
121,37,4,,,,,,,,,148.0,,,,,
122,37,4,,,,,,,,,147.0,,,,,
123,36,6,,,,,,,,,147.0,,,,,
124,35,6,,,,,,,,,149.0,,,,,
125,36,6,,,,,,,,,149.0,,,,,
126,38,6,,,,,,,,,151.0,,,,,
127,39,6,,,,,,,,,151.0,,,,,
128,39,6,,,,,,,,,152.0,,,,,
129,39,6,,,,,,,,,152.0,,,,,
130,42,6,,,,,,,,,152.0,,,,,
131,42,6,,,,,,,,,152.0,,,,,
132,42,4,,,,,,,,,156.0,,,,,
133,43,4,,,,,,,,,158.0,,,,,
134,43,4,,,,,,,,,159.0,,,,,
135,42,4,,,,,,,,,159.0,,,,,
136,43,4,,,,,,,,158.0,,,,,,
137,43,4,,,,,,,,158.0,,,,,,
138,43,4,,,,,,,,159.0,,,,,,
139,43,4,,,,,,,,159.0,,,,,,
140,44,4,,,,,,,,163.0,,,,,,
141,44,4,,,,,,,,162.0,,,,,,
142,44,4,,,,,,,,163.0,,,,,,
143,44,4,,,,,,,,162.0,,,,,,
144,44,4,,,,,,,,163.0,,,,,,
145,44,4,,,,,,,,163.0,,,,,,
146,45,4,,,,,,,,164.0,,,,,,
147,46,4,,,,,,,,165.0,,,,,,
148,40,4,,,,,,,,176.0,,,,,,
149,40,4,,,,,,,,176.0,,,,,,
150,40,4,,,,,,,,176.0,,,,,,
151,41,4,,,,,,,,176.0,,,,,,
152,41,4,,,,,,,,177.0,,,,,,
153,44,4,,,,,,,,178.0,,,,,,
154,45,4,,,,,,,,180.0,,,,,,
