day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,,3,,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,,
2,,2,3,,,,,,,,,,,,,
3,,2,4,,,,,,,,,,,,,
4,2,2,5,,,,,,,,,,,,,
5,2,2,5,,,,,,,,,,,,,
6,4,2,,,7,,,,,,,,,,,
7,6,2,,,7,,,,,,,,,,,
8,8,2,,,7,,,,,,,,,,,
9,8,2,,,7,,,,,,,,,,,
10,5,6,,,7,,,,,,,,,,,
11,6,6,,,7,,,,,,,,,,,
12,6,7,,,7,,,,,,,,,,,
13,6,7,,,6,,,,,,,,,,,
14,7,9,,,6,,,,,,,,,,,
15,7,8,,,6,,,,,,,,,,,
16,6,,,,18,,,,,,,,,,,
17,6,,,,18,,,,,,,,,,,
18,7,,,,18,,,,,,,,,,,
19,9,,,,18,,,,,,,,,,,
20,10,,,,19,,,,,,,,,,,
21,14,,,,19,,,,,,,,,,,
22,17,,,,19,,,,,,,,,,,
23,17,,,,19,,,,,,,,,,,
24,17,,,,22,,,,,,,,,,,
25,17,,,,24,,,,,,,,,,,
26,22,,,,21,,,,,,,,,,,
27,22,2,,,21,,,,,,,,,,,
28,23,4,,,22,,,,,,,,,,,
29,24,4,,,22,,,,,,,,,,,
30,27,4,,21,,,,,,,,,,,,
31,27,4,,22,,,,,,,,,,,,
32,28,2,,27,,,,,,,,,,,,
33,28,2,,27,,,,,,,,,,,,
34,28,2,,27,,,,,,,,,,,,
35,24,2,,,36,,,,,,,,,,,
36,24,2,,,37,,,,,,,,,,,
37,24,2,,,37,,,,,,,,,,,
38,24,2,,,37,,,,,,,,,,,
39,24,2,,,38,,,,,,,,,,,
40,21,4,,,43,,,,,,,,,,,
41,21,4,,,44,,,,,,,,,,,
42,22,4,,,45,,,,,,,,,,,
43,22,4,,,45,,,,,,,,,,,
44,24,4,,,45,,,,,,,,,,,
45,24,4,,,45,,,,,,,,,,,
46,26,4,,,45,,,,,,,,,,,
47,25,6,,,46,,,,,,,,,,,
48,21,6,,,,53.0,,,,,,,,,,
49,1,,,,,,82.0,,,,,,,,,
50,2,,,,,,82.0,,,,,,,,,
51,2,,,,,,82.0,,,,,,,,,
52,2,,,,,,84.0,,,,,,,,,
53,4,,,,,,81.0,,,,,,,,,
54,5,,,,,,83.0,,,,,,,,,
55,5,,,,,,83.0,,,,,,,,,
56,5,,,,,,86.0,,,,,,,,,
57,6,,,,,,86.0,,,,,,,,,
58,6,,,,,,86.0,,,,,,,,,
59,6,,,,,,86.0,,,,,,,,,
60,7,,,,,,86.0,,,,,,,,,
61,7,,,,,,86.0,,,,,,,,,
62,8,,,,,,86.0,,,,,,,,,
63,10,,,,,,88.0,,,,,,,,,
64,11,,,,,,89.0,,,,,,,,,
65,12,,,,,,90.0,,,,,,,,,
66,15,,,,,,90.0,,,,,,,,,
67,15,,,,,,92.0,,,,,,,,,
68,16,,,,,,93.0,,,,,,,,,
69,18,,,,,,95.0,,,,,,,,,
70,32,2,3,,,,77.0,,,,,,,,,
71,32,2,3,,,,78.0,,,,,,,,,
72,31,2,,,,,84.0,,,,,,,,,
73,31,2,,,,,84.0,,,,,,,,,
74,31,2,,,,,85.0,,,,,,,,,
75,31,2,,,,,88.0,,,,,,,,,
76,32,4,,,,,88.0,,,,,,,,,
77,32,4,,,,,88.0,,,,,,,,,
78,30,4,,,,,94.0,,,,,,,,,
79,30,4,,,,,93.0,,,,,,,,,
80,29,,,,,,103.0,,,,,,,,,
81,29,,,,,,103.0,,,,,,,,,
82,29,,,,,,103.0,,,,,,,,,
83,30,,,,,,103.0,,,,,,,,,
84,30,,,,,,108.0,,,,,,,,,
85,30,,,,,,108.0,,,,,,,,,
86,31,,,,,,109.0,,,,,,,,,
87,32,,,,,,109.0,,,,,,,,,
88,33,,,,,,111.0,,,,,,,,,
89,33,,,,,,112.0,,,,,,,,,
90,35,,,,,,113.0,,,,,,,,,
91,35,,,,,,114.0,,,,,,,,,
92,35,,,,,,114.0,,,,,,,,,
93,36,,,,,,115.0,,,,,,,,,
94,36,,,,,,116.0,,,,,,,,,
95,37,,,,,,116.0,,,,,,,,,
96,33,,,,,,127.0,,,,,,,,,
97,34,,,,,,127.0,,,,,,,,,
98,35,,,,,,129.0,,,,,,,,,
99,36,,,,,,130.0,,,,,,,,,
100,37,,,,,,138.0,,,,,,,,,
101,37,,,,,,138.0,,,,,,,,,
102,37,,,,,,139.0,,,,,,,,,
103,37,,,,,,138.0,,,,,,,,,
104,37,,,,,,141.0,,,,,,,,,
105,38,,,,,,144.0,,,,,,,,,
106,40,,,,,,145.0,,,,,,,,,
107,40,,,,,,145.0,,,,,,,,,
108,41,,,,,,145.0,,,,,,,,,
109,41,,,,,,145.0,,,,,,,,,
110,45,2,,,,,148.0,,,,,,,,,
111,45,2,,,,,148.0,,,,,,,,,
112,45,2,,,,,,149.0,,,,,,,,
113,45,2,,,,,,148.0,,,,,,,,
114,45,2,,,,,,151.0,,,,,,,,
115,45,2,,,,,,151.0,,,,,,,,
116,46,2,,,,,,149.0,,,,,,,,
117,47,4,,,,,,149.0,,,,,,,,
118,48,4,,,,,,149.0,,,,,,,,
119,48,4,,,,,,149.0,,,,,,,,
120,47,4,,,,,,,155.0,,,,,,,
121,47,4,,,,,,,155.0,,,,,,,
122,47,4,,,,,,,155.0,,,,,,,
123,47,4,,,,,,,156.0,,,,,,,
124,45,4,,,,,,,161.0,,,,,,,
125,46,4,,,,,,,161.0,,,,,,,
126,47,4,,,,,,,164.0,,,,,,,
127,48,4,,,,,,,164.0,,,,,,,
128,45,4,,,,,,,168.0,,,,,,,
129,45,4,,,,,,,168.0,,,,,,,
130,48,4,,,,,,,168.0,,,,,,,
131,48,4,,,,,,,168.0,,,,,,,
132,49,4,,,,,,,168.0,,,,,,,
133,50,4,,,,,,,169.0,,,,,,,
134,49,4,,,,,,,171.0,,,,,,,
135,49,4,,,,,,,172.0,,,,,,,
136,50,4,,,,,,,172.0,,,,,,,
137,50,4,,,,,,,172.0,,,,,,,
138,50,4,,,,,,,173.0,,,,,,,
139,50,4,,,,,,,173.0,,,,,,,
140,52,4,,,,,,,176.0,,,,,,,
141,52,4,,,,,,,176.0,,,,,,,
142,52,4,,,,,,,177.0,,,,,,,
143,52,4,,,,,,,176.0,,,,,,,
144,52,4,,,,,,,,177.0,,,,,,
145,52,4,,,,,,,,177.0,,,,,,
146,52,4,,,,,,,,178.0,,,,,,
147,53,4,,,,,,,,179.0,,,,,,
148,51,4,,,,,,,,186.0,,,,,,
149,51,4,,,,,,,,186.0,,,,,,
150,51,4,,,,,,,,186.0,,,,,,
151,52,4,,,,,,,,186.0,,,,,,
152,52,4,,,,,,,,188.0,,,,,,
153,55,4,,,,,,,,188.0,,,,,,
154,56,4,,,,,,,,190.0,,,,,,
155,53,4,,,,,,,,193.0,,,,,,
156,53,4,,,,,,,,195.0,,,,,,
157,53,4,,,,,,,,196.0,,,,,,
158,53,4,,,,,,,,196.0,,,,,,
