day_counter,0,1,2,3,4,5,6,7
0,,,3,,,,,
1,,,3,,,,,
2,,2,3,,,,,
3,,2,4,,,,,
4,1,4,4,,,,,
5,1,4,4,,,,,
6,3,5,5,,,,,
7,5,5,4,,,,,
8,7,5,4,,,,,
9,7,8,,,,,,
10,4,11,,,,,,
11,5,9,,,,,,
12,6,8,,,,,,
13,6,8,,,,,,
14,8,9,,,,,,
15,8,9,,,,,,
16,5,15,,,,,,
17,4,15,,,,,,
18,5,15,,,,,,
19,7,14,,,,,,
20,6,15,,,,,,
21,10,15,,,,,,
22,13,15,,,,,,
23,13,15,,,,,,
24,13,18,,,,,,
25,14,4,15,,,,,
26,18,4,13,,,,,
27,18,6,13,,,,,
28,19,6,16,,,,,
29,20,6,16,,,,,
30,24,6,14,,,,,
31,24,6,14,,,,,
32,24,6,18,,,,,
33,28,4,14,,,,,
34,28,4,14,,,,,
35,23,4,24,,,,,
36,23,4,25,,,,,
37,24,4,23,,,,,
38,23,6,22,,,,,
39,23,6,23,,,,,
40,21,6,29,,,,,
41,20,6,31,,,,,
42,22,6,,32,,,,
43,22,6,,32,,,,
44,24,6,,32,,,,
45,24,6,,32,,,,
46,28,6,,28,,,,
47,28,6,,30,,,,
48,22,6,,39,,,,
49,2,,,,68,,,
50,3,,,,68,,,
51,3,,,,66,,,
52,3,,,,68,,,
53,4,,,,68,,,
54,5,,,,70,,,
55,5,,,,70,,,
56,5,,,,73,,,
57,6,,,,73,,,
58,6,,,,73,,,
59,6,,,,73,,,
60,7,,,,73,,,
61,7,,,,73,,,
62,8,,,,73,,,
63,10,,,,75,,,
64,11,,,,76,,,
65,12,,,,77,,,
66,29,6,,56,,,,
67,28,9,,,54,,,
68,29,9,,,54,,,
69,31,9,,,55,,,
70,29,6,,,62,,,
71,29,8,,,60,,,
72,27,6,7,,59,,,
73,27,6,7,,58,,,
74,27,6,8,,58,,,
75,28,6,,,68,,,
76,29,8,,,68,,,
77,30,8,,,66,,,
78,27,6,,,,75.0,,
79,27,6,,,,75.0,,
80,26,6,,,,81.0,,
81,26,6,,,,81.0,,
82,26,6,,,,81.0,,
83,27,6,,,,81.0,,
84,26,8,,,,83.0,,
85,27,8,,,,83.0,,
86,28,8,,,,84.0,,
87,29,8,,,,84.0,,
88,31,8,,,,85.0,,
89,31,8,,,,86.0,,
90,33,8,,,,87.0,,
91,32,8,,,,89.0,,
92,32,8,,,,89.0,,
93,31,8,,,,92.0,,
94,31,8,,,,92.0,,
95,35,10,,,,85.0,,
96,34,6,,,,,97.0,
97,35,9,,,,,93.0,
98,36,9,,,,,94.0,
99,37,9,,,,,95.0,
100,37,9,,,,,104.0,
101,37,9,,,,,104.0,
102,37,9,,,,,105.0,
103,37,9,,,,,104.0,
104,37,9,,,,,107.0,
105,37,9,,,,,111.0,
106,39,9,,,,,112.0,
107,39,9,,,,,112.0,
108,40,9,,,,,112.0,
109,40,9,,,,,112.0,
110,44,12,3,,,109.0,,
111,44,12,3,,,108.0,,
112,43,8,3,,,114.0,,
113,43,8,3,,,114.0,,
114,43,8,3,,,117.0,,
115,43,8,3,,,116.0,,
116,43,8,3,,,116.0,,
117,44,10,3,,,115.0,,
118,45,10,3,,,115.0,,
119,45,10,3,,,115.0,,
120,43,10,3,,,121.0,,
121,43,10,3,,,121.0,,
122,43,10,3,,,121.0,,
123,43,10,3,,,122.0,,
124,41,8,3,,,129.0,,
125,42,8,3,,,128.0,,
126,43,8,3,,,130.0,,
127,44,8,3,,,130.0,,
128,41,8,3,,,134.0,,
129,41,8,3,,,133.0,,
130,44,8,3,,,133.0,,
131,44,8,3,,,132.0,,
132,44,8,3,,,134.0,,
133,45,8,3,,,136.0,,
134,44,8,3,,,138.0,,
135,44,8,3,,,139.0,,
136,45,8,3,,,139.0,,
137,45,8,3,,,139.0,,
138,45,8,3,,,139.0,,
139,45,8,3,,,138.0,,
140,47,8,3,,,140.0,,
141,47,8,3,,,140.0,,
142,47,8,3,,,141.0,,
143,47,8,3,,,141.0,,
144,47,8,3,,,143.0,,
145,47,8,3,,,143.0,,
146,48,8,3,,,144.0,,
147,49,8,3,,,144.0,,
148,45,8,3,,,153.0,,
149,45,8,3,,,153.0,,
150,45,8,3,,,153.0,,
151,46,8,3,,,153.0,,
152,46,10,3,,,152.0,,
153,49,10,3,,,153.0,,
154,52,8,3,,,154.0,,
155,51,8,3,,,156.0,,
156,51,8,3,,,158.0,,
157,52,8,3,,,157.0,,
158,52,8,3,,,156.0,,
159,51,8,3,,,157.0,,
160,53,8,3,,,159.0,,
161,53,8,3,,,159.0,,
162,53,8,3,,,159.0,,
163,55,10,3,,,155.0,,
164,56,10,3,,,155.0,,
165,59,10,3,,,154.0,,
166,59,8,3,,,158.0,,
167,59,8,3,,,157.0,,
168,60,8,3,,,158.0,,
169,61,8,3,,,158.0,,
170,62,8,3,,,158.0,,
171,62,6,3,,,161.0,,
172,59,6,3,,,169.0,,
173,59,6,3,,,169.0,,
174,60,6,3,,,170.0,,
175,61,6,3,,,171.0,,
176,62,6,3,,,175.0,,
177,62,6,3,,,176.0,,
178,66,6,3,,,174.0,,
179,67,6,3,,,173.0,,
180,64,9,3,,,182.0,,
181,68,9,3,,,181.0,,
182,68,9,3,,,181.0,,
183,68,9,3,,,185.0,,
184,67,9,3,,,187.0,,
185,68,9,3,,,187.0,,
186,69,9,3,,,187.0,,
187,69,9,3,,,188.0,,
188,68,9,3,,,189.0,,
189,69,9,3,,,189.0,,
190,70,9,3,,,188.0,,
191,70,9,3,,,188.0,,
192,69,9,3,,,192.0,,
193,69,9,3,,,192.0,,
194,71,9,3,,,192.0,,
195,71,9,3,,,192.0,,
196,70,9,3,,,194.0,,
197,72,9,3,,,194.0,,
198,73,9,3,,,196.0,,
199,71,9,3,,,199.0,,
200,73,9,3,,,203.0,,
201,75,9,3,,,203.0,,
202,77,11,3,,,206.0,,
203,75,11,3,,,208.0,,
204,77,11,3,,,209.0,,
205,77,11,3,,,,208.0,
206,77,11,3,,,,209.0,
207,79,11,3,,,,208.0,
208,80,6,3,,,,218.0,
209,80,6,3,,,,216.0,
210,83,6,3,,,,218.0,
211,84,6,3,,,,218.0,
212,84,6,3,,,,218.0,
213,85,8,3,,,,213.0,
214,85,8,3,,,,214.0,
215,85,8,3,,,,215.0,
216,85,10,3,,,,215.0,
217,85,12,3,,,,212.0,
218,87,12,3,,,,212.0,
219,87,12,3,,,,211.0,
220,83,10,3,,,,222.0,
221,83,10,3,,,,222.0,
222,67,6,3,,,,243.0,
223,68,6,3,,,,243.0,
224,71,6,3,,,,241.0,
225,71,6,3,,,,,242.0
226,71,6,3,,,,,241.0
227,72,6,3,,,,,241.0
228,75,6,3,,,,,243.0
229,75,6,3,,,,,243.0
230,72,4,3,,,,,252.0
231,71,4,3,,,,,253.0
232,71,4,3,,,,,252.0
233,71,4,3,,,,,252.0
234,72,4,3,,,,,254.0
235,72,4,3,,,,,255.0
236,71,4,3,,,,,258.0
237,71,4,3,,,,,258.0
