date,bug_id,degree,depth,severity,votes,comment_count
9,0,2,2,3,0,5
29,17,1,1,3,1,54
43,23,1,2,3,0,7
56,67,0,0,4,0,4
80,88,59,3,3,4,79
86,116,1,3,5,0,10
97,147,5,4,4,0,94
110,171,13,3,3,0,54
118,182,0,0,3,0,56
144,183,1,4,3,0,3
149,185,4,3,3,0,11
153,259,0,0,3,0,8
157,224,3,4,3,0,28
159,221,1,3,3,0,5
178,236,4,4,3,26,15
184,296,9,5,3,0,13
186,287,0,0,5,0,5
196,297,10,4,3,0,78
224,334,3,2,3,0,25
242,398,51,4,2,5,25
244,372,1,5,3,0,2
246,344,1,1,3,0,9
257,424,2,3,3,0,58
270,181,7,2,3,1,41
284,465,2,5,5,3,7
301,480,1,5,3,1,4
318,499,0,0,3,0,3
327,522,0,0,3,0,66
346,558,1,1,3,7,16
353,523,9,6,3,0,26
380,597,1,1,3,4,139
388,520,0,0,5,0,24
395,609,0,0,3,0,37
404,526,1,6,3,0,3
417,560,0,0,3,0,2
431,496,12,4,3,4,65
436,470,2,3,5,0,23
446,498,2,1,3,0,8
466,580,1,3,3,35,20
476,687,1,6,3,0,57
495,602,7,5,4,1,6
512,561,9,4,3,1,7
524,563,1,6,4,0,2
539,682,5,6,3,2,26
545,472,1,2,5,0,7
553,367,2,2,3,0,27
566,686,1,3,4,0,6
580,607,3,5,3,0,7
582,847,1,5,3,0,9
590,819,2,4,3,0,23
606,567,11,4,3,3,66
617,403,5,4,3,1,2
630,813,5,4,3,0,4
641,662,12,5,3,0,64
655,884,4,5,3,0,3
673,882,3,4,4,22,41
681,911,2,6,3,0,25
684,808,3,5,3,0,13
692,939,1,3,3,1,24
703,935,3,3,3,3,139
709,922,4,5,3,0,24
713,946,4,5,4,0,10
719,457,6,5,3,3,74
734,328,0,0,3,0,4
740,980,3,5,3,0,7
746,774,2,1,3,0,13
758,907,1,1,3,0,6
764,306,1,1,3,0,6
778,999,0,0,3,1,9
790,1000,26,5,4,0,95
800,1002,0,0,3,0,76
811,1008,0,0,3,0,10
819,330,3,2,3,0,27
827,1007,6,1,3,0,5
840,1043,1,1,3,0,2
842,1045,1,5,3,0,2
853,1028,20,3,3,0,118
862,1062,1,4,3,1,18
884,715,2,1,3,0,94
899,1078,3,5,3,5,8
901,683,0,0,3,0,3
913,1064,2,5,3,0,1
919,1086,4,2,3,0,29
924,663,1,4,3,0,9
931,1092,7,5,3,1,25
933,909,1,4,3,0,4
948,1127,4,1,3,11,3
966,593,2,1,4,0,19
969,1167,3,4,5,0,3
994,1177,0,0,3,0,14
1005,1138,16,6,3,0,13
1011,1187,6,4,3,0,8
1016,1201,5,5,3,0,7
1021,851,5,4,3,0,7
1043,1088,3,5,3,0,2
1049,1082,2,1,3,0,12
1064,1146,0,0,2,0,4
1077,1225,1,1,3,0,24
1087,1209,3,5,1,0,16
1098,1094,10,5,3,0,5
1108,1223,8,5,3,0,14
1118,1227,0,0,3,1,75
1127,1090,13,5,3,0,21
1138,1252,7,4,3,0,73
1142,1151,4,4,3,0,2
1153,1261,6,4,5,0,39
1158,897,3,4,3,0,4
1160,1245,1,4,3,0,2
1167,1058,2,4,3,0,9
1176,1254,4,4,3,0,17
1178,1120,1,4,3,0,4
1193,949,1,1,3,0,15
1205,632,5,4,3,0,12
1214,1295,1,1,3,0,6
1229,1289,2,1,3,2,4
1240,1297,1,5,3,0,3
1249,278,0,0,3,2,7
1268,275,7,4,3,0,1
1276,1060,2,2,3,0,7
1285,1314,0,0,3,0,35
1302,1299,2,1,3,0,8
1313,1355,11,5,3,0,62
1324,1359,4,3,3,0,30
1335,1342,5,5,3,0,4
1363,1191,5,5,3,16,12
1369,1378,2,2,3,0,1
1377,1395,2,5,3,0,5
1394,1400,3,4,3,1,13
1400,1365,5,5,3,0,49
1411,1377,2,2,3,0,39
1420,1404,2,4,3,0,43
1431,1415,2,2,3,0,14
1441,1376,14,5,3,0,8
1456,1422,10,5,3,0,32
1467,1428,12,5,3,0,26
1482,316,0,0,3,0,2
1485,1443,2,5,3,0,5
1511,1235,11,4,3,0,2
1522,1330,2,1,3,0,12
1552,1372,1,1,3,0,25
1566,1307,19,4,3,5,58
1586,1315,14,4,3,9,14
1610,1044,1,2,3,0,44
1626,1475,1,2,3,2,4
1637,1495,18,5,3,0,56
1639,573,1,4,4,0,2
1643,1263,3,4,3,0,13
1652,1500,12,5,3,0,6
1658,1317,6,2,3,0,26
1665,1501,4,5,3,0,2
1677,1468,7,5,3,0,55
1694,1319,1,8,3,0,1
1703,1508,2,5,3,0,8
1712,1512,5,5,3,0,23
1723,1411,6,4,2,0,4
1727,1169,4,4,3,0,4
1731,378,3,4,3,0,13
1751,910,1,1,3,1,3
1760,1024,5,7,3,0,15
1771,1149,4,4,3,8,25
1784,1242,0,0,3,0,3
1789,1027,2,7,3,0,4
1792,315,1,1,3,1,6
1803,1575,1,2,3,0,46
1812,1546,1,2,3,0,3
1821,1556,1,2,3,0,5
1828,1189,0,0,3,0,2
1834,1544,1,2,3,0,6
1838,1143,4,4,3,0,2
1847,1529,2,2,3,0,13
1855,1474,2,5,3,1,37
1862,1469,6,4,3,0,20
1889,1403,1,5,3,1,7
1895,1554,2,2,3,0,19
1906,1561,7,4,3,0,9
1920,1509,3,5,3,0,26
1929,816,2,1,3,0,7
1932,1542,1,3,3,0,4
1947,262,3,5,3,3,17
1956,1636,2,4,3,0,5
1967,1029,5,4,3,1,106
1984,1356,5,4,3,8,11
2002,1056,3,4,3,2,14
2007,1651,5,5,3,0,19
2016,1607,1,1,3,1,4
2021,1666,4,5,3,0,16
2029,1670,2,5,3,0,3
2049,1671,19,4,3,0,62
2053,1677,1,1,3,1,6
