date,bug_id,degree,depth,severity,votes,comment_count
9,0,2,2,3,0,5
29,17,1,1,3,1,54
42,25,0,0,3,2,12
46,73,4,2,3,0,4
51,71,1,1,3,0,8
66,88,61,3,3,4,79
73,83,6,2,3,0,5
84,114,4,2,3,0,4
95,137,2,1,3,1,54
113,151,1,3,3,1,36
126,171,1,1,3,0,54
135,140,4,3,3,0,110
142,170,1,1,3,0,54
158,189,0,0,3,0,2
179,169,1,1,3,5,16
189,297,9,5,3,0,78
211,141,1,1,3,1,11
224,181,2,3,3,1,41
240,398,15,6,2,5,25
251,424,11,3,3,0,58
257,306,1,1,3,0,6
275,263,2,4,3,0,6
281,450,6,3,3,1,71
300,185,4,1,3,0,11
307,496,13,4,3,4,65
319,413,1,1,3,22,122
325,457,4,3,3,3,74
373,580,5,2,3,35,20
395,159,1,3,3,0,1
407,421,2,1,3,1,92
425,615,1,7,5,0,3
436,567,11,6,3,3,66
449,622,1,1,3,0,2
460,662,4,2,3,0,64
504,403,3,6,3,1,2
515,713,24,7,3,1,87
531,597,8,6,3,4,139
543,715,0,0,3,0,94
563,570,1,1,3,0,2
571,761,10,3,3,1,21
599,621,4,1,3,4,1
621,772,0,0,3,6,3
632,561,10,5,3,1,7
650,882,2,1,4,22,41
680,811,1,1,3,0,10
712,810,3,3,3,0,3
722,896,2,3,2,0,26
733,935,10,8,3,3,139
742,967,1,1,6,1,65
748,980,1,1,3,0,7
779,716,3,4,3,2,5
791,1000,24,2,4,0,95
813,510,4,4,3,0,8
824,1029,2,1,3,1,106
835,1028,24,5,3,0,118
859,777,4,4,3,0,20
881,939,0,0,3,1,24
890,1090,2,2,3,0,21
901,1094,12,4,3,0,5
916,1078,9,4,3,5,8
925,1091,5,5,3,0,59
943,1093,12,7,3,2,35
958,1127,11,3,3,11,3
969,1095,11,7,3,0,5
975,1131,10,3,3,0,11
995,417,1,1,3,53,1
1017,1162,2,8,3,0,27
1035,1191,3,3,3,16,12
1055,1163,2,5,3,0,11
1075,1161,5,6,4,0,9
1085,1209,9,2,1,0,16
1115,1014,2,1,3,2,22
1126,1138,17,4,3,0,13
1137,1202,4,4,3,0,63
1148,1261,1,1,5,0,39
1159,1252,3,5,3,0,73
1169,1145,8,4,3,0,15
1183,999,3,2,3,1,9
1208,717,0,0,3,1,3
1229,1011,2,4,3,0,41
1240,1208,11,4,3,0,67
1246,1086,9,3,3,0,29
1253,1092,1,2,3,1,25
1264,1144,9,4,4,0,11
1278,1307,5,6,3,5,58
1289,1315,3,2,3,9,14
1300,1152,2,1,3,0,43
1311,1344,4,4,3,0,30
1322,1355,13,3,3,0,62
1347,1330,2,4,3,0,12
1358,1348,12,3,3,0,35
1368,1376,4,5,3,0,8
1396,1329,5,6,3,0,48
1407,1124,8,4,3,0,69
1453,884,2,5,3,0,3
1464,1428,12,4,3,0,26
1479,1422,10,1,3,0,32
1521,778,3,6,3,0,3
1547,338,1,3,3,5,5
1558,1415,20,8,3,0,14
1565,1449,15,4,3,1,18
1594,1308,1,6,3,0,3
1611,1299,2,3,3,0,8
1628,1400,2,2,3,1,13
1639,1495,18,5,3,0,56
1650,1359,3,2,3,0,30
1659,1500,2,1,3,0,6
1666,1464,2,2,3,0,3
1677,1309,2,1,3,0,62
1703,1513,4,5,3,6,2
1714,1377,9,6,3,0,39
1728,465,8,6,5,3,7
1739,1539,9,8,3,0,4
1749,1379,2,1,3,0,1
1768,748,1,4,3,0,3
1780,1563,1,1,3,1,57
1791,1575,1,1,3,0,46
1804,1572,11,5,3,0,18
1836,593,6,5,4,0,19
1849,1589,11,7,3,0,34
1855,1613,5,5,3,0,35
1866,1614,2,3,3,0,13
1874,1570,8,5,3,0,6
1886,1560,0,0,3,5,52
1900,1582,4,5,3,0,7
1927,1486,1,1,3,0,39
1950,1224,4,5,3,0,78
1961,1564,1,1,3,0,39
1969,1557,9,3,3,0,31
1990,1646,1,4,3,0,1
2001,1561,8,2,3,0,9
2025,1644,5,5,3,0,8
2060,1223,6,4,3,0,14
2079,1478,2,7,3,0,8
2104,714,4,4,3,0,6
2128,1484,3,1,3,0,40
2139,1671,29,6,3,0,62
2156,1642,4,5,3,0,5
2172,1574,0,0,3,0,7
2208,1534,0,0,3,0,6
2217,1743,3,1,3,0,13
2237,774,8,6,3,0,13
2258,1774,1,1,3,0,57
2276,1643,2,5,3,0,17
2292,861,2,4,3,0,3
2304,1789,1,2,3,1,26
2322,838,0,0,3,0,15
2363,911,1,7,3,0,25
2381,1645,3,5,3,0,8
2405,1669,0,0,3,0,40
2447,1508,0,0,3,0,8
2459,1503,8,3,3,0,28
2465,821,7,2,5,0,4
2480,1730,2,2,3,0,18
2503,1529,2,1,3,0,13
2525,475,1,6,4,0,9
2552,1528,2,2,3,0,12
2568,500,1,5,5,0,5
2579,1641,3,6,3,0,2
2607,1866,7,4,3,1,7
2639,1372,5,5,3,0,25
2666,1888,0,0,3,0,10
2676,1227,3,2,3,1,75
2689,1914,3,3,3,3,24
2695,1317,0,0,3,0,26
2735,1507,0,0,3,0,4
2746,1933,28,9,3,0,1
2770,1869,2,4,4,0,38
2803,1509,1,6,3,0,26
2822,1519,1,5,3,0,1
2837,1729,3,2,3,0,56
2843,1559,0,0,3,0,15
2869,1235,7,6,3,0,2
2876,523,7,7,3,0,26
2897,1731,1,5,3,2,7
2919,1773,1,4,3,0,16
2944,1488,1,1,3,0,2
2972,1595,1,6,3,1,9
3001,1493,5,4,3,4,25
3011,1961,7,3,3,0,7
3023,1793,7,2,3,1,16
3029,1007,7,3,3,0,5
3044,1719,7,6,3,0,2
3065,1944,3,2,3,0,2
3087,1931,4,6,3,0,7
3098,1171,7,7,4,0,12
3104,1707,7,5,3,1,4
