day_counter,0,1,2,3,4,5,6,7,8,9,10,11
0,,,3,,,,,,,,,
1,,,3,,,,,,,,,
2,,2,3,,,,,,,,,
3,,2,4,,,,,,,,,
4,1,4,4,,,,,,,,,
5,1,4,4,,,,,,,,,
6,3,5,5,,,,,,,,,
7,5,5,5,,,,,,,,,
8,7,5,5,,,,,,,,,
9,7,8,,,,,,,,,,
10,5,3,8,,,,,,,,,
11,6,3,7,,,,,,,,,
12,6,3,7,,,,,,,,,
13,6,3,6,,,,,,,,,
14,7,5,6,,,,,,,,,
15,7,5,6,,,,,,,,,
16,5,,16,,,,,,,,,
17,5,,16,,,,,,,,,
18,6,,16,,,,,,,,,
19,8,,16,,,,,,,,,
20,8,,,18,,,,,,,,
21,14,2,,12,,,,,,,,
22,17,2,,12,,,,,,,,
23,17,2,,12,,,,,,,,
24,17,,5,12,,,,,,,,
25,16,,,20,,,,,,,,
26,18,,,21,,,,,,,,
27,18,2,,21,,,,,,,,
28,19,4,,22,,,,,,,,
29,20,4,,22,,,,,,,,
30,23,4,,22,,,,,,,,
31,23,4,,23,,,,,,,,
32,21,4,,28,,,,,,,,
33,21,4,,28,,,,,,,,
34,21,4,,28,,,,,,,,
35,18,4,,36,,,,,,,,
36,18,4,,37,,,,,,,,
37,18,4,36,,,,,,,,,
38,18,4,37,,,,,,,,,
39,18,4,37,,,,,,,,,
40,16,4,6,37,,,,,,,,
41,15,4,6,39,,,,,,,,
42,17,4,6,40,,,,,,,,
43,17,4,6,40,,,,,,,,
44,19,4,6,40,,,,,,,,
45,19,4,6,40,,,,,,,,
46,21,4,6,40,,,,,,,,
47,21,4,6,42,,,,,,,,
48,18,,,57,,,,,,,,
49,3,,,,75,,,,,,,
50,4,,,,74,,,,,,,
51,4,,,,74,,,,,,,
52,4,,,,75,,,,,,,
53,5,,,,75,,,,,,,
54,6,,,,77,,,,,,,
55,6,,,,77,,,,,,,
56,6,,,,80,,,,,,,
57,7,,,,80,,,,,,,
58,7,,,,80,,,,,,,
59,7,,,,80,,,,,,,
60,8,,,,80,,,,,,,
61,8,,,,80,,,,,,,
62,9,,,,79,,,,,,,
63,11,,,,81,,,,,,,
64,12,,,,81,,,,,,,
65,26,6,4,,58,,,,,,,
66,29,6,4,,58,,,,,,,
67,26,8,4,,61,,,,,,,
68,27,8,4,,62,,,,,,,
69,29,8,4,,64,,,,,,,
70,24,6,4,,72,,,,,,,
71,24,6,4,,73,,,,,,,
72,25,6,4,,75,,,,,,,
73,25,6,4,,75,,,,,,,
74,25,6,4,,76,,,,,,,
75,25,6,4,,79,,,,,,,
76,26,8,4,67,11,,,,,,,
77,26,8,4,66,11,,,,,,,
78,24,8,4,,,83.0,,,,,,
79,24,8,4,,,83.0,,,,,,
80,24,8,4,,,,88.0,,,,,
81,24,8,4,,,,88.0,,,,,
82,24,8,4,,,,88.0,,,,,
83,25,8,4,,,,87.0,,,,,
84,24,8,4,,,,93.0,,,,,
85,25,8,4,,,,93.0,,,,,
86,26,8,4,,,,94.0,,,,,
87,27,8,4,,,,94.0,,,,,
88,29,8,4,,,,95.0,,,,,
89,30,8,7,,,,91.0,,,,,
90,32,8,7,,,,92.0,,,,,
91,32,6,7,,,,95.0,,,,,
92,32,6,7,,,,94.0,,,,,
93,33,6,7,,,,95.0,,,,,
94,33,6,7,,,,96.0,,,,,
95,34,6,7,,,,95.0,,,,,
96,33,2,3,,,,111.0,,,,,
97,34,2,3,,,,111.0,,,,,
98,35,2,3,,,,113.0,,,,,
99,36,2,3,,,,114.0,,,,,
100,37,2,3,,,,122.0,,,,,
101,37,2,3,,,,122.0,,,,,
102,36,4,3,,,,121.0,,,,,
103,38,4,3,,,,118.0,,,,,
104,39,4,3,,,,120.0,,,,,
105,38,4,3,,,,124.0,,,,,
106,40,4,3,,,,125.0,,,,,
107,40,4,3,,,,125.0,,,,,
108,41,4,3,,,,125.0,,,,,
109,41,4,3,,,,124.0,,,,,
110,46,4,3,,,,128.0,,,,,
111,46,4,3,,,,128.0,,,,,
112,45,4,3,,,,130.0,,,,,
113,45,4,3,,,,130.0,,,,,
114,45,4,3,,,,133.0,,,,,
115,45,4,3,,,,133.0,,,,,
116,45,4,3,,,,132.0,,,,,
117,47,4,3,,,,133.0,,,,,
118,48,4,3,,,,132.0,,,,,
119,48,4,3,,,,132.0,,,,,
120,47,4,3,,,,138.0,,,,,
121,47,4,3,,,,138.0,,,,,
122,47,4,3,,,,138.0,,,,,
123,47,4,3,,,,139.0,,,,,
124,47,4,3,,,,142.0,,,,,
125,48,4,3,,,,142.0,,,,,
126,49,4,3,,,,145.0,,,,,
127,50,4,3,,,,145.0,,,,,
128,48,4,3,,,,147.0,,,,,
129,48,4,3,,,,147.0,,,,,
130,51,4,7,,,,142.0,,,,,
131,51,4,7,,,,142.0,,,,,
132,51,4,7,,,,143.0,,,,,
133,52,4,7,,,,145.0,,,,,
134,51,4,7,,,,147.0,,,,,
135,51,4,7,,,,147.0,,,,,
136,52,4,7,,,,147.0,,,,,
137,52,4,7,,,,147.0,,,,,
138,52,4,7,,,,148.0,,,,,
139,52,4,7,,,,148.0,,,,,
140,55,4,7,,,,150.0,,,,,
141,57,4,7,,,,146.0,,,,,
142,56,4,7,,,,148.0,,,,,
143,56,4,7,,,,148.0,,,,,
144,54,4,7,,,,152.0,,,,,
145,54,4,7,,,,152.0,,,,,
146,55,4,7,,,,153.0,,,,,
147,56,4,7,,,,154.0,,,,,
148,55,4,7,,,,159.0,,,,,
149,55,4,7,,,,159.0,,,,,
150,55,4,7,,,,159.0,,,,,
151,56,4,7,,,,159.0,,,,,
152,56,4,7,,,,161.0,,,,,
153,61,4,7,,,,159.0,,,,,
154,62,4,7,,,,161.0,,,,,
155,62,4,7,,,,162.0,,,,,
156,61,4,7,,,,164.0,,,,,
157,61,4,7,,,,165.0,,,,,
158,61,4,7,,,,165.0,,,,,
159,60,4,7,,,,167.0,,,,,
160,62,4,7,,,,169.0,,,,,
161,62,4,7,,,,168.0,,,,,
162,62,4,7,,,,168.0,,,,,
163,63,4,7,,,,168.0,,,,,
164,64,4,7,,,,167.0,,,,,
165,67,4,7,,,,165.0,,,,,
166,66,4,7,,,,169.0,,,,,
167,66,4,7,,,,169.0,,,,,
168,67,4,7,,,,,170.0,,,,
169,68,4,7,,,,,170.0,,,,
170,69,4,7,,,,,170.0,,,,
171,67,4,4,,,,,176.0,,,,
172,67,4,4,,,,,181.0,,,,
173,67,4,4,,,,,181.0,,,,
174,68,4,4,,,,,182.0,,,,
175,69,4,4,,,,,183.0,,,,
176,67,6,4,,,,,188.0,,,,
177,67,6,4,,,,,189.0,,,,
178,70,6,4,,,,,190.0,,,,
179,71,6,4,,,,,190.0,,,,
180,73,6,4,,,,,,197.0,,,
181,77,6,4,,,,,,197.0,,,
182,77,6,4,,,,,,197.0,,,
183,78,6,4,,,,,,200.0,,,
184,77,6,4,,,,,,201.0,,,
185,78,6,4,,,,,,200.0,,,
186,79,6,4,,,,,,200.0,,,
