day_counter,0,1,2,3,4,5,6,7,8
0,,,3,,,,,,
1,,,3,,,,,,
2,,2,3,,,,,,
3,,2,4,,,,,,
4,1,4,4,,,,,,
5,1,4,4,,,,,,
6,3,5,5,,,,,,
7,5,5,5,,,,,,
8,7,5,5,,,,,,
9,7,9,,,,,,,
10,5,6,6,,,,,,
11,7,3,6,,,,,,
12,7,3,7,,,,,,
13,6,2,7,,,,,,
14,7,4,7,,,,,,
15,8,2,7,,,,,,
16,7,3,10,,,,,,
17,7,3,10,,,,,,
18,8,3,10,,,,,,
19,10,3,10,,,,,,
20,9,3,13,,,,,,
21,13,3,12,,,,,,
22,16,3,12,,,,,,
23,16,3,12,,,,,,
24,15,6,13,,,,,,
25,14,6,15,,,,,,
26,16,6,16,,,,,,
27,17,6,17,,,,,,
28,17,10,17,,,,,,
29,18,10,17,,,,,,
30,21,10,17,,,,,,
31,21,7,21,,,,,,
32,21,7,,24,,,,,
33,21,7,,24,,,,,
34,22,9,,20,,,,,
35,20,7,,,29,,,,
36,20,7,,,30,,,,
37,20,7,,,30,,,,
38,20,7,,,30,,,,
39,20,7,,,,31.0,,,
40,18,4,,,,40.0,,,
41,17,4,,,,42.0,,,
42,19,4,,,,43.0,,,
43,19,4,,,,43.0,,,
44,21,4,,,,43.0,,,
45,23,4,,14,,25.0,,,
46,25,4,,14,,25.0,,,
47,25,4,,15,,26.0,,,
48,24,4,,,,45.0,,,
49,3,,,,,,73.0,,
50,4,,,,,,72.0,,
51,4,,,,,,71.0,,
52,4,,,,,,73.0,,
53,5,,,,,,73.0,,
54,6,,,,,,75.0,,
55,6,,,,,,75.0,,
56,6,,,,,,78.0,,
57,7,,,,,,78.0,,
58,7,,,,,,78.0,,
59,7,,,,,,78.0,,
60,8,,,,,,78.0,,
61,8,,,,,,78.0,,
62,9,,,,,,78.0,,
63,11,,,,,,80.0,,
64,12,,,,,,80.0,,
65,32,4,8,,,48.0,,,
66,35,4,8,,,48.0,,,
67,35,4,8,,,50.0,,,
68,36,4,8,,,51.0,,,
69,38,4,8,,,53.0,,,
70,34,6,8,,,57.0,,,
71,34,6,5,4,,56.0,,,
72,34,4,5,4,,61.0,,,
73,34,4,5,4,,61.0,,,
74,34,4,5,4,,62.0,,,
75,34,4,5,4,,64.0,,,
76,35,6,5,4,,64.0,,,
77,35,6,5,4,,64.0,,,
78,32,4,5,,,77.0,,,
79,32,4,5,,,77.0,,,
80,29,4,,,,,89.0,,
81,29,4,,,,,89.0,,
82,29,4,,,,,88.0,,
83,33,4,,,,,84.0,,
84,33,2,3,,,,88.0,,
85,34,2,3,,,,88.0,,
86,35,2,3,,,,89.0,,
87,36,2,3,,,,89.0,,
88,37,2,3,,,,91.0,,
89,36,2,3,,,,93.0,,
90,37,2,3,,,,95.0,,
91,38,2,3,,,,94.0,,
92,40,2,3,,,,91.0,,
93,41,2,3,,,,92.0,,
94,41,2,3,,,,93.0,,
95,42,2,3,,,,93.0,,
96,40,2,3,,,,102.0,,
97,41,2,3,,,,102.0,,
98,42,2,3,,,,103.0,,
99,43,2,3,,,,104.0,,
100,42,2,3,,,,114.0,,
101,42,2,3,,,,114.0,,
102,44,2,3,,,,112.0,,
103,44,2,3,,,,112.0,,
104,45,2,3,,,,114.0,,
105,45,2,3,,,,117.0,,
106,46,4,3,,,,117.0,,
107,46,4,3,,,,117.0,,
108,47,4,3,,,,117.0,,
109,47,4,3,,,,117.0,,
110,52,4,4,,,,120.0,,
111,52,4,4,,,,120.0,,
112,50,4,,,,,126.0,,
113,50,4,,,,,126.0,,
114,50,4,,,,,129.0,,
115,50,4,,,,,128.0,,
116,50,4,,,,,128.0,,
117,52,4,,,,,129.0,,
118,54,4,,,,,127.0,,
119,54,4,,,,,127.0,,
120,53,4,,,,,133.0,,
121,53,4,,,,,133.0,,
122,53,4,,,,,133.0,,
123,53,4,,,,,134.0,,
124,51,4,,,,,137.0,,
125,52,4,,,,,137.0,,
126,53,4,,,,,140.0,,
127,54,4,,,,,140.0,,
128,53,4,,,,,142.0,,
129,53,4,,,,,142.0,,
130,56,4,,,,,142.0,,
131,56,4,,,,,142.0,,
132,55,4,,,,,145.0,,
133,56,4,,,,,145.0,,
134,56,4,,,,,146.0,,
135,56,4,,,,,147.0,,
136,57,4,,,,,147.0,,
137,57,4,,,,,146.0,,
138,57,4,,,,,146.0,,
139,57,4,,,,,146.0,,
140,58,4,,,,,150.0,,
141,58,4,,,,,150.0,,
142,60,4,,,,,147.0,,
143,60,4,,,,,147.0,,
144,60,4,,,,,149.0,,
145,60,4,,,,,149.0,,
146,61,4,,,,,150.0,,
147,61,4,,,,,151.0,,
148,58,4,,,,,159.0,,
149,58,4,,,,,159.0,,
150,58,4,,,,,159.0,,
151,59,4,,,,,159.0,,
152,60,4,,,,,159.0,,
153,63,4,,,,,160.0,,
154,65,4,,,,,160.0,,
155,64,4,,,,,162.0,,
156,64,2,,,,,166.0,,
157,64,2,,,,,167.0,,
158,64,2,,,,,167.0,,
159,62,2,,,,,169.0,,
160,64,2,,,,,171.0,,
161,64,2,,,,,171.0,,
162,64,2,,,,,171.0,,
163,65,2,,,,,169.0,,
164,66,2,,,,,169.0,,
165,69,2,,,,,169.0,,
166,69,2,,,,,172.0,,
167,69,2,,,,,172.0,,
168,68,5,,,,,172.0,,
169,70,5,,,,,170.0,,
170,71,5,,,,,170.0,,
171,69,5,,,,,173.0,,
172,68,3,,,,,,181.0,
173,68,3,,,,,,181.0,
174,69,3,,,,,,182.0,
175,70,3,,,,,,183.0,
176,68,3,,,,,,190.0,
177,68,3,,,,,,190.0,
178,70,5,,6,,,,183.0,
179,71,5,,6,,,,183.0,
180,73,5,,6,,,,190.0,
181,77,5,,6,,,,190.0,
182,78,5,,6,,,,188.0,
183,78,2,,6,,,,194.0,
184,77,2,,6,,,,196.0,
185,78,2,,6,,,,196.0,
186,79,2,,6,,,,196.0,
187,79,2,,6,,,,197.0,
188,77,2,,6,,,,200.0,
189,78,2,,6,,,,199.0,
190,79,2,,6,,,,199.0,
191,79,2,,6,,,,199.0,
192,81,2,,6,,,,200.0,
193,83,7,,6,,,192.0,,
194,85,7,,6,,,192.0,,
195,85,7,,6,,,192.0,,
196,84,7,,6,,,195.0,,
197,86,7,,6,,,194.0,,
198,89,9,,6,,,190.0,,
199,88,9,,6,,,193.0,,
200,91,9,,6,,,196.0,,
201,93,11,,6,,,193.0,,
202,93,17,,6,,,193.0,,
203,93,17,,6,,,194.0,,
204,95,17,,6,,,195.0,,
205,94,19,,6,,,194.0,,
206,95,19,,6,,,193.0,,
207,97,19,,6,,,193.0,,
208,99,14,,6,,,202.0,,
209,99,14,,6,,,202.0,,
210,102,14,,6,,,204.0,,
211,103,14,,6,,,203.0,,
212,103,14,,6,,,203.0,,
213,103,14,,6,,,203.0,,
214,103,14,,6,,,202.0,,
215,103,14,,6,,,203.0,,
216,104,15,,6,,,203.0,,
217,104,15,,6,,,203.0,,
218,106,21,,6,,,196.0,,
