day_counter,0,1,2,3,4,5,6
0,,,3,,,,
1,,,3,,,,
2,,2,3,,,,
3,,2,4,,,,
4,1,4,4,,,,
5,1,4,4,,,,
6,3,5,5,,,,
7,5,5,4,,,,
8,7,5,4,,,,
9,7,8,,,,,
10,7,,8,,,,
11,8,,7,,,,
12,6,2,6,,,,
13,6,2,6,,,,
14,8,3,6,,,,
15,8,3,6,,,,
16,3,10,7,,,,
17,3,10,7,,,,
18,4,10,7,,,,
19,6,10,7,,,,
20,5,13,7,,,,
21,9,17,,,,,
22,12,17,,,,,
23,12,17,,,,,
24,13,15,4,,,,
25,14,5,14,,,,
26,16,5,15,,,,
27,17,5,16,,,,
28,17,9,16,,,,
29,18,9,16,,,,
30,21,8,16,,,,
31,21,8,17,,,,
32,21,8,21,,,,
33,21,8,21,,,,
34,25,8,15,,,,
35,21,4,,,27,,
36,21,4,,,28,,
37,21,4,,,28,,
38,21,4,,,29,,
39,21,4,,,30,,
40,19,2,,,38,,
41,18,2,,,40,,
42,20,2,,,41,,
43,20,2,,,41,,
44,22,2,,,41,,
45,23,2,15,,24,,
46,25,2,15,,24,,
47,25,2,16,,24,,
48,21,2,3,,44,,
49,2,,,,71,,
50,3,,,,70,,
51,3,,,,69,,
52,3,,,,70,,
53,4,,,,70,,
54,5,,,,71,,
55,5,,,,71,,
56,4,,,,75,,
57,5,,,,75,,
58,5,,,,75,,
59,5,,,,75,,
60,6,,,,75,,
61,6,,,,75,,
62,7,,,,75,,
63,10,,,,75,,
64,11,,,,76,,
65,28,6,3,50,,,
66,32,6,51,,,,
67,32,6,52,,,,
68,33,6,53,,,,
69,35,6,3,52,,,
70,30,6,3,,59,,
71,30,6,3,,60,,
72,31,4,3,,63,,
73,33,4,3,,60,,
74,32,6,3,,60,,
75,32,6,3,,63,,
76,36,12,3,,54,,
77,36,12,14,,42,,
78,31,13,3,,60,,
79,31,13,3,,60,,
80,30,13,,,69,,
81,30,17,,,64,,
82,30,17,,,64,,
83,31,17,,,64,,
84,30,17,,,70,,
85,31,17,,,70,,
86,32,17,,,71,,
87,33,17,,,70,,
88,37,17,,68,,,
89,37,17,7,61,,,
90,39,17,14,54,,,
91,38,15,14,7,51,,
92,38,15,14,7,51,,
93,38,15,14,7,53,,
94,38,15,14,7,54,,
95,39,15,14,7,54,,
96,37,10,,,,89.0,
97,38,10,,,,89.0,
98,39,12,,,,88.0,
99,40,12,,,,89.0,
100,42,10,,,,97.0,
101,43,10,,,,95.0,
102,43,12,,,,93.0,
103,43,12,,,,93.0,
104,42,12,,,,97.0,
105,42,12,,,,100.0,
106,43,14,,,,100.0,
107,43,14,,,,100.0,
108,44,14,,,,100.0,
109,44,14,,,,100.0,
110,49,14,,,,104.0,
111,49,14,,,,104.0,
112,47,14,,,,107.0,
113,47,14,,,106,,
114,47,14,,,109,,
115,47,14,,,109,,
116,47,14,,,109,,
117,48,16,,,109,,
118,49,16,,,108,,
119,49,16,,,107,,
120,45,16,,,116,,
121,45,16,,,116,,
122,45,16,5,,110,,
123,45,16,5,,111,,
124,44,16,5,,115,,
125,45,16,5,,115,,
126,47,16,5,,117,,
127,48,16,5,,116,,
128,47,16,5,,116,,
129,47,16,5,,116,,
130,50,16,5,,116,,
131,50,16,5,,115,,
132,51,16,5,,115,,
133,53,16,5,,115,,
134,53,16,5,,116,,
135,53,16,5,,116,,
136,56,16,14,,104,,
137,56,16,14,,104,,
138,56,16,15,,104,,
139,56,16,15,,104,,
140,57,16,15,,108,,
141,58,16,15,,106,,
142,58,16,15,,107,,
143,58,16,15,,107,,
144,58,16,15,,109,,
145,58,16,15,,109,,
146,59,16,15,,110,,
147,60,16,15,,111,,
148,55,14,15,,123,,
149,55,14,15,,121,,
150,55,14,15,,121,,
151,56,14,15,,121,,
152,55,14,15,,123,,
153,58,14,15,,124,,
154,59,14,5,,136,,
155,58,14,5,,138,,
156,58,14,5,,138,,
157,58,14,5,,139,,
158,58,14,5,,139,,
159,58,14,5,,140,,
160,63,14,5,,137,,
161,63,14,5,,137,,
162,63,14,5,,137,,
163,64,14,5,,137,,
164,65,14,5,,135,,
165,68,14,5,,135,,
166,67,14,5,,139,,
167,67,14,5,,139,,
168,68,12,5,,142,,
169,70,12,5,,140,,
170,71,12,5,,140,,
171,69,12,5,,142,,
172,69,10,5,,,149.0,
173,69,10,5,,,147.0,
174,70,10,5,,,148.0,
175,71,10,5,,,149.0,
176,71,8,5,,,156.0,
177,71,8,5,,,157.0,
178,74,8,5,,,158.0,
179,75,8,5,,,157.0,
180,75,8,5,,,166.0,
181,79,10,5,,,163.0,
182,79,10,5,,,163.0,
183,78,10,5,,,168.0,
184,77,13,5,,,166.0,
185,78,13,5,,,166.0,
186,79,13,5,,,166.0,
187,80,19,5,,,159.0,
188,79,19,,,,165.0,
189,81,22,,,160,,
190,82,22,,,160,,
191,82,22,,,160,,
192,80,22,,,166,,
193,80,22,,,166,,
194,82,22,,,166,,
195,83,22,,,164,,
196,82,22,,,,167.0,
197,84,22,,,,167.0,
198,85,22,5,,,163.0,
199,84,22,5,,,165.0,
200,86,22,5,,,169.0,
201,88,22,5,,,169.0,
202,89,26,5,,,171.0,
203,87,26,5,,,173.0,
204,89,26,5,,,174.0,
205,88,28,5,,,174.0,
206,88,28,5,,,175.0,
207,91,28,5,,,172.0,
208,91,26,,,,185.0,
209,91,26,,,,185.0,
210,95,26,,,,185.0,
211,96,26,,,,184.0,
212,96,26,,,,184.0,
213,96,26,,,,184.0,
214,96,26,,,,185.0,
215,96,26,,,,186.0,
216,98,30,,,,181.0,
217,98,30,,,,181.0,
218,101,30,,,,179.0,
219,101,30,,,,179.0,
220,96,30,,,,189.0,
221,96,30,,,,189.0,
222,81,15,,,,220.0,
223,82,15,,,,220.0,
224,83,15,3,,,218.0,
225,81,15,3,,,219.0,
226,81,15,3,,,219.0,
227,82,15,3,,,219.0,
228,85,12,7,,,220.0,
229,85,14,7,,,217.0,
230,83,14,7,,,223.0,
231,83,14,7,,,224.0,
232,83,14,7,,,224.0,
233,83,14,7,,,224.0,
234,84,14,7,,,226.0,
235,84,14,7,,,227.0,
236,80,14,7,,,234.0,
237,80,14,7,,,234.0,
238,81,14,7,,,236.0,
239,81,14,7,,,236.0,
240,96,22,7,,,212.0,
241,96,22,7,,,212.0,
242,98,22,7,,,210.0,
243,98,24,7,,,207.0,
244,98,24,3,,,212.0,
245,99,24,3,,,212.0,
246,100,24,3,,,212.0,
247,100,24,3,,,212.0,
248,102,22,3,,,217.0,
249,104,20,3,,,220.0,
250,105,20,3,,,221.0,
251,105,20,3,,,220.0,
252,106,20,3,,,220.0,
253,106,20,3,,,220.0,
254,111,24,3,7,,207.0,
255,112,27,3,7,,204.0,
256,112,27,3,7,,204.0,
257,113,27,3,7,,204.0,
258,114,27,3,7,,204.0,
259,108,27,,7,,215.0,
260,108,27,,7,,218.0,
261,108,27,,7,,219.0,
262,105,25,,7,,228.0,
263,107,30,,7,,220.0,
264,107,30,,7,,220.0,
