,day_counter,0,1,2,3,4
2010-01-01,0,19,,,,
2010-01-02,1,21,,,,
2010-01-03,2,20,,,,
2010-01-04,3,21,,,,
2010-01-05,4,21,,,,
2010-01-06,5,22,,,,
2010-01-07,6,23,,,,
2010-01-08,7,24,,,,
2010-01-09,8,24,,,,
2010-01-10,9,24,,,,
2010-01-11,10,24,,,,
2010-01-12,11,24,,,,
2010-01-13,12,24,,,,
2010-01-14,13,24,,,,
2010-01-15,14,24,,,,
2010-01-16,15,24,,,,
2010-01-17,16,24,,,,
2010-01-18,17,24,,,,
2010-01-19,18,25,,,,
2010-01-20,19,26,,,,
2010-01-21,20,26,,,,
2010-01-22,21,26,,,,
2010-01-23,22,26,,,,
2010-01-24,23,26,,,,
2010-01-25,24,24,2,,,
2010-01-26,25,25,2,,,
2010-01-27,26,25,2,,,
2010-01-28,27,27,2,,,
2010-01-29,28,27,2,,,
2010-01-30,29,28,2,,,
2010-01-31,30,26,2,,,
2010-02-01,31,28,2,,,
2010-02-02,32,28,2,,,
2010-02-03,33,28,2,,,
2010-02-04,34,28,2,,,
2010-02-05,35,28,2,,,
2010-02-06,36,28,2,,,
2010-02-07,37,28,2,,,
2010-02-08,38,28,2,,,
2010-02-09,39,28,2,,,
2010-02-10,40,27,4,,,
2010-02-11,41,29,4,,,
2010-02-12,42,29,4,,,
2010-02-13,43,28,4,,,
2010-02-14,44,28,4,,,
2010-02-15,45,29,2,,,
2010-02-16,46,32,,,,
2010-02-17,47,32,,,,
2010-02-18,48,32,,,,
2010-02-19,49,32,,,,
2010-02-20,50,32,,,,
2010-02-21,51,33,,,,
2010-02-22,52,34,,,,
2010-02-23,53,36,,,,
2010-02-24,54,36,,,,
2010-02-25,55,36,,,,
2010-02-26,56,36,,,,
2010-02-27,57,36,,,,
2010-02-28,58,36,,,,
2010-03-01,59,36,,,,
2010-03-02,60,36,,,,
2010-03-03,61,36,,,,
2010-03-04,62,35,,,,
2010-03-05,63,35,,,,
2010-03-06,64,35,,,,
2010-03-07,65,34,,,,
2010-03-08,66,34,2,,,
2010-03-09,67,34,2,,,
2010-03-10,68,38,2,,,
2010-03-11,69,39,2,,,
2010-03-12,70,40,2,,,
2010-03-13,71,40,2,,,
2010-03-14,72,40,2,,,
2010-03-15,73,40,2,,,
2010-03-16,74,42,,,,
2010-03-17,75,44,,,,
2010-03-18,76,44,,,,
2010-03-19,77,44,,,,
2010-03-20,78,44,,,,
2010-03-21,79,44,,,,
2010-03-22,80,44,,,,
2010-03-23,81,44,,,,
2010-03-24,82,44,,,,
2010-03-25,83,45,,,,
2010-03-26,84,45,,,,
2010-03-27,85,45,,,,
2010-03-28,86,46,,,,
2010-03-29,87,46,,,,
2010-03-30,88,45,,,,
2010-03-31,89,45,,,,
2010-04-01,,,,,,
2010-04-02,,,,,,
2010-04-03,2,1,,,,
2010-04-04,3,1,,,,
2010-04-05,4,2,,,,
2010-04-06,5,4,,,,
2010-04-07,6,3,,,,
2010-04-08,7,3,,,,
2010-04-09,8,4,,,,
2010-04-10,9,5,,,,
2010-04-11,10,5,,,,
2010-04-12,11,6,,,,
2010-04-13,12,5,2,,,
2010-04-14,13,6,2,,,
2010-04-15,14,6,2,,,
2010-04-16,15,8,2,,,
2010-04-17,16,8,2,,,
2010-04-18,17,8,2,,,
2010-04-19,18,7,2,,,
2010-04-20,19,8,3,,,
2010-04-21,20,8,3,,,
2010-04-22,21,7,3,,,
2010-04-23,22,7,3,,,
2010-04-24,23,7,3,,,
2010-04-25,24,7,3,,,
2010-04-26,25,7,3,,,
2010-04-27,26,10,3,,,
2010-04-28,27,10,3,,,
2010-04-29,28,10,3,,,
2010-04-30,29,10,3,,,
2010-05-01,30,10,3,,,
2010-05-02,31,10,3,,,
2010-05-03,32,10,3,,,
2010-05-04,33,9,2,,,
2010-05-05,34,10,,,,
2010-05-06,35,11,,,,
2010-05-07,36,12,,,,
2010-05-08,37,12,,,,
2010-05-09,38,12,,,,
2010-05-10,39,12,,,,
2010-05-11,40,12,,,,
2010-05-12,41,12,,,,
2010-05-13,42,12,,,,
2010-05-14,43,13,,,,
2010-05-15,44,13,,,,
2010-05-16,45,13,,,,
2010-05-17,46,12,2,,,
2010-05-18,47,12,2,,,
2010-05-19,48,12,2,,,
2010-05-20,49,12,2,,,
2010-05-21,50,12,2,,,
2010-05-22,51,12,2,,,
2010-05-23,52,12,2,,,
