day_counter,0,1,2,3,4,5,6,7,8
0,,,3,,,,,,
1,,,3,,,,,,
2,,2,3,,,,,,
3,,2,4,,,,,,
4,1,4,4,,,,,,
5,1,4,4,,,,,,
6,3,5,5,,,,,,
7,5,5,4,,,,,,
8,7,5,4,,,,,,
9,7,8,,,,,,,
10,7,,8,,,,,,
11,8,,7,,,,,,
12,6,2,6,,,,,,
13,6,2,6,,,,,,
14,8,3,6,,,,,,
15,8,3,6,,,,,,
16,3,10,7,,,,,,
17,3,10,7,,,,,,
18,4,10,7,,,,,,
19,6,10,7,,,,,,
20,5,13,7,,,,,,
21,9,17,,,,,,,
22,12,17,,,,,,,
23,12,17,,,,,,,
24,13,15,4,,,,,,
25,14,5,14,,,,,,
26,16,5,15,,,,,,
27,17,5,16,,,,,,
28,17,9,16,,,,,,
29,18,9,16,,,,,,
30,21,8,16,,,,,,
31,21,8,17,,,,,,
32,21,8,21,,,,,,
33,21,8,21,,,,,,
34,25,8,15,,,,,,
35,21,4,,,27,,,,
36,21,4,,,28,,,,
37,21,4,,,28,,,,
38,21,4,,,29,,,,
39,21,4,,,30,,,,
40,19,2,,,38,,,,
41,18,2,,,40,,,,
42,20,2,,,41,,,,
43,20,2,,,41,,,,
44,22,2,,,41,,,,
45,23,2,15,,24,,,,
46,25,2,15,,24,,,,
47,25,2,16,,24,,,,
48,21,2,3,,44,,,,
49,2,,,,71,,,,
50,3,,,,70,,,,
51,3,,,,69,,,,
52,3,,,,70,,,,
53,4,,,,70,,,,
54,5,,,,71,,,,
55,5,,,,71,,,,
56,4,,,,75,,,,
57,5,,,,75,,,,
58,5,,,,75,,,,
59,5,,,,75,,,,
60,6,,,,75,,,,
61,6,,,,75,,,,
62,7,,,,75,,,,
63,9,,,,76,,,,
64,10,,,,77,,,,
65,27,6,,54,,,,,
66,30,6,,54,,,,,
67,29,4,,59,,,,,
68,32,6,,55,,,,,
69,34,6,,57,,,,,
70,31,8,,,59,,,,
71,31,8,,,60,,,,
72,33,8,,,,59.0,,,
73,33,8,,,,59.0,,,
74,33,8,,,,60.0,,,
75,33,6,,,,65.0,,,
76,38,8,11,16,,30.0,,,
77,38,8,11,16,,30.0,,,
78,32,8,11,,,56.0,,,
79,32,8,11,,,56.0,,,
80,31,12,,,,67.0,,,
81,31,12,,,,67.0,,,
82,31,12,,,,67.0,,,
83,32,12,,,,67.0,,,
84,33,12,,,,71.0,,,
85,34,12,,,,71.0,,,
86,35,12,,,,72.0,,,
87,36,12,,,,71.0,,,
88,40,12,,,,69.0,,,
89,39,12,,,,70.0,,,
90,40,12,,,,72.0,,,
91,39,10,,,,76.0,,,
92,39,10,,,,76.0,,,
93,38,10,,,78,,,,
94,38,10,,,79,,,,
95,39,10,,,79,,,,
96,36,2,,,97,,,,
97,37,2,,,97,,,,
98,39,2,,,97,,,,
99,40,2,,,98,,,,
100,40,2,,,107,,,,
101,41,2,,,104,,,,
102,45,2,,,100,,,,
103,45,2,,,100,,,,
104,46,2,,,102,,,,
105,45,2,,,106,,,,
106,46,4,,,106,,,,
107,46,4,,,106,,,,
108,47,4,,,106,,,,
109,47,4,,,106,,,,
110,51,6,,,109,,,,
111,51,6,,,109,,,,
112,50,6,,,111,,,,
113,50,6,,,111,,,,
114,50,6,,,113,,,,
115,50,6,,,113,,,,
116,50,6,,,113,,,,
117,52,4,3,,113,,,,
118,53,4,3,,112,,,,
119,53,4,3,,111,,,,
120,50,4,3,,,119.0,,,
121,50,4,3,,,119.0,,,
122,51,4,3,,,117.0,,,
123,50,6,3,,,117.0,,,
124,49,6,3,,,121.0,,,
125,50,6,3,,,121.0,,,
126,51,6,3,,,124.0,,,
127,52,6,3,,,123.0,,,
128,52,6,3,,,123.0,,,
129,52,6,3,,,123.0,,,
130,55,8,3,,,120.0,,,
131,55,8,3,,,120.0,,,
132,56,8,3,,,120.0,,,
133,58,8,3,,,120.0,,,
134,58,8,3,,,121.0,,,
135,59,8,3,,,120.0,,,
136,60,8,3,,,120.0,,,
137,60,8,3,,,120.0,,,
138,60,8,3,,,121.0,,,
139,60,8,3,,,120.0,,,
140,61,8,3,,,124.0,,,
141,62,8,3,,,121.0,,,
142,61,8,3,,,123.0,,,
143,61,8,3,,,123.0,,,
144,61,8,3,,,125.0,,,
145,61,8,3,,,125.0,,,
146,62,8,3,,,126.0,,,
147,63,8,3,,,127.0,,,
148,60,8,3,,,135.0,,,
149,60,8,3,,,135.0,,,
150,60,8,3,,,134.0,,,
151,61,8,3,,,134.0,,,
152,61,10,3,,,133.0,,,
153,64,10,3,,,134.0,,,
154,65,10,3,,,136.0,,,
155,65,10,3,,,137.0,,,
156,65,10,,,,141.0,,,
157,66,12,,,,138.0,,,
158,66,12,,,,138.0,,,
159,65,12,,,,140.0,,,
160,67,12,,,,142.0,,,
161,67,12,,,,142.0,,,
162,67,12,,,,142.0,,,
163,68,12,,,,141.0,,,
164,69,12,,,,141.0,,,
165,72,12,,,,141.0,,,
166,72,12,,,,144.0,,,
167,72,12,,,,144.0,,,
168,72,12,,,,146.0,,,
169,73,12,,,,146.0,,,
170,74,12,,,,146.0,,,
171,74,12,,,,146.0,,,
172,73,10,,,,,154.0,,
173,73,10,,,,,154.0,,
174,74,10,,,,,155.0,,
175,75,10,,,,,154.0,,
176,76,10,,,,,158.0,,
177,76,10,,,,,159.0,,
178,79,10,,,,,160.0,,
179,80,10,,,,,160.0,,
180,80,8,,,,,170.0,,
181,84,8,,,,,169.0,,
182,84,8,,,,,168.0,,
183,84,8,,,,,172.0,,
184,83,8,,,,,,174.0,
185,84,8,,,,,,172.0,
186,87,10,,,,,,166.0,
187,87,10,,,,,,167.0,
188,85,10,,,,,,170.0,
189,86,10,,,,,,170.0,
190,87,10,,,,,,170.0,
191,87,10,,,,,,170.0,
192,87,8,,,,,,176.0,
193,87,10,,,,,173.0,,
194,89,10,,,,,173.0,,
195,89,10,,,,,173.0,,
196,88,18,,,,,167.0,,
197,90,18,,,,,167.0,,
198,90,18,,,,,170.0,,
199,89,18,,,,,173.0,,
200,92,16,,,,,178.0,,
201,94,19,,,,,174.0,,
202,94,25,,,,,174.0,,
203,92,25,,,,,176.0,,
204,93,27,,4,,,171.0,,
205,92,29,,4,,,171.0,,
206,92,30,,4,,,171.0,,
207,94,30,,4,,,171.0,,
208,94,28,,4,,,,179.0,
209,94,28,,4,,,,179.0,
210,97,28,,4,,,,181.0,
211,98,28,,4,,,,181.0,
212,100,28,,4,,,,178.0,
213,100,28,,4,,,,178.0,
214,100,28,,4,,,,179.0,
215,100,28,,4,,,,180.0,
216,101,28,,4,,,,181.0,
217,101,28,,4,,,,180.0,
218,103,28,,4,,,,180.0,
219,103,28,,4,,,,180.0,
220,98,28,,4,,,,189.0,
221,98,28,,4,,,,188.0,
222,76,20,,,,,,,222.0
223,77,20,,,,,,,222.0
224,78,20,,,,,,,224.0
225,75,20,,,,,,,226.0
226,77,25,,,,,,,218.0
227,78,25,,,,,,,218.0
228,81,25,,,,,,,220.0
