date,bug_id,degree,depth,severity,votes,comment_count
12,4,1,1,3,0,3
13,0,0,0,3,0,5
14,6,0,0,5,0,15
18,21,0,0,5,1,6
23,11,0,0,4,0,9
25,17,3,1,3,1,54
31,38,0,0,5,0,9
38,25,5,3,3,2,12
51,41,0,0,5,0,2
68,88,18,3,3,4,79
72,77,0,0,5,0,2
88,96,0,0,5,0,6
91,56,1,1,5,0,14
93,121,1,1,5,0,10
95,146,1,2,5,0,2
96,160,2,4,3,0,12
102,98,2,1,3,0,10
104,159,1,3,3,0,1
115,164,0,0,5,0,7
116,153,0,0,5,0,6
118,78,0,0,5,0,3
120,116,1,2,5,0,10
124,208,3,4,6,0,13
126,127,0,0,5,0,3
140,66,2,1,3,6,4
148,231,3,5,5,0,17
149,223,2,1,5,0,66
159,263,3,2,3,0,6
163,162,0,0,5,0,6
178,130,1,5,3,0,7
190,262,3,6,3,3,17
199,287,0,0,5,0,5
202,300,0,0,5,0,6
208,125,3,3,3,0,23
223,180,1,2,3,4,18
226,344,2,2,3,0,9
232,400,0,0,6,1,14
236,147,9,3,4,0,94
240,341,0,0,5,0,4
242,359,0,0,5,0,4
254,305,0,0,5,0,4
269,330,1,2,3,0,27
271,334,3,2,3,0,25
285,465,3,2,5,3,7
291,413,12,3,3,22,122
303,466,2,1,5,1,3
305,227,0,0,5,0,3
307,434,4,3,3,11,2
312,450,11,5,3,1,71
315,494,0,0,5,0,7
321,273,1,2,5,0,22
323,532,0,0,5,0,6
325,505,0,0,5,0,3
340,333,0,0,3,0,2
342,513,0,0,5,0,6
355,318,1,1,3,0,2
357,518,0,0,5,0,3
378,424,2,4,3,0,58
384,540,4,4,3,0,26
396,561,6,5,3,1,7
398,209,1,1,5,0,6
399,463,1,5,4,0,7
401,408,0,0,5,0,4
403,477,1,1,5,0,6
416,256,1,1,3,0,2
423,248,1,2,3,0,17
424,520,3,1,5,0,24
425,514,0,0,5,0,4
427,281,0,0,5,0,3
446,350,2,2,5,0,16
447,621,2,1,3,4,1
450,407,1,1,5,0,5
452,472,5,5,5,0,7
454,324,0,0,5,0,2
466,470,1,1,5,0,23
468,693,0,0,6,0,2
470,415,0,0,5,0,5
472,145,1,1,5,0,3
474,708,0,0,6,0,1
