day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,3,,,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,,,
2,,2,3,,,,,,,,,,,,,,
3,,2,4,,,,,,,,,,,,,,
4,2,2,5,,,,,,,,,,,,,,
5,2,2,5,,,,,,,,,,,,,,
6,1,6,5,,,,,,,,,,,,,,
7,3,6,5,,,,,,,,,,,,,,
8,5,6,5,,,,,,,,,,,,,,
9,6,4,4,,,,,,,,,,,,,,
10,5,2,,7,,,,,,,,,,,,,
11,5,2,,7,,,,,,,,,,,,,
12,4,4,,7,,,,,,,,,,,,,
13,4,4,,6,,,,,,,,,,,,,
14,6,5,,6,,,,,,,,,,,,,
15,7,3,,6,,,,,,,,,,,,,
16,6,,,13,,,,,,,,,,,,,
17,6,,,13,,,,,,,,,,,,,
18,6,,,13,,,,,,,,,,,,,
19,6,,,13,,,,,,,,,,,,,
20,6,,14,,,,,,,,,,,,,,
21,9,,13,,,,,,,,,,,,,,
22,11,,13,,,,,,,,,,,,,,
23,11,,13,,,,,,,,,,,,,,
24,12,,15,,,,,,,,,,,,,,
25,12,,15,,,,,,,,,,,,,,
26,14,,16,,,,,,,,,,,,,,
27,14,,17,,,,,,,,,,,,,,
28,15,2,18,,,,,,,,,,,,,,
29,16,2,18,,,,,,,,,,,,,,
30,17,2,18,,,,,,,,,,,,,,
31,16,4,18,,,,,,,,,,,,,,
32,14,4,23,,,,,,,,,,,,,,
33,14,4,23,,,,,,,,,,,,,,
34,14,4,23,,,,,,,,,,,,,,
35,14,3,,27,,,,,,,,,,,,,
36,14,3,,28,,,,,,,,,,,,,
37,14,3,,28,,,,,,,,,,,,,
38,14,3,,29,,,,,,,,,,,,,
39,14,3,,30,,,,,,,,,,,,,
40,12,3,,36,,,,,,,,,,,,,
41,12,3,,37,,,,,,,,,,,,,
42,13,3,,38,,,,,,,,,,,,,
43,13,3,,38,,,,,,,,,,,,,
44,14,3,,37,,,,,,,,,,,,,
45,14,3,,36,,,,,,,,,,,,,
46,15,3,,36,,,,,,,,,,,,,
47,15,3,,37,,,,,,,,,,,,,
48,15,3,,,40,,,,,,,,,,,,
49,3,,,,,58.0,,,,,,,,,,,
50,4,,,,,58.0,,,,,,,,,,,
51,4,,,,,58.0,,,,,,,,,,,
52,2,,,,,,60.0,,,,,,,,,,
53,3,,,,,,60.0,,,,,,,,,,
54,3,2,,,,60.0,,,,,,,,,,,
55,3,2,,,,60.0,,,,,,,,,,,
56,3,2,,,,62.0,,,,,,,,,,,
57,4,2,,,,62.0,,,,,,,,,,,
58,4,2,,,,62.0,,,,,,,,,,,
59,4,2,,,,61.0,,,,,,,,,,,
60,5,2,,,,61.0,,,,,,,,,,,
61,3,2,,,,61.0,,,,,,,,,,,
62,4,2,,,,61.0,,,,,,,,,,,
63,4,2,,,,64.0,,,,,,,,,,,
64,5,2,,,,65.0,,,,,,,,,,,
65,6,2,,,,66.0,,,,,,,,,,,
66,9,2,,,,66.0,,,,,,,,,,,
67,8,4,,,,67.0,,,,,,,,,,,
68,19,7,,,,53.0,,,,,,,,,,,
69,22,5,,,,55.0,,,,,,,,,,,
70,17,5,,,,61.0,,,,,,,,,,,
71,15,7,,,,61.0,,,,,,,,,,,
72,16,7,,,,61.0,,,,,,,,,,,
73,16,7,,,,59.0,,,,,,,,,,,
74,16,7,,,,60.0,,,,,,,,,,,
75,16,7,,,,62.0,,,,,,,,,,,
76,19,5,,,,63.0,,,,,,,,,,,
77,19,5,,,,62.0,,,,,,,,,,,
78,17,5,,,,67.0,,,,,,,,,,,
79,17,5,,,,67.0,,,,,,,,,,,
80,17,5,,,,72.0,,,,,,,,,,,
81,17,5,,,,70.0,,,,,,,,,,,
82,17,5,,,,70.0,,,,,,,,,,,
83,18,5,,,,70.0,,,,,,,,,,,
84,17,5,,,,76.0,,,,,,,,,,,
85,18,5,,,,76.0,,,,,,,,,,,
86,19,5,,,,77.0,,,,,,,,,,,
87,20,5,,,,77.0,,,,,,,,,,,
88,22,5,,,,78.0,,,,,,,,,,,
89,22,5,,,,78.0,,,,,,,,,,,
90,24,5,,,,79.0,,,,,,,,,,,
91,23,2,,,,84.0,,,,,,,,,,,
92,23,2,,,,83.0,,,,,,,,,,,
93,23,2,,,,85.0,,,,,,,,,,,
94,24,2,,,,84.0,,,,,,,,,,,
95,25,2,,,,84.0,,,,,,,,,,,
96,22,,,,,96.0,,,,,,,,,,,
97,23,,,,,96.0,,,,,,,,,,,
98,25,,,,,96.0,,,,,,,,,,,
99,26,,,,,97.0,,,,,,,,,,,
100,23,,,,,,109.0,,,,,,,,,,
101,23,,,,,,108.0,,,,,,,,,,
102,23,,,,,,109.0,,,,,,,,,,
103,23,,,,,,107.0,,,,,,,,,,
104,24,,,,,,,109.0,,,,,,,,,
105,25,2,,,,,,109.0,,,,,,,,,
106,27,2,,,,,,110.0,,,,,,,,,
107,27,2,,,,,,110.0,,,,,,,,,
108,28,2,,,,,,110.0,,,,,,,,,
109,28,2,,,,,,110.0,,,,,,,,,
110,31,6,,,,,,112.0,,,,,,,,,
111,30,6,,,,,,112.0,,,,,,,,,
112,29,8,,,,,,110.0,,,,,,,,,
113,29,8,,,,,,110.0,,,,,,,,,
114,30,6,,,,,,113.0,,,,,,,,,
115,30,6,,,,,,113.0,,,,,,,,,
116,30,6,,,,,,112.0,,,,,,,,,
117,32,6,,,,,,113.0,,,,,,,,,
118,33,6,,,,,,112.0,,,,,,,,,
119,33,6,,,,,,112.0,,,,,,,,,
120,31,6,,,,,,119.0,,,,,,,,,
121,31,6,,,,,,118.0,,,,,,,,,
122,31,6,,,,,,116.0,,,,,,,,,
123,29,8,,,,,,116.0,,,,,,,,,
124,29,6,,,,,,120.0,,,,,,,,,
125,29,6,,,,,,120.0,,,,,,,,,
126,30,6,,,,,,123.0,,,,,,,,,
127,31,6,,,,,,122.0,,,,,,,,,
128,31,6,,,,,,123.0,,,,,,,,,
129,30,6,,,,,,123.0,,,,,,,,,
130,33,6,,,,,,123.0,,,,,,,,,
131,33,6,,,,,,123.0,,,,,,,,,
132,33,6,,,,,,125.0,,,,,,,,,
133,32,6,,,,,,127.0,,,,,,,,,
134,32,6,,,,,,127.0,,,,,,,,,
135,31,6,,,,,,128.0,,,,,,,,,
136,32,6,,,,,,128.0,,,,,,,,,
137,32,6,,,,,,128.0,,,,,,,,,
138,31,6,,,,,,129.0,,,,,,,,,
139,31,6,,,,,,129.0,,,,,,,,,
140,33,6,,,,,,132.0,,,,,,,,,
141,33,6,,,,,,131.0,,,,,,,,,
142,32,6,,,,,,133.0,,,,,,,,,
143,31,6,,,,,,132.0,,,,,,,,,
144,31,6,,,,,,134.0,,,,,,,,,
145,31,6,,,,,,134.0,,,,,,,,,
146,32,6,,,,,,135.0,,,,,,,,,
147,34,6,,,,,,134.0,,,,,,,,,
148,32,6,,,,,,141.0,,,,,,,,,
149,31,6,,,,,,141.0,,,,,,,,,
150,31,6,,,,,,140.0,,,,,,,,,
