date,bug_id,degree,depth,severity,votes,comment_count
9,0,2,2,3,0,5
11,4,1,1,3,0,3
15,6,0,0,5,0,15
17,22,1,1,4,0,2
19,21,0,0,5,1,6
23,17,2,1,3,1,54
28,30,3,1,3,0,7
36,25,1,1,3,2,12
43,57,0,0,5,0,3
45,43,0,0,5,0,4
46,56,0,0,5,0,14
47,68,0,0,5,0,2
48,78,0,0,5,0,3
50,51,0,0,4,0,3
53,38,0,0,5,0,9
62,77,0,0,5,0,2
67,88,15,3,3,4,79
69,113,1,2,5,0,6
71,116,0,0,5,0,10
72,96,1,1,5,0,6
73,121,1,1,5,0,10
78,125,0,0,3,0,23
80,127,0,0,5,0,3
90,141,2,1,3,1,11
91,104,2,2,4,2,12
95,85,1,2,3,0,28
102,153,1,2,5,0,6
104,145,0,0,5,0,3
105,156,1,1,3,0,5
107,146,1,1,5,0,2
111,162,0,0,5,0,6
113,150,0,0,5,0,3
120,164,0,0,5,0,7
122,209,0,0,5,0,6
123,187,4,2,5,0,5
135,67,0,0,4,0,4
141,227,0,0,5,0,3
143,168,6,2,3,0,34
144,223,2,4,5,0,66
146,231,1,2,5,0,17
147,249,0,0,5,0,3
149,255,0,0,5,0,4
152,160,4,4,3,0,12
155,140,5,2,3,0,110
162,218,4,3,3,0,9
165,271,1,1,5,0,4
167,281,0,0,5,0,3
169,287,0,0,5,0,5
174,161,1,1,3,0,54
176,273,0,0,5,0,22
177,285,3,2,5,0,13
185,299,0,0,5,0,14
189,305,0,0,5,0,4
191,324,0,0,5,0,2
194,306,4,6,3,0,6
195,323,0,0,5,0,2
202,341,0,0,5,0,4
204,365,0,0,5,0,4
206,300,0,0,5,0,6
208,359,0,0,5,0,4
211,307,0,0,5,1,6
214,322,0,0,5,0,10
215,220,1,3,3,0,8
227,350,2,1,5,0,16
228,321,1,1,3,0,127
230,167,0,0,4,0,7
231,407,0,0,5,0,5
232,408,0,0,5,0,4
233,400,0,0,6,1,14
241,192,3,1,4,0,12
243,418,0,0,5,0,4
