day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,,,3,,,,,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,,,,,
2,,,5,,,,,,,,,,,,,,,,
3,,,6,,,,,,,,,,,,,,,,
4,2,,7,,,,,,,,,,,,,,,,
5,2,,7,,,,,,,,,,,,,,,,
6,4,,9,,,,,,,,,,,,,,,,
7,6,,9,,,,,,,,,,,,,,,,
8,8,,9,,,,,,,,,,,,,,,,
9,8,,8,,,,,,,,,,,,,,,,
10,6,,11,,,,,,,,,,,,,,,,
11,6,,11,,,,,,,,,,,,,,,,
12,6,,11,,,,,,,,,,,,,,,,
13,6,,11,,,,,,,,,,,,,,,,
14,8,,11,,,,,,,,,,,,,,,,
15,8,,11,,,,,,,,,,,,,,,,
16,7,,,15,,,,,,,,,,,,,,,
17,7,,,15,,,,,,,,,,,,,,,
18,7,,,15,,,,,,,,,,,,,,,
19,9,,,15,,,,,,,,,,,,,,,
20,9,,,,17,,,,,,,,,,,,,,
21,13,,,,17,,,,,,,,,,,,,,
22,15,,,,17,,,,,,,,,,,,,,
23,15,,,,16,,,,,,,,,,,,,,
24,14,,,,19,,,,,,,,,,,,,,
25,14,,,,21,,,,,,,,,,,,,,
26,16,,,,22,,,,,,,,,,,,,,
27,17,,,,23,,,,,,,,,,,,,,
28,18,2,,,24,,,,,,,,,,,,,,
29,19,2,,,24,,,,,,,,,,,,,,
30,21,2,,,24,,,,,,,,,,,,,,
31,21,2,,,25,,,,,,,,,,,,,,
32,20,2,,,30,,,,,,,,,,,,,,
33,20,2,,,30,,,,,,,,,,,,,,
34,20,2,,,30,,,,,,,,,,,,,,
35,19,2,,,36,,,,,,,,,,,,,,
36,19,2,,,37,,,,,,,,,,,,,,
37,19,2,,,37,,,,,,,,,,,,,,
38,19,2,,,38,,,,,,,,,,,,,,
39,19,2,,,39,,,,,,,,,,,,,,
40,17,2,,,,45.0,,,,,,,,,,,,,
41,17,2,,,,45.0,,,,,,,,,,,,,
42,17,5,,,,45.0,,,,,,,,,,,,,
43,17,5,,,,45.0,,,,,,,,,,,,,
44,19,5,,,,45.0,,,,,,,,,,,,,
45,19,5,,,,45.0,,,,,,,,,,,,,
46,21,5,,,,45.0,,,,,,,,,,,,,
47,21,5,,,,47.0,,,,,,,,,,,,,
48,20,2,,,,54.0,,,,,,,,,,,,,
49,5,,,,,,74.0,,,,,,,,,,,,
50,6,,,,,,73.0,,,,,,,,,,,,
51,6,,,,,,73.0,,,,,,,,,,,,
52,6,,,,,,75.0,,,,,,,,,,,,
53,7,,,,,,75.0,,,,,,,,,,,,
54,8,,,,,,77.0,,,,,,,,,,,,
55,8,,,,,,77.0,,,,,,,,,,,,
56,8,,,,,,80.0,,,,,,,,,,,,
57,9,,,,,,80.0,,,,,,,,,,,,
58,9,,,,,,80.0,,,,,,,,,,,,
59,9,,,,,,80.0,,,,,,,,,,,,
60,10,,,,,,80.0,,,,,,,,,,,,
61,10,,,,,,80.0,,,,,,,,,,,,
62,11,,,,,,80.0,,,,,,,,,,,,
63,12,,,,,,83.0,,,,,,,,,,,,
64,13,,,,,,84.0,,,,,,,,,,,,
65,14,,,,,,85.0,,,,,,,,,,,,
66,29,8,,,,,64.0,,,,,,,,,,,,
67,28,8,,,,,67.0,,,,,,,,,,,,
68,29,8,,,,,68.0,,,,,,,,,,,,
69,30,11,,,,,68.0,,,,,,,,,,,,
70,28,11,,,,,72.0,,,,,,,,,,,,
71,28,11,,,,,73.0,,,,,,,,,,,,
72,29,11,,,,,75.0,,,,,,,,,,,,
73,29,11,,,,,75.0,,,,,,,,,,,,
74,29,11,,,,,76.0,,,,,,,,,,,,
75,28,11,,,,,80.0,,,,,,,,,,,,
76,29,13,,,,,80.0,,,,,,,,,,,,
77,29,13,,,,,80.0,,,,,,,,,,,,
78,26,13,,,,,,87.0,,,,,,,,,,,
79,26,13,,,,,,87.0,,,,,,,,,,,
80,26,9,,,,,,96.0,,,,,,,,,,,
81,26,9,,,,,,96.0,,,,,,,,,,,
82,26,9,,,,,,95.0,,,,,,,,,,,
83,27,9,,,,,,95.0,,,,,,,,,,,
84,28,9,,,,,,99.0,,,,,,,,,,,
85,29,9,,,,,,99.0,,,,,,,,,,,
86,30,9,,,,,,100.0,,,,,,,,,,,
87,31,9,,,,,,100.0,,,,,,,,,,,
88,33,9,,,,,,101.0,,,,,,,,,,,
89,33,9,,,,,,102.0,,,,,,,,,,,
90,34,9,,,,,,104.0,,,,,,,,,,,
91,34,9,,,,,,105.0,,,,,,,,,,,
92,34,9,,,,,,105.0,,,,,,,,,,,
93,35,9,,,,,,106.0,,,,,,,,,,,
94,35,9,,,,,,107.0,,,,,,,,,,,
95,36,9,,,,,,107.0,,,,,,,,,,,
96,37,,,,,,121.0,,,,,,,,,,,,
97,38,,,,,,121.0,,,,,,,,,,,,
98,39,,,,,,122.0,,,,,,,,,,,,
99,40,,,,,,123.0,,,,,,,,,,,,
100,40,,,,,,132.0,,,,,,,,,,,,
101,40,,,,,,131.0,,,,,,,,,,,,
102,40,,,,,,132.0,,,,,,,,,,,,
103,40,,,,,,132.0,,,,,,,,,,,,
104,41,,,,,,134.0,,,,,,,,,,,,
105,40,,,,,,138.0,,,,,,,,,,,,
106,42,,,,,,139.0,,,,,,,,,,,,
107,42,,,,,,139.0,,,,,,,,,,,,
108,43,,,,,,139.0,,,,,,,,,,,,
109,43,,,,,,139.0,,,,,,,,,,,,
110,47,2,,,,,142.0,,,,,,,,,,,,
111,47,2,,,,,142.0,,,,,,,,,,,,
112,45,2,,,,,145.0,,,,,,,,,,,,
113,45,2,,,,,144.0,,,,,,,,,,,,
114,44,2,,,,,148.0,,,,,,,,,,,,
115,44,2,,,,,148.0,,,,,,,,,,,,
116,44,2,,,,,148.0,,,,,,,,,,,,
117,45,4,,,,,148.0,,,,,,,,,,,,
118,46,4,,,,,148.0,,,,,,,,,,,,
119,46,4,,,,,148.0,,,,,,,,,,,,
120,43,6,,,,,154.0,,,,,,,,,,,,
121,43,6,,,,,154.0,,,,,,,,,,,,
122,43,8,,,,,151.0,,,,,,,,,,,,
123,43,8,,,,,152.0,,,,,,,,,,,,
124,40,8,,,,,,158.0,,,,,,,,,,,
125,41,8,,,,,,158.0,,,,,,,,,,,
126,44,6,,,,,,160.0,,,,,,,,,,,
127,45,6,,,,,,160.0,,,,,,,,,,,
128,44,6,,,,,,162.0,,,,,,,,,,,
129,44,6,,,,,,162.0,,,,,,,,,,,
130,47,6,,,,,,162.0,,,,,,,,,,,
131,47,6,,,,,,162.0,,,,,,,,,,,
132,48,6,,,,,,163.0,,,,,,,,,,,
133,49,6,,,,,,165.0,,,,,,,,,,,
134,49,6,,,,,,166.0,,,,,,,,,,,
135,49,8,,,,,,164.0,,,,,,,,,,,
136,50,8,,,,,,164.0,,,,,,,,,,,
137,50,8,,,,,,164.0,,,,,,,,,,,
138,50,8,,,,,,165.0,,,,,,,,,,,
