date,bug_id,degree,depth,severity,votes,comment_count
9,0,2,2,3,0,5
11,4,1,1,3,0,3
12,11,1,1,4,0,9
15,8,1,1,1,0,8
19,21,0,0,5,1,6
22,17,3,1,3,1,54
23,6,0,0,5,0,15
26,30,0,0,3,0,7
32,25,6,2,3,2,12
35,56,1,1,5,0,14
36,38,0,0,5,0,9
45,63,4,1,3,0,59
49,73,0,0,3,0,4
50,71,5,3,3,0,8
64,84,10,3,3,1,24
68,68,0,0,5,0,2
69,98,1,1,3,0,10
75,85,0,0,3,0,28
76,83,6,2,3,0,5
79,125,0,0,3,0,23
88,126,0,0,2,0,2
97,140,14,5,3,0,110
100,148,5,1,3,0,27
110,171,13,2,3,0,54
111,137,2,2,3,1,54
117,170,9,3,3,0,54
124,168,5,3,3,0,34
128,147,9,3,4,0,94
137,208,1,1,6,0,13
138,169,10,2,3,5,16
142,231,5,2,5,0,17
143,218,5,4,3,0,9
146,223,0,0,5,0,66
151,192,1,1,4,0,12
153,251,5,4,3,0,24
157,249,2,1,5,0,3
159,130,0,0,3,0,7
162,260,7,2,3,0,33
172,167,5,1,4,0,7
176,263,1,2,3,0,6
178,296,7,3,3,0,13
183,180,4,3,3,4,18
184,306,6,4,3,0,6
186,297,3,2,3,0,78
187,114,0,0,3,0,4
193,207,1,3,3,0,5
203,187,4,2,5,0,5
208,247,5,2,3,0,2
213,185,5,2,3,0,11
222,293,0,0,3,0,3
223,334,2,1,3,0,25
225,153,3,2,5,0,6
229,380,7,1,3,0,38
238,398,47,4,2,5,25
239,271,2,2,5,0,4
249,414,2,1,3,8,11
250,413,4,1,3,22,122
251,421,3,1,3,1,92
256,439,1,1,4,0,4
260,424,3,3,3,0,58
266,450,14,3,3,1,71
270,436,0,0,5,0,6
273,431,3,2,3,0,3
274,397,2,2,3,3,118
279,470,0,0,5,0,23
288,466,3,3,5,1,3
291,434,0,0,3,11,2
295,496,16,2,3,4,65
297,458,4,1,3,0,33
298,494,3,1,5,0,7
299,484,0,0,3,1,7
