day_counter,0,1,2,3,4,5,6,7,8,9
0,,,3,,,,,,,
1,,,3,,,,,,,
2,,2,3,,,,,,,
3,,2,4,,,,,,,
4,1,4,4,,,,,,,
5,1,4,4,,,,,,,
6,3,4,6,,,,,,,
7,5,4,6,,,,,,,
8,7,4,6,,,,,,,
9,7,9,,,,,,,,
10,5,12,,,,,,,,
11,6,11,,,,,,,,
12,6,6,5,,,,,,,
13,6,6,5,,,,,,,
14,8,7,5,,,,,,,
15,8,6,5,,,,,,,
16,6,,16,,,,,,,
17,6,,16,,,,,,,
18,7,,16,,,,,,,
19,8,,16,,,,,,,
20,7,,19,,,,,,,
21,11,,19,,,,,,,
22,17,,15,,,,,,,
23,16,,15,,,,,,,
24,15,2,17,,,,,,,
25,14,2,20,,,,,,,
26,18,2,18,,,,,,,
27,19,2,19,,,,,,,
28,19,6,19,,,,,,,
29,20,6,19,,,,,,,
30,23,6,19,,,,,,,
31,23,6,20,,,,,,,
32,25,6,4,17,,,,,,
33,25,6,4,17,,,,,,
34,25,6,4,17,,,,,,
35,22,9,,,25,,,,,
36,21,9,,,,26.0,,,,
37,21,9,,,,26.0,,,,
38,21,9,,,,27.0,,,,
39,21,9,,,,28.0,,,,
40,19,9,,,,34.0,,,,
41,18,9,,,,36.0,,,,
42,20,9,,,,37.0,,,,
43,20,9,,,,37.0,,,,
44,22,9,,,,37.0,,,,
45,23,9,,,,34.0,,,,
46,25,9,,,,34.0,,,,
47,25,9,,,,36.0,,,,
48,23,5,,,,45.0,,,,
49,2,,,,,,73.0,,,
50,3,,,,,,72.0,,,
51,3,,,,,,72.0,,,
52,3,,,,,,74.0,,,
53,4,,,,,,74.0,,,
54,5,,,,,,76.0,,,
55,5,,,,,,76.0,,,
56,5,,,,,,79.0,,,
57,6,,,,,,79.0,,,
58,6,,,,,,79.0,,,
59,6,,,,,,79.0,,,
60,7,,,,,,79.0,,,
61,7,,,,,,79.0,,,
62,8,,,,,,79.0,,,
63,10,,,,,,81.0,,,
64,31,7,,,,53.0,,,,
65,32,7,,,,54.0,,,,
66,35,7,,,,54.0,,,,
67,35,7,,,,,56.0,,,
68,36,7,,,,,56.0,,,
69,38,5,9,,,,50.0,,,
70,37,3,5,,,,,59.0,,
71,37,3,5,,,,,60.0,,
72,38,3,5,,,,,62.0,,
73,38,3,5,,,,,62.0,,
74,38,3,5,,,,,63.0,,
75,37,5,5,,,,,64.0,,
76,39,8,5,,,,,61.0,,
77,39,8,5,,,,,61.0,,
78,34,8,,,,,,75.0,,
79,34,8,,,,,,74.0,,
80,33,8,,,,,,80.0,,
81,33,8,,,,,,80.0,,
82,33,8,,,,,,80.0,,
83,34,8,,,,,,80.0,,
84,35,5,,,,,,87.0,,
85,36,5,,,,,,87.0,,
86,36,5,,,,,,89.0,,
87,37,5,,,,,,89.0,,
88,39,9,,5,,,,79.0,,
89,38,9,,5,,,,81.0,,
90,39,9,,5,,,,83.0,,
91,38,9,,,,,,90.0,,
92,38,9,,,,,,90.0,,
93,39,9,,,,,,91.0,,
94,39,9,,,,,,92.0,,
95,40,9,,,,,,92.0,,
96,38,4,,,,,,106.0,,
97,39,4,,,,,,105.0,,
98,40,4,,,,,,107.0,,
99,41,4,,,,,,108.0,,
100,41,4,,,,,,116.0,,
101,41,4,,,,,,116.0,,
102,41,4,,,,,,117.0,,
103,41,4,,,,,,117.0,,
104,40,4,,,,,,121.0,,
105,39,4,,,,,,126.0,,
106,41,4,,,,,,127.0,,
107,41,4,,,,,,127.0,,
108,42,4,,,,,,127.0,,
109,42,4,,,,,,127.0,,
110,47,4,,,,,,130.0,,
111,47,6,,,,,,127.0,,
112,46,6,,,,,,129.0,,
113,46,6,,,,,,129.0,,
114,45,6,,,,,,133.0,,
115,45,6,,,,,,133.0,,
116,45,6,,,,,,133.0,,
117,49,6,,,,,,130.0,,
118,50,6,,,,,,130.0,,
119,50,6,,,,,,130.0,,
120,48,8,,,,,,135.0,,
121,48,8,,,,,,135.0,,
122,48,8,,,,,,135.0,,
123,48,8,,,,,,136.0,,
124,47,8,,,,,,139.0,,
125,48,8,,,,,,139.0,,
126,50,8,,,,,,141.0,,
127,51,8,,,,,,141.0,,
128,50,8,,,,,,142.0,,
129,50,8,,,,,,142.0,,
130,53,8,,,,,,142.0,,
131,53,8,,,,,,142.0,,
132,53,8,,,,,,144.0,,
133,54,8,,,,,,146.0,,
134,54,8,,,,,,147.0,,
135,54,8,,,,,,148.0,,
136,55,8,,,,,,148.0,,
137,55,13,,,,,,141.0,,
138,56,13,,,,,,140.0,,
139,56,13,,,,,,140.0,,
140,57,13,,,,,,144.0,,
141,57,13,,,,,,144.0,,
142,59,13,,,,,,142.0,,
143,59,13,,,,,,141.0,,
144,60,13,,,,,,142.0,,
145,60,13,,,,,,142.0,,
146,61,13,,,,,,142.0,,
147,62,13,,,,,,143.0,,
148,62,11,,,,,,150.0,,
149,62,11,,,,,,150.0,,
150,62,11,,,,,,150.0,,
151,64,11,,,,,,148.0,,
152,64,11,,,,,,150.0,,
153,67,11,,,,,,150.0,,
154,68,11,,,,,,152.0,,
155,68,11,,,,,,153.0,,
156,68,11,,,,,,155.0,,
157,68,11,,,,,,155.0,,
158,68,11,,,,,,155.0,,
159,66,11,,,,,157.0,,,
160,68,11,,,,,159.0,,,
161,68,11,,,,,159.0,,,
162,68,11,,,,,158.0,,,
163,69,11,,,,,158.0,,,
164,70,11,,,,,158.0,,,
165,73,11,,,,,158.0,,,
166,72,8,,,,,165.0,,,
167,72,8,,,,,165.0,,,
168,73,8,,,,,166.0,,,
169,74,8,,,,,166.0,,,
170,75,8,,,,,166.0,,,
171,72,8,,,,,170.0,,,
172,70,6,,,,,,178.0,,
173,70,6,,,,,,178.0,,
174,71,6,,,,,,179.0,,
175,72,6,,,,,,180.0,,
176,70,8,,,,,,184.0,,
177,70,8,,,,,,185.0,,
178,73,8,,,,,,185.0,,
179,74,8,,,,,,185.0,,
180,77,8,,,,,,191.0,,
181,81,8,,,,,,191.0,,
182,81,8,,,,,,191.0,,
183,82,8,,,,,,193.0,,
184,84,12,,,,,,187.0,,
185,85,12,,,,,,187.0,,
186,87,14,,,,,,183.0,,
187,87,14,,,,,,183.0,,
188,85,14,,,,,,,186.0,
189,86,14,,,,,,,186.0,
190,87,14,,,,,,,186.0,
191,87,14,,,,,,,186.0,
192,87,14,,,,,,,190.0,
193,87,14,,,,,,,189.0,
194,89,14,,,,,,,189.0,
195,89,14,,,,,,,189.0,
196,89,12,,,,,,,193.0,
197,91,12,,,,,,,193.0,
198,91,10,,,,,,,198.0,
199,89,10,,,,,,,202.0,
200,93,10,,,,,,,204.0,
201,95,10,,,,,,,204.0,
202,96,14,,,,,,,206.0,
203,94,14,,,,,,,208.0,
204,96,14,,,,,,,209.0,
205,96,12,3,,,,,,209.0,
206,96,12,3,,,,,,210.0,
207,98,12,3,,,,,,210.0,
208,98,8,3,,,,,,219.0,
209,98,8,3,,,,,,219.0,
210,101,8,3,,,,,,221.0,
