date,bug_id,degree,depth,severity,votes,comment_count
7,5,1,1,3,2,2
9,0,2,2,3,0,5
10,11,1,1,4,0,9
11,1,0,0,3,0,9
12,12,0,0,3,0,6
13,8,0,0,1,0,8
14,13,0,0,3,0,27
18,9,0,0,3,0,3
19,22,0,0,4,0,2
20,15,0,0,3,0,3
22,29,0,0,4,0,11
24,27,0,0,3,0,3
28,40,1,1,3,0,2
31,19,0,0,3,1,7
32,25,2,1,3,2,12
36,60,3,1,3,0,5
41,62,1,1,3,0,4
45,72,1,1,3,0,9
51,41,1,1,5,0,2
58,67,0,0,4,0,4
63,74,1,1,3,2,9
66,88,42,3,3,4,79
68,106,1,3,3,0,5
72,98,2,1,3,0,10
74,96,0,0,5,0,6
76,118,0,0,4,0,5
78,84,8,2,3,1,24
79,85,1,1,3,0,28
80,133,1,2,3,0,2
81,104,1,1,4,2,12
89,130,1,3,3,0,7
90,140,4,2,3,0,110
91,137,3,1,3,1,54
92,142,2,2,3,31,7
94,105,1,2,3,0,6
98,159,1,1,3,0,1
101,153,3,3,5,0,6
102,147,10,3,4,0,94
105,170,1,1,3,0,54
111,168,5,3,3,0,34
114,192,2,3,4,0,12
118,171,13,3,3,0,54
119,138,4,2,3,0,64
121,211,1,1,3,0,7
122,169,12,3,3,5,16
124,129,1,2,3,0,11
130,161,0,0,3,0,54
131,156,0,0,3,0,5
136,223,1,2,5,0,66
139,219,1,1,3,0,3
144,218,4,4,3,0,9
147,248,5,5,3,0,17
148,186,2,2,3,0,16
155,236,1,3,3,26,15
156,251,0,0,3,0,24
158,263,4,3,3,0,6
161,247,1,5,3,0,2
163,260,7,2,3,0,33
167,231,1,5,5,0,17
168,249,0,0,5,0,3
170,286,0,0,4,0,3
173,272,3,1,3,0,3
176,220,1,4,3,0,8
180,208,1,3,6,0,13
182,254,3,2,3,0,4
183,285,1,3,5,0,13
188,191,1,3,3,0,2
191,279,1,2,3,0,5
194,321,1,1,3,0,127
