day_counter,0,1,2,3,4,5,6,7
0,,,3,,,,,
1,,,3,,,,,
2,,2,3,,,,,
3,,2,4,,,,,
4,1,4,4,,,,,
5,1,4,4,,,,,
6,3,2,8,,,,,
7,5,2,8,,,,,
8,7,2,8,,,,,
9,7,5,4,,,,,
10,5,5,7,,,,,
11,7,2,7,,,,,
12,7,2,8,,,,,
13,8,,7,,,,,
14,10,,8,,,,,
15,10,,8,,,,,
16,7,,14,,,,,
17,7,,14,,,,,
18,8,,14,,,,,
19,10,,14,,,,,
20,10,,16,,,,,
21,14,,15,,,,,
22,17,,14,,,,,
23,17,,14,,,,,
24,16,4,14,,,,,
25,16,4,15,,,,,
26,18,4,16,,,,,
27,19,4,17,,,,,
28,19,8,17,,,,,
29,20,8,17,,,,,
30,23,8,17,,,,,
31,22,10,17,,,,,
32,23,12,,17,,,,
33,23,12,,17,,,,
34,23,12,,17,,,,
35,20,10,,,,27.0,,
36,20,10,,,,27.0,,
37,20,10,,,,27.0,,
38,21,12,,,,24.0,,
39,21,12,,,,25.0,,
40,20,6,,,,36.0,,
41,19,6,,,,38.0,,
42,21,6,,,,39.0,,
43,21,6,,,,39.0,,
44,23,6,,,,39.0,,
45,25,6,4,,,31.0,,
46,27,6,4,,,31.0,,
47,27,6,4,,,33.0,,
48,25,4,4,,,40.0,,
49,2,,,,,73.0,,
50,3,,,,,73.0,,
51,3,,,,,72.0,,
52,3,,,,,73.0,,
53,4,,,,,73.0,,
54,5,,,,,75.0,,
55,5,,,,,75.0,,
56,5,,,,,78.0,,
57,6,,,,,78.0,,
58,6,,,,,78.0,,
59,6,,,,,78.0,,
60,7,,,,,78.0,,
61,7,,,,,78.0,,
62,8,,,,,78.0,,
63,10,,,,,80.0,,
64,29,6,9,,,47.0,,
65,30,8,9,,,45.0,,
66,34,8,9,,,42.0,,
67,33,8,5,,,49.0,,
68,34,8,4,,,50.0,,
69,36,8,4,,,52.0,,
70,33,6,4,,,,58.0,
71,33,6,4,,,,59.0,
72,33,6,4,,,,62.0,
73,33,6,4,,,,62.0,
74,33,6,4,,,,63.0,
75,34,6,4,,,,64.0,
76,35,8,4,,,,64.0,
77,35,8,4,,,,64.0,
78,32,6,,,,,,77.0
79,33,6,,,,,,75.0
80,32,6,,,,,,81.0
81,32,6,,,,,,80.0
82,32,8,,,,,,77.0
83,33,10,4,,,,,70.0
84,33,10,4,,,,,75.0
85,34,10,4,,,,,75.0
86,35,10,4,,,,,76.0
87,36,10,4,,,,,76.0
88,38,10,4,,,,,77.0
89,38,10,4,,,,,78.0
90,40,12,4,,,,,76.0
91,39,8,4,,,,,82.0
92,39,8,4,,,,,82.0
93,40,8,4,,,,,83.0
94,40,8,4,,,,,84.0
95,41,8,4,,,,,84.0
96,38,6,4,,,,,96.0
97,39,6,4,,,,,96.0
98,40,6,4,,,,,98.0
99,41,6,4,,,,,99.0
100,42,6,4,,,,,107.0
101,42,6,4,,,,,106.0
102,42,6,4,,,,,107.0
103,42,6,4,,,,,107.0
104,41,6,4,,,,,111.0
105,41,6,4,,,,,115.0
106,43,6,4,,,,,116.0
107,43,6,4,,,,,116.0
108,44,6,4,,,,,116.0
109,44,6,4,,,,,115.0
110,48,8,4,,,,,118.0
111,48,8,4,,,,,118.0
112,47,10,4,,,,,117.0
113,47,10,4,,,,,116.0
114,46,10,4,,,,,120.0
115,46,10,4,,,,,120.0
116,46,10,4,,,,,120.0
117,48,10,4,,,,,121.0
118,49,10,4,,,,,121.0
119,49,10,4,,,,,121.0
120,47,8,4,,,,,130.0
121,47,8,4,,,,,130.0
122,47,8,4,,,,,130.0
123,47,8,4,,,,,131.0
124,44,8,4,,,,,137.0
125,45,8,4,,,,,135.0
126,46,8,4,,,,,138.0
127,47,8,4,,,,,137.0
128,46,8,4,,,,,139.0
129,47,8,4,,,,137.0,
130,50,8,4,,,,137.0,
131,50,8,4,,,,137.0,
132,51,8,4,,,,137.0,
133,52,8,4,,,,139.0,
134,52,6,4,,,,142.0,
135,52,6,4,,,,143.0,
136,54,6,4,,,,140.0,
137,54,6,4,,,,140.0,
138,54,6,4,,,,141.0,
139,54,6,4,,,,141.0,
140,57,4,4,,,,144.0,
141,57,4,4,,,,144.0,
142,57,6,4,,,,142.0,
143,57,6,4,,,,142.0,
144,57,6,4,,,,144.0,
145,57,6,4,,,,144.0,
146,58,6,4,,,,144.0,
147,59,6,4,,,,145.0,
148,55,6,,,,,158.0,
149,55,6,,,,,158.0,
150,55,6,,,,,158.0,
151,56,6,,,,,158.0,
152,56,6,,,,,159.0,
153,59,6,,,,,160.0,
154,60,6,,,,,162.0,
155,60,6,,,,,162.0,
156,59,6,,,,,165.0,
157,59,6,,,,,166.0,
158,59,6,,,,,166.0,
159,58,6,,,,,,168.0
160,60,6,,,,,,170.0
161,60,6,,,,,,170.0
162,60,6,,,,,,170.0
163,61,6,,,,,,170.0
164,62,6,,,,,,170.0
165,65,6,,,,,,170.0
166,67,6,,,,,,170.0
167,67,6,,,,,,169.0
168,66,9,,,,,,169.0
169,67,9,,,,,,169.0
170,68,11,,,,,,166.0
171,67,11,,,,,,168.0
172,63,9,,,,,,179.0
173,63,9,,,,,,179.0
174,64,9,,,,,,180.0
175,65,9,,,,,,181.0
176,65,9,,,,,,185.0
177,65,9,,,,,,186.0
178,68,9,,,,,,187.0
179,69,9,,,,,,187.0
180,72,9,,,,,,193.0
181,76,9,,,,,,193.0
182,76,9,,,,,,191.0
183,76,6,,,,,,198.0
184,75,6,,,,,,200.0
185,77,6,,,,,,198.0
186,78,6,,,,,,198.0
187,78,6,,,,,,199.0
188,75,6,,,,,,203.0
189,76,6,,,,,,203.0
190,77,6,,,,,,202.0
191,77,6,,,,,,202.0
192,76,4,,,,,,209.0
193,76,4,,,,,,209.0
194,78,4,,,,,,209.0
195,78,4,,,,,,209.0
196,78,4,,,,,,211.0
197,80,4,,,,,,211.0
198,80,4,,,,,,213.0
199,79,4,,,,,,216.0
200,82,4,,,,,,217.0
201,84,4,,,,,,217.0
202,85,8,,,,,,219.0
203,83,8,,,,,,222.0
204,86,8,,,,,,221.0
205,85,10,,,,,,221.0
206,85,10,,,,,,222.0
207,87,10,,,,,,221.0
208,86,8,,,,,,230.0
209,86,8,,,,,,230.0
210,89,8,,,,,,232.0
211,90,8,,,,,,231.0
212,90,8,,,,,,230.0
213,90,8,,,,,,230.0
214,90,8,,,,,,231.0
215,91,8,,,,,,229.0
216,91,10,,,,,,228.0
217,91,10,,,,,,227.0
218,93,10,,,,,,226.0
219,93,10,,,,,,226.0
220,90,8,,,,,,236.0
221,90,8,,,,,,236.0
222,76,4,,,,,,255.0
223,77,4,,,,,,255.0
224,78,4,,,,,,257.0
225,78,4,,,,,,258.0
226,78,4,,,,,,258.0
227,79,4,,,,,,258.0
228,82,4,,,,,,259.0
229,82,4,,,,,,259.0
230,82,4,,,,,,263.0
231,82,4,,,,,,264.0
232,82,4,,,,,,264.0
233,82,4,,,,,,264.0
234,82,4,,,,,,266.0
