date,bug_id,degree,depth,severity,votes,comment_count
9,0,2,2,3,0,5
29,17,1,1,3,1,54
43,23,1,2,3,0,7
56,67,0,0,4,0,4
80,88,59,3,3,4,79
82,133,1,3,3,0,2
88,116,0,0,5,0,10
99,147,4,4,4,0,94
120,169,2,4,3,5,16
124,114,3,2,3,0,4
137,171,13,3,3,0,54
152,179,0,0,3,1,4
157,190,3,5,3,0,28
165,184,1,1,3,1,3
182,262,2,2,3,3,17
185,270,1,1,3,1,18
200,272,2,5,3,0,3
219,350,2,1,5,0,16
226,371,0,0,4,0,4
236,355,1,2,3,0,2
252,398,54,5,2,5,25
254,241,1,3,3,0,2
262,363,1,3,3,0,3
268,457,9,4,3,3,74
282,465,1,3,5,3,7
284,452,1,6,3,0,2
290,450,9,6,3,1,71
296,472,5,4,5,0,7
299,454,0,0,3,0,13
304,470,4,4,5,0,23
307,502,2,5,3,0,18
314,523,1,1,3,0,26
323,529,3,4,3,0,10
330,339,2,3,3,0,28
336,455,1,5,5,0,3
347,424,2,1,3,0,58
354,496,2,2,3,4,65
358,436,1,1,5,0,6
377,602,1,1,4,1,6
381,378,2,1,3,0,13
386,556,3,4,3,0,33
394,626,9,5,3,0,27
409,630,5,5,3,3,338
421,632,1,1,3,0,12
441,587,8,3,3,1,17
453,421,2,3,3,1,92
464,662,13,5,3,0,64
475,654,1,5,3,0,8
479,354,2,3,3,0,6
487,689,2,4,3,0,40
497,687,5,4,3,0,57
505,575,1,3,3,1,2
521,641,0,0,3,2,8
532,713,24,3,3,1,87
544,715,11,3,3,0,94
552,285,0,0,5,0,13
562,726,0,0,3,0,6
575,813,5,4,3,0,4
582,840,1,4,3,0,30
586,838,2,4,3,0,15
606,792,0,0,3,0,1
618,837,1,3,3,0,10
639,882,1,4,4,22,41
642,823,1,5,3,0,15
651,889,4,4,3,0,1
660,799,0,0,3,0,5
672,904,1,5,3,0,3
700,935,7,3,3,3,139
718,816,1,1,3,0,7
724,821,6,2,5,0,4
732,939,3,3,3,1,24
748,588,2,3,3,2,32
762,884,2,1,3,0,3
778,922,7,5,3,0,24
790,1000,24,6,4,0,95
799,1010,0,0,3,0,3
805,1007,7,4,3,0,5
813,1011,6,4,3,0,41
825,761,3,2,3,1,21
829,848,2,5,3,0,16
835,980,8,5,3,0,7
837,924,1,5,3,1,3
845,772,0,0,3,6,3
849,835,2,2,3,0,9
859,896,3,2,2,0,26
871,725,4,5,3,0,1
877,834,2,3,3,0,11
880,978,3,5,3,0,12
882,1068,2,5,3,0,6
891,1090,16,5,3,0,21
902,1094,13,5,3,0,5
908,1109,8,2,3,0,7
912,771,3,5,3,0,4
927,1078,2,2,3,5,8
936,1097,2,4,3,0,6
956,580,5,4,3,35,20
971,1127,13,4,3,11,3
982,1171,3,5,4,0,12
985,1177,3,5,3,0,14
996,1095,2,1,3,0,5
1007,1140,0,0,3,1,6
1025,1191,9,4,3,16,12
1031,1187,6,4,3,0,8
1040,1091,2,1,3,0,59
1047,1189,0,0,3,0,2
1053,1184,6,5,3,0,43
1057,1143,3,5,3,0,2
1075,1093,13,4,3,2,35
1086,1138,6,4,3,0,13
1097,1202,16,5,3,0,63
1108,1152,2,2,3,0,43
1113,1201,4,4,3,0,7
1124,1252,4,2,3,0,73
1136,1033,0,0,3,4,19
1160,790,0,0,3,1,4
1196,966,0,0,3,1,40
1218,967,1,3,6,1,65
1235,963,4,2,3,0,14
1251,965,2,4,3,0,8
1264,888,4,3,3,0,8
1272,791,3,5,3,0,2
1281,1306,2,3,3,0,11
1292,1315,2,3,3,9,14
1296,1304,2,6,3,0,6
1310,1307,3,3,3,5,58
1321,1359,11,4,3,0,30
1323,1353,2,4,3,0,2
1334,1342,7,6,3,0,4
1345,1355,4,5,3,0,62
1361,1344,15,7,3,0,30
1385,1345,2,2,3,0,37
1391,1378,3,4,3,0,1
1400,1351,4,4,3,0,7
1409,1349,4,4,3,0,20
1419,1379,7,4,3,0,1
1428,1319,0,0,3,0,1
1442,1343,2,7,3,0,13
1452,1303,2,1,3,0,22
1463,1428,9,6,3,0,26
1472,1364,1,3,3,0,24
1492,1339,0,0,3,0,23
1497,1221,2,1,3,0,15
1507,1376,4,4,3,0,8
1510,1391,1,4,3,0,34
1521,1377,4,2,3,0,39
1534,1158,4,5,3,4,17
1545,1196,2,3,3,6,38
1551,1317,6,4,3,0,26
1562,1380,3,4,3,0,2
1566,1473,4,5,3,0,6
1570,1298,4,5,3,0,11
1577,1475,0,0,3,2,4
1584,1186,0,0,3,0,5
1604,957,2,5,3,2,18
1620,958,5,4,3,3,18
1627,1469,7,4,3,0,20
1634,690,1,4,3,0,4
1637,1443,2,4,3,0,5
1644,1464,1,4,3,0,3
1653,1474,3,3,3,1,37
1669,1294,3,5,3,2,11
1674,1509,3,1,3,0,26
1685,1507,1,6,3,0,4
1697,1503,2,6,3,0,28
1706,1512,8,5,3,0,23
1724,1508,1,1,3,0,8
1733,1529,6,4,3,0,13
1750,1299,4,3,3,0,8
1759,1161,4,5,4,0,9
1777,1500,12,4,3,0,6
1783,1572,3,3,3,0,18
1794,1495,15,4,3,0,56
1806,1513,3,2,3,6,2
1813,1515,2,2,3,0,22
1819,1528,2,2,3,0,12
1828,1595,2,3,3,1,9
1831,1602,3,5,3,0,5
1833,1574,0,0,3,0,7
1835,1323,1,4,3,0,2
1848,1589,4,3,3,0,34
1865,1390,1,1,3,0,17
1877,1560,5,3,3,5,52
1888,1208,2,1,3,0,67
1892,1604,1,1,3,0,6
1903,1397,3,3,3,0,22
1913,1017,5,3,3,0,56
1918,869,4,4,3,0,8
1925,1585,4,3,3,0,2
1933,1570,7,5,3,0,6
1942,1636,3,5,3,0,5
