day_counter,0,1,2,3,4,5,6,7,8,9,10,12,11,13,14
0,,,3,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,
2,,2,3,,,,,,,,,,,,
3,,2,4,,,,,,,,,,,,
4,1,4,4,,,,,,,,,,,,
5,1,4,4,,,,,,,,,,,,
6,3,4,6,,,,,,,,,,,,
7,5,4,5,,,,,,,,,,,,
8,7,4,5,,,,,,,,,,,,
9,7,8,,,,,,,,,,,,,
10,5,2,8,,,,,,,,,,,,
11,5,2,8,,,,,,,,,,,,
12,5,2,8,,,,,,,,,,,,
13,5,2,8,,,,,,,,,,,,
14,6,4,8,,,,,,,,,,,,
15,6,2,8,,,,,,,,,,,,
16,5,2,12,,,,,,,,,,,,
17,6,,12,,,,,,,,,,,,
18,6,,12,,,,,,,,,,,,
19,6,,11,,,,,,,,,,,,
20,5,,13,,,,,,,,,,,,
21,8,,13,,,,,,,,,,,,
22,11,,12,,,,,,,,,,,,
23,10,,12,,,,,,,,,,,,
24,11,,14,,,,,,,,,,,,
25,11,,15,,,,,,,,,,,,
26,13,,16,,,,,,,,,,,,
27,14,,17,,,,,,,,,,,,
28,14,4,17,,,,,,,,,,,,
29,15,4,17,,,,,,,,,,,,
30,17,4,17,,,,,,,,,,,,
31,16,6,17,,,,,,,,,,,,
32,15,6,22,,,,,,,,,,,,
33,15,6,22,,,,,,,,,,,,
34,16,26,,,,,,,,,,,,,
35,13,11,23,,,,,,,,,,,,
36,13,11,24,,,,,,,,,,,,
37,13,11,23,,,,,,,,,,,,
38,13,11,24,,,,,,,,,,,,
39,13,11,25,,,,,,,,,,,,
40,13,6,33,,,,,,,,,,,,
41,10,6,36,,,,,,,,,,,,
42,12,6,,36,,,,,,,,,,,
43,12,6,,36,,,,,,,,,,,
44,13,6,,36,,,,,,,,,,,
45,14,6,,34,,,,,,,,,,,
46,15,6,,34,,,,,,,,,,,
47,13,8,,35,,,,,,,,,,,
48,10,6,,40,,,,,,,,,,,
49,1,,,,58,,,,,,,,,,
50,2,,,,58,,,,,,,,,,
51,2,,,,58,,,,,,,,,,
52,2,,,,60,,,,,,,,,,
53,3,,,,60,,,,,,,,,,
54,3,2,,,61,,,,,,,,,,
55,3,2,,,61,,,,,,,,,,
56,2,2,,,65,,,,,,,,,,
57,3,2,,,65,,,,,,,,,,
58,3,2,,,65,,,,,,,,,,
59,3,2,,,65,,,,,,,,,,
60,4,2,,,64,,,,,,,,,,
61,4,2,,,64,,,,,,,,,,
62,4,2,,,64,,,,,,,,,,
63,6,2,,,66,,,,,,,,,,
64,7,2,,,66,,,,,,,,,,
65,8,2,,,67,,,,,,,,,,
66,11,2,,,67,,,,,,,,,,
