day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,3,,,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,,,
2,,2,3,,,,,,,,,,,,,,
3,,2,4,,,,,,,,,,,,,,
4,1,4,4,,,,,,,,,,,,,,
5,1,4,4,,,,,,,,,,,,,,
6,3,5,5,,,,,,,,,,,,,,
7,5,5,5,,,,,,,,,,,,,,
8,7,5,5,,,,,,,,,,,,,,
9,7,9,,,,,,,,,,,,,,,
10,5,3,9,,,,,,,,,,,,,,
11,6,2,9,,,,,,,,,,,,,,
12,6,2,9,,,,,,,,,,,,,,
13,6,2,9,,,,,,,,,,,,,,
14,8,2,10,,,,,,,,,,,,,,
15,8,2,10,,,,,,,,,,,,,,
16,6,2,15,,,,,,,,,,,,,,
17,6,2,15,,,,,,,,,,,,,,
18,7,2,15,,,,,,,,,,,,,,
19,9,2,15,,,,,,,,,,,,,,
20,10,,17,,,,,,,,,,,,,,
21,13,,17,,,,,,,,,,,,,,
22,16,,17,,,,,,,,,,,,,,
23,17,,15,,,,,,,,,,,,,,
24,16,2,17,,,,,,,,,,,,,,
25,15,2,20,,,,,,,,,,,,,,
26,18,2,19,,,,,,,,,,,,,,
27,18,2,20,,,,,,,,,,,,,,
28,18,6,20,,,,,,,,,,,,,,
29,19,6,20,,,,,,,,,,,,,,
30,22,6,20,,,,,,,,,,,,,,
31,22,6,21,,,,,,,,,,,,,,
32,21,6,,26,,,,,,,,,,,,,
33,21,6,,26,,,,,,,,,,,,,
34,21,6,,26,,,,,,,,,,,,,
35,20,6,,32,,,,,,,,,,,,,
36,22,6,4,,26,,,,,,,,,,,,
37,22,6,4,,26,,,,,,,,,,,,
38,22,6,4,,27,,,,,,,,,,,,
39,22,6,4,,28,,,,,,,,,,,,
40,20,4,4,,36,,,,,,,,,,,,
41,19,4,4,,38,,,,,,,,,,,,
42,20,4,4,,,39.0,,,,,,,,,,,
43,20,4,4,,,39.0,,,,,,,,,,,
44,21,4,4,,,39.0,,,,,,,,,,,
45,21,4,4,,,39.0,,,,,,,,,,,
46,23,4,4,,,38.0,,,,,,,,,,,
47,23,4,4,,,40.0,,,,,,,,,,,
48,20,2,4,,,48.0,,,,,,,,,,,
49,2,,,,,,74.0,,,,,,,,,,
50,3,,,,,,73.0,,,,,,,,,,
51,3,,,,,,73.0,,,,,,,,,,
52,3,,,,,,75.0,,,,,,,,,,
53,4,,,,,,75.0,,,,,,,,,,
54,5,,,,,,77.0,,,,,,,,,,
55,5,,,,,,77.0,,,,,,,,,,
56,5,,,,,,80.0,,,,,,,,,,
57,6,,,,,,80.0,,,,,,,,,,
58,6,,,,,,80.0,,,,,,,,,,
59,6,,,,,,80.0,,,,,,,,,,
60,7,,,,,,80.0,,,,,,,,,,
61,7,,,,,,80.0,,,,,,,,,,
62,8,,,,,,79.0,,,,,,,,,,
63,10,,,,,,81.0,,,,,,,,,,
64,11,,,,,,82.0,,,,,,,,,,
65,12,,,,,,83.0,,,,,,,,,,
66,29,8,4,,,56.0,,,,,,,,,,,
67,28,8,4,,,59.0,,,,,,,,,,,
68,28,8,4,,,60.0,,,,,,,,,,,
69,30,8,4,,,62.0,,,,,,,,,,,
70,25,10,4,,,66.0,,,,,,,,,,,
71,25,10,4,,,67.0,,,,,,,,,,,
72,26,10,4,,,69.0,,,,,,,,,,,
73,26,10,4,,,69.0,,,,,,,,,,,
74,26,10,4,,,70.0,,,,,,,,,,,
75,25,10,4,,,74.0,,,,,,,,,,,
76,26,12,4,,,74.0,,,,,,,,,,,
77,26,12,4,,,74.0,,,,,,,,,,,
78,25,6,4,,,,83.0,,,,,,,,,,
79,25,6,4,,,,83.0,,,,,,,,,,
80,26,4,,,,,91.0,,,,,,,,,,
81,26,4,,,,,91.0,,,,,,,,,,
82,26,4,,,,,90.0,,,,,,,,,,
83,27,4,,,,,90.0,,,,,,,,,,
84,28,4,,,,,94.0,,,,,,,,,,
85,29,4,,,,,94.0,,,,,,,,,,
86,30,4,,,,,95.0,,,,,,,,,,
87,30,4,,,,,95.0,,,,,,,,,,
88,31,4,,,,,96.0,,,,,,,,,,
89,31,4,,,,,97.0,,,,,,,,,,
90,33,4,,,,,98.0,,,,,,,,,,
91,33,4,,,,,98.0,,,,,,,,,,
92,32,4,,,,,98.0,,,,,,,,,,
93,32,4,,,,,100.0,,,,,,,,,,
94,32,4,,,,,101.0,,,,,,,,,,
95,33,4,,,,,101.0,,,,,,,,,,
96,31,4,,,,,110.0,,,,,,,,,,
97,32,4,,,,,109.0,,,,,,,,,,
98,33,4,,,,,111.0,,,,,,,,,,
99,34,4,,,,,112.0,,,,,,,,,,
100,34,4,,,,,121.0,,,,,,,,,,
101,34,4,,,,,121.0,,,,,,,,,,
102,34,4,,,,,122.0,,,,,,,,,,
103,34,4,,,,,122.0,,,,,,,,,,
104,35,4,,,,,123.0,,,,,,,,,,
105,34,4,,,,,127.0,,,,,,,,,,
106,36,4,,,,,128.0,,,,,,,,,,
107,36,4,,,,,127.0,,,,,,,,,,
108,37,4,,,,,127.0,,,,,,,,,,
109,37,4,,,,,127.0,,,,,,,,,,
110,42,4,,,,,130.0,,,,,,,,,,
111,42,4,,,,,130.0,,,,,,,,,,
112,40,4,,,,,133.0,,,,,,,,,,
113,40,4,,,,,133.0,,,,,,,,,,
114,39,4,,,,,137.0,,,,,,,,,,
115,39,4,,,,,137.0,,,,,,,,,,
116,39,4,,,,,137.0,,,,,,,,,,
117,41,4,,,,,138.0,,,,,,,,,,
118,42,4,,,,,137.0,,,,,,,,,,
119,42,4,,,,,137.0,,,,,,,,,,
120,41,4,,,,,142.0,,,,,,,,,,
121,40,4,,,,,142.0,,,,,,,,,,
122,40,4,,,,,142.0,,,,,,,,,,
123,40,4,,,,,143.0,,,,,,,,,,
124,39,4,,,,,147.0,,,,,,,,,,
125,40,4,,,,,147.0,,,,,,,,,,
126,41,4,,,,,150.0,,,,,,,,,,
127,43,6,,,,,146.0,,,,,,,,,,
128,43,6,,,,,,147.0,,,,,,,,,
129,43,6,,,,,,147.0,,,,,,,,,
130,46,6,,,,,,147.0,,,,,,,,,
131,46,6,,,,,,147.0,,,,,,,,,
132,45,6,,,,,,150.0,,,,,,,,,
133,46,6,,,,,,152.0,,,,,,,,,
134,46,6,,,,,,153.0,,,,,,,,,
135,46,6,,,,,,154.0,,,,,,,,,
136,47,6,,,,,,153.0,,,,,,,,,
137,47,6,,,,,,153.0,,,,,,,,,
138,47,6,,,,,,154.0,,,,,,,,,
139,47,6,,,,,,154.0,,,,,,,,,
140,50,6,,,,,,155.0,,,,,,,,,
141,50,6,,,,,,155.0,,,,,,,,,
142,50,6,,,,,,156.0,,,,,,,,,
143,50,6,,,,,,154.0,,,,,,,,,
144,50,6,,,,,,,156.0,,,,,,,,
145,51,4,,,,,,,156.0,,,,,,,,
146,52,4,,,,,,,157.0,,,,,,,,
147,53,4,,,,,,,157.0,,,,,,,,
148,50,4,,,,,,,165.0,,,,,,,,
