day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,,,3,,,,,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,,,,,
2,,,5,,,,,,,,,,,,,,,,
3,,,6,,,,,,,,,,,,,,,,
4,1,2,6,,,,,,,,,,,,,,,,
5,1,2,6,,,,,,,,,,,,,,,,
6,3,3,7,,,,,,,,,,,,,,,,
7,5,3,7,,,,,,,,,,,,,,,,
8,7,3,7,,,,,,,,,,,,,,,,
9,7,3,6,,,,,,,,,,,,,,,,
10,5,,,12,,,,,,,,,,,,,,,
11,6,,,12,,,,,,,,,,,,,,,
12,6,,,13,,,,,,,,,,,,,,,
13,6,,,13,,,,,,,,,,,,,,,
14,7,2,,13,,,,,,,,,,,,,,,
15,7,2,,13,,,,,,,,,,,,,,,
16,7,,,,18,,,,,,,,,,,,,,
17,7,,,,18,,,,,,,,,,,,,,
18,8,,,,18,,,,,,,,,,,,,,
19,10,,,,18,,,,,,,,,,,,,,
20,10,,,,20,,,,,,,,,,,,,,
21,14,,,,20,,,,,,,,,,,,,,
22,17,,,,20,,,,,,,,,,,,,,
23,19,,,,17,,,,,,,,,,,,,,
24,19,2,,,,18.0,,,,,,,,,,,,,
25,20,2,,,,,19.0,,,,,,,,,,,,
26,22,2,,,,,20.0,,,,,,,,,,,,
27,23,2,,,,,21.0,,,,,,,,,,,,
28,25,,3,,,,22.0,,,,,,,,,,,,
29,26,,3,,,,22.0,,,,,,,,,,,,
30,29,,3,,,,22.0,,,,,,,,,,,,
31,28,2,3,,,,22.0,,,,,,,,,,,,
32,28,2,3,,,,26.0,,,,,,,,,,,,
33,28,2,3,,,,26.0,,,,,,,,,,,,
34,28,2,3,,,,26.0,,,,,,,,,,,,
35,26,,3,,,,35.0,,,,,,,,,,,,
36,26,,3,,,,36.0,,,,,,,,,,,,
37,26,,3,,,,36.0,,,,,,,,,,,,
38,26,,3,,,,36.0,,,,,,,,,,,,
39,25,2,3,,,,36.0,,,,,,,,,,,,
40,23,4,3,,,,40.0,,,,,,,,,,,,
41,23,4,3,,,,41.0,,,,,,,,,,,,
42,25,4,3,,,,42.0,,,,,,,,,,,,
43,25,4,3,,,,42.0,,,,,,,,,,,,
44,27,4,3,,,,42.0,,,,,,,,,,,,
45,27,4,3,,,,42.0,,,,,,,,,,,,
46,29,4,3,,,,42.0,,,,,,,,,,,,
47,28,6,3,,,,43.0,,,,,,,,,,,,
48,23,6,3,,,,51.0,,,,,,,,,,,,
49,4,,,,,,,82.0,,,,,,,,,,,
50,5,,,,,,,82.0,,,,,,,,,,,
51,5,,,,,,,82.0,,,,,,,,,,,
52,5,,,,,,,84.0,,,,,,,,,,,
53,6,,,,,,,84.0,,,,,,,,,,,
54,7,,,,,,,86.0,,,,,,,,,,,
55,7,,,,,,,86.0,,,,,,,,,,,
56,7,,,,,,,89.0,,,,,,,,,,,
57,8,,,,,,,89.0,,,,,,,,,,,
58,8,,,,,,,88.0,,,,,,,,,,,
59,8,,,,,,,88.0,,,,,,,,,,,
60,9,,,,,,,88.0,,,,,,,,,,,
61,9,,,,,,,88.0,,,,,,,,,,,
62,10,,,,,,,88.0,,,,,,,,,,,
63,12,,,,,,,90.0,,,,,,,,,,,
64,13,,,,,,,91.0,,,,,,,,,,,
65,14,,,,,,,92.0,,,,,,,,,,,
66,17,,,,,,,92.0,,,,,,,,,,,
67,16,2,,,,,,93.0,,,,,,,,,,,
68,17,2,,,,,,,94.0,,,,,,,,,,
69,18,5,,,,,,,94.0,,,,,,,,,,
70,16,5,,,,,,,98.0,,,,,,,,,,
71,16,5,,,,,,,99.0,,,,,,,,,,
72,17,5,,,,,,,101.0,,,,,,,,,,
73,17,5,,,,,,,101.0,,,,,,,,,,
74,17,5,,,,,,,102.0,,,,,,,,,,
75,16,5,,,,,,,106.0,,,,,,,,,,
76,18,5,,,,,,,107.0,,,,,,,,,,
77,18,5,,,,,,,107.0,,,,,,,,,,
78,18,3,,,,,,,113.0,,,,,,,,,,
79,18,3,,,,,,,113.0,,,,,,,,,,
80,19,3,,,,,,,117.0,,,,,,,,,,
81,19,3,,,,,,,117.0,,,,,,,,,,
82,19,3,,,,,,,117.0,,,,,,,,,,
83,20,3,,,,,,,117.0,,,,,,,,,,
84,20,3,,,,,,,122.0,,,,,,,,,,
85,21,3,,,,,,,122.0,,,,,,,,,,
86,22,3,,,,,,,123.0,,,,,,,,,,
87,23,3,,,,,,,123.0,,,,,,,,,,
88,25,3,,,,,,,124.0,,,,,,,,,,
89,24,3,,,,,,,126.0,,,,,,,,,,
90,39,8,,,,,,,108.0,,,,,,,,,,
91,38,8,,,,,,,110.0,,,,,,,,,,
92,38,8,,,,,,,109.0,,,,,,,,,,
93,39,8,,,,,,,110.0,,,,,,,,,,
94,39,8,,,,,,,111.0,,,,,,,,,,
95,40,8,,,,,,,111.0,,,,,,,,,,
96,36,8,,,,,,,122.0,,,,,,,,,,
97,37,8,,,,,,,122.0,,,,,,,,,,
98,38,8,,,,,,,124.0,,,,,,,,,,
99,39,8,,,,,,,125.0,,,,,,,,,,
100,40,8,,,,,,,133.0,,,,,,,,,,
101,40,8,,,,,,,133.0,,,,,,,,,,
102,40,8,,,,,,,134.0,,,,,,,,,,
103,40,8,,,,,,,134.0,,,,,,,,,,
104,39,8,,,,,,,137.0,,,,,,,,,,
105,39,8,,,,,,,141.0,,,,,,,,,,
106,40,10,,,,,,,141.0,,,,,,,,,,
107,40,10,,,,,,,141.0,,,,,,,,,,
108,41,10,,,,,,,141.0,,,,,,,,,,
109,41,10,,,,,,,141.0,,,,,,,,,,
110,45,13,,,,,,,143.0,,,,,,,,,,
111,45,13,,,,,,,143.0,,,,,,,,,,
112,45,11,,,,,,,146.0,,,,,,,,,,
113,45,11,,,,,,,146.0,,,,,,,,,,
114,44,11,,,,,,,150.0,,,,,,,,,,
115,44,11,,,,,,,150.0,,,,,,,,,,
116,44,11,,,,,,,150.0,,,,,,,,,,
117,45,13,,,,,,,150.0,,,,,,,,,,
118,46,13,,,,,,,150.0,,,,,,,,,,
119,46,13,,,,,,,150.0,,,,,,,,,,
120,44,9,,,,,,,161.0,,,,,,,,,,
121,44,9,,,,,,,161.0,,,,,,,,,,
122,44,9,,,,,,,161.0,,,,,,,,,,
123,44,9,,,,,,,162.0,,,,,,,,,,
124,44,9,,,,,,,165.0,,,,,,,,,,
125,45,9,,,,,,,165.0,,,,,,,,,,
126,46,9,,,,,,,168.0,,,,,,,,,,
127,47,9,,,,,,,168.0,,,,,,,,,,
128,45,7,,,,,,,173.0,,,,,,,,,,
129,45,7,,,,,,,173.0,,,,,,,,,,
130,48,7,,,,,,,173.0,,,,,,,,,,
131,48,7,,,,,,,173.0,,,,,,,,,,
132,47,10,,,,,,,172.0,,,,,,,,,,
133,48,10,,,,,,,174.0,,,,,,,,,,
134,47,10,,,,,,,176.0,,,,,,,,,,
135,47,10,,,,,,,177.0,,,,,,,,,,
136,48,10,,,,,,,177.0,,,,,,,,,,
