day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,,3,,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,,
2,,2,3,,,,,,,,,,,,,
3,,2,4,,,,,,,,,,,,,
4,1,4,4,,,,,,,,,,,,,
5,1,4,4,,,,,,,,,,,,,
6,3,5,5,,,,,,,,,,,,,
7,5,5,4,,,,,,,,,,,,,
8,7,5,4,,,,,,,,,,,,,
9,7,7,,,,,,,,,,,,,,
10,6,2,6,,,,,,,,,,,,,
11,6,2,6,,,,,,,,,,,,,
12,4,2,6,,,,,,,,,,,,,
13,4,2,6,,,,,,,,,,,,,
14,6,2,7,,,,,,,,,,,,,
15,6,2,7,,,,,,,,,,,,,
16,4,,14,,,,,,,,,,,,,
17,4,,14,,,,,,,,,,,,,
18,4,,14,,,,,,,,,,,,,
19,6,,13,,,,,,,,,,,,,
20,5,,16,,,,,,,,,,,,,
21,9,,16,,,,,,,,,,,,,
22,12,,16,,,,,,,,,,,,,
23,11,,16,,,,,,,,,,,,,
24,12,,17,,,,,,,,,,,,,
25,11,,19,,,,,,,,,,,,,
26,13,,20,,,,,,,,,,,,,
27,13,2,20,,,,,,,,,,,,,
28,14,5,20,,,,,,,,,,,,,
29,15,5,20,,,,,,,,,,,,,
30,18,5,20,,,,,,,,,,,,,
31,17,7,20,,,,,,,,,,,,,
32,17,4,27,,,,,,,,,,,,,
33,18,4,25,,,,,,,,,,,,,
34,17,4,24,,,,,,,,,,,,,
35,14,4,,31,,,,,,,,,,,,
36,14,4,,32,,,,,,,,,,,,
37,15,2,,32,,,,,,,,,,,,
38,15,2,,33,,,,,,,,,,,,
39,13,2,,34,,,,,,,,,,,,
40,11,2,,40,,,,,,,,,,,,
41,11,2,,41,,,,,,,,,,,,
42,13,2,,42,,,,,,,,,,,,
43,13,2,,41,,,,,,,,,,,,
44,15,4,,38,,,,,,,,,,,,
45,15,4,,38,,,,,,,,,,,,
46,17,4,,38,,,,,,,,,,,,
47,17,5,,38,,,,,,,,,,,,
48,15,,,,48,,,,,,,,,,,
49,2,,,,,64.0,,,,,,,,,,
50,3,,,,,64.0,,,,,,,,,,
51,3,,,,,63.0,,,,,,,,,,
52,3,,,,,65.0,,,,,,,,,,
53,4,,,,,65.0,,,,,,,,,,
54,5,,,,,67.0,,,,,,,,,,
55,5,,,,,67.0,,,,,,,,,,
56,5,,,,,,70.0,,,,,,,,,
57,6,,,,,,70.0,,,,,,,,,
58,6,,,,,,70.0,,,,,,,,,
59,6,,,,,,70.0,,,,,,,,,
60,7,,,,,,70.0,,,,,,,,,
61,7,,,,,,70.0,,,,,,,,,
62,8,,,,,,70.0,,,,,,,,,
63,10,,,,,,72.0,,,,,,,,,
64,10,,,,,,73.0,,,,,,,,,
65,11,,,,,,74.0,,,,,,,,,
66,14,,,,,,74.0,,,,,,,,,
67,13,2,,,,,74.0,,,,,,,,,
68,14,2,,,,,75.0,,,,,,,,,
69,16,2,,,,,77.0,,,,,,,,,
70,15,,,,,,82.0,,,,,,,,,
71,15,,,,,,83.0,,,,,,,,,
72,16,,,,,,85.0,,,,,,,,,
73,25,2,,,,,72.0,,,,,,,,,
74,24,4,,,,,72.0,,,,,,,,,
75,24,4,,,,,75.0,,,,,,,,,
76,26,2,3,,,,75.0,,,,,,,,,
77,26,2,3,,,,75.0,,,,,,,,,
78,24,2,,,,,84.0,,,,,,,,,
79,24,2,,,,,84.0,,,,,,,,,
80,24,2,,,,,89.0,,,,,,,,,
81,24,2,,,,,89.0,,,,,,,,,
82,24,2,,,,,89.0,,,,,,,,,
83,25,2,,,,,89.0,,,,,,,,,
84,26,2,,,,,93.0,,,,,,,,,
85,27,2,,,,,93.0,,,,,,,,,
86,28,2,,,,,94.0,,,,,,,,,
87,29,2,,,,,94.0,,,,,,,,,
88,31,2,,,,,95.0,,,,,,,,,
89,31,2,,,,,96.0,,,,,,,,,
90,32,2,,,,,97.0,,,,,,,,,
91,30,2,,,,,100.0,,,,,,,,,
92,29,2,,,,,100.0,,,,,,,,,
93,30,2,,,,,101.0,,,,,,,,,
94,30,2,,,,,102.0,,,,,,,,,
95,31,2,,,,,102.0,,,,,,,,,
96,32,2,,,,,,108.0,,,,,,,,
97,33,2,,,,,,107.0,,,,,,,,
98,34,2,,,,,,109.0,,,,,,,,
99,35,2,,,,,,110.0,,,,,,,,
100,35,2,,,,,,118.0,,,,,,,,
101,35,2,,,,,,118.0,,,,,,,,
102,34,2,,,,,,119.0,,,,,,,,
103,34,2,,,,,,119.0,,,,,,,,
104,35,2,,,,,,121.0,,,,,,,,
105,36,2,,,,,,124.0,,,,,,,,
106,38,2,,,,,,125.0,,,,,,,,
107,38,2,,,,,,125.0,,,,,,,,
108,39,2,,,,,,124.0,,,,,,,,
109,40,2,,,,,,122.0,,,,,,,,
110,44,4,,,,,,125.0,,,,,,,,
111,44,4,,,,,,125.0,,,,,,,,
112,44,4,,,,,,126.0,,,,,,,,
113,44,4,,,,,,125.0,,,,,,,,
114,44,4,,,,,,128.0,,,,,,,,
115,44,4,,,,,,128.0,,,,,,,,
116,44,4,,,,,,128.0,,,,,,,,
117,46,4,,,,,,129.0,,,,,,,,
118,47,4,,,,,,129.0,,,,,,,,
119,47,4,,,,,,129.0,,,,,,,,
120,47,4,,,,,,134.0,,,,,,,,
121,47,4,,,,,,132.0,,,,,,,,
122,47,4,,,,,,131.0,,,,,,,,
123,47,4,,,,,,,132.0,,,,,,,
124,44,4,,,,,,,138.0,,,,,,,
125,45,4,,,,,,,138.0,,,,,,,
126,47,4,,,,,,,139.0,,,,,,,
127,48,4,,,,,,,139.0,,,,,,,
128,47,4,,,,,,,141.0,,,,,,,
129,47,4,,,,,,,141.0,,,,,,,
130,51,2,,,,,,,141.0,,,,,,,
131,52,2,,,,,,,139.0,,,,,,,
132,53,2,,,,,,,140.0,,,,,,,
133,54,2,,,,,,,142.0,,,,,,,
134,54,2,,,,,,,143.0,,,,,,,
135,54,2,,,,,,,144.0,,,,,,,
136,55,2,,,,,,,144.0,,,,,,,
137,55,2,,,,,,,144.0,,,,,,,
138,54,2,,,,,,,145.0,,,,,,,
139,54,2,,,,,,,145.0,,,,,,,
140,55,2,,,,,,,146.0,,,,,,,
141,55,2,,,,,,,146.0,,,,,,,
142,55,2,,,,,,,147.0,,,,,,,
143,55,2,,,,,,,147.0,,,,,,,
144,52,2,,,,,,,151.0,,,,,,,
145,52,2,,,,,,,151.0,,,,,,,
146,53,2,,,,,,,152.0,,,,,,,
147,54,2,,,,,,,152.0,,,,,,,
148,51,2,,,,,,,,160.0,,,,,,
149,50,2,,,,,,,,160.0,,,,,,
150,50,2,,,,,,,,160.0,,,,,,
151,52,2,,,,,,,,158.0,,,,,,
152,52,2,,,,,,,,160.0,,,,,,
153,55,2,,,,,,,,161.0,,,,,,
154,56,2,,,,,,,,163.0,,,,,,
155,55,2,,,,,,,,165.0,,,,,,
156,55,2,,,,,,,,167.0,,,,,,
