date,bug_id,degree,depth,severity,votes,comment_count
7,5,1,1,3,2,2
9,0,2,2,3,0,5
10,11,0,0,4,0,9
11,12,1,1,3,0,6
12,1,1,1,3,0,9
17,9,0,0,3,0,3
20,8,0,0,1,0,8
26,30,0,0,3,0,7
28,22,1,1,4,0,2
30,25,4,1,3,2,12
31,19,0,0,3,1,7
34,40,1,1,3,0,2
36,50,1,2,3,0,9
45,63,4,2,3,0,59
47,59,3,1,3,1,12
49,73,0,0,3,0,4
51,39,0,0,4,1,3
52,71,1,2,3,0,8
64,98,5,1,3,0,10
65,84,8,2,3,1,24
67,60,0,0,3,0,5
74,83,6,1,3,0,5
75,85,2,1,3,0,28
82,74,0,0,3,2,9
86,122,7,2,3,0,13
88,129,3,3,3,0,11
92,130,0,0,3,0,7
93,137,9,3,3,1,54
95,140,11,3,3,0,110
101,161,4,3,3,0,54
103,147,2,2,4,0,94
104,97,1,1,3,0,7
107,160,4,3,3,0,12
110,170,1,1,3,0,54
114,171,14,2,3,0,54
123,192,0,0,4,0,12
124,180,5,2,3,4,18
125,169,12,2,3,5,16
127,114,4,2,3,0,4
128,218,2,1,3,0,9
129,224,5,2,3,0,28
132,185,5,3,3,0,11
134,138,4,2,3,0,64
137,231,6,3,5,0,17
140,148,5,1,3,0,27
141,239,2,5,3,0,6
146,223,0,0,5,0,66
148,217,0,0,3,0,5
155,248,2,1,3,0,17
156,251,3,1,3,0,24
164,263,2,4,3,0,6
165,236,4,3,3,26,15
166,260,4,1,3,0,33
167,187,1,1,5,0,5
177,126,0,0,2,0,2
178,285,1,1,5,0,13
182,247,3,2,3,0,2
183,296,9,4,3,0,13
184,306,7,4,3,0,6
192,292,0,0,3,0,3
194,297,10,3,3,0,78
196,259,2,3,3,0,8
199,167,1,1,4,0,7
204,219,0,0,3,0,3
205,265,1,1,4,0,2
206,151,2,2,3,1,36
208,125,4,2,3,0,23
209,354,1,1,3,0,6
218,208,1,4,6,0,13
