day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,,3,,,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,,,
2,,,5,,,,,,,,,,,,,,
3,,,6,,,,,,,,,,,,,,
4,1,2,6,,,,,,,,,,,,,,
5,1,2,6,,,,,,,,,,,,,,
6,3,3,7,,,,,,,,,,,,,,
7,5,3,7,,,,,,,,,,,,,,
8,7,3,7,,,,,,,,,,,,,,
9,7,3,6,,,,,,,,,,,,,,
10,5,,,12,,,,,,,,,,,,,
11,6,,,12,,,,,,,,,,,,,
12,6,,,13,,,,,,,,,,,,,
13,6,,,13,,,,,,,,,,,,,
14,7,2,,13,,,,,,,,,,,,,
15,7,2,,13,,,,,,,,,,,,,
16,7,,,18,,,,,,,,,,,,,
17,7,,,18,,,,,,,,,,,,,
18,8,,,18,,,,,,,,,,,,,
19,10,,,18,,,,,,,,,,,,,
20,10,,,20,,,,,,,,,,,,,
21,14,,,20,,,,,,,,,,,,,
22,17,,,20,,,,,,,,,,,,,
23,17,,,20,,,,,,,,,,,,,
24,17,,,23,,,,,,,,,,,,,
25,18,,,24,,,,,,,,,,,,,
26,20,,,25,,,,,,,,,,,,,
27,21,,,26,,,,,,,,,,,,,
28,21,4,,26,,,,,,,,,,,,,
29,23,4,24,,,,,,,,,,,,,,
30,26,4,24,,,,,,,,,,,,,,
31,25,6,24,,,,,,,,,,,,,,
32,25,6,,28,,,,,,,,,,,,,
33,25,6,,28,,,,,,,,,,,,,
34,25,6,,28,,,,,,,,,,,,,
35,23,2,,39,,,,,,,,,,,,,
36,23,2,,,40,,,,,,,,,,,,
37,23,2,,,40,,,,,,,,,,,,
38,23,2,,,41,,,,,,,,,,,,
39,23,2,,,42,,,,,,,,,,,,
40,21,4,,,46,,,,,,,,,,,,
41,21,4,,,47,,,,,,,,,,,,
42,22,4,,,48,,,,,,,,,,,,
43,22,4,,,48,,,,,,,,,,,,
44,24,4,,,48,,,,,,,,,,,,
45,24,4,,,48,,,,,,,,,,,,
46,26,4,,,48,,,,,,,,,,,,
47,26,5,,,48,,,,,,,,,,,,
48,24,5,,,53,,,,,,,,,,,,
49,3,,,,,82.0,,,,,,,,,,,
50,4,,,,,82.0,,,,,,,,,,,
51,4,,,,,82.0,,,,,,,,,,,
52,4,,,,,84.0,,,,,,,,,,,
53,5,,,,,84.0,,,,,,,,,,,
54,6,,,,,86.0,,,,,,,,,,,
55,6,,,,,86.0,,,,,,,,,,,
56,6,,,,,89.0,,,,,,,,,,,
57,7,,,,,89.0,,,,,,,,,,,
58,7,,,,,89.0,,,,,,,,,,,
59,7,,,,,89.0,,,,,,,,,,,
60,8,,,,,89.0,,,,,,,,,,,
61,8,,,,,89.0,,,,,,,,,,,
62,9,,,,,89.0,,,,,,,,,,,
63,11,,,,,91.0,,,,,,,,,,,
64,12,,,,,92.0,,,,,,,,,,,
65,13,,,,,93.0,,,,,,,,,,,
66,16,,,,,93.0,,,,,,,,,,,
67,16,,,,,95.0,,,,,,,,,,,
68,17,,,,,,96.0,,,,,,,,,,
69,19,,,,,,98.0,,,,,,,,,,
70,17,2,,,,,100.0,,,,,,,,,,
71,17,2,,,,,101.0,,,,,,,,,,
72,18,2,,,,,103.0,,,,,,,,,,
73,18,2,,,,,103.0,,,,,,,,,,
74,18,2,,,,,104.0,,,,,,,,,,
75,17,2,,,,,108.0,,,,,,,,,,
76,19,2,,,,,109.0,,,,,,,,,,
77,19,2,,,,,109.0,,,,,,,,,,
78,19,,,,,,115.0,,,,,,,,,,
79,19,,,,,,115.0,,,,,,,,,,
80,20,,,,,,119.0,,,,,,,,,,
81,20,,,,,,119.0,,,,,,,,,,
82,20,,,,,,119.0,,,,,,,,,,
83,21,,,,,,119.0,,,,,,,,,,
84,34,4,,,,,106.0,,,,,,,,,,
85,35,4,,,,,106.0,,,,,,,,,,
86,36,4,,,,,107.0,,,,,,,,,,
87,37,4,,,,,107.0,,,,,,,,,,
88,39,4,,,,,108.0,,,,,,,,,,
89,39,4,,,,,109.0,,,,,,,,,,
90,40,4,,,,,111.0,,,,,,,,,,
91,39,4,,,,,113.0,,,,,,,,,,
92,39,4,,,,,113.0,,,,,,,,,,
93,40,4,,,,,114.0,,,,,,,,,,
94,40,4,,,,,115.0,,,,,,,,,,
95,41,4,,,,,114.0,,,,,,,,,,
96,38,2,,,,,,126.0,,,,,,,,,
97,39,2,,,,,,126.0,,,,,,,,,
98,40,2,,,,,,128.0,,,,,,,,,
99,41,2,,,,,,129.0,,,,,,,,,
100,42,2,,,,,,137.0,,,,,,,,,
101,42,2,,,,,,137.0,,,,,,,,,
102,42,2,,,,,,137.0,,,,,,,,,
103,42,2,,,,,,137.0,,,,,,,,,
104,42,2,,,,,,140.0,,,,,,,,,
105,43,2,,,,,,143.0,,,,,,,,,
106,44,4,,,,,,143.0,,,,,,,,,
107,44,4,,,,,,143.0,,,,,,,,,
108,45,4,,,,,,143.0,,,,,,,,,
109,45,4,,,,,,143.0,,,,,,,,,
110,49,6,,,,,,146.0,,,,,,,,,
111,49,8,,,,,,143.0,,,,,,,,,
112,47,8,,,,,,146.0,,,,,,,,,
113,47,8,,,,,,146.0,,,,,,,,,
114,47,8,,,,,,149.0,,,,,,,,,
115,47,8,,,,,,149.0,,,,,,,,,
116,47,8,,,,,,149.0,,,,,,,,,
117,49,8,,,,,,150.0,,,,,,,,,
118,50,8,,,,,,149.0,,,,,,,,,
119,50,8,,,,,,149.0,,,,,,,,,
120,46,8,,,,,,158.0,,,,,,,,,
121,46,8,,,,,,158.0,,,,,,,,,
122,46,8,,,,,,158.0,,,,,,,,,
123,46,8,,,,,,159.0,,,,,,,,,
124,44,8,,,,,,164.0,,,,,,,,,
125,45,8,,,,,,164.0,,,,,,,,,
126,47,8,,,,,,166.0,,,,,,,,,
127,48,8,,,,,,166.0,,,,,,,,,
128,46,8,,,,,,,169.0,,,,,,,,
129,46,8,,,,,,,169.0,,,,,,,,
130,49,8,,,,,,,169.0,,,,,,,,
131,49,8,,,,,,,169.0,,,,,,,,
132,50,8,,,,,,,170.0,,,,,,,,
133,51,8,,,,,,,172.0,,,,,,,,
134,50,8,,,,,,,174.0,,,,,,,,
135,50,8,,,,,,,175.0,,,,,,,,
136,51,8,,,,,,,175.0,,,,,,,,
137,51,8,,,,,,,175.0,,,,,,,,
138,51,8,,,,,,,175.0,,,,,,,,
139,51,8,,,,,,,175.0,,,,,,,,
140,52,8,,,,,,,179.0,,,,,,,,
141,52,8,,,,,,,179.0,,,,,,,,
142,52,8,,,,,,,180.0,,,,,,,,
143,52,8,,,,,,,180.0,,,,,,,,
144,52,8,,,,,,,182.0,,,,,,,,
145,52,8,,,,,,,182.0,,,,,,,,
146,53,8,,,,,,,183.0,,,,,,,,
147,54,8,,,,,,,184.0,,,,,,,,
148,51,8,,,,,,,192.0,,,,,,,,
149,51,8,,,,,,,192.0,,,,,,,,
150,51,8,,,,,,,192.0,,,,,,,,
