day_counter,0,1,2,3,4,5,6,7,8,9,10
0,,,3,,,,,,,,
1,,,3,,,,,,,,
2,,2,3,,,,,,,,
3,,2,4,,,,,,,,
4,1,4,4,,,,,,,,
5,1,4,4,,,,,,,,
6,3,5,5,,,,,,,,
7,5,5,4,,,,,,,,
8,7,5,4,,,,,,,,
9,7,8,,,,,,,,,
10,7,,8,,,,,,,,
11,8,,7,,,,,,,,
12,6,2,6,,,,,,,,
13,6,2,6,,,,,,,,
14,8,3,6,,,,,,,,
15,8,3,6,,,,,,,,
16,3,10,7,,,,,,,,
17,3,10,7,,,,,,,,
18,4,10,7,,,,,,,,
19,6,10,7,,,,,,,,
20,5,13,7,,,,,,,,
21,9,17,,,,,,,,,
22,12,17,,,,,,,,,
23,12,17,,,,,,,,,
24,13,15,4,,,,,,,,
25,14,5,14,,,,,,,,
26,16,5,15,,,,,,,,
27,17,5,16,,,,,,,,
28,17,9,16,,,,,,,,
29,18,9,16,,,,,,,,
30,21,8,16,,,,,,,,
31,20,10,16,,,,,,,,
32,21,6,22,,,,,,,,
33,21,6,22,,,,,,,,
34,26,6,16,,,,,,,,
35,22,2,28,,,,,,,,
36,22,2,29,,,,,,,,
37,22,2,29,,,,,,,,
38,22,2,6,23,,,,,,,
39,22,2,6,24,,,,,,,
40,20,2,,36,,,,,,,
41,19,2,,38,,,,,,,
42,21,2,,39,,,,,,,
43,21,2,,39,,,,,,,
44,23,2,,39,,,,,,,
45,25,6,4,27,,,,,,,
46,27,6,4,27,,,,,,,
47,27,6,4,29,,,,,,,
48,23,6,4,,36,,,,,,
49,2,,,,,69.0,,,,,
50,3,,,,,69.0,,,,,
51,3,,,,,68.0,,,,,
52,3,,,,,70.0,,,,,
53,4,,,,,70.0,,,,,
54,5,,,,,72.0,,,,,
55,5,,,,,72.0,,,,,
56,5,,,,,75.0,,,,,
57,6,,,,,74.0,,,,,
58,6,,,,,74.0,,,,,
59,6,,,,,74.0,,,,,
60,7,,,,,74.0,,,,,
61,7,,,,,74.0,,,,,
62,8,,,,,73.0,,,,,
63,10,,,,,75.0,,,,,
64,27,10,4,,,45.0,,,,,
65,29,10,5,,,43.0,,,,,
66,32,12,5,,,40.0,,,,,
67,31,10,,,,,50.0,,,,
68,32,10,,,,,51.0,,,,
69,34,10,,,,,53.0,,,,
70,32,10,,,,,57.0,,,,
71,32,10,,,,,58.0,,,,
72,31,10,,,,,61.0,,,,
73,31,10,,,,,61.0,,,,
74,31,10,,,,,62.0,,,,
75,31,10,,,,,65.0,,,,
76,32,12,,,,,65.0,,,,
77,32,12,,,,,65.0,,,,
78,29,12,,,,,72.0,,,,
79,29,12,,,,,72.0,,,,
80,28,10,,,,,80.0,,,,
81,28,10,,,,,80.0,,,,
82,28,10,,,,,80.0,,,,
83,29,12,,,,,77.0,,,,
84,30,12,,,,,81.0,,,,
85,31,12,,,,,81.0,,,,
86,32,14,,,,,79.0,,,,
87,33,14,,,,,79.0,,,,
88,35,14,,,,,80.0,,,,
89,35,14,,,,,81.0,,,,
90,36,14,,,,,83.0,,,,
91,35,12,,,,,87.0,,,,
92,35,12,,,,,86.0,,,,
93,34,12,,,,,88.0,,,,
94,34,12,,,,,89.0,,,,
95,35,12,,,,,89.0,,,,
96,32,10,,,,,101.0,,,,
97,33,10,,,,,101.0,,,,
98,34,10,,,,,102.0,,,,
99,35,10,,,,,103.0,,,,
100,35,10,,,,,112.0,,,,
101,35,12,,,,,109.0,,,,
102,35,12,,,,,110.0,,,,
103,35,12,,,,,110.0,,,,
104,35,14,,,,,110.0,,,,
105,35,14,,,,,113.0,,,,
106,37,14,,,,,114.0,,,,
107,37,14,,,,,114.0,,,,
108,38,14,,,,,114.0,,,,
109,38,14,,,,,114.0,,,,
110,43,14,,,,,118.0,,,,
111,43,14,,,,,118.0,,,,
112,43,12,,,,,121.0,,,,
113,43,12,,,,,121.0,,,,
114,43,12,,,,,123.0,,,,
115,43,12,,,,,123.0,,,,
116,43,12,,,,,123.0,,,,
117,44,14,,,,,123.0,,,,
118,45,14,,,,,122.0,,,,
119,45,14,,,,,122.0,,,,
120,44,10,,,,,,131.0,,,
121,44,10,,,,,,131.0,,,
122,44,10,,,,,,131.0,,,
123,44,10,,,,,,132.0,,,
124,43,10,,,,,,136.0,,,
125,45,10,,,,,,134.0,,,
126,47,10,,,,,,135.0,,,
127,48,10,,,,,,135.0,,,
128,47,10,,,,,,137.0,,,
129,47,10,,,,,,137.0,,,
130,50,10,,,,,,135.0,,,
131,50,10,,,,,,134.0,,,
132,51,10,,,,,,135.0,,,
133,52,10,,,,,,137.0,,,
134,52,10,,,,,,138.0,,,
135,53,10,,,,,,137.0,,,
136,54,10,,,,,,137.0,,,
137,54,10,,,,,,137.0,,,
138,54,10,,,,,,138.0,,,
139,54,10,,,,,,138.0,,,
140,54,10,,,,,,143.0,,,
141,54,10,,,,,,143.0,,,
142,54,10,,,,,,144.0,,,
143,54,10,,,,,,144.0,,,
144,55,10,,,,,,145.0,,,
145,55,10,,,,,,145.0,,,
146,57,10,,,,,,144.0,,,
147,58,10,,,,,,145.0,,,
148,54,8,,,,,,,155.0,,
149,54,8,,,,,,,155.0,,
150,54,8,,,,,,,155.0,,
151,55,8,,,,,,,154.0,,
152,54,8,,,,,,,157.0,,
153,57,8,,,,,,,158.0,,
154,59,6,,,,,,,160.0,,
155,59,6,,,,,,,161.0,,
156,58,6,,,,,,,164.0,,
157,58,6,,,,,,,165.0,,
158,58,6,,,,,,,165.0,,
159,57,6,,,,,,,167.0,,
160,59,6,,,,,,,169.0,,
161,59,6,,,,,,,169.0,,
162,60,8,,,,,,,165.0,,
163,61,8,,,,,,164.0,,,
164,62,8,,,,,,164.0,,,
165,66,8,,,,,,162.0,,,
166,66,8,,,,,,,165.0,,
167,66,8,,,,,,,165.0,,
168,67,6,,,,,,,167.0,,
169,68,6,,,,,,,167.0,,
170,69,6,,,,,,,167.0,,
171,67,6,,,,,,,170.0,,
172,66,6,,,,,,,176.0,,
173,66,6,,,,,,,176.0,,
174,67,6,,,,,,,177.0,,
175,68,6,,,,,,,178.0,,
176,69,6,,,,,,,,182.0,
177,69,6,,,,,,,,183.0,
178,72,6,,,,,,,,184.0,
179,73,6,,,,,,,,184.0,
180,74,6,,,,,,,,192.0,
181,78,6,,,,,,,,192.0,
182,78,6,,,,,,,,192.0,
183,79,6,,,,,,,,194.0,
184,79,6,,,,,,,,194.0,
185,80,6,,,,,,,,194.0,
186,81,6,,,,,,,,194.0,
187,81,6,,,,,,,,195.0,
188,80,6,,,,,,,,197.0,
189,83,6,,,,,,,,192.0,
190,84,6,,,,,,,,192.0,
191,84,6,,,,,,,,192.0,
192,85,6,,,,,,,,195.0,
193,85,6,,,,,,,,194.0,
194,87,6,,,,,,,,194.0,
195,87,6,,,,,,,,194.0,
196,86,6,,,,,,,,197.0,
197,88,8,,,,,,,,194.0,
198,88,8,,,,,,,,197.0,
199,86,8,,,,,,,,200.0,
200,89,8,,,,,,,,203.0,
