day_counter,0,1,2,3,4,5,6,7,8
0,,,3,,,,,,
1,,,3,,,,,,
2,,2,3,,,,,,
3,,2,4,,,,,,
4,1,4,4,,,,,,
5,1,4,4,,,,,,
6,3,4,6,,,,,,
7,5,4,5,,,,,,
8,7,4,5,,,,,,
9,7,8,,,,,,,
10,5,9,,,,,,,
11,6,8,,,,,,,
12,7,7,,,,,,,
13,7,6,,,,,,,
14,8,7,,,,,,,
15,8,7,,,,,,,
16,5,13,,,,,,,
17,5,13,,,,,,,
18,5,13,,,,,,,
19,7,13,,,,,,,
20,6,,14,,,,,,
21,10,,14,,,,,,
22,13,,14,,,,,,
23,13,,14,,,,,,
24,12,,17,,,,,,
25,14,16,,,,,,,
26,15,18,,,,,,,
27,15,20,,,,,,,
28,18,17,3,,,,,,
29,19,17,3,,,,,,
30,24,13,3,,,,,,
31,24,13,3,,,,,,
32,24,14,3,,,,,,
33,24,14,3,,,,,,
34,24,14,3,,,,,,
35,22,,24,,,,,,
36,22,5,19,,,,,,
37,22,5,19,,,,,,
38,22,5,20,,,,,,
39,22,7,18,,,,,,
40,19,7,25,,,,,,
41,19,7,26,,,,,,
42,21,7,27,,,,,,
43,21,7,27,,,,,,
44,23,7,27,,,,,,
45,26,15,14,,,,,,
46,28,15,14,,,,,,
47,28,16,15,,,,,,
48,24,11,,26,,,,,
49,,,,,62,,,,
50,1,,,,61,,,,
51,1,,,,61,,,,
52,1,,,,63,,,,
53,2,,,,63,,,,
54,3,,,,64,,,,
55,3,,,,64,,,,
56,3,,,,67,,,,
57,4,,,,67,,,,
58,4,,,,67,,,,
59,4,,,,67,,,,
60,5,,,,67,,,,
61,5,,,,67,,,,
62,6,,,,66,,,,
63,8,,,,68,,,,
64,28,10,,39,,,,,
65,28,12,,39,,,,,
66,34,11,,35,,,,,
67,31,11,,40,,,,,
68,32,11,,41,,,,,
69,34,11,,43,,,,,
70,31,9,3,44,,,,,
71,34,13,3,37,,,,,
72,34,13,,41,,,,,
73,34,13,,41,,,,,
74,34,13,,41,,,,,
75,35,11,6,38,,,,,
76,37,11,6,38,,,,,
77,37,11,6,38,,,,,
78,32,9,,55,,,,,
79,32,9,,55,,,,,
80,31,9,,61,,,,,
81,31,9,,61,,,,,
82,31,9,,61,,,,,
83,34,11,,56,,,,,
84,33,11,,62,,,,,
85,34,11,,62,,,,,
86,35,11,,63,,,,,
87,36,11,,63,,,,,
88,38,15,,59,,,,,
89,38,15,,60,,,,,
90,39,18,,58,,,,,
91,37,16,,63,,,,,
92,37,16,,62,,,,,
93,41,18,,57,,,,,
94,41,18,,58,,,,,
95,42,18,,58,,,,,
96,37,12,,76,,,,,
97,38,12,,76,,,,,
98,39,12,,78,,,,,
99,40,12,,79,,,,,
100,40,9,,89,,,,,
101,41,9,,87,,,,,
102,41,11,,85,,,,,
103,41,11,,85,,,,,
104,42,13,,,84,,,,
105,40,13,,,90,,,,
106,42,13,,,91,,,,
107,42,13,,,91,,,,
108,43,13,,,91,,,,
109,43,13,,,90,,,,
110,47,13,4,,91,,,,
111,47,13,4,,91,,,,
112,46,11,,,99,,,,
113,47,11,,,97,,,,
114,47,8,,,102,,,,
115,47,8,,,102,,,,
116,47,10,,,99,,,,
117,49,10,,,99,,,,
118,50,10,,,99,,,,
119,50,10,,,99,,,,
120,47,12,,,,105.0,,,
121,49,16,,,,98.0,,,
122,49,16,,,,98.0,,,
123,48,18,,,,97.0,,,
124,46,18,,,,102.0,,,
125,48,18,,,,100.0,,,
126,49,16,,,,105.0,,,
127,51,16,4,,,98.0,,,
128,50,16,4,,,100.0,,,
129,50,16,4,,,99.0,,,
130,53,16,4,,,99.0,,,
131,53,16,4,,,99.0,,,
132,53,14,4,,,100.0,,,
133,53,14,4,,,103.0,,,
134,53,14,4,,,104.0,,,
135,53,14,4,,,105.0,,,
136,55,14,4,,,103.0,,,
137,56,14,4,,,101.0,,,
138,56,16,4,7,,92.0,,,
139,56,16,4,7,,92.0,,,
140,59,16,4,,,101.0,,,
141,59,16,4,,,101.0,,,
142,59,16,4,,,102.0,,,
143,59,16,4,,,102.0,,,
144,59,16,12,,,95.0,,,
145,59,16,12,,,94.0,,,
146,60,16,12,,,95.0,,,
147,60,16,12,,,97.0,,,
148,55,14,12,,,107.0,,,
149,55,14,12,,,107.0,,,
150,55,14,12,,,107.0,,,
151,58,16,12,,,102.0,,,
152,58,16,12,,,104.0,,,
153,61,16,12,,,105.0,,,
154,62,16,12,,,106.0,,,
155,64,19,12,,,100.0,,,
156,63,19,12,,,103.0,,,
157,63,19,12,,,104.0,,,
158,64,19,12,,,102.0,,,
159,62,19,12,,,104.0,,,
160,64,19,12,,,106.0,,,
161,64,19,12,,,106.0,,,
162,65,19,12,,,102.0,,,
163,67,19,12,7,,93.0,,,
164,68,19,12,7,,93.0,,,
165,71,19,12,7,,93.0,,,
166,71,17,12,,,105.0,,,
167,71,17,12,,,104.0,,,
168,71,19,12,,,104.0,,,
169,72,19,12,,,104.0,,,
170,73,19,12,,,104.0,,,
171,72,17,12,,,108.0,,,
172,70,13,12,,,119.0,,,
173,70,13,12,,,118.0,,,
174,71,13,12,,,119.0,,,
175,72,13,12,,,120.0,,,
176,72,13,4,,,133.0,,,
177,72,13,4,,,134.0,,,
178,77,15,4,,,129.0,,,
179,78,15,4,,,128.0,,,
180,80,15,4,,,134.0,,,
181,84,15,4,,,134.0,,,
182,84,15,4,,,134.0,,,
183,84,9,4,,,144.0,,,
184,84,9,4,,,144.0,,,
185,85,9,4,,,144.0,,,
186,86,9,4,,,144.0,,,
187,86,9,4,,,145.0,,,
188,86,9,4,,,146.0,,,
189,89,15,4,,,137.0,,,
190,90,15,4,,,137.0,,,
191,90,15,4,,,137.0,,,
192,89,15,4,,,140.0,,,
193,89,15,7,,,136.0,,,
194,91,15,7,,,135.0,,,
195,91,15,7,,,135.0,,,
196,93,15,7,,,133.0,,,
197,95,15,7,,,133.0,,,
198,95,17,7,,,133.0,,,
199,92,17,7,,,138.0,,,
200,92,17,7,,,143.0,,,
201,94,17,7,,,142.0,,,
202,95,21,7,,,144.0,,,
203,95,21,7,,,145.0,,,
204,98,21,7,,,144.0,,,
205,98,23,7,,,142.0,,,
206,99,25,7,,,139.0,,,
207,101,25,7,,,139.0,,,
208,104,25,3,,,144.0,,,
209,104,25,3,,,144.0,,,
210,107,25,3,,,146.0,,,
211,108,25,3,,,146.0,,,
212,108,25,3,,,146.0,,,
213,108,25,3,,,145.0,,,
214,109,27,12,,,132.0,,,
215,108,29,12,,,132.0,,,
216,109,29,12,,,133.0,,,
217,109,29,12,,,133.0,,,
218,112,31,16,,,125.0,,,
219,112,31,16,,,125.0,,,
220,110,27,16,,,,135.0,,
221,110,27,16,,,,135.0,,
222,90,17,,,,,181.0,,
223,92,17,,,,,178.0,,
224,91,17,,,,,181.0,,
225,89,17,,,,,184.0,,
226,89,17,,,,,184.0,,
227,90,17,,,,,184.0,,
228,93,17,,,,,186.0,,
229,93,17,,,,,186.0,,
