day_counter,0,1,2,3,4,5,6,7
0,,,3,,,,,
1,,,3,,,,,
2,,2,3,,,,,
3,,2,4,,,,,
4,2,2,5,,,,,
5,2,2,5,,,,,
6,3,2,8,,,,,
7,5,2,8,,,,,
8,7,2,8,,,,,
9,7,2,7,,,,,
10,5,,4,7,,,,
11,6,,3,7,,,,
12,5,2,3,7,,,,
13,5,4,,7,,,,
14,6,4,,8,,,,
15,7,2,,8,,,,
16,5,3,,12,,,,
17,5,3,,12,,,,
18,6,3,,12,,,,
19,8,3,,12,,,,
20,8,3,,13,,,,
21,13,3,,11,,,,
22,16,3,,11,,,,
23,16,3,,11,,,,
24,15,6,,12,,,,
25,14,3,,18,,,,
26,17,3,,17,,,,
27,18,3,,18,,,,
28,20,3,,20,,,,
29,25,3,4,11,,,,
30,28,3,4,11,,,,
31,27,5,4,11,,,,
32,27,4,,19,,,,
33,27,4,,19,,,,
34,28,2,,19,,,,
35,23,4,,26,,,,
36,23,4,,27,,,,
37,23,4,,27,,,,
38,23,4,,28,,,,
39,23,4,,29,,,,
40,22,2,,36,,,,
41,21,2,,38,,,,
42,23,2,,37,,,,
43,23,2,,37,,,,
44,25,2,,37,,,,
45,26,2,,35,,,,
46,28,2,,33,,,,
47,28,2,,35,,,,
48,22,2,,,44,,,
49,2,,,,,69.0,,
50,3,,,,,68.0,,
51,3,,,,,67.0,,
52,3,,,,,69.0,,
53,4,,,,,69.0,,
54,5,,,,,71.0,,
55,5,,,,,71.0,,
56,4,,,,,75.0,,
57,5,,,,,75.0,,
58,5,,,,,75.0,,
59,5,,,,,75.0,,
60,6,,,,,74.0,,
61,6,,,,,74.0,,
62,7,,,,,74.0,,
63,9,,,,,76.0,,
64,10,,,,,77.0,,
65,28,8,,,,50.0,,
66,32,8,,,,48.0,,
67,31,8,,,,,50.0,
68,31,10,,,,,49.0,
69,33,8,4,,,,49.0,
70,29,8,,,,,59.0,
71,29,8,,,,,60.0,
72,30,8,,,,,62.0,
73,30,8,,,,,62.0,
74,30,8,,,,,63.0,
75,31,8,,,,,64.0,
76,33,8,,,,,65.0,
77,33,8,,,,,63.0,
78,29,6,,,,,72.0,
79,29,6,,,,,72.0,
80,28,6,,,,,78.0,
81,28,6,,,,,78.0,
82,28,6,,,,,78.0,
83,29,6,,,,,78.0,
84,30,6,,,,,82.0,
85,31,6,,,,,81.0,
86,31,8,,,,,80.0,
87,32,8,,,,,80.0,
88,34,8,,,,,80.0,
89,34,8,,,,80.0,,
90,36,8,,,,80.0,,
91,35,8,,,,82.0,,
92,35,8,,,,82.0,,
93,36,8,,,,83.0,,
94,35,8,,,,84.0,,
95,36,8,,,,84.0,,
96,34,6,,,,95.0,,
97,35,6,,,,95.0,,
98,36,6,,,,96.0,,
99,37,6,,,,96.0,,
100,37,4,,,,107.0,,
101,38,4,,,,104.0,,
102,38,4,,,,105.0,,
103,38,4,,,,105.0,,
104,39,4,,,,,107.0,
105,38,4,,,,,111.0,
106,40,4,,,,,112.0,
107,40,4,,,,,112.0,
108,44,4,,,,,108.0,
109,44,4,,,,,108.0,
110,47,8,,,,,109.0,
111,47,8,,,,,109.0,
112,46,8,,,,,110.0,
113,46,8,,,,,110.0,
114,47,8,,,,,110.0,
115,47,8,,,,,110.0,
116,47,8,,,,,110.0,
117,48,10,,,,,110.0,
118,49,10,,,,,110.0,
119,49,10,,,,,110.0,
120,45,12,,,,,117.0,
121,45,12,,,,,116.0,
122,45,12,,,,,116.0,
123,46,14,,,,,112.0,
124,44,14,,,,,117.0,
125,45,14,,,,,117.0,
126,46,14,,,,,120.0,
127,47,14,,,,,119.0,
128,46,12,,,,,120.0,
129,46,12,,,,,120.0,
130,49,12,,,,,120.0,
131,49,12,,,,,120.0,
132,48,12,,,,,122.0,
133,49,12,,,,,124.0,
134,49,12,,,,,124.0,
135,48,14,,,,,123.0,
136,49,14,,,,,123.0,
137,49,14,,,,,123.0,
138,49,14,,,,,124.0,
139,49,14,,,,,123.0,
140,50,14,,,,,127.0,
141,51,14,,,,,125.0,
142,52,14,,,,,124.0,
143,54,14,,,,,121.0,
144,53,14,,,,,124.0,
145,53,14,,,,,123.0,
146,54,14,,,,,124.0,
147,55,12,,,,,126.0,
148,52,10,,,,,135.0,
149,52,10,,,,,134.0,
150,52,10,,,,,134.0,
151,53,10,,,,,133.0,
152,52,10,,,,,136.0,
153,55,10,,,,,137.0,
154,56,10,,,,,138.0,
155,56,10,,,,,138.0,
156,55,10,,,,,141.0,
157,56,10,,,,,139.0,
158,56,10,,,,,139.0,
159,56,12,,,,,136.0,
160,58,12,,,,,138.0,
161,58,12,,,,,136.0,
162,58,12,,,,,136.0,
163,59,12,,,,,135.0,
164,60,12,,,,,135.0,
165,63,12,,,,,135.0,
166,63,14,,,,,135.0,
167,63,14,,,,,135.0,
168,63,14,,,,,136.0,
169,64,14,,,,,136.0,
170,65,14,,,,,136.0,
171,62,14,,,,,139.0,
172,62,14,,,,,144.0,
173,62,14,,,,,144.0,
174,63,14,,,,,144.0,
175,64,14,,,,,145.0,
176,67,14,,,,,,147.0
177,67,14,,,,,,148.0
178,70,14,,,,,,148.0
179,71,14,,,,,,147.0
180,72,14,,,,,,154.0
181,76,14,,,,,,154.0
182,76,14,,,,,,154.0
183,77,10,,,,,,161.0
184,76,10,,,,,,162.0
185,77,10,,,,,,162.0
186,78,10,,,,,161.0,
187,78,10,,,,,162.0,
188,77,10,,,,,164.0,
189,78,10,,,,,163.0,
190,79,10,,,,,163.0,
191,79,10,,,,,162.0,
192,77,10,,,,,168.0,
193,77,10,,,,,168.0,
194,79,10,,,,,168.0,
195,80,10,,,,,165.0,
196,79,10,,,,,168.0,
197,81,10,,,,,168.0,
198,81,8,,,,,173.0,
199,81,8,,,,,174.0,
200,84,8,,,,,177.0,
201,86,8,,,,,176.0,
202,88,8,3,,,,178.0,
203,86,8,3,,,,181.0,
204,89,8,,4,,,179.0,
205,89,10,,4,,,177.0,
206,89,10,,4,,,177.0,
207,91,10,,4,,,177.0,
208,89,10,,4,,,185.0,
209,89,10,,4,,,185.0,
210,92,10,,4,,,186.0,
211,93,10,,4,,,186.0,
212,93,10,,4,,,184.0,
213,94,10,,4,,,182.0,
214,94,14,,4,,,178.0,
215,94,14,,4,,,179.0,
216,97,16,,4,,,175.0,
217,97,16,,4,,,175.0,
218,99,16,,4,,,175.0,
219,99,16,,4,,,175.0,
220,95,10,,4,,,190.0,
221,95,10,,4,,,190.0,
222,65,6,,4,,,224.0,
223,67,6,,4,,,222.0,
224,68,9,,4,,,220.0,
225,66,9,,4,,,222.0,
226,66,9,,4,,,222.0,
227,67,9,,4,,,221.0,
228,69,11,,4,,,222.0,
229,69,11,,4,,,222.0,
230,65,13,,4,,,228.0,
231,65,13,,4,,,229.0,
232,65,13,,4,,,229.0,
233,65,13,,4,,,229.0,
234,66,13,,4,,,230.0,
235,66,13,,4,,,231.0,
236,65,10,,4,,,238.0,
237,65,10,,4,,,238.0,
238,68,10,,4,,,237.0,
