day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,,3,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,
2,,,5,,,,,,,,,,,,
3,,,6,,,,,,,,,,,,
4,2,,7,,,,,,,,,,,,
5,2,,7,,,,,,,,,,,,
6,4,,9,,,,,,,,,,,,
7,6,,9,,,,,,,,,,,,
8,8,,9,,,,,,,,,,,,
9,8,,8,,,,,,,,,,,,
10,6,,,11,,,,,,,,,,,
11,7,,,11,,,,,,,,,,,
12,7,,,12,,,,,,,,,,,
13,7,,,12,,,,,,,,,,,
14,8,2,,12,,,,,,,,,,,
15,8,2,,12,,,,,,,,,,,
16,7,,,,18,,,,,,,,,,
17,7,,,,18,,,,,,,,,,
18,8,,,,17,,,,,,,,,,
19,10,,,,17,,,,,,,,,,
20,11,,,,18,,,,,,,,,,
21,15,,,,18,,,,,,,,,,
22,18,,,,18,,,,,,,,,,
23,18,,,,18,,,,,,,,,,
24,18,2,,,19,,,,,,,,,,
25,18,2,,,21,,,,,,,,,,
26,20,2,,,22,,,,,,,,,,
27,20,4,,,22,,,,,,,,,,
28,22,2,3,,23,,,,,,,,,,
29,23,2,3,,23,,,,,,,,,,
30,26,2,3,,23,,,,,,,,,,
31,28,2,3,,21,,,,,,,,,,
32,28,2,3,,25,,,,,,,,,,
33,28,2,3,,25,,,,,,,,,,
34,28,2,3,,25,,,,,,,,,,
35,24,2,3,,34,,,,,,,,,,
36,24,2,3,,35,,,,,,,,,,
37,24,2,3,,35,,,,,,,,,,
38,24,2,3,,36,,,,,,,,,,
39,24,2,3,,37,,,,,,,,,,
40,20,4,3,,43,,,,,,,,,,
41,20,4,3,,44,,,,,,,,,,
42,22,4,3,,45,,,,,,,,,,
43,22,4,3,,44,,,,,,,,,,
44,24,4,3,,44,,,,,,,,,,
45,24,4,3,,44,,,,,,,,,,
46,26,4,3,,44,,,,,,,,,,
47,25,6,3,,45,,,,,,,,,,
48,22,6,3,,51,,,,,,,,,,
49,2,,,,,83.0,,,,,,,,,
50,3,,,,,83.0,,,,,,,,,
51,3,,,,,83.0,,,,,,,,,
52,3,,,,,85.0,,,,,,,,,
53,4,,,,,85.0,,,,,,,,,
54,5,,,,,87.0,,,,,,,,,
55,5,,,,,87.0,,,,,,,,,
56,5,,,,,90.0,,,,,,,,,
57,6,,,,,90.0,,,,,,,,,
58,6,,,,,90.0,,,,,,,,,
59,6,,,,,90.0,,,,,,,,,
60,7,,,,,90.0,,,,,,,,,
61,7,,,,,90.0,,,,,,,,,
62,8,,,,,90.0,,,,,,,,,
63,9,,,,,92.0,,,,,,,,,
64,10,,,,,93.0,,,,,,,,,
65,11,,,,,94.0,,,,,,,,,
66,14,,,,,94.0,,,,,,,,,
67,13,2,,,,95.0,,,,,,,,,
68,13,4,,,,95.0,,,,,,,,,
69,15,4,,,,97.0,,,,,,,,,
70,13,2,3,,,,100.0,,,,,,,,
71,13,2,3,,,,101.0,,,,,,,,
72,14,2,3,,,,103.0,,,,,,,,
73,14,2,3,,,,103.0,,,,,,,,
74,14,2,3,,,,104.0,,,,,,,,
75,14,2,3,,,,107.0,,,,,,,,
76,16,2,3,,,,108.0,,,,,,,,
77,16,2,3,,,,108.0,,,,,,,,
78,30,5,7,,,,90.0,,,,,,,,
79,30,5,7,,,,90.0,,,,,,,,
80,30,5,7,,,,95.0,,,,,,,,
81,30,5,7,,,,95.0,,,,,,,,
82,30,5,7,,,,95.0,,,,,,,,
83,31,5,7,,,,95.0,,,,,,,,
84,31,5,7,,,,100.0,,,,,,,,
85,32,5,7,,,,100.0,,,,,,,,
86,33,5,7,,,,101.0,,,,,,,,
87,34,5,7,,,,101.0,,,,,,,,
88,36,5,7,,,,102.0,,,,,,,,
89,36,5,7,,,,103.0,,,,,,,,
90,38,5,7,,,,103.0,,,,,,,,
91,36,5,7,,,,106.0,,,,,,,,
92,36,5,7,,,,106.0,,,,,,,,
93,37,5,7,,,,107.0,,,,,,,,
94,37,5,7,,,,108.0,,,,,,,,
95,38,5,7,,,,108.0,,,,,,,,
96,35,3,7,,,,120.0,,,,,,,,
97,36,3,7,,,,120.0,,,,,,,,
98,37,3,7,,,,122.0,,,,,,,,
99,38,3,7,,,,123.0,,,,,,,,
100,39,3,7,,,,131.0,,,,,,,,
101,39,3,7,,,,131.0,,,,,,,,
102,39,3,7,,,,132.0,,,,,,,,
103,39,3,7,,,,131.0,,,,,,,,
104,39,3,7,,,,,134.0,,,,,,,
105,39,3,7,,,,,138.0,,,,,,,
106,40,5,7,,,,,138.0,,,,,,,
107,40,5,7,,,,,138.0,,,,,,,
108,41,5,7,,,,,138.0,,,,,,,
109,41,5,7,,,,,138.0,,,,,,,
110,45,7,8,,,,,140.0,,,,,,,
111,45,7,8,,,,,139.0,,,,,,,
112,45,4,3,,,,,148.0,,,,,,,
113,45,4,3,,,,,148.0,,,,,,,
114,45,4,3,,,,,151.0,,,,,,,
115,45,4,3,,,,,151.0,,,,,,,
116,45,4,3,,,,150.0,,,,,,,,
117,47,4,3,,,,151.0,,,,,,,,
118,48,4,3,,,,151.0,,,,,,,,
119,48,4,3,,,,151.0,,,,,,,,
120,46,4,,,,,161.0,,,,,,,,
121,46,4,,,,,161.0,,,,,,,,
122,46,4,,,,,161.0,,,,,,,,
123,46,4,,,,,162.0,,,,,,,,
124,46,4,,,,,165.0,,,,,,,,
125,47,4,,,,,165.0,,,,,,,,
126,49,4,,,,,167.0,,,,,,,,
127,50,4,,,,,167.0,,,,,,,,
128,48,4,,,,,,170.0,,,,,,,
129,49,4,,,,,,168.0,,,,,,,
130,52,4,,,,,,168.0,,,,,,,
131,52,4,,,,,,168.0,,,,,,,
132,53,4,,,,,,169.0,,,,,,,
133,54,4,,,,,,171.0,,,,,,,
134,53,4,,,,,,172.0,,,,,,,
135,53,4,,,,,,173.0,,,,,,,
136,54,4,,,,,,173.0,,,,,,,
137,54,4,,,,,,173.0,,,,,,,
138,54,4,,,,,,174.0,,,,,,,
139,54,4,,,,,,174.0,,,,,,,
140,56,4,,,,,,,177.0,,,,,,
141,56,4,,,,,,,177.0,,,,,,
142,56,4,,,,,,,178.0,,,,,,
143,56,4,,,,,,,178.0,,,,,,
144,57,4,,,,,,,179.0,,,,,,
145,57,4,,,,,,,179.0,,,,,,
146,58,4,,,,,,,179.0,,,,,,
147,59,4,,,,,,,180.0,,,,,,
148,56,4,,,,,,,188.0,,,,,,
149,56,4,,,,,,,188.0,,,,,,
150,56,4,,,,,,,188.0,,,,,,
151,57,4,,,,,,,188.0,,,,,,
152,57,4,,,,,,,190.0,,,,,,
153,60,4,,,,,,,191.0,,,,,,
154,60,4,,,,,,,194.0,,,,,,
155,60,4,,,,,,,195.0,,,,,,
156,59,4,,,,,,,198.0,,,,,,
157,59,4,,,,,,,199.0,,,,,,
158,59,4,,,,,,,199.0,,,,,,
159,58,4,,,,,,,201.0,,,,,,
160,60,4,,,,,,,203.0,,,,,,
161,60,4,,,,,,,203.0,,,,,,
