,day_counter,0,1,2,3,4
2010-01-01,0,19,,,,
2010-01-02,1,21,,,,
2010-01-03,2,21,,,,
2010-01-04,3,22,,,,
2010-01-05,4,22,,,,
2010-01-06,5,23,,,,
2010-01-07,6,24,,,,
2010-01-08,7,25,,,,
2010-01-09,8,25,,,,
2010-01-10,9,25,,,,
2010-01-11,10,26,,,,
2010-01-12,11,26,,,,
2010-01-13,12,26,,,,
2010-01-14,13,27,,,,
2010-01-15,14,27,,,,
2010-01-16,15,27,,,,
2010-01-17,16,27,,,,
2010-01-18,17,26,,,,
2010-01-19,18,25,,,,
2010-01-20,19,24,,,,
2010-01-21,20,24,,,,
2010-01-22,21,24,,,,
2010-01-23,22,24,,,,
2010-01-24,23,24,,,,
2010-01-25,24,22,2,,,
2010-01-26,25,22,2,,,
2010-01-27,26,22,2,,,
2010-01-28,27,22,2,,,
2010-01-29,28,21,2,,,
2010-01-30,29,21,2,,,
2010-01-31,30,21,2,,,
2010-02-01,31,23,2,,,
2010-02-02,32,23,2,,,
2010-02-03,33,23,2,,,
2010-02-04,34,23,2,,,
2010-02-05,35,23,2,,,
2010-02-06,36,23,2,,,
2010-02-07,37,23,2,,,
2010-02-08,38,23,2,,,
2010-02-09,39,23,2,,,
2010-02-10,40,22,4,,,
2010-02-11,41,22,2,,,
2010-02-12,42,22,2,,,
2010-02-13,43,22,2,,,
2010-02-14,44,22,2,,,
2010-02-15,45,20,2,,,
2010-02-16,46,22,2,,,
2010-02-17,47,22,2,,,
2010-02-18,48,21,2,,,
2010-02-19,49,20,2,,,
2010-02-20,50,20,2,,,
2010-02-21,51,20,2,,,
2010-02-22,52,19,2,,,
2010-02-23,53,21,2,,,
2010-02-24,54,21,2,,,
2010-02-25,55,21,2,,,
2010-02-26,56,21,2,,,
2010-02-27,57,21,2,,,
2010-02-28,58,21,2,,,
2010-03-01,59,21,2,,,
2010-03-02,60,21,2,,,
2010-03-03,61,21,2,,,
2010-03-04,62,21,2,,,
2010-03-05,63,21,2,,,
2010-03-06,64,21,2,,,
2010-03-07,65,20,2,,,
2010-03-08,66,20,4,,,
2010-03-09,67,18,4,,,
2010-03-10,68,21,4,,,
2010-03-11,69,21,4,,,
2010-03-12,70,20,4,,,
2010-03-13,71,20,4,,,
2010-03-14,72,20,4,,,
2010-03-15,73,20,4,,,
2010-03-16,74,19,4,,,
2010-03-17,75,22,2,,,
2010-03-18,76,22,2,,,
2010-03-19,77,21,2,,,
2010-03-20,78,21,2,,,
2010-03-21,79,21,2,,,
2010-03-22,80,21,2,,,
2010-03-23,81,21,2,,,
2010-03-24,82,20,2,,,
2010-03-25,83,21,2,,,
2010-03-26,84,20,2,,,
2010-03-27,85,18,2,,,
2010-03-28,86,19,2,,,
2010-03-29,87,20,2,,,
2010-03-30,88,20,2,,,
2010-03-31,89,20,2,,,
2010-04-01,,,,,,
2010-04-02,,,,,,
2010-04-03,2,1,,,,
2010-04-04,3,1,,,,
2010-04-05,4,2,,,,
2010-04-06,5,4,,,,
2010-04-07,6,3,,,,
2010-04-08,7,3,,,,
2010-04-09,8,4,,,,
2010-04-10,9,5,,,,
2010-04-11,10,5,,,,
2010-04-12,11,6,,,,
2010-04-13,12,6,,,,
2010-04-14,13,7,,,,
2010-04-15,14,7,,,,
2010-04-16,15,8,,,,
2010-04-17,16,8,,,,
2010-04-18,17,8,,,,
2010-04-19,18,7,,,,
2010-04-20,19,6,,,,
2010-04-21,20,6,,,,
2010-04-22,21,4,,,,
2010-04-23,22,4,,,,
2010-04-24,23,4,,,,
2010-04-25,24,4,,,,
2010-04-26,25,4,,,,
2010-04-27,26,5,,,,
2010-04-28,27,3,,,,
2010-04-29,28,3,,,,
2010-04-30,29,3,,,,
2010-05-01,30,3,,,,
2010-05-02,31,3,,,,
2010-05-03,32,3,,,,
2010-05-04,33,1,,,,
2010-05-05,34,1,,,,
2010-05-06,35,2,,,,
2010-05-07,36,3,,,,
2010-05-08,37,3,,,,
2010-05-09,38,3,,,,
2010-05-10,39,3,,,,
2010-05-11,40,3,,,,
2010-05-12,41,4,,,,
2010-05-13,42,4,,,,
2010-05-14,43,5,,,,
2010-05-15,44,5,,,,
2010-05-16,45,5,,,,
2010-05-17,46,4,2,,,
2010-05-18,47,4,2,,,
2010-05-19,48,4,2,,,
2010-05-20,49,4,2,,,
2010-05-21,50,4,2,,,
2010-05-22,51,4,2,,,
