day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,,3,,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,,
2,,2,3,,,,,,,,,,,,,
3,,2,4,,,,,,,,,,,,,
4,1,4,4,,,,,,,,,,,,,
5,1,4,4,,,,,,,,,,,,,
6,2,5,5,,,,,,,,,,,,,
7,4,5,4,,,,,,,,,,,,,
8,6,5,4,,,,,,,,,,,,,
9,6,7,,,,,,,,,,,,,,
10,6,8,,,,,,,,,,,,,,
11,6,7,,,,,,,,,,,,,,
12,6,8,,,,,,,,,,,,,,
13,5,8,,,,,,,,,,,,,,
14,6,9,,,,,,,,,,,,,,
15,6,9,,,,,,,,,,,,,,
16,5,,11,,,,,,,,,,,,,
17,4,,11,,,,,,,,,,,,,
18,5,,11,,,,,,,,,,,,,
19,6,,11,,,,,,,,,,,,,
20,5,,13,,,,,,,,,,,,,
21,9,,13,,,,,,,,,,,,,
22,12,,13,,,,,,,,,,,,,
23,12,,13,,,,,,,,,,,,,
24,15,,12,,,,,,,,,,,,,
25,15,,14,,,,,,,,,,,,,
26,17,,15,,,,,,,,,,,,,
27,16,2,15,,,,,,,,,,,,,
28,18,2,16,,,,,,,,,,,,,
29,19,2,16,,,,,,,,,,,,,
30,21,2,16,,,,,,,,,,,,,
31,20,6,13,,,,,,,,,,,,,
32,19,6,17,,,,,,,,,,,,,
33,18,6,17,,,,,,,,,,,,,
34,18,6,17,,,,,,,,,,,,,
35,14,6,3,22,,,,,,,,,,,,
36,14,6,3,23,,,,,,,,,,,,
37,13,6,3,23,,,,,,,,,,,,
38,13,6,3,24,,,,,,,,,,,,
39,13,6,3,25,,,,,,,,,,,,
40,11,6,3,,30,,,,,,,,,,,
41,11,6,3,,31,,,,,,,,,,,
42,14,4,3,,,32.0,,,,,,,,,,
43,14,4,3,,,32.0,,,,,,,,,,
44,15,4,3,,,32.0,,,,,,,,,,
45,15,4,3,,,32.0,,,,,,,,,,
46,17,4,3,,,32.0,,,,,,,,,,
47,17,4,3,,,34.0,,,,,,,,,,
48,16,4,,,,,41.0,,,,,,,,,
49,,,,,,,,64.0,,,,,,,,
50,1,,,,,,,64.0,,,,,,,,
51,1,,,,,,,63.0,,,,,,,,
52,1,,,,,,,65.0,,,,,,,,
53,2,,,,,,,63.0,,,,,,,,
54,3,,,,,,,65.0,,,,,,,,
55,3,,,,,,,65.0,,,,,,,,
56,3,,,,,,,68.0,,,,,,,,
57,4,,,,,,,68.0,,,,,,,,
58,4,,,,,,,68.0,,,,,,,,
59,4,,,,,,,68.0,,,,,,,,
60,5,,,,,,,68.0,,,,,,,,
61,5,,,,,,,68.0,,,,,,,,
62,6,,,,,,,68.0,,,,,,,,
63,7,,,,,,,71.0,,,,,,,,
64,8,,,,,,,72.0,,,,,,,,
65,9,,,,,,,73.0,,,,,,,,
66,12,,,,,,,73.0,,,,,,,,
67,11,2,,,,,,74.0,,,,,,,,
68,12,2,,,,,,75.0,,,,,,,,
69,14,2,,,,,,77.0,,,,,,,,
70,11,,,,,,,84.0,,,,,,,,
71,23,2,,,,,70.0,,,,,,,,,
72,21,2,,,,,75.0,,,,,,,,,
73,21,2,,,,,75.0,,,,,,,,,
74,21,2,,,,,76.0,,,,,,,,,
75,21,,,,,,81.0,,,,,,,,,
76,23,,,,,,81.0,,,,,,,,,
77,23,,,,,,81.0,,,,,,,,,
78,19,,,,,,89.0,,,,,,,,,
79,19,,,,,,89.0,,,,,,,,,
80,18,,,,,,94.0,,,,,,,,,
81,18,,,,,,94.0,,,,,,,,,
82,18,,,,,,94.0,,,,,,,,,
83,19,,,,,,94.0,,,,,,,,,
84,20,,,,,,98.0,,,,,,,,,
85,20,,,,,,98.0,,,,,,,,,
86,21,,,,,,99.0,,,,,,,,,
87,21,,,,,,99.0,,,,,,,,,
88,23,,,,,,100.0,,,,,,,,,
89,23,,,,,,101.0,,,,,,,,,
90,25,,,,,,102.0,,,,,,,,,
91,25,,,,,,103.0,,,,,,,,,
92,25,,,,,,103.0,,,,,,,,,
93,26,,,,,,104.0,,,,,,,,,
94,25,,,,,,106.0,,,,,,,,,
95,26,,,,,,106.0,,,,,,,,,
96,24,,,,,,115.0,,,,,,,,,
97,25,,,,,,115.0,,,,,,,,,
98,26,,,,,,116.0,,,,,,,,,
99,27,,,,,,117.0,,,,,,,,,
100,27,,,,,,126.0,,,,,,,,,
101,30,,,,,,122.0,,,,,,,,,
102,30,,,,,,123.0,,,,,,,,,
103,30,,,,,,123.0,,,,,,,,,
104,30,,,,,,,126.0,,,,,,,,
105,31,,,,,,,129.0,,,,,,,,
106,33,,,,,,,130.0,,,,,,,,
107,33,,,,,,,130.0,,,,,,,,
108,34,,,,,,,130.0,,,,,,,,
109,34,,,,,,,130.0,,,,,,,,
110,38,2,,,,,,132.0,,,,,,,,
111,38,2,,,,,,132.0,,,,,,,,
112,38,2,,,,,,133.0,,,,,,,,
113,38,2,,,,,,133.0,,,,,,,,
114,38,2,,,,,,134.0,,,,,,,,
115,38,2,,,,,,134.0,,,,,,,,
116,37,2,,,,,,134.0,,,,,,,,
117,38,2,,,,,,135.0,,,,,,,,
118,38,2,,,,,,135.0,,,,,,,,
119,38,2,,,,,,135.0,,,,,,,,
120,34,2,,,,,,144.0,,,,,,,,
121,34,2,,,,,,144.0,,,,,,,,
122,34,2,,,,,,144.0,,,,,,,,
123,34,2,,,,,,145.0,,,,,,,,
124,34,,,,,,,150.0,,,,,,,,
125,35,,,,,,,150.0,,,,,,,,
126,37,,,,,,,152.0,,,,,,,,
127,38,,,,,,,151.0,,,,,,,,
128,36,,,,,,,154.0,,,,,,,,
129,36,,,,,,,154.0,,,,,,,,
130,39,,,,,,,154.0,,,,,,,,
131,41,,,,,,,150.0,,,,,,,,
132,41,,,,,,,152.0,,,,,,,,
133,42,,,,,,,154.0,,,,,,,,
134,42,,,,,,,155.0,,,,,,,,
135,42,,,,,,,156.0,,,,,,,,
136,43,,,,,,,155.0,,,,,,,,
137,43,,,,,,,155.0,,,,,,,,
138,43,,,,,,,156.0,,,,,,,,
139,43,,,,,,,156.0,,,,,,,,
140,45,,,,,,,159.0,,,,,,,,
141,45,,,,,,,158.0,,,,,,,,
142,45,,,,,,,159.0,,,,,,,,
143,45,,,,,,,159.0,,,,,,,,
144,42,,,,,,,163.0,,,,,,,,
145,42,,,,,,,163.0,,,,,,,,
146,43,,,,,,,164.0,,,,,,,,
147,43,,,,,,,165.0,,,,,,,,
148,43,,,,,,,170.0,,,,,,,,
149,43,,,,,,,170.0,,,,,,,,
150,44,,,,,,,168.0,,,,,,,,
151,45,,,,,,,168.0,,,,,,,,
152,44,,,,,,,171.0,,,,,,,,
153,47,,,,,,,172.0,,,,,,,,
154,48,,,,,,,174.0,,,,,,,,
155,48,,,,,,,175.0,,,,,,,,
156,48,,,,,,,177.0,,,,,,,,
157,48,,,,,,,178.0,,,,,,,,
158,48,,,,,,,178.0,,,,,,,,
159,47,,,,,,,179.0,,,,,,,,
