date,bug_id,degree,depth,severity,votes,comment_count
6,7,0,0,2,0,2
7,5,1,1,3,2,2
9,12,0,0,3,0,6
11,14,0,0,3,0,2
13,10,0,0,3,0,4
14,13,0,0,3,0,27
16,16,0,0,3,0,2
17,9,0,0,3,0,3
19,24,0,0,4,0,2
20,22,0,0,4,0,2
24,30,3,1,3,0,7
27,36,0,0,3,0,2
28,40,2,2,3,0,2
30,35,0,0,3,0,2
31,25,1,2,3,2,12
32,19,1,1,3,1,7
33,26,0,0,3,0,2
35,58,0,0,3,0,8
37,33,0,0,3,0,4
40,62,0,0,3,0,4
42,56,1,1,5,0,14
44,55,0,0,3,0,1
51,50,1,2,3,0,9
53,66,3,2,3,6,4
71,88,11,5,3,4,79
76,121,1,2,5,0,10
80,65,0,0,3,0,13
85,32,0,0,3,0,5
87,42,0,0,3,0,3
98,74,0,0,3,2,9
101,137,11,4,3,1,54
110,168,0,0,3,0,34
114,160,0,0,3,0,12
116,193,0,0,3,0,2
117,152,0,0,4,0,7
118,203,0,0,4,0,5
127,207,0,0,3,0,5
131,122,0,0,3,0,13
136,192,3,1,4,0,12
141,169,13,3,3,5,16
144,164,0,0,5,0,7
147,165,0,0,3,0,9
150,170,0,0,3,0,54
159,245,0,0,3,0,10
162,257,2,6,4,2,5
174,178,0,0,4,4,5
181,256,2,1,3,0,2
182,262,3,5,3,3,17
183,187,0,0,5,0,5
187,190,0,0,3,0,28
189,259,2,6,3,0,8
193,306,3,4,3,0,6
197,330,0,0,3,0,27
200,148,5,2,3,0,27
202,231,3,1,5,0,17
204,266,0,0,3,0,12
210,296,2,5,3,0,13
211,263,0,0,3,0,6
212,265,1,2,4,0,2
213,230,0,0,3,0,4
221,297,1,1,3,0,78
224,217,1,1,3,0,5
232,364,0,0,4,0,2
234,226,0,0,3,1,2
240,398,15,5,2,5,25
242,227,0,0,5,0,3
246,368,0,0,3,0,2
248,281,0,0,5,0,3
249,260,3,1,3,0,33
250,264,0,0,3,0,2
252,395,1,1,3,1,6
253,424,3,2,3,0,58
254,422,0,0,4,0,7
259,251,4,3,3,0,24
261,380,7,4,3,0,38
269,450,4,1,3,1,71
273,318,2,6,3,0,2
274,421,3,1,3,1,92
279,322,0,0,5,0,10
283,457,4,3,3,3,74
286,224,0,0,3,0,28
293,379,1,1,3,0,12
295,118,0,0,4,0,5
297,351,1,1,3,0,2
298,186,4,3,3,0,16
299,249,2,1,5,0,3
303,252,0,0,3,0,6
305,394,1,1,3,0,17
307,418,1,1,5,0,4
316,218,2,1,3,0,9
318,458,4,2,3,0,33
319,510,4,4,3,0,8
320,308,0,0,3,0,2
322,455,1,2,5,0,3
325,523,3,3,3,0,26
331,546,0,0,4,0,3
332,551,1,1,2,0,2
334,173,0,0,3,0,2
335,327,2,1,3,0,21
338,388,1,4,3,0,2
340,283,0,0,3,0,2
350,284,0,0,3,1,3
352,569,0,0,3,0,3
355,384,1,1,3,0,3
359,180,6,2,3,4,18
361,585,0,0,4,0,4
363,529,3,2,3,0,10
366,454,2,5,3,0,13
371,441,1,4,3,1,6
377,512,0,0,5,1,11
386,82,0,0,3,0,10
388,528,0,0,4,0,11
389,530,0,0,3,0,8
390,387,0,0,4,0,2
393,343,0,0,4,0,28
395,423,0,0,4,0,4
397,95,0,0,4,0,6
400,416,2,5,3,0,68
404,425,0,0,3,0,4
415,560,2,1,3,0,2
419,138,0,0,3,0,64
420,302,0,0,3,0,1
428,520,4,3,5,0,24
431,484,2,4,3,1,7
433,641,4,2,3,2,8
441,279,2,5,3,0,5
442,278,0,0,3,2,7
447,289,1,1,3,0,6
458,621,1,1,3,4,1
462,277,0,0,3,0,1
466,419,3,6,3,1,5
467,240,2,2,3,4,16
469,652,0,0,3,0,14
473,626,8,2,3,0,27
475,101,0,0,3,0,2
477,568,1,1,3,0,3
488,446,2,3,3,0,19
494,635,0,0,4,0,7
495,713,7,2,3,1,87
502,371,1,2,4,0,4
503,687,6,2,3,0,57
504,610,0,0,3,0,3
506,661,1,3,3,0,2
509,636,0,0,4,1,2
511,154,0,0,3,0,15
517,248,3,1,3,0,17
523,716,3,1,3,2,5
526,367,1,4,3,0,27
531,658,1,2,3,0,3
534,724,3,1,3,0,1
539,738,2,2,3,0,41
541,505,0,0,5,0,3
547,527,0,0,3,0,2
548,434,4,3,3,11,2
550,390,1,4,3,0,2
554,647,2,1,3,0,6
556,650,1,1,3,0,6
562,417,5,2,3,53,1
564,466,1,5,5,1,3
566,669,0,0,3,0,8
569,760,1,2,3,0,9
571,221,1,1,3,0,5
573,377,0,0,3,0,13
578,743,3,1,3,2,23
586,793,5,3,3,0,3
588,566,0,0,3,0,2
589,597,14,4,3,4,139
593,712,3,3,3,0,4
594,614,1,1,3,0,2
595,746,0,0,3,62,106
