date,bug_id,degree,depth,severity,votes,comment_count
9,0,2,2,3,0,5
16,15,0,0,3,0,3
27,8,1,1,1,0,8
33,38,0,0,5,0,9
50,39,1,1,4,1,3
66,88,61,3,3,4,79
68,100,0,0,3,0,10
84,56,1,1,5,0,14
104,84,9,3,3,1,24
109,190,0,0,3,0,28
113,60,0,0,3,0,5
127,148,5,3,3,0,27
148,171,4,1,3,0,54
157,223,0,0,5,0,66
185,260,2,1,3,0,33
194,192,0,0,4,0,12
228,340,0,0,3,1,40
230,377,0,0,3,0,13
239,239,2,3,3,0,6
260,398,19,3,2,5,25
271,334,2,2,3,0,25
279,108,0,0,3,0,13
289,257,2,3,4,2,5
301,358,0,0,3,0,2
337,236,5,3,3,26,15
354,416,2,1,3,0,68
376,397,2,2,3,3,118
389,137,11,4,3,1,54
408,621,1,3,3,4,1
437,560,1,4,3,0,2
466,656,1,2,3,1,1
479,226,0,0,3,1,2
494,622,0,0,3,0,2
505,491,0,0,3,0,3
523,715,5,2,3,0,94
530,589,0,0,4,0,17
555,297,3,2,3,0,78
565,623,2,3,3,0,51
581,785,3,3,3,6,10
596,582,0,0,3,0,2
636,694,6,3,3,2,10
648,684,0,0,3,8,12
676,503,0,0,3,0,2
694,682,1,1,3,2,26
732,620,1,3,3,1,5
749,803,5,5,3,0,10
751,817,0,0,3,0,8
758,830,1,1,5,0,13
790,713,9,6,3,1,87
803,624,0,0,3,0,4
810,980,3,2,3,0,7
819,690,0,0,3,0,4
824,1020,3,3,3,0,2
826,601,0,0,4,0,4
845,567,11,5,3,3,66
864,520,2,3,5,0,24
876,1000,6,4,4,0,95
890,632,0,0,3,0,12
893,494,3,1,5,0,7
926,587,7,2,3,1,17
936,1047,3,3,3,0,7
938,976,0,0,3,0,2
948,788,3,2,3,0,2
950,464,0,0,3,0,5
978,597,4,3,3,4,139
980,934,1,2,3,0,3
992,1138,3,2,3,0,13
1002,839,1,6,3,0,14
1016,923,0,0,3,0,6
1040,1191,3,2,3,16,12
1059,1044,0,0,3,0,44
1068,1163,1,1,3,0,11
1073,766,0,0,3,0,69
1096,1091,5,6,3,0,59
1105,394,0,0,3,0,17
1109,683,1,3,3,0,3
1111,477,0,0,5,0,6
1127,170,8,2,3,0,54
1151,1145,9,10,3,0,15
