day_counter,0,1,2,3,4,5,6,7,8,9,10,12,13,14,15,16,17,18,19
0,,,3,,,,,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,,,,,
2,,,5,,,,,,,,,,,,,,,,
3,,,6,,,,,,,,,,,,,,,,
4,1,2,6,,,,,,,,,,,,,,,,
5,1,2,6,,,,,,,,,,,,,,,,
6,3,3,7,,,,,,,,,,,,,,,,
7,5,3,7,,,,,,,,,,,,,,,,
8,7,3,7,,,,,,,,,,,,,,,,
9,7,3,6,,,,,,,,,,,,,,,,
10,5,,,12,,,,,,,,,,,,,,,
11,6,,,12,,,,,,,,,,,,,,,
12,6,,,13,,,,,,,,,,,,,,,
13,6,,,13,,,,,,,,,,,,,,,
14,7,2,,13,,,,,,,,,,,,,,,
15,7,2,,13,,,,,,,,,,,,,,,
16,6,,,18,,,,,,,,,,,,,,,
17,6,,,18,,,,,,,,,,,,,,,
18,7,,,18,,,,,,,,,,,,,,,
19,9,,,18,,,,,,,,,,,,,,,
20,10,,,,19,,,,,,,,,,,,,,
21,14,,,,19,,,,,,,,,,,,,,
22,17,,,,19,,,,,,,,,,,,,,
23,17,,,,19,,,,,,,,,,,,,,
24,17,2,,,,20.0,,,,,,,,,,,,,
25,18,2,,,,,21.0,,,,,,,,,,,,
26,20,2,,,,,22.0,,,,,,,,,,,,
27,20,4,,,,,21.0,,,,,,,,,,,,
28,21,6,,,,,22.0,,,,,,,,,,,,
29,22,6,,,,,22.0,,,,,,,,,,,,
30,25,6,,,,,22.0,,,,,,,,,,,,
31,24,8,,,,,22.0,,,,,,,,,,,,
32,23,8,,,,,27.0,,,,,,,,,,,,
33,22,8,,,,,27.0,,,,,,,,,,,,
34,22,8,,,,,27.0,,,,,,,,,,,,
35,20,6,,,,,,36.0,,,,,,,,,,,
36,20,6,,,,,,37.0,,,,,,,,,,,
37,20,6,,,,,,37.0,,,,,,,,,,,
38,20,6,,,,,,38.0,,,,,,,,,,,
39,20,6,,,,,,39.0,,,,,,,,,,,
40,18,8,,,,,,43.0,,,,,,,,,,,
41,18,8,,,,,,44.0,,,,,,,,,,,
42,20,8,,,,,,45.0,,,,,,,,,,,
43,20,8,,,,,,45.0,,,,,,,,,,,
44,22,8,,,,,,45.0,,,,,,,,,,,
45,22,8,,,,,,45.0,,,,,,,,,,,
46,24,8,,,,,,45.0,,,,,,,,,,,
47,23,10,,,,,,46.0,,,,,,,,,,,
48,21,8,,,,,,,53.0,,,,,,,,,,
49,1,,,,,,,,,84.0,,,,,,,,,
50,2,,,,,,,,,83.0,,,,,,,,,
51,2,,,,,,,,,83.0,,,,,,,,,
52,2,,,,,,,,,85.0,,,,,,,,,
53,3,,,,,,,,,85.0,,,,,,,,,
54,4,,,,,,,,,87.0,,,,,,,,,
55,4,,,,,,,,,87.0,,,,,,,,,
56,3,,,,,,,,,91.0,,,,,,,,,
57,4,,,,,,,,,91.0,,,,,,,,,
58,4,,,,,,,,,91.0,,,,,,,,,
59,4,,,,,,,,,91.0,,,,,,,,,
60,5,,,,,,,,,91.0,,,,,,,,,
61,5,,,,,,,,,91.0,,,,,,,,,
62,6,,,,,,,,,91.0,,,,,,,,,
63,8,,,,,,,,,93.0,,,,,,,,,
64,9,,,,,,,,,94.0,,,,,,,,,
65,10,,,,,,,,,95.0,,,,,,,,,
66,31,8,,,,,,,68.0,,,,,,,,,,
67,30,10,,,,,,,69.0,,,,,,,,,,
68,30,10,,,,,,,70.0,,,,,,,,,,
69,32,10,,,,,,,72.0,,,,,,,,,,
70,29,10,,,,,,,,77.0,,,,,,,,,
71,29,10,,,,,,,,78.0,,,,,,,,,
72,30,10,,,,,,,,80.0,,,,,,,,,
73,30,10,,,,,,,,80.0,,,,,,,,,
74,30,10,,,,,,,,81.0,,,,,,,,,
75,30,10,,,,,,,,,84.0,,,,,,,,
76,32,10,,,,,,,,,85.0,,,,,,,,
77,32,10,,,,,,,,,85.0,,,,,,,,
78,27,10,,,,,,,,,94.0,,,,,,,,
79,27,10,,,,,,,,,94.0,,,,,,,,
80,27,10,,,,,,,,,99.0,,,,,,,,
81,27,10,,,,,,,,,99.0,,,,,,,,
82,27,10,,,,,,,,,99.0,,,,,,,,
83,28,10,,,,,,,,,99.0,,,,,,,,
84,28,4,,,,,,,,,,109.0,,,,,,,
85,29,4,,,,,,,,,,109.0,,,,,,,
86,30,4,,,,,,,,,,110.0,,,,,,,
87,31,4,,,,,,,,,,110.0,,,,,,,
88,33,4,,,,,,,,,,111.0,,,,,,,
89,33,4,,,,,,,,,,112.0,,,,,,,
90,34,4,,,,,,,,,,114.0,,,,,,,
91,34,4,,,,,,,,,,115.0,,,,,,,
92,34,4,,,,,,,,,,115.0,,,,,,,
93,35,4,,,,,,,,,,116.0,,,,,,,
94,35,4,,,,,,,,,,117.0,,,,,,,
95,36,4,,,,,,,,,,117.0,,,,,,,
96,31,4,,,,,,,,,,129.0,,,,,,,
97,32,4,,,,,,,,,,129.0,,,,,,,
98,33,4,,,,,,,,,,131.0,,,,,,,
99,34,4,,,,,,,,,,132.0,,,,,,,
100,35,4,,,,,,,,,,140.0,,,,,,,
101,35,4,,,,,,,,,,140.0,,,,,,,
102,35,4,,,,,,,,,,141.0,,,,,,,
103,35,4,,,,,,,,,,141.0,,,,,,,
104,34,4,,,,,,,,,,144.0,,,,,,,
105,34,4,,,,,,,,,,148.0,,,,,,,
106,35,6,,,,,,,,,,148.0,,,,,,,
107,35,6,,,,,,,,,,148.0,,,,,,,
108,36,6,,,,,,,,,,148.0,,,,,,,
109,36,8,,,,,,,,,,145.0,,,,,,,
110,41,9,,,,,,,,,,148.0,,,,,,,
111,41,9,,,,,,,,,,148.0,,,,,,,
112,40,6,,,,,,,,,,153.0,,,,,,,
113,40,6,,,,,,,,,,152.0,,,,,,,
114,40,6,,,,,,,,,,155.0,,,,,,,
115,40,6,,,,,,,,,,155.0,,,,,,,
116,40,6,,,,,,,,,,155.0,,,,,,,
117,42,6,,,,,,,,,,156.0,,,,,,,
118,43,6,,,,,,,,,,156.0,,,,,,,
119,43,6,,,,,,,,,,156.0,,,,,,,
120,41,6,,,,,,,,,,163.0,,,,,,,
121,41,6,,,,,,,,,,163.0,,,,,,,
122,41,6,,,,,,,,,,163.0,,,,,,,
123,41,6,,,,,,,,,,164.0,,,,,,,
124,39,6,,,,,,,,,,169.0,,,,,,,
125,40,6,,,,,,,,,,169.0,,,,,,,
126,42,6,,,,,,,,,,171.0,,,,,,,
127,43,6,,,,,,,,,,170.0,,,,,,,
128,40,6,,,,,,,,,,174.0,,,,,,,
129,40,6,,,,,,,,,,174.0,,,,,,,
130,43,6,,,,,,,,,,174.0,,,,,,,
131,43,6,,,,,,,,,,174.0,,,,,,,
132,43,6,,,,,,,,,,176.0,,,,,,,
133,44,6,,,,,,,,,,178.0,,,,,,,
134,44,6,,,,,,,,,,179.0,,,,,,,
135,44,6,,,,,,,,,,180.0,,,,,,,
136,45,6,,,,,,,,,,180.0,,,,,,,
137,45,6,,,,,,,,,,180.0,,,,,,,
138,45,6,,,,,,,,,,181.0,,,,,,,
139,45,6,,,,,,,,,,181.0,,,,,,,
140,48,4,,,,,,,,,,185.0,,,,,,,
141,48,4,,,,,,,,,,185.0,,,,,,,
142,48,4,,,,,,,,,,186.0,,,,,,,
143,48,4,,,,,,,,,,186.0,,,,,,,
144,49,4,,,,,,,,,,187.0,,,,,,,
145,49,4,,,,,,,,,,187.0,,,,,,,
146,50,4,,,,,,,,,,188.0,,,,,,,
147,51,4,,,,,,,,,,189.0,,,,,,,
148,50,4,,,,,,,,,,194.0,,,,,,,
149,50,4,,,,,,,,,,194.0,,,,,,,
150,50,4,,,,,,,,,,194.0,,,,,,,
151,51,4,,,,,,,,,,194.0,,,,,,,
152,51,4,,,,,,,,,,196.0,,,,,,,
153,54,4,,,,,,,,,,197.0,,,,,,,
154,54,7,,,,,,,,,,197.0,,,,,,,
155,54,2,,,,,,,,,,203.0,,,,,,,
156,54,2,,,,,,,,,,205.0,,,,,,,
157,54,2,,,,,,,,,,205.0,,,,,,,
158,54,2,,,,,,,,,,205.0,,,,,,,
159,52,2,,,,,,,,,,208.0,,,,,,,
160,54,2,,,,,,,,,,210.0,,,,,,,
161,54,2,,,,,,,,,,210.0,,,,,,,
162,54,2,,,,,,,,,,210.0,,,,,,,
163,55,2,,,,,,,,,,210.0,,,,,,,
164,56,2,,,,,,,,,,210.0,,,,,,,
165,59,2,,,,,,,,,,210.0,,,,,,,
166,59,2,,,,,,,,,,213.0,,,,,,,
167,59,2,,,,,,,,,,213.0,,,,,,,
168,59,2,,,,,,,,,,215.0,,,,,,,
169,60,2,,,,,,,,,,215.0,,,,,,,
170,61,2,,,,,,,,,,215.0,,,,,,,
171,59,2,,,,,,,,,,218.0,,,,,,,
172,57,2,,,,,,,,,,225.0,,,,,,,
173,57,2,,,,,,,,,,225.0,,,,,,,
174,58,2,,,,,,,,,,226.0,,,,,,,
175,59,2,,,,,,,,,,227.0,,,,,,,
176,60,2,,,,,,,,,,231.0,,,,,,,
177,60,2,,,,,,,,,,232.0,,,,,,,
178,63,2,,,,,,,,,,233.0,,,,,,,
179,64,2,,,,,,,,,,233.0,,,,,,,
180,64,2,,,,,,,,,,242.0,,,,,,,
181,68,2,,,,,,,,,,242.0,,,,,,,
182,68,2,,,,,,,,,,242.0,,,,,,,
