date,bug_id,degree,depth,severity,votes,comment_count
7,5,1,1,3,2,2
9,12,0,0,3,0,6
10,11,1,1,4,0,9
11,14,0,0,3,0,2
12,16,0,0,3,0,2
13,8,0,0,1,0,8
14,13,0,0,3,0,27
19,21,0,0,5,1,6
20,1,1,1,3,0,9
23,17,1,1,3,1,54
25,28,0,0,3,0,10
27,37,0,0,3,0,2
28,18,0,0,3,0,3
29,34,0,0,3,0,3
30,36,0,0,3,0,2
31,23,0,0,3,0,7
35,25,5,1,3,2,12
36,56,0,0,5,0,14
37,61,0,0,3,1,21
39,31,0,0,3,0,2
40,51,0,0,4,0,3
41,46,0,0,3,0,2
42,68,1,1,5,0,2
43,64,0,0,3,0,8
44,55,0,0,3,0,1
45,35,0,0,3,0,2
48,49,0,0,3,0,2
49,48,0,0,4,0,4
53,62,1,1,3,0,4
70,88,11,4,3,4,79
80,84,9,2,3,1,24
83,63,5,2,3,0,59
85,69,0,0,3,0,5
86,77,0,0,5,0,2
88,92,0,0,4,1,5
89,86,1,3,4,0,3
91,24,0,0,4,0,2
93,154,0,0,3,0,15
94,104,0,0,4,2,12
95,143,0,0,3,0,9
99,125,2,2,3,0,23
101,94,0,0,3,1,4
107,166,0,0,3,0,6
108,153,1,1,5,0,6
118,140,6,4,3,0,110
120,126,1,2,2,0,2
121,169,7,4,3,5,16
123,185,4,5,3,0,11
127,147,3,2,4,0,94
128,184,0,0,3,1,3
129,209,0,0,5,0,6
131,220,0,0,3,0,8
137,192,2,2,4,0,12
138,171,11,5,3,0,54
142,137,9,2,3,1,54
145,218,6,4,3,0,9
148,190,1,1,3,0,28
154,219,0,0,3,0,3
160,224,4,2,3,0,28
163,186,3,1,3,0,16
164,30,2,2,3,0,7
166,89,0,0,3,0,3
168,265,1,1,4,0,2
169,181,1,1,3,1,41
172,260,2,2,3,0,33
173,138,4,4,3,0,64
180,296,2,1,3,0,13
181,97,2,2,3,0,7
183,277,0,0,3,0,1
190,251,1,3,3,0,24
192,155,0,0,3,0,2
193,285,3,1,5,0,13
198,105,1,2,3,0,6
201,306,6,2,3,0,6
206,263,1,1,3,0,6
209,230,0,0,3,0,4
214,348,0,0,3,0,5
215,380,6,2,3,0,38
216,172,0,0,4,0,2
217,222,0,0,3,0,3
219,378,1,1,3,0,13
221,329,2,3,3,0,6
227,247,1,2,3,0,2
229,366,1,1,3,0,2
235,197,0,0,3,1,6
