day_counter,0,1,2,3,4,5,6,7,8
0,,,3,,,,,,
1,,,3,,,,,,
2,,2,3,,,,,,
3,,2,4,,,,,,
4,1,4,4,,,,,,
5,1,4,4,,,,,,
6,2,4,7,,,,,,
7,4,4,6,,,,,,
8,6,4,6,,,,,,
9,6,6,3,,,,,,
10,4,8,3,,,,,,
11,4,10,,,,,,,
12,4,11,,,,,,,
13,4,11,,,,,,,
14,6,11,,,,,,,
15,7,7,,,,,,,
16,3,14,,,,,,,
17,4,12,,,,,,,
18,4,12,,,,,,,
19,5,12,,,,,,,
20,6,12,,,,,,,
21,10,12,,,,,,,
22,13,12,,,,,,,
23,13,12,,,,,,,
24,13,15,,,,,,,
25,13,16,,,,,,,
26,15,17,,,,,,,
27,16,18,,,,,,,
28,18,2,18,,,,,,
29,19,2,18,,,,,,
30,21,2,18,,,,,,
31,22,15,4,,,,,,
32,22,18,4,,,,,,
33,23,16,4,,,,,,
34,24,14,4,,,,,,
35,18,2,27,,,,,,
36,19,2,26,,,,,,
37,19,2,26,,,,,,
38,19,2,27,,,,,,
39,19,2,28,,,,,,
40,17,2,,33,,,,,
41,16,2,,35,,,,,
42,18,2,,36,,,,,
43,18,2,,36,,,,,
44,20,2,,36,,,,,
45,20,4,15,17,,,,,
46,22,4,15,17,,,,,
47,22,5,16,16,,,,,
48,20,,,,42,,,,
49,1,,,,,62.0,,,
50,2,,,,,61.0,,,
51,1,,,,,61.0,,,
52,1,,,,,63.0,,,
53,2,,,,,63.0,,,
54,3,,,,,65.0,,,
55,3,,,,,65.0,,,
56,3,,,,,68.0,,,
57,4,,,,,68.0,,,
58,4,,,,,68.0,,,
59,4,,,,,68.0,,,
60,5,,,,,68.0,,,
61,5,,,,,68.0,,,
62,6,,,,,68.0,,,
63,7,,,,,70.0,,,
64,25,4,,48,,,,,
65,26,4,,49,,,,,
66,29,4,,49,,,,,
67,28,4,,51,,,,,
68,29,4,,52,,,,,
69,31,4,,53,,,,,
70,28,8,,,53,,,,
71,28,8,,,54,,,,
72,28,7,,,56,,,,
73,28,7,,,56,,,,
74,28,7,,,57,,,,
75,30,7,,,57,,,,
76,32,7,,,57,,,,
77,32,7,5,,51,,,,
78,31,2,,,66,,,,
79,31,2,,,66,,,,
80,29,,,,74,,,,
81,29,,,,73,,,,
82,29,,,,73,,,,
83,30,,,,73,,,,
84,31,,,,77,,,,
85,33,,,,75,,,,
86,33,,,,77,,,,
87,34,,,,77,,,,
88,36,,,,78,,,,
89,36,,,,79,,,,
90,40,,,,,77.0,,,
91,41,3,,,,73.0,,,
92,40,3,,,,73.0,,,
93,40,3,,,,75.0,,,
94,40,3,,,,76.0,,,
95,41,3,,,,75.0,,,
96,37,,,,,,89.0,,
97,38,,,,,,87.0,,
98,39,,,,,,89.0,,
99,40,,,,,,90.0,,
100,38,,,,,,101.0,,
101,38,,,,,,101.0,,
102,38,,,,,,102.0,,
103,38,,,,,,102.0,,
104,39,,,,,,103.0,,
105,38,,,,,,108.0,,
106,39,2,,,,,108.0,,
107,39,2,,,,,108.0,,
108,40,2,,,,,108.0,,
109,40,2,,,,,107.0,,
110,43,6,,,,,108.0,,
111,43,6,,,,,108.0,,
112,41,6,,,,,111.0,,
113,41,6,,,,,111.0,,
114,40,6,,,,,114.0,,
115,40,6,,,,,114.0,,
116,40,6,,,,,114.0,,
117,42,6,,,,,115.0,,
118,45,6,,,,112.0,,,
119,45,6,,,,112.0,,,
120,43,6,,,,119.0,,,
121,43,6,,,,119.0,,,
122,43,6,,,,118.0,,,
123,43,8,,,,116.0,,,
124,43,8,,,,119.0,,,
125,44,8,,,,119.0,,,
126,45,8,,,,122.0,,,
127,47,8,,,,119.0,,,
128,46,8,,,,120.0,,,
129,46,8,,,,120.0,,,
130,49,8,,,,119.0,,,
131,49,8,,,,119.0,,,
132,48,8,,,,121.0,,,
133,49,8,,,,123.0,,,
134,48,8,,,,125.0,,,
135,49,8,,,,124.0,,,
136,50,8,,,,123.0,,,
137,50,8,,,,123.0,,,
138,50,8,,,,124.0,,,
139,50,8,,,,124.0,,,
140,51,10,,,124,,,,
141,51,10,,,124,,,,
142,53,8,,,123,,,,
143,53,8,,,123,,,,
144,53,8,,,125,,,,
145,53,8,,,125,,,,
146,54,8,,,125,,,,
147,55,11,,,122,,,,
148,53,11,,,129,,,,
149,53,11,,,128,,,,
150,53,11,,,128,,,,
151,54,11,,,128,,,,
152,52,11,,,131,,,,
153,55,11,,,132,,,,
154,56,11,,,,134.0,,,
155,56,11,,,,134.0,,,
156,56,11,,,,135.0,,,
157,56,11,,,,136.0,,,
158,56,11,,,,136.0,,,
159,54,11,,,,137.0,,,
160,56,11,,,,139.0,,,
161,56,11,,,,139.0,,,
162,56,11,,,,139.0,,,
163,58,11,,5,,132.0,,,
164,59,11,,5,,132.0,,,
165,62,11,,5,,132.0,,,
166,61,11,,5,,136.0,,,
167,62,15,,5,,130.0,,,
168,62,15,,5,,132.0,,,
169,63,15,,5,,132.0,,,
170,64,15,,5,,132.0,,,
171,64,13,,5,,135.0,,,
172,63,13,,5,,141.0,,,
173,63,13,,5,,141.0,,,
174,64,13,,5,,140.0,,,
175,65,13,,5,,139.0,,,
176,65,13,,5,,144.0,,,
177,65,13,,5,,145.0,,,
178,68,14,,5,,144.0,,,
179,69,14,,5,,144.0,,,
180,70,14,,5,,152.0,,,
181,74,14,,5,,152.0,,,
182,74,14,,5,,152.0,,,
183,72,14,,5,,158.0,,,
184,73,16,,5,,155.0,,,
185,74,16,,5,,155.0,,,
186,75,16,,5,,155.0,,,
187,75,16,,5,,155.0,,,
188,75,16,,5,,156.0,,,
189,76,16,,5,,155.0,,,
190,77,16,,5,,155.0,,,
191,77,16,,5,,155.0,,,
192,79,14,,,,163.0,,,
193,79,14,,,,162.0,,,
194,83,16,,,,157.0,,,
195,83,16,,,,157.0,,,
196,81,20,,,,157.0,,,
197,83,20,,,,157.0,,,
198,84,20,,,,158.0,,,
199,82,20,,,,162.0,,,
200,84,20,,,,166.0,,,
201,87,20,,5,,159.0,,,
202,90,20,,5,,163.0,,,
203,89,20,,5,,165.0,,,
204,90,24,,5,,162.0,,,
205,89,26,,5,,162.0,,,
206,89,26,,5,,162.0,,,
207,91,26,,5,,162.0,,,
208,93,24,,5,,,168.0,,
209,93,24,,5,,,168.0,,
210,96,24,,5,,,169.0,,
211,98,24,,5,,,167.0,,
212,98,24,,5,,,166.0,,
213,98,24,,5,,,166.0,,
214,98,20,5,5,,,166.0,,
215,98,20,5,5,,,167.0,,
216,101,24,5,5,,,160.0,,
217,101,24,5,5,,,160.0,,
218,103,24,5,5,,,159.0,,
219,103,24,5,5,,,158.0,,
220,101,24,5,5,,,164.0,,
221,101,24,5,5,,,164.0,,
222,78,13,,,,,209.0,,
223,79,13,,,,,209.0,,
224,80,13,,,,,210.0,,
225,80,13,,,,,211.0,,
226,80,13,,,,,211.0,,
227,81,13,,,,,211.0,,
228,84,13,,,,,213.0,,
229,84,13,,,,,212.0,,
