date,bug_id,degree,depth,severity,votes,comment_count
8,5,1,1,3,2,2
9,0,2,2,3,0,5
11,14,0,0,3,0,2
16,13,0,0,3,0,27
21,17,3,1,3,1,54
22,8,0,0,1,0,8
26,30,0,0,3,0,7
29,25,1,1,3,2,12
30,40,1,1,3,0,2
35,23,1,1,3,0,7
48,65,4,1,3,0,13
49,39,0,0,4,1,3
51,63,1,1,3,0,59
56,85,1,1,3,0,28
62,84,1,1,3,1,24
63,98,5,2,3,0,10
64,88,50,4,3,4,79
74,83,6,3,3,0,5
76,64,2,2,3,0,8
77,66,3,1,3,6,4
80,114,3,2,3,0,4
81,60,1,1,3,0,5
86,122,6,2,3,0,13
90,140,6,2,3,0,110
91,138,4,2,3,0,64
97,148,6,3,3,0,27
101,126,0,0,2,0,2
102,147,9,2,4,0,94
103,153,0,0,5,0,6
109,170,2,1,3,0,54
110,171,13,2,3,0,54
116,168,6,2,3,0,34
122,181,8,2,3,1,41
125,186,0,0,3,0,16
127,180,4,2,3,4,18
129,216,1,2,4,0,2
134,218,4,1,3,0,9
136,223,0,0,5,0,66
137,167,6,2,4,0,7
138,208,1,3,6,0,13
139,231,1,3,5,0,17
141,125,4,1,3,0,23
148,239,0,0,3,0,6
155,251,5,2,3,0,24
156,247,2,1,3,0,2
157,236,4,2,3,26,15
159,270,0,0,3,1,18
164,260,2,2,3,0,33
167,271,0,0,5,0,4
170,194,0,0,3,0,4
171,254,2,3,3,0,4
175,259,0,0,3,0,8
179,211,0,0,3,0,7
181,296,9,2,3,0,13
185,292,0,0,3,0,3
187,306,1,1,3,0,6
189,320,0,0,3,0,17
193,72,2,1,3,0,9
198,185,4,2,3,0,11
202,256,3,1,3,0,2
205,321,2,3,3,0,127
209,354,0,0,3,0,6
210,338,0,0,3,5,5
216,380,0,0,3,0,38
217,367,3,4,3,0,27
221,275,3,1,3,0,1
224,159,0,0,3,0,1
225,378,0,0,3,0,13
232,340,0,0,3,1,40
240,398,11,3,2,5,25
244,413,12,2,3,22,122
249,416,1,1,3,0,68
250,368,0,0,3,0,2
251,424,11,4,3,0,58
254,343,0,0,4,0,28
255,436,1,1,5,0,6
258,401,0,0,3,0,11
261,421,3,2,3,1,92
266,403,1,2,3,1,2
272,450,13,3,3,1,71
274,417,2,2,3,53,1
275,454,1,2,3,0,13
276,397,1,2,3,3,118
278,457,13,2,3,3,74
280,470,5,2,5,0,23
286,469,6,1,3,0,110
290,465,3,1,5,3,7
292,453,3,2,3,0,3
293,496,3,1,3,4,65
294,431,0,0,3,0,3
296,485,2,3,3,0,4
297,339,0,0,3,0,28
299,498,0,0,3,0,8
300,257,3,1,4,2,5
302,510,0,0,3,0,8
308,348,1,3,3,0,5
310,520,4,1,5,0,24
311,446,3,2,3,0,19
313,464,1,3,3,0,5
315,540,1,1,3,0,26
317,523,4,1,3,0,26
318,466,2,3,5,1,3
322,265,0,0,4,0,2
324,217,1,1,3,0,5
330,59,1,1,3,1,12
334,509,2,2,3,0,4
343,560,4,2,3,0,2
345,567,0,0,3,3,66
352,570,3,2,3,0,2
363,580,0,0,3,35,20
365,587,4,2,3,1,17
368,597,4,1,3,4,139
372,588,4,2,3,2,32
374,561,2,1,3,1,7
377,556,1,1,3,0,33
383,593,4,2,4,0,19
387,602,5,1,4,1,6
391,623,9,2,3,0,51
394,621,2,3,3,4,1
398,625,0,0,3,1,3
399,626,4,1,3,0,27
409,372,1,3,3,0,2
412,183,1,1,3,0,3
418,647,2,2,3,0,6
421,632,2,1,3,0,12
423,228,0,0,3,0,20
424,646,2,1,3,0,18
428,393,0,0,3,0,4
432,662,13,2,3,0,64
434,641,3,2,3,2,8
435,318,1,4,3,0,2
437,309,1,3,3,0,3
440,656,3,2,3,1,1
446,658,4,2,3,0,3
447,666,4,1,3,0,3
449,142,2,1,3,31,7
456,586,3,1,3,0,81
457,182,3,1,3,0,56
459,434,1,1,3,11,2
461,141,2,1,3,1,11
466,682,2,1,3,2,26
468,614,1,3,3,0,2
469,687,4,2,3,0,57
472,272,3,1,3,0,3
474,642,2,2,3,0,9
476,689,0,0,3,0,40
478,694,5,1,3,2,10
479,704,2,1,3,2,60
487,713,21,4,3,1,87
488,709,3,2,3,0,39
490,715,11,2,3,0,94
500,726,4,2,3,0,6
501,724,0,0,3,0,1
503,606,1,3,5,0,2
505,361,1,3,3,0,2
508,412,1,2,3,0,4
511,717,1,1,3,1,3
512,609,2,2,3,0,37
516,71,2,1,3,0,8
518,752,5,2,3,0,20
520,97,3,1,3,0,7
522,751,0,0,3,0,16
525,678,2,2,3,0,2
527,714,3,2,3,0,6
528,595,2,2,4,2,12
532,736,0,0,3,0,12
533,699,2,2,3,0,28
535,712,3,2,3,0,4
538,774,8,2,3,0,13
539,554,3,1,3,0,4
540,696,1,3,3,0,3
543,767,1,3,3,0,8
545,741,2,1,3,7,1
548,761,2,1,3,1,21
553,803,1,1,3,0,10
554,793,1,1,3,0,3
555,777,1,2,3,0,20
560,792,3,3,3,0,1
561,794,0,0,3,0,10
562,785,4,2,3,6,10
565,823,0,0,3,0,15
567,821,5,2,5,0,4
572,818,1,1,3,0,7
573,819,3,2,3,0,23
575,816,0,0,3,0,7
576,837,3,2,3,0,10
578,827,3,1,3,0,20
582,771,3,1,3,0,4
584,787,4,1,3,0,1
585,799,3,1,3,0,5
586,780,1,3,3,0,5
587,851,6,3,3,0,7
589,839,3,1,3,0,14
590,759,3,1,3,0,14
592,825,1,1,3,0,22
594,852,5,1,3,0,15
596,838,4,2,3,0,15
597,129,0,0,3,0,11
599,834,3,3,3,0,11
600,862,5,1,3,0,3
604,869,4,2,3,0,8
607,836,1,2,3,0,7
608,249,3,1,5,0,3
609,349,0,0,3,1,3
613,805,1,1,3,0,16
615,863,1,1,3,0,8
617,355,2,2,3,0,2
618,808,0,0,3,0,13
619,824,1,1,3,0,10
620,675,2,1,3,0,9
630,559,1,2,3,2,3
634,329,1,2,3,0,6
635,628,1,1,3,0,5
637,480,0,0,3,1,4
639,889,3,3,3,0,1
640,779,1,2,3,0,5
644,848,1,1,3,0,16
649,896,2,1,2,0,26
652,797,0,0,3,0,8
660,307,0,0,5,1,6
661,907,0,0,3,0,6
664,904,0,0,3,0,3
665,160,3,1,3,0,12
667,916,1,1,3,0,20
671,922,6,3,3,0,24
675,911,3,2,3,0,25
678,926,0,0,3,0,11
681,90,0,0,4,0,7
682,917,0,0,3,0,2
690,931,2,2,2,0,2
691,522,2,1,3,0,66
692,935,2,2,3,3,139
694,946,1,1,4,0,10
700,939,5,3,3,1,24
703,633,1,1,2,0,1
706,867,2,1,3,0,2
709,949,2,3,3,0,15
712,502,2,1,3,0,18
715,151,1,3,3,1,36
719,965,0,0,3,0,8
721,967,7,2,6,1,65
724,897,1,1,3,0,4
726,189,1,2,3,0,2
727,980,8,3,3,0,7
729,978,3,3,3,0,12
732,494,1,1,5,0,7
737,677,1,1,4,0,12
740,982,0,0,3,0,8
742,991,1,3,3,0,16
744,790,2,1,3,1,4
745,487,1,2,3,0,4
748,698,2,1,3,0,2
753,940,1,1,3,0,2
754,697,1,2,3,0,3
755,738,1,2,3,0,41
756,795,1,2,3,0,4
758,615,1,2,5,0,3
759,612,1,2,4,0,4
761,241,1,2,3,0,2
770,743,2,1,3,2,23
773,179,1,1,3,1,4
775,999,8,3,3,1,9
776,578,1,2,3,0,7
782,1007,2,3,3,0,5
785,1002,1,1,3,0,76
787,691,2,1,3,0,3
790,1011,3,3,3,0,41
791,1010,2,2,3,0,3
793,910,1,2,3,1,3
795,562,1,2,4,0,2
797,952,1,2,3,0,4
799,546,0,0,4,0,3
801,1008,0,0,3,0,10
804,1020,3,2,3,0,2
805,1017,4,2,3,0,56
806,861,1,2,3,0,3
809,828,2,1,3,0,8
810,858,2,1,3,0,2
821,1028,18,2,3,0,118
825,893,0,0,3,0,1
826,890,2,1,3,0,7
828,1038,1,1,3,1,17
836,1029,6,2,3,1,106
837,1024,6,1,3,0,15
838,781,1,2,3,0,3
839,1043,0,0,3,0,2
846,1031,2,1,3,0,50
848,1042,0,0,3,0,7
849,1047,0,0,3,0,7
851,1044,1,1,3,0,44
854,1027,0,0,3,0,4
