day_counter,0,1,2,3,4,5,6,7
0,,,3,,,,,
1,,,3,,,,,
2,,2,3,,,,,
3,,2,4,,,,,
4,1,4,4,,,,,
5,1,4,4,,,,,
6,3,5,5,,,,,
7,5,5,5,,,,,
8,7,5,4,,,,,
9,7,8,,,,,,
10,5,3,8,,,,,
11,5,2,6,,,,,
12,5,2,7,,,,,
13,5,2,7,,,,,
14,7,2,8,,,,,
15,7,2,8,,,,,
16,4,,15,,,,,
17,4,,15,,,,,
18,5,,15,,,,,
19,7,,15,,,,,
20,6,,18,,,,,
21,11,2,14,,,,,
22,14,2,13,,,,,
23,14,2,13,,,,,
24,15,,17,,,,,
25,14,,20,,,,,
26,18,,18,,,,,
27,18,2,18,,,,,
28,18,6,18,,,,,
29,22,11,9,,,,,
30,25,11,8,,,,,
31,24,13,8,,,,,
32,25,6,18,,,,,
33,25,6,18,,,,,
34,25,6,18,,,,,
35,21,4,,,27,,,
36,21,4,,,28,,,
37,21,4,,,28,,,
38,21,4,,,29,,,
39,21,4,,,30,,,
40,19,4,,,36,,,
41,18,4,,,38,,,
42,20,4,,,39,,,
43,20,4,,,39,,,
44,22,4,,,39,,,
45,22,4,,,39,,,
46,24,4,,,39,,,
47,24,4,,,41,,,
48,20,2,,,49,,,
49,2,,,,,70.0,,
50,3,,,,,70.0,,
51,3,,,,,69.0,,
52,3,,,,,71.0,,
53,4,,,,,71.0,,
54,5,,,,,73.0,,
55,5,,,,,73.0,,
56,5,,,,,75.0,,
57,6,,,,,75.0,,
58,6,,,,,75.0,,
59,6,,,,,75.0,,
60,7,,,,,75.0,,
61,7,,,,,75.0,,
62,8,,,,,74.0,,
63,10,,,,,75.0,,
64,25,12,,,49,,,
65,26,10,3,,49,,,
66,29,10,3,,49,,,
67,27,10,,,56,,,
68,28,10,,,57,,,
69,30,8,4,,57,,,
70,25,8,,,68,,,
71,25,8,,,69,,,
72,25,8,,,72,,,
73,25,8,,,72,,,
74,26,10,,69,,,,
75,27,10,,71,,,,
76,31,10,,69,,,,
77,31,12,,66,,,,
78,26,12,,,75,,,
79,26,12,,,75,,,
80,26,14,,,77,,,
81,26,14,3,,72,,,
82,26,14,3,,72,,,
83,27,14,3,,72,,,
84,26,12,3,,80,,,
85,27,12,3,,80,,,
86,29,12,6,,76,,,
87,30,12,6,,76,,,
88,32,12,6,,77,,,
89,32,12,6,,78,,,
90,34,14,3,,79,,,
91,33,14,20,,62,,,
92,33,14,20,,62,,,
93,32,14,20,,65,,,
94,32,14,20,,66,,,
95,33,14,20,,66,,,
96,33,6,3,,98,,,
97,34,6,3,,97,,,
98,35,6,3,,99,,,
99,36,6,3,,100,,,
100,36,6,3,,109,,,
101,36,6,3,,108,,,
102,38,6,3,,106,,,
103,39,6,3,,104,,,
104,38,6,3,,108,,,
105,38,6,3,,112,,,
106,40,6,3,,113,,,
107,40,6,3,,113,,,
108,41,6,3,,113,,,
109,41,6,3,,112,,,
110,45,8,7,,110,,,
111,45,8,7,,110,,,
112,45,8,7,,111,,,
113,45,8,7,,111,,,
114,45,8,7,,114,,,
115,45,8,7,,114,,,
116,45,8,7,,113,,,
117,46,10,7,,113,,,
118,47,10,7,,113,,,
119,47,10,7,,113,,,
120,44,8,7,,123,,,
121,44,8,7,,123,,,
122,44,8,7,,121,,,
123,44,8,7,,122,,,
124,44,8,7,,125,,,
125,45,8,7,,124,,,
126,46,8,7,,127,,,
127,47,8,7,,126,,,
128,45,8,7,,129,,,
129,45,8,7,,127,,,
130,48,8,7,,127,,,
131,48,8,7,,127,,,
132,48,8,7,,129,,,
133,49,8,7,,131,,,
134,49,8,7,,131,,,
135,49,8,7,,132,,,
136,50,8,7,,131,,,
137,50,13,7,,125,,,
138,50,14,7,,124,,,
139,53,14,7,,120,,,
140,55,10,4,,130,,,
141,55,10,4,,129,,,
142,53,10,4,,132,,,
143,53,10,4,,132,,,
144,51,10,4,,136,,,
145,51,10,4,,136,,,
146,52,10,4,,137,,,
147,53,10,4,,138,,,
148,50,10,4,,144,,,
149,50,10,4,,144,,,
150,50,10,4,,144,,,
151,51,10,4,,144,,,
152,51,10,4,,146,,,
153,54,10,4,,147,,,
154,56,10,4,,,148.0,,
155,57,10,4,,,147.0,,
156,57,10,8,,,144.0,,
157,57,10,8,,,144.0,,
158,57,10,8,,,144.0,,
159,56,10,8,,,144.0,,
160,58,10,8,,,146.0,,
161,58,10,8,,,146.0,,
162,58,10,8,,,146.0,,
163,59,10,8,,,146.0,,
164,60,10,8,,,145.0,,
165,63,10,8,,,145.0,,
166,63,10,8,,,148.0,,
167,63,10,8,,147,,,
168,64,10,8,,148,,,
169,65,10,8,,148,,,
170,66,12,12,,141,,,
171,65,10,12,,144,,,
172,63,10,8,,155,,,
173,63,10,8,,155,,,
174,64,10,8,,156,,,
175,65,10,8,,155,,,
176,67,8,8,,160,,,
177,67,8,8,,161,,,
178,70,8,8,,162,,,
179,71,8,8,,161,,,
180,72,8,4,,,173.0,,
181,76,8,4,,,172.0,,
182,76,8,4,,,172.0,,
183,77,8,4,,,175.0,,
184,76,8,4,,,177.0,,
185,78,10,4,,,172.0,,
186,79,10,4,,,172.0,,
187,79,10,4,,,172.0,,
188,79,10,4,,,,173.0,
189,83,13,9,,,,160.0,
190,84,13,9,,,,160.0,
191,84,13,9,,,,160.0,
192,83,13,9,,,,165.0,
193,83,15,9,,,,161.0,
194,85,15,9,,,,161.0,
195,85,15,9,,,,161.0,
196,84,15,9,,,,164.0,
197,86,15,9,,,,164.0,
198,86,15,9,,,164.0,,
199,86,15,9,,,166.0,,
200,89,15,9,,,169.0,,
201,91,15,9,,,169.0,,
202,92,21,9,,,167.0,,
203,92,21,4,,,173.0,,
204,94,21,4,,,174.0,,
205,94,21,7,,,171.0,,
206,94,21,7,,,172.0,,
207,96,21,7,,,172.0,,
208,96,19,3,,,184.0,,
209,97,19,3,,,182.0,,
210,100,19,3,,,183.0,,
211,101,19,3,,,183.0,,
212,101,19,3,,,183.0,,
213,101,19,3,,,183.0,,
214,101,19,3,,,184.0,,
215,101,19,3,,,185.0,,
216,102,28,3,,,176.0,,
217,102,28,8,,,170.0,,
218,104,28,8,,,170.0,,
219,104,28,8,,,170.0,,
220,99,28,8,,,,180.0,
221,99,30,8,,,,176.0,
222,75,19,3,,,,,217.0
223,76,19,3,,,,,217.0
224,76,19,3,,,,,219.0
225,75,19,7,,,,,216.0
226,75,19,7,,,,,216.0
227,76,19,7,,,,,216.0
228,78,21,7,,,,,217.0
229,78,21,7,,,,,217.0
230,77,21,7,,,,,222.0
231,77,21,7,,,,,223.0
232,77,21,7,,,,,222.0
233,77,21,7,,,,,222.0
234,78,21,7,,,,,224.0
235,78,21,7,,,,,225.0
236,75,21,7,,,,,231.0
237,75,21,7,,,,,231.0
238,76,21,7,,,,,233.0
239,76,21,7,,,,,233.0
240,98,27,12,,,,199.0,
241,98,27,12,,,,199.0,
242,97,29,12,,,,199.0,
243,97,29,12,,,,199.0,
244,97,27,16,,,,197.0,
