date,bug_id,degree,depth,severity,votes,comment_count
9,0,2,2,3,0,5
18,8,0,0,1,0,8
31,25,0,0,3,2,12
43,56,1,3,5,0,14
52,65,1,1,3,0,13
67,88,9,3,3,4,79
74,83,6,2,3,0,5
88,84,2,2,3,1,24
97,140,11,3,3,0,110
110,171,14,2,3,0,54
117,170,10,3,3,0,54
138,169,11,2,3,5,16
175,153,2,1,5,0,6
181,296,7,4,3,0,13
187,306,1,1,3,0,6
206,340,3,6,3,1,40
216,297,9,4,3,0,78
233,354,0,0,3,0,6
249,398,15,4,2,5,25
260,424,2,2,3,0,58
266,450,10,5,3,1,71
283,180,6,3,3,4,18
305,271,1,4,5,0,4
324,496,4,4,3,4,65
337,560,5,4,3,0,2
362,130,0,0,3,0,7
377,502,1,2,3,0,18
406,451,0,0,3,1,2
422,588,1,1,3,2,32
438,597,14,3,3,4,139
449,662,13,4,3,0,64
470,334,2,5,3,0,25
480,682,0,0,3,2,26
491,713,4,3,3,1,87
511,580,6,3,3,35,20
535,656,3,3,3,1,1
547,457,4,1,3,3,74
573,273,0,0,5,0,22
597,551,0,0,2,0,2
611,675,2,4,3,0,9
635,715,3,3,3,0,94
653,882,10,5,4,22,41
663,896,3,2,2,0,26
685,835,3,6,3,0,9
691,922,7,3,3,0,24
713,676,2,5,3,0,7
738,129,0,0,3,0,11
769,836,1,6,3,0,7
807,885,1,7,5,0,3
840,897,1,4,3,0,4
851,1029,14,4,3,1,106
879,884,3,3,3,0,3
891,1000,22,5,4,0,95
902,1028,21,4,3,0,118
911,1090,3,2,3,0,21
920,1091,17,5,3,0,59
945,1127,6,6,3,11,3
956,1138,14,5,3,0,13
974,1093,12,5,3,2,35
991,1131,6,6,3,0,11
1012,834,2,6,3,0,11
1030,1191,1,1,3,16,12
1067,658,2,2,3,0,3
1078,1202,19,6,3,0,63
1089,1094,13,5,3,0,5
1100,1208,2,4,3,0,67
1111,1252,4,5,3,0,73
1122,1095,12,5,3,0,5
1140,523,8,4,3,0,26
1152,413,14,3,3,22,122
1178,1264,2,2,3,0,6
1193,1078,11,3,3,5,8
1228,1289,1,1,3,2,4
1248,1254,5,5,3,0,17
1262,1307,5,4,3,5,58
1273,1162,9,4,3,0,27
1279,1086,4,2,3,0,29
1290,1315,2,2,3,9,14
1301,1144,8,4,4,0,11
1312,1344,5,3,3,0,30
1323,1235,10,5,3,0,2
1334,1348,9,4,3,0,35
1345,1355,6,6,3,0,62
1355,1376,13,5,3,0,8
1362,1092,8,3,3,1,25
1373,1124,9,2,3,0,69
1390,1400,10,5,3,1,13
1416,1263,3,2,3,0,13
1427,1415,3,5,3,0,14
1442,1422,10,5,3,0,32
1453,1428,10,4,3,0,26
1464,1359,5,6,3,0,30
1470,980,8,3,3,0,7
1503,1261,9,5,5,0,39
1510,1449,15,4,3,1,18
1525,1020,3,5,3,0,2
1536,1152,8,3,3,0,43
1543,1464,9,5,3,0,3
1555,1468,0,0,3,0,55
1576,726,3,3,3,0,6
1584,1466,0,0,3,0,34
1594,1227,10,5,3,1,75
1616,1017,0,0,3,0,56
1622,1378,1,4,3,0,1
1647,1225,6,5,3,0,24
1658,1495,17,7,3,0,56
1681,725,3,3,3,0,1
1692,567,11,4,3,3,66
1701,1500,13,3,3,0,6
1711,1223,9,6,3,0,14
1741,593,1,1,4,0,19
1750,1512,10,6,3,0,23
1756,1528,1,2,3,0,12
1781,1347,1,7,3,3,4
1793,1563,12,5,3,1,57
1804,1575,1,3,3,0,46
1810,1572,1,4,3,0,18
1823,1589,12,3,3,0,34
1841,1343,4,7,3,0,13
1858,1221,0,0,3,0,15
