day_counter,0,1,2,3,4,5,6,7,8
0,,,3,,,,,,
1,,,3,,,,,,
2,,2,3,,,,,,
3,,2,4,,,,,,
4,1,4,4,,,,,,
5,1,4,4,,,,,,
6,3,2,8,,,,,,
7,5,2,8,,,,,,
8,7,2,8,,,,,,
9,7,5,4,,,,,,
10,5,5,7,,,,,,
11,7,2,7,,,,,,
12,7,2,8,,,,,,
13,8,,7,,,,,,
14,10,,8,,,,,,
15,10,,8,,,,,,
16,7,,14,,,,,,
17,7,,14,,,,,,
18,8,,14,,,,,,
19,10,,14,,,,,,
20,10,,16,,,,,,
21,14,,15,,,,,,
22,17,,14,,,,,,
23,17,,14,,,,,,
24,16,3,15,,,,,,
25,15,,21,,,,,,
26,19,,19,,,,,,
27,19,2,19,,,,,,
28,20,4,20,,,,,,
29,21,4,20,,,,,,
30,25,4,18,,,,,,
31,25,4,19,,,,,,
32,27,15,9,,,,,,
33,27,15,9,,,,,,
34,27,15,9,,,,,,
35,22,2,31,,,,,,
36,22,2,8,24,,,,,
37,22,2,8,24,,,,,
38,22,2,8,24,,,,,
39,22,2,8,25,,,,,
40,20,2,8,31,,,,,
41,20,2,5,35,,,,,
42,22,2,5,35,,,,,
43,22,2,5,35,,,,,
44,24,2,5,35,,,,,
45,24,2,5,35,,,,,
46,26,2,5,35,,,,,
47,27,2,5,35,,,,,
48,24,,,48,,,,,
49,2,,,,73,,,,
50,3,,,,73,,,,
51,3,,,,71,,,,
52,3,,,,72,,,,
53,4,,,,72,,,,
54,5,,,,74,,,,
55,5,,,,74,,,,
56,5,,,,77,,,,
57,6,,,,77,,,,
58,6,,,,77,,,,
59,6,,,,77,,,,
60,7,,,,77,,,,
61,7,,,,77,,,,
62,8,,,,77,,,,
63,10,,,,79,,,,
64,11,,,,80,,,,
65,12,,,,81,,,,
66,31,6,3,55,,,,,
67,30,6,6,54,,,,,
68,31,6,6,55,,,,,
69,32,8,6,56,,,,,
70,29,4,6,65,,,,,
71,29,4,6,66,,,,,
72,30,4,6,68,,,,,
73,30,4,6,67,,,,,
74,29,6,6,66,,,,,
75,29,6,6,69,,,,,
76,31,6,6,70,,,,,
77,31,6,6,69,,,,,
78,28,4,6,,78,,,,
79,28,6,12,,69,,,,
80,25,6,6,,,83.0,,,
81,25,6,6,,,83.0,,,
82,25,6,6,,,83.0,,,
83,27,10,6,,,77.0,,,
84,27,10,6,,,82.0,,,
85,28,10,6,,,82.0,,,
86,29,10,6,,,82.0,,,
87,30,10,6,,,82.0,,,
88,32,10,6,,,83.0,,,
89,32,10,6,,,84.0,,,
90,34,10,6,,,85.0,,,
91,34,10,6,,,86.0,,,
92,36,10,6,,,83.0,,,
93,37,8,6,,,86.0,,,
94,37,8,6,,,87.0,,,
95,38,8,6,,,87.0,,,
96,34,6,3,,,103.0,,,
97,35,6,3,,,103.0,,,
98,36,6,3,,,104.0,,,
99,37,6,3,,,105.0,,,
100,38,4,3,,,115.0,,,
101,38,4,3,,,115.0,,,
102,38,4,3,,,116.0,,,
103,38,6,3,,,113.0,,,
104,38,6,3,,,116.0,,,
105,39,2,3,,,123.0,,,
106,41,2,3,,,124.0,,,
107,44,2,9,,,114.0,,,
108,45,2,9,,,114.0,,,
109,45,2,9,,,114.0,,,
110,48,6,10,,,114.0,,,
111,48,6,10,,,114.0,,,
112,47,6,3,,,123.0,,,
113,47,6,3,,,123.0,,,
114,47,6,,,,129.0,,,
115,47,6,,,,129.0,,,
116,47,6,,,,129.0,,,
117,49,6,,,,130.0,,,
118,50,6,,,,130.0,,,
119,50,6,,,,130.0,,,
120,48,8,,,,135.0,,,
121,48,8,,,,135.0,,,
122,48,8,,,,134.0,,,
123,48,8,,,,134.0,,,
124,45,8,,,,139.0,,,
125,46,8,,,,139.0,,,
126,47,8,,,,142.0,,,
127,48,8,,,,142.0,,,
128,47,6,,,,145.0,,,
129,47,6,,,,145.0,,,
130,50,6,,,,145.0,,,
131,50,6,,,,145.0,,,
132,49,6,,,,148.0,,,
133,50,6,,,,150.0,,,
134,50,6,,,,151.0,,,
135,52,6,,,149,,,,
136,53,6,,,149,,,,
137,53,6,,,148,,,,
138,53,6,,,149,,,,
139,53,6,,,148,,,,
140,55,6,,,151,,,,
141,56,8,,,147,,,,
142,56,8,,,148,,,,
143,56,8,,,148,,,,
144,56,8,,,150,,,,
145,56,8,,,150,,,,
146,57,8,,,151,,,,
147,58,8,,,152,,,,
148,55,8,,,159,,,,
149,55,8,,,159,,,,
150,55,8,,,159,,,,
151,56,8,,,159,,,,
152,56,8,,,160,,,,
153,59,8,,,161,,,,
154,61,8,,,162,,,,
155,61,8,,,,162.0,,,
156,61,8,9,,,154.0,,,
157,61,8,9,,,155.0,,,
158,61,8,9,,,155.0,,,
159,59,8,,,,167.0,,,
160,61,8,,,,169.0,,,
161,61,8,,,,169.0,,,
162,61,8,,,,169.0,,,
163,62,8,,,,168.0,,,
164,63,8,8,,,159.0,,,
165,66,8,8,,,159.0,,,
166,65,8,8,,,163.0,,,
167,65,8,8,,,163.0,,,
168,65,8,8,,,163.0,,,
169,66,8,8,,,163.0,,,
170,67,8,8,,,163.0,,,
171,65,6,8,,,168.0,,,
172,63,4,8,,,,176.0,,
173,63,4,8,,,,176.0,,
174,64,4,8,,,,177.0,,
175,65,4,8,,,,178.0,,
176,66,2,8,,,,184.0,,
177,66,2,8,,,,185.0,,
178,69,2,8,,,,185.0,,
179,70,2,8,,,,185.0,,
180,71,2,8,,,,193.0,,
181,75,2,8,,,,193.0,,
182,75,2,17,,,,183.0,,
183,75,2,17,,,,187.0,,
184,76,6,17,,,,182.0,,
185,77,6,17,,,,182.0,,
186,78,6,17,,,,182.0,,
187,78,6,17,,,,183.0,,
188,76,6,17,,,,186.0,,
189,77,6,17,,,,186.0,,
190,78,6,17,,,,186.0,,
191,78,6,17,,,,186.0,,
192,79,8,17,,,,186.0,,
193,79,8,17,,,,186.0,,
194,82,12,17,,,179.0,,,
195,82,12,17,,,179.0,,,
196,82,10,17,,,182.0,,,
197,84,10,17,,,182.0,,,
198,84,8,17,,,187.0,,,
199,82,8,17,,,191.0,,,
200,87,8,9,,,,199.0,,
201,89,8,9,,,,199.0,,
202,89,14,9,,,,199.0,,
203,88,14,9,,,,200.0,,
204,90,14,9,,,,200.0,,
205,89,16,9,,,,200.0,,
206,89,16,9,,,,201.0,,
207,91,16,9,,,,201.0,,
208,92,14,9,,,,208.0,,
209,92,14,9,,,,208.0,,
210,95,14,9,,,,210.0,,
211,96,14,9,,,,210.0,,
212,96,14,9,,,,210.0,,
213,97,14,9,,,,208.0,,
214,97,14,9,,,,209.0,,
215,97,14,9,,,,210.0,,
216,97,16,9,,,,210.0,,
217,97,16,9,,,,210.0,,
218,99,16,9,,,,209.0,,
219,99,16,9,,,,209.0,,
220,97,18,,,,,223.0,,
221,97,18,,,,,222.0,,
222,79,10,,,,,249.0,,
223,80,10,,,,,249.0,,
224,81,10,,,,,251.0,,
225,81,10,,,,,252.0,,
