day_counter,0,1,2,3,4,5,6,7,8
0,,,3,,,,,,
1,,,3,,,,,,
2,,2,3,,,,,,
3,,2,4,,,,,,
4,1,4,4,,,,,,
5,1,4,4,,,,,,
6,3,5,5,,,,,,
7,5,5,5,,,,,,
8,7,5,4,,,,,,
9,7,8,,,,,,,
10,5,3,8,,,,,,
11,5,2,6,,,,,,
12,5,2,7,,,,,,
13,5,2,7,,,,,,
14,7,2,8,,,,,,
15,7,2,8,,,,,,
16,4,,15,,,,,,
17,4,,15,,,,,,
18,5,,15,,,,,,
19,7,,15,,,,,,
20,6,,18,,,,,,
21,11,2,14,,,,,,
22,14,2,13,,,,,,
23,14,2,13,,,,,,
24,15,,17,,,,,,
25,14,,20,,,,,,
26,18,,18,,,,,,
27,18,2,18,,,,,,
28,19,2,20,,,,,,
29,23,7,11,,,,,,
30,26,7,11,,,,,,
31,25,9,11,,,,,,
32,25,4,20,,,,,,
33,25,4,20,,,,,,
34,25,4,20,,,,,,
35,21,4,,,27,,,,
36,21,4,,,28,,,,
37,21,4,,,27,,,,
38,21,4,,,28,,,,
39,21,4,,,29,,,,
40,18,4,,,36,,,,
41,18,4,,,37,,,,
42,20,4,,,38,,,,
43,20,4,,,38,,,,
44,22,4,,,38,,,,
45,22,4,,,38,,,,
46,24,4,,36,,,,,
47,24,4,,38,,,,,
48,19,2,,47,,,,,
49,2,,,,68,,,,
50,3,,,,68,,,,
51,3,,,,68,,,,
52,3,,,,70,,,,
53,4,,,,70,,,,
54,5,,,,72,,,,
55,5,,,,72,,,,
56,5,,,,75,,,,
57,6,,,,75,,,,
58,6,,,,75,,,,
59,6,,,,75,,,,
60,7,,,,75,,,,
61,7,,,,75,,,,
62,8,,,,74,,,,
63,10,,,,76,,,,
64,25,9,,51,,,,,
65,26,9,,52,,,,,
66,29,9,,52,,,,,
67,28,7,,,56,,,,
68,29,7,,,56,,,,
69,31,7,,,58,,,,
70,26,7,,,65,,,,
71,28,7,,,62,,,,
72,26,7,,,67,,,,
73,26,7,,,67,,,,
74,26,7,,,68,,,,
75,27,9,,,67,,,,
76,28,11,,,66,,,,
77,28,11,,,66,,,,
78,23,11,,,74,,,,
79,23,11,,,74,,,,
80,22,9,,,81,,,,
81,22,9,,,81,,,,
82,22,9,,,81,,,,
83,26,9,,77,,,,,
84,26,7,,84,,,,,
85,27,7,,84,,,,,
86,28,7,,85,,,,,
87,29,7,,85,,,,,
88,31,7,,85,,,,,
89,33,11,,78,,,,,
90,35,11,,79,,,,,
91,34,11,,81,,,,,
92,34,11,,81,,,,,
93,34,11,,83,,,,,
94,34,11,,84,,,,,
95,35,11,,84,,,,,
96,36,7,,,94,,,,
97,37,7,,,94,,,,
98,38,7,,,96,,,,
99,39,7,,,96,,,,
100,40,7,,,102,,,,
101,40,7,,,102,,,,
102,40,7,,,103,,,,
103,40,7,,,102,,,,
104,39,7,,,106,,,,
105,39,7,,,110,,,,
106,40,9,,,110,,,,
107,40,9,,,110,,,,
108,41,9,,,110,,,,
109,41,9,,,110,,,,
110,46,4,7,,112,,,,
111,46,4,7,,112,,,,
112,45,4,7,,113,,,,
113,45,4,7,,112,,,,
114,45,4,7,,115,,,,
115,45,4,7,,115,,,,
116,45,4,7,,115,,,,
117,46,6,7,,115,,,,
118,47,6,7,,115,,,,
119,47,6,7,,115,,,,
120,47,8,7,,116,,,,
121,48,8,7,,114,,,,
122,48,8,7,,114,,,,
123,48,8,7,,115,,,,
124,46,8,4,,123,,,,
125,47,8,4,,122,,,,
126,49,8,4,,124,,,,
127,50,8,4,,124,,,,
128,49,8,,,,130.0,,,
129,49,8,,,,130.0,,,
130,52,8,,,,129.0,,,
131,52,8,,,,129.0,,,
132,51,8,,,,132.0,,,
133,53,8,,,,132.0,,,
134,53,8,,,,132.0,,,
135,54,10,4,,124,,,,
136,55,10,4,,124,,,,
137,55,10,4,,124,,,,
138,55,10,4,,125,,,,
139,55,10,4,,124,,,,
140,57,8,,,133,,,,
141,57,8,,,133,,,,
142,57,8,,,134,,,,
143,57,8,,,134,,,,
144,56,10,,,133,,,,
145,56,10,,,133,,,,
146,57,10,,,134,,,,
147,58,10,,,135,,,,
148,55,8,,,,145.0,,,
149,55,8,,,,145.0,,,
150,55,8,,,,144.0,,,
151,56,8,,,,144.0,,,
152,57,15,,,,137.0,,,
153,60,15,,,,138.0,,,
154,62,15,,,,139.0,,,
155,62,15,,,,140.0,,,
156,62,13,,,,144.0,,,
157,63,13,,,,143.0,,,
158,63,13,,,,142.0,,,
159,62,15,,,,141.0,,,
160,64,15,,,,143.0,,,
161,64,15,,,,143.0,,,
162,64,15,,,,143.0,,,
163,65,15,,,142,,,,
164,66,15,,,142,,,,
165,69,15,,,142,,,,
166,69,15,,,144,,,,
167,69,15,,,143,,,,
168,69,15,,,145,,,,
169,70,15,,,145,,,,
170,71,15,,,144,,,,
171,70,13,,,147,,,,
172,68,11,,,156,,,,
173,69,11,,,154,,,,
174,69,13,,,154,,,,
175,70,13,,,155,,,,
176,70,13,,,160,,,,
177,70,13,,,161,,,,
178,73,13,,,162,,,,
179,74,13,,,161,,,,
180,76,13,,,,168.0,,,
181,80,13,,,,168.0,,,
182,81,13,,,,165.0,,,
183,80,13,,,,170.0,,,
184,80,13,,,,171.0,,,
185,81,13,,,,171.0,,,
186,82,13,,,,171.0,,,
187,82,13,,,,172.0,,,
188,82,6,,,,178.0,,,
189,85,6,3,,,172.0,,,
190,86,6,3,,,172.0,,,
191,86,6,3,,,172.0,,,
192,87,6,3,,,175.0,,,
193,87,6,3,,,175.0,,,
194,89,6,3,,,173.0,,,
195,89,6,3,,,173.0,,,
196,88,6,3,,,175.0,,,
197,90,6,3,,,174.0,,,
198,91,6,3,,,176.0,,,
199,89,6,3,,,180.0,,,
200,92,6,3,,,183.0,,,
201,94,6,3,,,183.0,,,
202,94,12,3,,,183.0,,,
203,91,16,3,,,183.0,,,
204,93,18,3,,,181.0,,,
205,92,20,3,,,181.0,,,
206,93,22,3,,,178.0,,,
207,95,22,3,,,178.0,,,
208,94,18,3,,,189.0,,,
209,94,18,3,,,189.0,,,
210,97,18,3,,,190.0,,,
211,98,18,3,,,189.0,,,
212,98,18,3,,,189.0,,,
213,98,18,3,,,189.0,,,
214,97,20,3,,,188.0,,,
215,99,20,3,,,186.0,,,
216,104,24,3,,,,178.0,,
217,104,24,3,,,,178.0,,
218,106,24,3,,,,178.0,,
219,106,24,3,,,,178.0,,
220,101,26,3,,,,185.0,,
221,101,26,3,,,,185.0,,
222,81,16,,,,,219.0,,
223,82,16,,,,,219.0,,
224,83,16,,,,,220.0,,
225,81,16,,,,,223.0,,
226,81,16,,,,,222.0,,
227,82,16,,,,,221.0,,
228,84,18,,,,,222.0,,
229,84,18,,,,,222.0,,
230,81,16,,,,,231.0,,
231,81,16,,,,,232.0,,
232,81,16,,,,,232.0,,
233,81,16,,,,,232.0,,
234,82,16,,,,,234.0,,
235,82,16,,,,,234.0,,
236,80,16,,,,,239.0,,
