day_counter,0,1,2,3,4,5,6,7,8
0,,,3,,,,,,
1,,,3,,,,,,
2,,2,3,,,,,,
3,,2,4,,,,,,
4,1,4,4,,,,,,
5,1,4,4,,,,,,
6,3,2,8,,,,,,
7,5,2,8,,,,,,
8,7,2,8,,,,,,
9,7,5,4,,,,,,
10,5,5,7,,,,,,
11,7,2,7,,,,,,
12,7,2,8,,,,,,
13,8,,7,,,,,,
14,10,,8,,,,,,
15,10,,8,,,,,,
16,7,,14,,,,,,
17,7,,14,,,,,,
18,8,,14,,,,,,
19,10,,14,,,,,,
20,10,,16,,,,,,
21,14,,15,,,,,,
22,17,,14,,,,,,
23,17,,14,,,,,,
24,16,3,15,,,,,,
25,15,,21,,,,,,
26,19,,19,,,,,,
27,19,2,19,,,,,,
28,20,4,20,,,,,,
29,21,4,20,,,,,,
30,25,4,18,,,,,,
31,25,4,19,,,,,,
32,27,15,9,,,,,,
33,27,15,9,,,,,,
34,27,15,9,,,,,,
35,22,2,31,,,,,,
36,22,2,8,24,,,,,
37,22,2,8,24,,,,,
38,22,2,8,24,,,,,
39,23,6,8,19,,,,,
40,21,6,8,25,,,,,
41,21,6,5,29,,,,,
42,23,6,5,30,,,,,
43,23,6,5,30,,,,,
44,25,6,5,30,,,,,
45,25,6,5,29,,,,,
46,27,6,5,29,,,,,
47,27,6,5,31,,,,,
48,24,6,,41,,,,,
49,2,,,,72,,,,
50,3,,,,71,,,,
51,3,,,,71,,,,
52,3,,,,72,,,,
53,4,,,,72,,,,
54,5,,,,74,,,,
55,5,,,,74,,,,
56,5,,,,77,,,,
57,6,,,,77,,,,
58,6,,,,77,,,,
59,6,,,,77,,,,
60,7,,,,77,,,,
61,7,,,,77,,,,
62,8,,,,76,,,,
63,10,,,,78,,,,
64,11,,,,79,,,,
65,30,10,,,51,,,,
66,33,10,,,51,,,,
67,32,12,3,,47,,,,
68,33,12,3,,48,,,,
69,34,14,3,,49,,,,
70,31,11,,,60,,,,
71,31,11,,,61,,,,
72,32,11,,,63,,,,
73,32,11,,,63,,,,
74,33,14,6,,52,,,,
75,33,11,6,,58,,,,
76,35,12,6,,58,,,,
77,35,12,6,,58,,,,
78,31,12,6,,65,,,,
79,31,12,6,,65,,,,
80,28,12,6,,73,,,,
81,28,12,6,,73,,,,
82,28,12,6,,73,,,,
83,29,12,6,,73,,,,
84,30,12,6,,77,,,,
85,31,12,6,,77,,,,
86,32,12,9,,74,,,,
87,33,12,9,,74,,,,
88,35,10,9,,76,,,,
89,35,10,16,,,69.0,,,
90,36,10,18,,,69.0,,,
91,36,10,9,,,79.0,,,
92,36,10,9,,,79.0,,,
93,37,10,9,,,80.0,,,
94,37,10,9,,,81.0,,,
95,39,12,9,,,77.0,,,
96,33,8,6,,,97.0,,,
97,34,8,6,,,97.0,,,
98,35,8,6,,,99.0,,,
99,36,8,6,,,99.0,,,
100,34,8,6,,,109.0,,,
101,34,8,6,,,109.0,,,
102,34,8,6,,,110.0,,,
103,34,8,6,,,110.0,,,
104,34,8,6,,,113.0,,,
105,35,4,6,,,120.0,,,
106,37,4,6,,,120.0,,,
107,37,4,6,,,120.0,,,
108,38,4,6,,,120.0,,,
109,38,4,6,,,120.0,,,
110,42,6,7,,,122.0,,,
111,42,6,7,,121,,,,
112,40,6,,,131,,,,
113,41,10,,,125,,,,
114,41,10,,,128,,,,
115,41,10,,,128,,,,
116,41,10,,,128,,,,
117,43,10,,,129,,,,
118,44,10,,,129,,,,
119,44,10,,,128,,,,
120,42,10,,,135,,,,
121,42,10,,,135,,,,
122,42,10,,,135,,,,
123,42,10,,,136,,,,
124,41,10,,,139,,,,
125,42,10,,,139,,,,
126,43,10,,,142,,,,
127,44,10,,,142,,,,
128,42,10,,,144,,,,
129,42,10,,,144,,,,
130,45,10,,,144,,,,
131,45,10,,,144,,,,
132,45,8,,,148,,,,
133,46,8,,,149,,,,
134,48,8,,,147,,,,
135,50,12,,,141,,,,
136,51,12,,,141,,,,
137,51,12,,,140,,,,
138,51,12,,,141,,,,
139,51,12,,,141,,,,
140,52,8,,,149,,,,
141,52,8,,,149,,,,
142,52,8,,,150,,,,
143,52,8,,,150,,,,
144,52,8,,,152,,,,
145,52,8,,,152,,,,
146,53,8,,,153,,,,
147,54,8,,,153,,,,
148,51,8,,,161,,,,
149,51,8,,,161,,,,
150,51,8,,,161,,,,
151,52,8,,,159,,,,
152,51,8,,,161,,,,
153,54,8,,,162,,,,
154,55,8,,,164,,,,
155,55,8,,,165,,,,
156,54,8,,,168,,,,
157,54,8,,,169,,,,
158,54,8,,,169,,,,
159,53,6,,,,173.0,,,
160,55,6,,,,175.0,,,
161,55,6,,,,175.0,,,
162,57,6,,,,172.0,,,
163,58,6,,,,172.0,,,
164,59,6,,,,172.0,,,
165,62,6,,,,172.0,,,
166,62,6,,,,175.0,,,
167,62,6,,,,175.0,,,
168,62,6,,,,177.0,,,
169,63,6,,,,177.0,,,
170,64,6,,,,177.0,,,
171,63,8,,,,176.0,,,
172,60,8,,,,184.0,,,
173,60,8,,,,184.0,,,
174,61,8,,,,184.0,,,
175,62,8,,,,185.0,,,
176,62,8,,,,189.0,,,
177,62,8,,,,190.0,,,
178,65,8,,,,191.0,,,
179,66,8,,,,191.0,,,
180,67,8,,,,198.0,,,
181,71,8,,,,198.0,,,
182,71,8,,,,198.0,,,
183,71,8,,,,202.0,,,
184,70,8,,,,,204.0,,
185,71,8,,,,,204.0,,
186,76,12,,,,,194.0,,
187,76,12,,,,,195.0,,
188,74,12,,,,,198.0,,
189,75,12,,,,,198.0,,
190,77,12,,,,,196.0,,
191,77,12,,,,,196.0,,
192,75,12,,,,,202.0,,
193,75,12,,,,,202.0,,
194,77,12,,,,,202.0,,
195,78,12,,,,,199.0,,
196,77,12,,,,,,202.0,
197,79,12,,,,,,202.0,
198,79,10,,,,,,207.0,
199,77,10,,,,,,211.0,
200,83,8,,,,,,212.0,
201,85,8,,,,,,211.0,
202,87,8,3,,,,,213.0,
203,85,8,3,,,,,216.0,
204,87,8,3,,,,,217.0,
205,87,8,3,,,,,218.0,
206,87,8,3,,,,,219.0,
207,89,8,3,,,,,219.0,
208,89,8,3,,,,,224.0,
209,89,8,3,,,,,224.0,
210,92,8,3,,,,,224.0,
211,93,8,3,,,,,224.0,
212,94,8,3,,,,,222.0,
213,94,8,3,,,,,222.0,
214,95,10,3,,,,,219.0,
215,95,10,3,,,,,220.0,
216,97,10,3,,,,,219.0,
217,97,10,3,,,,,219.0,
218,99,10,3,,,,,219.0,
219,99,10,3,,,,,219.0,
220,97,8,3,,,,,228.0,
221,97,8,3,,,,,228.0,
222,77,2,,,,,,258.0,
223,78,2,,,,,,258.0,
224,79,2,,,,,,260.0,
225,79,2,,,,,,261.0,
226,80,2,,,,,259.0,,
227,81,2,,,,,258.0,,
228,84,2,,,,,259.0,,
229,84,2,,,,,259.0,,
230,82,2,,,,,265.0,,
231,82,2,,,,,266.0,,
232,82,2,,,,,266.0,,
233,82,2,,,,,266.0,,
