date,bug_id,degree,depth,severity,votes,comment_count
9,0,2,2,3,0,5
11,4,1,1,3,0,3
13,5,0,0,3,2,2
21,17,2,1,3,1,54
22,8,0,0,1,0,8
26,30,0,0,3,0,7
30,40,0,0,3,0,2
34,25,5,3,3,2,12
49,19,1,2,3,1,7
54,41,3,1,5,0,2
64,88,55,4,3,4,79
68,84,4,1,3,1,24
69,98,1,1,3,0,10
75,83,2,1,3,0,5
82,114,1,1,3,0,4
84,65,0,0,3,0,13
93,137,9,2,3,1,54
95,147,4,1,4,0,94
102,63,5,1,3,0,59
109,170,1,1,3,0,54
111,140,13,3,3,0,110
122,171,14,3,3,0,54
123,122,0,0,3,0,13
140,180,5,3,3,4,18
143,169,1,1,3,5,16
148,218,5,1,3,0,9
153,181,1,1,3,1,41
160,251,3,2,3,0,24
164,260,2,4,3,0,33
173,168,5,1,3,0,34
176,71,1,2,3,0,8
179,296,10,2,3,0,13
186,297,1,2,3,0,78
195,254,1,1,3,0,4
200,185,0,0,3,0,11
205,275,6,3,3,0,1
206,306,5,3,3,0,6
221,247,2,2,3,0,2
227,380,7,3,3,0,38
228,383,1,3,3,5,4
244,398,5,3,2,5,25
245,397,1,5,3,3,118
255,424,0,0,3,0,58
257,421,13,4,3,1,92
267,413,2,3,3,22,122
272,414,6,2,3,8,11
273,457,13,4,3,3,74
279,450,3,3,3,1,71
285,472,6,3,5,0,7
286,465,9,5,5,3,7
293,496,6,3,3,4,65
302,436,1,1,5,0,6
305,417,1,1,3,53,1
310,469,7,5,3,0,110
312,523,2,1,3,0,26
315,510,0,0,3,0,8
320,520,2,2,5,0,24
330,167,5,1,4,0,7
331,403,0,0,3,1,2
345,565,2,3,3,0,2
349,558,5,2,3,7,16
356,567,2,2,3,3,66
369,587,1,1,3,1,17
372,588,7,5,3,2,32
380,502,2,2,3,0,18
385,470,1,1,5,0,23
388,602,1,1,4,1,6
393,626,8,3,3,0,27
399,439,1,2,4,0,4
404,597,13,4,3,4,139
407,623,3,2,3,0,51
