date,bug_id,degree,depth,severity,votes,comment_count
9,0,2,2,3,0,5
11,3,0,0,4,0,5
21,17,2,1,3,1,54
22,8,0,0,1,0,8
26,30,0,0,3,0,7
34,25,5,3,3,2,12
38,60,2,3,3,0,5
45,64,0,0,3,0,8
46,41,3,1,5,0,2
54,63,5,1,3,0,59
55,65,1,1,3,0,13
69,84,4,1,3,1,24
74,71,5,1,3,0,8
76,83,5,2,3,0,5
79,98,6,2,3,0,10
80,72,4,2,3,0,9
90,137,9,2,3,1,54
99,140,14,4,3,0,110
104,156,1,3,3,0,5
106,170,1,1,3,0,54
117,171,1,1,3,0,54
119,168,6,2,3,0,34
131,148,1,1,3,0,27
138,169,12,2,3,5,16
144,181,0,0,3,1,41
147,223,2,3,5,0,66
156,208,3,2,6,0,13
166,231,4,1,5,0,17
167,260,5,2,3,0,33
176,186,4,4,3,0,16
185,207,0,0,3,0,5
186,297,3,4,3,0,78
191,296,2,2,3,0,13
197,147,8,2,4,0,94
198,251,6,4,3,0,24
202,185,0,0,3,0,11
204,306,6,4,3,0,6
227,334,3,2,3,0,25
240,380,1,1,3,0,38
243,398,12,5,2,5,25
251,424,10,4,3,0,58
255,436,0,0,5,0,6
267,413,5,2,3,22,122
273,457,12,5,3,3,74
279,450,2,2,3,1,71
285,472,5,3,5,0,7
287,441,0,0,3,1,6
294,496,13,4,3,4,65
299,465,7,2,5,3,7
314,494,2,3,5,0,7
317,446,3,3,3,0,19
321,523,7,4,3,0,26
325,520,5,2,5,0,24
326,510,6,3,3,0,8
337,561,0,0,3,1,7
342,470,3,3,5,0,23
346,218,3,2,3,0,9
357,567,3,1,3,3,66
359,180,6,2,3,4,18
373,597,2,1,3,4,139
377,593,8,2,4,0,19
392,602,1,2,4,1,6
397,587,3,3,3,1,17
400,626,2,4,3,0,27
408,623,3,1,3,0,51
412,378,4,2,3,0,13
423,610,0,0,3,0,3
432,580,5,1,3,35,20
434,662,5,4,3,0,64
449,621,2,1,3,4,1
456,394,1,1,3,0,17
462,666,4,5,3,0,3
466,682,0,0,3,2,26
483,694,6,1,3,2,10
484,609,1,1,3,0,37
494,704,0,0,3,2,60
504,726,0,0,3,0,6
510,588,3,5,3,2,32
516,715,1,1,3,0,94
522,752,5,3,3,0,20
525,630,5,4,3,3,338
530,761,6,3,3,1,21
539,669,0,0,3,0,8
545,774,1,3,3,0,13
555,469,3,3,3,0,110
567,632,0,0,3,0,12
571,477,1,2,5,0,6
572,818,2,2,3,0,7
577,821,6,4,5,0,4
603,820,3,2,3,0,10
606,667,0,0,5,0,3
620,293,1,2,3,0,3
638,882,4,4,4,22,41
653,724,3,2,3,0,1
655,216,1,1,4,0,2
661,862,5,2,3,0,3
663,896,3,2,2,0,26
667,858,0,0,3,0,2
690,224,2,1,3,0,28
693,570,0,0,3,0,2
696,922,4,6,3,0,24
704,935,2,1,3,3,139
727,625,1,1,3,1,3
733,980,1,1,3,0,7
740,579,2,6,3,9,43
742,967,1,2,6,1,65
755,966,2,2,3,1,40
765,852,2,2,3,0,15
777,1000,8,3,4,0,95
778,484,2,1,3,1,7
782,848,3,3,3,0,16
798,954,2,3,3,0,18
801,851,3,2,3,0,7
806,1011,6,6,3,0,41
820,999,8,4,3,1,9
831,1028,23,4,3,0,118
838,741,1,3,3,7,1
840,1024,6,3,3,0,15
851,1029,15,4,3,1,106
855,1030,1,3,3,1,7
872,455,3,3,5,0,3
873,1056,0,0,3,2,14
896,192,3,1,4,0,12
905,1091,6,4,3,0,59
914,1090,13,3,3,0,21
916,1094,11,2,3,0,5
927,1095,10,2,3,0,5
929,1078,5,4,3,5,8
935,1109,8,2,3,0,7
942,1127,10,7,3,11,3
952,1145,2,1,3,0,15
953,1093,5,4,3,2,35
963,1138,14,5,3,0,13
964,1152,10,4,3,0,43
974,1148,0,0,3,0,10
985,1171,7,7,4,0,12
991,1131,6,7,3,0,11
995,1147,0,0,3,0,2
997,1086,7,3,3,0,29
1004,1146,6,6,2,0,4
1015,1124,1,2,3,0,69
1016,1150,1,3,2,0,3
1022,1187,7,3,3,0,8
1033,1191,1,2,3,16,12
1044,1202,19,3,3,0,63
1047,881,0,0,3,2,3
1055,1144,9,5,4,0,11
1058,1208,0,0,3,0,67
1066,1162,7,2,3,0,27
1068,1227,0,0,3,1,75
1072,1082,7,3,3,0,12
1075,1092,4,4,3,1,25
1082,1209,10,3,1,0,16
1085,1223,8,2,3,0,14
1091,1213,7,3,5,0,46
1096,1235,4,1,3,0,2
1102,1108,6,3,3,0,12
1113,1252,3,3,3,0,73
1122,1254,1,2,3,0,17
1128,586,0,0,3,0,81
1141,1158,1,1,3,4,17
1149,453,0,0,3,0,3
1152,1261,10,2,5,0,39
1156,1058,0,0,3,0,9
1171,454,1,3,3,0,13
1181,1184,4,3,3,0,43
1188,1038,2,6,3,1,17
1201,813,1,1,3,0,4
1213,1267,4,3,3,0,12
1217,1294,5,2,3,2,11
1238,292,3,2,3,0,3
1243,1268,3,4,3,1,5
1252,1307,15,5,3,5,58
1257,1270,2,4,3,0,15
1263,1315,4,2,3,9,14
1274,1309,3,3,3,0,62
1278,1269,0,0,3,0,30
1286,1072,0,0,3,1,4
1292,1317,1,2,3,0,26
1296,1311,3,3,3,0,9
1308,1326,0,0,3,1,15
1317,1324,2,4,3,0,8
1319,1344,5,2,3,0,30
1328,1355,2,1,3,0,62
1330,1359,1,1,3,0,30
1339,1348,10,2,3,0,35
1347,1356,7,3,3,8,11
1349,1376,14,3,3,0,8
1353,1378,8,2,3,0,1
1360,1380,1,1,3,0,2
1364,1342,6,3,3,0,4
1375,1372,6,2,3,0,25
1378,1354,4,2,3,27,20
1387,1224,5,1,3,0,78
1392,1400,1,1,3,1,13
1396,1404,0,0,3,0,43
1403,1377,11,3,3,0,39
1414,1415,1,3,3,0,14
1415,350,1,1,5,0,16
1425,1379,1,1,3,0,1
1431,1299,4,1,3,0,8
1440,1422,9,2,3,0,32
1447,1115,1,1,3,7,5
1451,1428,4,4,3,0,26
1458,1339,1,1,3,0,23
1475,560,5,5,3,0,2
1484,675,2,1,3,0,9
1489,298,1,4,3,0,3
1494,1442,4,5,3,0,5
1515,456,1,3,4,0,3
1522,1449,3,2,3,1,18
1526,248,4,3,3,0,17
1528,743,1,3,3,2,23
1534,1302,3,1,5,0,2
1541,1464,3,1,3,0,3
1544,395,2,1,3,1,6
1559,167,6,1,4,0,7
1565,1365,5,5,3,0,49
1571,1182,1,6,3,0,9
1595,1179,6,6,4,0,7
1605,1306,0,0,3,0,11
1610,1478,1,1,3,0,8
1622,1468,3,3,3,0,55
1634,578,2,6,3,0,7
1637,1493,5,5,3,4,25
1645,1495,14,5,3,0,56
1678,1473,0,0,3,0,6
1687,1500,14,3,3,0,6
1688,1492,6,3,3,0,11
1696,1512,9,2,3,0,23
1700,1503,1,1,3,0,28
1705,1508,4,3,3,0,8
1707,1232,2,2,6,0,4
1708,1466,5,2,3,0,34
1709,1504,2,3,5,0,2
1718,1054,0,0,3,1,1
1721,1516,1,1,5,0,4
1725,1515,7,3,3,0,22
1730,1529,9,6,3,0,13
1731,1525,9,6,3,0,9
1741,1539,3,2,3,0,4
1747,1528,9,2,3,0,12
1753,1544,2,4,3,0,6
1766,1462,2,2,3,2,8
1778,1563,3,2,3,1,57
1784,1572,2,4,3,0,18
1790,1089,3,4,3,1,4
1792,1570,2,4,3,0,6
1796,1550,0,0,2,0,8
1803,1575,2,2,3,0,46
1807,1561,7,4,3,0,9
1814,1564,7,2,3,0,39
1820,1589,12,4,3,0,34
1825,1548,1,4,3,0,34
1828,1557,2,1,3,0,31
1830,1577,1,1,3,0,7
1837,1582,1,1,3,0,7
1840,1560,2,2,3,5,52
1868,1524,2,3,3,0,3
1872,1421,1,5,3,4,2
1879,1614,8,3,3,0,13
1886,1612,0,0,3,2,5
1889,1610,6,3,3,0,18
1892,1613,17,4,3,0,35
1898,1618,4,3,3,0,4
1910,1626,7,3,3,0,5
1914,698,1,5,3,0,2
1921,1629,7,3,3,0,17
1937,998,0,0,3,0,4
1948,1641,0,0,3,0,2
1956,1303,1,1,3,0,22
1960,1644,7,3,3,0,8
1961,1642,0,0,3,0,5
1967,1645,1,1,3,0,8
1982,1630,6,3,3,0,1
1987,1536,5,4,3,0,5
1993,1594,0,0,3,0,10
1999,931,1,4,2,0,2
2000,1659,8,2,3,0,8
2022,838,2,3,3,0,15
2024,1043,1,3,3,0,2
2033,1671,12,4,3,0,62
2037,1668,2,5,3,2,49
2039,1554,5,1,3,0,19
2041,1656,5,3,3,0,2
2043,1604,4,4,3,0,6
2048,1678,1,1,3,0,7
2066,1308,0,0,3,0,3
2081,1469,4,3,3,0,20
2097,1304,1,1,3,0,6
2103,1690,7,5,3,0,14
2113,656,4,4,3,1,1
2119,1697,3,2,3,0,10
2123,1707,2,4,3,1,4
2127,1692,4,5,3,1,12
2131,1705,1,1,3,1,7
2136,1710,1,1,3,1,10
2140,1688,1,2,3,1,15
2149,1711,1,3,3,0,4
2155,1719,4,3,3,0,2
2158,1628,3,3,3,0,5
2161,1576,0,0,3,1,2
2163,1728,0,0,3,0,8
2179,1513,2,3,3,6,2
2192,1736,7,4,3,4,6
2196,1744,4,3,3,0,6
2200,1212,5,2,3,0,13
2206,1758,3,2,3,0,4
2211,1067,3,2,3,1,4
2215,1743,3,3,3,0,13
2227,1684,3,3,3,1,6
2238,1667,2,4,3,1,20
2240,1414,3,3,3,1,7
2257,1662,1,2,3,0,1
2258,466,0,0,5,1,3
2279,1780,1,4,3,0,2
