day_counter,0,1,2,3,4,5,6,7,8
0,,,3,,,,,,
1,,,3,,,,,,
2,,2,3,,,,,,
3,,2,4,,,,,,
4,1,4,4,,,,,,
5,1,4,4,,,,,,
6,3,5,5,,,,,,
7,5,5,5,,,,,,
8,7,5,5,,,,,,
9,7,8,,,,,,,
10,5,3,8,,,,,,
11,6,3,7,,,,,,
12,6,3,7,,,,,,
13,6,3,6,,,,,,
14,7,5,6,,,,,,
15,7,5,6,,,,,,
16,5,,16,,,,,,
17,5,,16,,,,,,
18,6,,16,,,,,,
19,8,,16,,,,,,
20,8,,,18,,,,,
21,14,2,,12,,,,,
22,17,2,,12,,,,,
23,17,2,,12,,,,,
24,17,,5,12,,,,,
25,16,,,20,,,,,
26,18,,,21,,,,,
27,18,2,,21,,,,,
28,19,4,,22,,,,,
29,20,4,,22,,,,,
30,23,4,,22,,,,,
31,23,4,,23,,,,,
32,21,4,,28,,,,,
33,21,4,,28,,,,,
34,21,4,,28,,,,,
35,18,4,,36,,,,,
36,18,4,,37,,,,,
37,18,4,36,,,,,,
38,18,4,37,,,,,,
39,18,4,37,,,,,,
40,16,4,6,37,,,,,
41,15,4,6,39,,,,,
42,17,4,6,40,,,,,
43,17,4,6,40,,,,,
44,19,4,6,40,,,,,
45,19,4,6,40,,,,,
46,21,4,6,40,,,,,
47,21,4,6,42,,,,,
48,18,,,57,,,,,
49,3,,,,75,,,,
50,4,,,,74,,,,
51,4,,,,74,,,,
52,4,,,,75,,,,
53,5,,,,75,,,,
54,6,,,,77,,,,
55,6,,,,77,,,,
56,6,,,,80,,,,
57,7,,,,80,,,,
58,7,,,,80,,,,
59,7,,,,80,,,,
60,8,,,,80,,,,
61,8,,,,80,,,,
62,9,,,,79,,,,
63,11,,,,81,,,,
64,12,,,,82,,,,
65,26,6,4,,59,,,,
66,29,6,4,,59,,,,
67,29,6,4,48,11,,,,
68,30,6,4,49,11,,,,
69,31,9,4,49,11,,,,
70,26,6,4,59,11,,,,
71,26,6,4,60,11,,,,
72,27,6,4,62,11,,,,
73,27,6,4,62,11,,,,
74,27,10,10,50,11,,,,
75,27,10,10,,64,,,,
76,29,10,10,,65,,,,
77,29,10,10,,65,,,,
78,26,11,4,4,72,,,,
79,26,11,4,4,72,,,,
80,23,11,4,,84,,,,
81,23,11,4,,83,,,,
82,23,11,4,,83,,,,
83,24,11,4,,83,,,,
84,24,13,4,,86,,,,
85,25,13,4,,86,,,,
86,26,16,4,,83,,,,
87,27,16,4,,83,,,,
88,28,16,4,,85,,,,
89,27,16,4,,87,,,,
90,29,14,4,,90,,,,
91,28,14,4,,92,,,,
92,28,16,4,,89,,,,
93,29,16,4,,90,,,,
94,29,16,4,,91,,,,
95,33,20,4,4,79,,,,
96,31,10,,,106,,,,
97,32,10,,,106,,,,
98,33,10,,,108,,,,
99,34,10,,,109,,,,
100,34,10,,,118,,,,
101,34,10,,,118,,,,
102,34,10,,,119,,,,
103,35,10,,,117,,,,
104,35,10,,,120,,,,
105,35,10,,,124,,,,
106,37,10,,,125,,,,
107,37,10,,,125,,,,
108,38,10,,,125,,,,
109,38,10,,,124,,,,
110,43,8,3,,126,,,,
111,43,8,3,,126,,,,
112,42,8,3,,128,,,,
113,42,8,3,,128,,,,
114,42,8,3,,131,,,,
115,42,8,3,,131,,,,
116,42,8,3,,130,,,,
117,44,8,3,,131,,,,
118,45,8,3,,131,,,,
119,45,8,3,,131,,,,
120,44,8,3,,137,,,,
121,44,8,3,,137,,,,
122,44,8,3,,135,,,,
123,44,8,3,,136,,,,
124,43,8,3,,140,,,,
125,44,8,3,,140,,,,
126,45,8,3,,143,,,,
127,46,8,3,,143,,,,
128,45,8,3,,145,,,,
129,45,8,3,,145,,,,
130,48,8,3,,145,,,,
131,48,8,3,,145,,,,
132,48,10,,,147,,,,
133,49,10,,,149,,,,
134,49,10,,,150,,,,
135,49,10,,,151,,,,
136,50,10,,,151,,,,
137,51,10,,,148,,,,
138,51,10,,,149,,,,
139,51,10,,,149,,,,
140,52,10,,,153,,,,
141,52,10,,,153,,,,
142,52,10,,,154,,,,
143,53,10,,,152,,,,
144,52,10,,,155,,,,
145,52,10,,,155,,,,
146,53,10,,,155,,,,
147,54,10,,,156,,,,
148,51,10,,,163,,,,
149,51,10,,,163,,,,
150,51,10,,,161,,,,
151,52,10,,,161,,,,
152,52,10,,,163,,,,
153,55,10,,,164,,,,
154,56,10,,,166,,,,
155,56,10,,,166,,,,
156,56,10,,,168,,,,
157,56,10,,,169,,,,
158,56,10,,,169,,,,
159,54,10,,,172,,,,
160,56,10,,,174,,,,
161,56,10,,,174,,,,
162,56,10,,,174,,,,
163,57,10,,,174,,,,
164,58,10,,,174,,,,
165,61,10,,,173,,,,
166,61,10,,,175,,,,
167,61,10,,,175,,,,
168,62,10,,,176,,,,
169,63,10,,,176,,,,
170,64,10,,,175,,,,
171,62,8,,,179,,,,
172,59,6,,,189,,,,
173,59,6,,,189,,,,
174,61,6,,,,188.0,,,
175,62,6,,,,189.0,,,
176,59,8,,,,195.0,,,
177,59,8,,,,196.0,,,
178,62,8,,,,197.0,,,
179,63,8,,,,197.0,,,
180,65,8,,,,,202.0,,
181,69,8,,,,,202.0,,
182,69,8,,,,,202.0,,
183,69,6,,,,,208.0,,
184,70,6,,,,,207.0,,
185,71,6,,,,,207.0,,
186,75,10,,,,,199.0,,
187,75,10,,,,,200.0,,
188,75,8,,,,,203.0,,
189,76,8,,,,,203.0,,
190,78,8,4,,,,197.0,,
191,78,8,4,,,,197.0,,
192,77,8,4,,,,202.0,,
193,77,8,4,,,,202.0,,
194,79,8,4,,,,202.0,,
195,79,8,4,,,,201.0,,
196,79,8,4,,,,203.0,,
197,81,8,4,,,,203.0,,
198,81,8,4,,,,206.0,,
199,79,8,4,,,,210.0,,
200,83,8,4,,,,212.0,,
201,85,8,4,,,,210.0,,
202,87,10,4,,,,213.0,,
203,85,10,4,,,,216.0,,
204,87,10,4,,,,217.0,,
205,89,14,4,,,,211.0,,
206,88,16,4,,,,211.0,,
207,90,16,4,,,,211.0,,
208,92,16,4,,,,215.0,,
209,92,16,4,,,,215.0,,
210,95,16,4,,,,217.0,,
211,96,16,4,,,,217.0,,
212,96,16,4,,,,217.0,,
213,96,16,4,,,,217.0,,
214,95,18,8,,,,212.0,,
215,95,18,8,,,,213.0,,
216,96,18,8,,,,214.0,,
217,96,18,8,,,,214.0,,
218,98,18,8,,,,213.0,,
219,98,18,8,,,,213.0,,
220,94,18,4,5,,,220.0,,
221,94,18,4,5,,,220.0,,
222,78,12,,,,,252.0,,
223,79,12,,,,,252.0,,
224,80,14,,,,,251.0,,
225,80,14,,,,,252.0,,
226,80,14,,,,,252.0,,
227,81,14,,,,,252.0,,
228,84,14,,,,,254.0,,
229,84,14,,,,,254.0,,
230,85,14,,,,,257.0,,
231,85,14,,,,,,257.0,
232,85,14,,,,,,257.0,
233,85,14,,,,,,256.0,
234,85,14,,,,,,259.0,
235,85,14,,,,,,260.0,
