date,bug_id,degree,depth,severity,votes,comment_count
7,5,1,1,3,2,2
9,0,2,2,3,0,5
10,11,1,1,4,0,9
12,12,0,0,3,0,6
13,1,0,0,3,0,9
15,6,0,0,5,0,15
18,21,0,0,5,1,6
20,15,0,0,3,0,3
24,29,0,0,4,0,11
28,40,1,1,3,0,2
30,48,0,0,4,0,4
32,44,0,0,3,0,2
35,56,1,1,5,0,14
41,39,1,1,4,1,3
42,64,3,2,3,0,8
45,59,2,1,3,1,12
47,43,0,0,5,0,4
50,41,4,1,5,0,2
51,63,1,1,3,0,59
54,65,4,2,3,0,13
65,97,1,1,3,0,7
68,83,4,3,3,0,5
69,72,1,1,3,0,9
70,98,2,1,3,0,10
71,113,1,4,5,0,6
72,121,0,0,5,0,10
74,86,1,2,4,0,3
76,116,0,0,5,0,10
81,96,0,0,5,0,6
83,122,1,2,3,0,13
90,74,1,3,3,2,9
92,140,0,0,3,0,110
94,104,1,1,4,2,12
98,142,0,0,3,31,7
99,138,4,2,3,0,64
102,137,11,3,3,1,54
103,147,1,1,4,0,94
105,170,4,3,3,0,54
112,168,5,2,3,0,34
115,171,4,2,3,0,54
116,181,3,2,3,1,41
120,167,0,0,4,0,7
123,169,9,2,3,5,16
124,208,4,2,6,0,13
128,218,1,1,3,0,9
129,71,1,1,3,0,8
132,224,1,4,3,0,28
133,223,3,2,5,0,66
134,185,3,2,3,0,11
139,187,1,1,5,0,5
146,248,4,3,3,0,17
147,228,3,2,3,0,20
148,186,3,2,3,0,16
152,236,3,2,3,26,15
155,251,6,2,3,0,24
157,221,0,0,3,0,5
159,256,0,0,3,0,2
162,231,1,1,5,0,17
163,260,5,2,3,0,33
168,192,2,1,4,0,12
170,262,0,0,3,3,17
174,272,4,1,3,0,3
177,174,1,2,3,0,3
178,296,8,1,3,0,13
182,275,1,2,3,0,1
183,306,7,1,3,0,6
184,146,1,2,5,0,2
188,249,0,0,5,0,3
193,330,1,1,3,0,27
