day_counter,0,1,2,3,4,5,6,7,8,9
0,,,3,,,,,,,
1,,,3,,,,,,,
2,,2,3,,,,,,,
3,,2,4,,,,,,,
4,1,4,4,,,,,,,
5,1,4,4,,,,,,,
6,3,4,6,,,,,,,
7,5,4,6,,,,,,,
8,7,4,6,,,,,,,
9,7,9,,,,,,,,
10,5,12,,,,,,,,
11,6,11,,,,,,,,
12,6,6,5,,,,,,,
13,6,6,5,,,,,,,
14,8,7,5,,,,,,,
15,8,6,5,,,,,,,
16,6,,16,,,,,,,
17,6,,16,,,,,,,
18,6,,16,,,,,,,
19,8,,16,,,,,,,
20,7,,19,,,,,,,
21,13,,15,,,,,,,
22,16,,15,,,,,,,
23,16,,15,,,,,,,
24,15,2,17,,,,,,,
25,14,2,20,,,,,,,
26,16,2,21,,,,,,,
27,17,2,22,,,,,,,
28,18,4,23,,,,,,,
29,19,4,23,,,,,,,
30,22,4,23,,,,,,,
31,24,4,21,,,,,,,
32,23,4,26,,,,,,,
33,23,4,26,,,,,,,
34,23,4,26,,,,,,,
35,20,4,34,,,,,,,
36,20,4,35,,,,,,,
37,20,4,35,,,,,,,
38,21,4,33,,,,,,,
39,21,4,34,,,,,,,
40,20,4,6,33,,,,,,
41,19,4,6,35,,,,,,
42,21,4,6,36,,,,,,
43,21,4,6,36,,,,,,
44,23,4,6,36,,,,,,
45,23,4,6,35,,,,,,
46,25,4,6,35,,,,,,
47,25,4,6,37,,,,,,
48,22,,6,47,,,,,,
49,4,,,,74,,,,,
50,5,,,,73,,,,,
51,5,,,,72,,,,,
52,5,,,,74,,,,,
53,6,,,,74,,,,,
54,7,,,,75,,,,,
55,7,,,,75,,,,,
56,7,,,,78,,,,,
57,8,,,,78,,,,,
58,8,,,,78,,,,,
59,8,,,,78,,,,,
60,9,,,,78,,,,,
61,9,,,,78,,,,,
62,10,,,,78,,,,,
63,11,,,,81,,,,,
64,12,,,,82,,,,,
65,30,2,6,,56,,,,,
66,33,4,6,,53,,,,,
67,32,4,6,,56,,,,,
68,33,4,6,,57,,,,,
69,35,4,6,,59,,,,,
70,32,4,6,,63,,,,,
71,32,4,6,,64,,,,,
72,33,4,6,,66,,,,,
73,33,6,6,,63,,,,,
74,32,8,6,,63,,,,,
75,33,8,6,,65,,,,,
76,35,15,6,,58,,,,,
77,35,15,6,,57,,,,,
78,32,13,6,,66,,,,,
79,32,13,6,,66,,,,,
80,28,13,6,,75,,,,,
81,29,13,6,,73,,,,,
82,29,13,6,,72,,,,,
83,30,13,6,,72,,,,,
84,28,12,6,,80,,,,,
85,29,12,6,,80,,,,,
86,30,14,6,,78,,,,,
87,31,14,6,,78,,,,,
88,33,12,6,,80,,,,,
89,33,12,6,,81,,,,,
90,35,12,6,,82,,,,,
91,35,12,6,,83,,,,,
92,35,14,6,,80,,,,,
93,36,12,6,,83,,,,,
94,36,12,6,,84,,,,,
95,40,14,6,,78,,,,,
96,36,8,,,,101.0,,,,
97,37,8,,,,101.0,,,,
98,38,8,,,,103.0,,,,
99,39,8,,,,104.0,,,,
100,37,8,,,,114.0,,,,
101,37,8,,,,114.0,,,,
102,37,8,,,,115.0,,,,
103,41,11,,,,107.0,,,,
104,41,11,,,,110.0,,,,
105,42,11,,,,113.0,,,,
106,44,11,,,,114.0,,,,
107,45,11,,,,112.0,,,,
108,46,11,,,,112.0,,,,
109,46,11,,,,112.0,,,,
110,51,10,3,,,113.0,,,,
111,51,10,3,,,113.0,,,,
112,49,6,3,,,120.0,,,,
113,49,6,3,,119,,,,,
114,49,6,3,,122,,,,,
115,49,6,3,,122,,,,,
116,49,6,3,,122,,,,,
117,51,6,3,,123,,,,,
118,52,6,3,,123,,,,,
119,52,6,3,,122,,,,,
120,50,6,3,,128,,,,,
121,50,6,3,,128,,,,,
122,50,6,3,,128,,,,,
123,50,6,3,,129,,,,,
124,49,6,3,,,133.0,,,,
125,50,6,3,,,133.0,,,,
126,51,6,3,,,136.0,,,,
127,52,6,3,,,136.0,,,,
128,51,13,3,,,130.0,,,,
129,51,13,3,,,130.0,,,,
130,54,13,3,,,130.0,,,,
131,54,13,3,,,130.0,,,,
132,53,8,3,,,138.0,,,,
133,55,8,3,,,138.0,,,,
134,55,8,9,,,132.0,,,,
135,55,8,9,,,132.0,,,,
136,56,8,9,,,132.0,,,,
137,56,8,9,,,132.0,,,,
138,56,8,9,,,132.0,,,,
139,56,8,9,,,131.0,,,,
140,58,8,9,,,134.0,,,,
141,58,8,9,,,134.0,,,,
142,58,8,9,,,135.0,,,,
143,58,8,9,,,134.0,,,,
144,58,8,9,,,136.0,,,,
145,58,8,9,,,136.0,,,,
146,59,8,9,,,137.0,,,,
147,59,8,9,,,138.0,,,,
148,57,6,9,,,147.0,,,,
149,57,6,9,,,147.0,,,,
150,57,6,9,,,147.0,,,,
151,58,6,9,,,147.0,,,,
152,57,6,9,,,149.0,,,,
153,60,9,9,,,146.0,,,,
154,62,9,9,,,147.0,,,,
155,62,9,16,,,140.0,,,,
156,62,9,16,,,142.0,,,,
157,62,9,16,,,143.0,,,,
158,62,9,16,,,143.0,,,,
159,59,9,16,,,146.0,,,,
160,61,9,16,,,148.0,,,,
161,61,9,16,,,148.0,,,,
162,61,9,16,,,148.0,,,,
163,63,9,16,,,146.0,,,,
164,64,9,16,,,146.0,,,,
165,67,9,16,,,146.0,,,,
166,67,9,16,,,149.0,,,,
167,67,9,16,,,149.0,,,,
168,67,9,16,,,151.0,,,,
169,68,9,16,,,151.0,,,,
170,69,9,16,,,151.0,,,,
171,69,7,16,,,154.0,,,,
172,63,7,16,,,165.0,,,,
173,63,7,16,,,164.0,,,,
174,63,9,16,,,164.0,,,,
175,64,9,16,,,165.0,,,,
176,64,6,16,,,173.0,,,,
177,64,6,16,,,173.0,,,,
178,67,6,16,,,174.0,,,,
179,68,6,16,,,173.0,,,,
180,70,6,9,,,187.0,,,,
181,74,6,9,,,187.0,,,,
182,75,6,9,,,185.0,,,,
183,75,13,9,,,181.0,,,,
184,74,13,9,,,183.0,,,,
185,75,13,9,,,183.0,,,,
186,76,13,9,,,183.0,,,,
187,76,13,9,,,184.0,,,,
188,75,11,9,,,188.0,,,,
189,82,13,9,,,179.0,,,,
190,83,13,9,,,179.0,,,,
191,83,13,9,,,179.0,,,,
192,83,13,9,,,183.0,,,,
193,83,13,9,,,183.0,,,,
194,85,13,9,,,183.0,,,,
195,85,13,9,,,183.0,,,,
196,84,13,9,,,185.0,,,,
197,86,13,9,,,184.0,,,,
198,88,13,6,,,187.0,,,,
199,88,11,6,,,191.0,,,,
200,91,11,6,,,194.0,,,,
201,93,11,6,,,193.0,,,,
202,94,15,6,,,195.0,,,,
203,95,15,6,,,194.0,,,,
204,97,15,6,,,195.0,,,,
205,97,15,6,,,195.0,,,,
206,97,15,6,,,196.0,,,,
207,99,15,6,,,196.0,,,,
208,99,13,6,,,204.0,,,,
209,99,13,6,,,204.0,,,,
210,102,13,6,,,205.0,,,,
211,103,13,6,,,205.0,,,,
