day_counter,0,1,2,3,4,5,6,7,8
0,,,3,,,,,,
1,,,3,,,,,,
2,,2,3,,,,,,
3,,2,4,,,,,,
4,1,4,4,,,,,,
5,1,4,4,,,,,,
6,3,5,5,,,,,,
7,5,5,4,,,,,,
8,7,5,4,,,,,,
9,7,8,,,,,,,
10,5,2,9,,,,,,
11,7,,9,,,,,,
12,7,,10,,,,,,
13,7,,9,,,,,,
14,8,2,8,,,,,,
15,8,2,8,,,,,,
16,5,,16,,,,,,
17,5,,16,,,,,,
18,5,,15,,,,,,
19,7,,15,,,,,,
20,6,,18,,,,,,
21,12,,15,,,,,,
22,15,,15,,,,,,
23,15,,15,,,,,,
24,16,,17,,,,,,
25,15,,20,,,,,,
26,17,,21,,,,,,
27,20,,19,,,,,,
28,21,2,,20,,,,,
29,22,2,,20,,,,,
30,25,2,,20,,,,,
31,28,4,,15,,,,,
32,27,4,,20,,,,,
33,29,,,20,,,,,
34,29,,,20,,,,,
35,25,,,,29,,,,
36,25,,,,,29.0,,,
37,25,,,,,29.0,,,
38,25,,,,,30.0,,,
39,25,,,,,,31.0,,
40,23,,,,,,37.0,,
41,22,,,,,,39.0,,
42,24,,,,,,40.0,,
43,24,,,,,,40.0,,
44,26,,,,,,40.0,,
45,26,,,,,,39.0,,
46,28,4,,,,,33.0,,
47,28,4,,,,,35.0,,
48,24,4,,,,,42.0,,
49,3,,,,,,,69.0,
50,3,,,,,,,69.0,
51,3,,,,,,,68.0,
52,3,,,,,,,70.0,
53,4,,,,,,,70.0,
54,5,,,,,,,72.0,
55,5,,,,,,,72.0,
56,5,,,,,,,75.0,
57,6,,,,,,,75.0,
58,6,,,,,,,75.0,
59,6,,,,,,,75.0,
60,7,,,,,,,74.0,
61,7,,,,,,,74.0,
62,8,,,,,,,74.0,
63,10,,,,,,,76.0,
64,30,10,,,,,45.0,,
65,31,10,,,,,46.0,,
66,34,10,,,,,45.0,,
67,34,12,,,,44.0,,,
68,36,12,,,,43.0,,,
69,38,12,,,,45.0,,,
70,36,8,,,,53.0,,,
71,36,8,,,,54.0,,,
72,37,8,,,,56.0,,,
73,37,8,,,,56.0,,,
74,37,8,,,,57.0,,,
75,38,8,,,,58.0,,,
76,40,8,,,,59.0,,,
77,40,8,,,,59.0,,,
78,35,8,,,,68.0,,,
79,35,8,,,,66.0,,,
80,30,6,,,,77.0,,,
81,30,6,,,,77.0,,,
82,30,6,,,,77.0,,,
83,32,6,,,,75.0,,,
84,33,6,,,,79.0,,,
85,34,6,,,,79.0,,,
86,35,6,,,,80.0,,,
87,36,6,,,,80.0,,,
88,38,6,,,,81.0,,,
89,38,6,,,,82.0,,,
90,41,6,,,,81.0,,,
91,44,6,4,,,73.0,,,
92,45,6,4,,,71.0,,,
93,44,6,4,,,74.0,,,
94,44,6,4,,,75.0,,,
95,45,6,4,,,75.0,,,
96,42,6,4,,,,85.0,,
97,43,6,4,,,,85.0,,
98,44,6,4,,,,87.0,,
99,45,6,4,,,,88.0,,
100,45,6,,,,,101.0,,
101,45,6,,,,,101.0,,
102,48,6,,,,,97.0,,
103,48,8,,,,,94.0,,
104,47,8,,,,,98.0,,
105,48,8,,,,,,100.0,
106,49,10,,,,,,100.0,
107,49,10,,,,,,100.0,
108,50,10,,,,,,100.0,
109,50,10,,,,,,99.0,
110,54,12,,,,,,102.0,
111,54,12,,,,,,101.0,
112,53,10,,,,,,105.0,
113,53,10,,,,,,105.0,
114,53,10,,,,,,108.0,
115,53,10,,,,,,108.0,
116,53,10,,,,,,108.0,
117,54,12,,,,,,108.0,
118,55,12,,,,,,107.0,
119,55,12,,,,,,107.0,
120,55,12,,,,,,111.0,
121,55,12,,,,,,111.0,
122,55,12,,,,,,111.0,
123,55,12,,,,,,112.0,
124,54,10,,,,,,117.0,
125,55,10,,,,,,117.0,
126,57,10,,,,,,119.0,
127,58,13,,,,,,115.0,
128,56,13,,,,,,118.0,
129,56,13,,,,,,118.0,
130,60,13,,,,,,116.0,
131,60,13,,,,,,116.0,
132,60,11,,,,,,120.0,
133,62,11,,,,,,119.0,
134,62,11,,,,,,120.0,
135,64,11,,,,,,118.0,
136,65,11,,,,,,118.0,
137,65,11,,,,,,118.0,
138,65,11,,,,,,119.0,
139,65,13,,,,,,116.0,
140,65,13,,,,,,121.0,
141,65,13,,,,,,121.0,
142,64,13,,,,,,122.0,
143,64,13,,,,,,122.0,
144,63,11,,,,,,127.0,
145,63,11,,,,,,127.0,
146,64,11,,,,,,128.0,
147,65,11,,,,,,129.0,
148,61,6,,,,,,143.0,
149,61,6,,,,,,143.0,
150,61,6,,,,,,143.0,
151,62,6,,,,,,143.0,
152,62,8,,,,,,142.0,
153,65,8,,,,,,143.0,
154,66,8,,,,,,145.0,
155,65,8,,,,,,146.0,
156,65,8,,,,,,147.0,
157,65,8,,,,,,148.0,
158,65,8,,,,,,148.0,
159,64,8,,,,,,150.0,
160,66,8,,,,,,151.0,
161,66,8,,,,,,151.0,
162,66,8,,,,,,151.0,
163,69,8,,,,,,148.0,
164,70,8,,,,,,146.0,
165,73,8,,,,,,146.0,
166,73,8,,,,,,149.0,
167,73,8,,,,,,149.0,
168,75,8,,,,,,148.0,
169,76,8,,,,,,148.0,
170,77,8,,,,,,148.0,
171,74,8,,,,,,151.0,
172,74,15,,,,,,148.0,
173,74,15,,,,,,148.0,
174,75,15,,,,,,149.0,
175,76,15,,,,,,150.0,
176,79,13,,,,,,153.0,
177,79,13,,,,,,154.0,
178,82,13,,,,,,154.0,
179,83,13,,,,,,154.0,
180,82,13,,,,,,164.0,
181,86,13,,,,,,164.0,
182,86,13,,,,,,164.0,
183,85,13,,,,,,169.0,
184,84,13,,,,,,169.0,
185,85,13,,,,,,169.0,
186,89,13,,,,,164.0,,
187,89,13,,,,,165.0,,
188,88,13,,,,,167.0,,
189,89,13,,,,,167.0,,
190,90,13,,,,,167.0,,
191,90,13,,,,,167.0,,
192,89,13,,,,,172.0,,
193,89,13,,,,,172.0,,
194,91,13,,,,,170.0,,
195,91,13,,,,,170.0,,
196,90,13,,,,,173.0,,
197,92,15,,,,,170.0,,
198,92,15,,,,,173.0,,
199,91,15,,,,,176.0,,
200,95,15,,,,,178.0,,
201,97,15,,,,,178.0,,
202,98,19,,,,,179.0,,
203,96,23,,,,,177.0,,
204,98,24,,,,,177.0,,
205,99,24,,,,,176.0,,
206,99,24,,,,,177.0,,
207,101,24,,,,,176.0,,
208,101,19,,,,,187.0,,
209,101,19,,,,,187.0,,
210,106,19,,,,,186.0,,
211,107,19,,,,,186.0,,
212,107,19,,,,,186.0,,
213,107,19,,,,,186.0,,
214,107,19,,,,,187.0,,
215,109,19,,,,,185.0,,
216,110,29,,,,,175.0,,
217,110,29,,,,,175.0,,
218,112,29,,,,,175.0,,
219,112,29,,,,,175.0,,
220,109,27,,,,,,185.0,
221,109,27,,,,,,185.0,
222,94,13,,,,,,214.0,
223,95,13,,,,,,214.0,
224,95,13,,,,,,216.0,
225,95,13,,,,,,216.0,
