day_counter,0,1,2,3,4,5,6,7,8,9
0,,,3,,,,,,,
1,,,3,,,,,,,
2,,2,3,,,,,,,
3,,2,4,,,,,,,
4,1,4,4,,,,,,,
5,1,4,4,,,,,,,
6,3,5,5,,,,,,,
7,5,5,5,,,,,,,
8,7,5,5,,,,,,,
9,7,9,,,,,,,,
10,5,4,8,,,,,,,
11,6,4,7,,,,,,,
12,6,,12,,,,,,,
13,6,,11,,,,,,,
14,8,,11,,,,,,,
15,8,,11,,,,,,,
16,6,,16,,,,,,,
17,6,,16,,,,,,,
18,6,,16,,,,,,,
19,8,,16,,,,,,,
20,7,,19,,,,,,,
21,12,2,15,,,,,,,
22,16,,15,,,,,,,
23,15,,15,,,,,,,
24,16,,17,,,,,,,
25,15,,20,,,,,,,
26,18,,19,,,,,,,
27,18,2,19,,,,,,,
28,20,,23,,,,,,,
29,21,,23,,,,,,,
30,24,,23,,,,,,,
31,26,8,13,,,,,,,
32,24,14,13,,,,,,,
33,24,14,13,,,,,,,
34,24,14,12,,,,,,,
35,21,2,32,,,,,,,
36,21,2,9,24,,,,,,
37,20,2,9,24,,,,,,
38,20,2,9,25,,,,,,
39,20,2,9,,26,,,,,
40,18,2,9,,,32.0,,,,
41,17,2,9,,,34.0,,,,
42,19,2,9,,,35.0,,,,
43,18,2,9,,,35.0,,,,
44,20,2,9,,,35.0,,,,
45,21,2,9,,,33.0,,,,
46,23,2,9,,,32.0,,,,
47,24,2,9,,,32.0,,,,
48,21,2,5,,,41.0,,,,
49,1,,,,,,71.0,,,
50,2,,,,,,70.0,,,
51,2,,,,,,70.0,,,
52,2,,,,,,72.0,,,
53,3,,,,,,71.0,,,
54,4,,,,,,73.0,,,
55,4,,,,,,73.0,,,
56,4,,,,,,76.0,,,
57,5,,,,,,76.0,,,
58,5,,,,,,76.0,,,
59,5,,,,,,76.0,,,
60,6,,,,,,75.0,,,
61,6,,,,,,75.0,,,
62,7,,,,,,73.0,,,
63,9,,,,,,75.0,,,
64,10,,,,,,76.0,,,
65,28,10,,,,49.0,,,,
66,33,10,4,,,42.0,,,,
67,32,14,10,,,34.0,,,,
68,33,14,10,,,35.0,,,,
69,35,14,10,,,37.0,,,,
70,32,12,10,,,43.0,,,,
71,32,12,10,,,44.0,,,,
72,33,12,10,,,46.0,,,,
73,33,12,10,,,46.0,,,,
74,33,12,10,,,47.0,,,,
75,33,12,10,,,50.0,,,,
76,37,12,10,,,48.0,,,,
77,37,12,10,,,48.0,,,,
78,33,12,6,,,60.0,,,,
79,33,12,6,,,60.0,,,,
80,31,12,6,,,66.0,,,,
81,31,12,6,,,66.0,,,,
82,31,12,6,,,65.0,,,,
83,32,12,6,,,65.0,,,,
84,31,14,6,,,68.0,,,,
85,32,14,6,,,68.0,,,,
86,33,14,6,,,68.0,,,,
87,34,14,6,,,68.0,,,,
88,36,14,6,,,69.0,,,,
89,36,14,6,,,70.0,,,,
90,37,14,6,,,72.0,,,,
91,35,14,6,,,74.0,,,,
92,35,14,6,,,74.0,,,,
93,36,12,,,,82.0,,,,
94,36,12,,,,83.0,,,,
95,39,15,,,,76.0,,,,
96,38,11,,,,88.0,,,,
97,39,11,,,,87.0,,,,
98,40,11,,,,89.0,,,,
99,41,11,,,,90.0,,,,
100,42,9,,,,100.0,,,,
101,42,9,,,,100.0,,,,
102,42,9,,,,101.0,,,,
103,43,9,,,,99.0,,,,
104,43,9,,,,101.0,,,,
105,43,9,,,,105.0,,,,
106,45,9,,,,106.0,,,,
107,45,9,,,,106.0,,,,
108,46,9,,,,106.0,,,,
109,46,9,,,,106.0,,,,
110,50,11,,,,107.0,,,,
111,50,11,,,,107.0,,,,
112,49,11,,,,109.0,,,,
113,49,11,,,,109.0,,,,
114,49,11,,,,112.0,,,,
115,50,11,4,,,106.0,,,,
116,50,11,4,,,106.0,,,,
117,51,13,4,,,106.0,,,,
118,52,13,4,,,106.0,,,,
119,52,13,4,,,106.0,,,,
120,50,13,4,,,113.0,,,,
121,50,13,4,,,113.0,,,,
122,50,13,4,,,112.0,,,,
123,49,15,4,,,112.0,,,,
124,48,15,4,,,,115.0,,,
125,50,15,4,,,,113.0,,,
126,52,13,4,,,,117.0,,,
127,53,13,4,,,,116.0,,,
128,50,13,4,,,,,120.0,,
129,50,13,4,,,,,120.0,,
130,53,13,4,,,,,120.0,,
131,53,13,4,,,,,120.0,,
132,53,13,4,,,,,122.0,,
133,54,15,4,,,,,121.0,,
134,54,15,4,,,,,122.0,,
135,54,15,4,,,,,122.0,,
136,55,15,4,,,,,122.0,,
137,55,15,4,,,,,122.0,,
138,55,15,4,,,,,121.0,,
139,56,15,4,,,,,119.0,,
140,57,13,4,,,,,125.0,,
141,57,13,4,,,,,125.0,,
142,56,13,4,,,,,126.0,,
143,56,13,4,,,,,126.0,,
144,56,11,4,,,,,130.0,,
145,56,11,4,,,,,130.0,,
146,57,11,4,,,,,130.0,,
147,58,11,4,,,,,131.0,,
148,55,9,,,,,,145.0,,
149,55,9,,,,,,145.0,,
150,55,9,,,,,,144.0,,
151,56,9,,,,,,144.0,,
152,56,9,,,,,,146.0,,
153,59,9,,,,,,147.0,,
154,60,9,,,,,,148.0,,
155,63,9,,,,,,145.0,,
156,62,9,,,,,,148.0,,
157,62,9,,,,,,149.0,,
158,62,9,,,,,,149.0,,
159,61,6,,,,,,153.0,,
160,63,6,,,,,,155.0,,
161,63,6,,,,,,155.0,,
162,63,6,,,,,,155.0,,
163,64,6,,,,,,155.0,,
164,66,6,,,,,,152.0,,
165,69,6,,,,,,152.0,,
166,69,6,,,,,,155.0,,
167,69,6,,,,,,154.0,,
168,68,9,,,,,,153.0,,
169,69,9,,,,,,153.0,,
170,70,9,,,,,,153.0,,
171,69,9,,,,,,155.0,,
172,68,9,,,,,,161.0,,
173,68,9,,,,,,160.0,,
174,69,9,,,,,,161.0,,
175,70,9,,,,,,162.0,,
176,71,9,,,,,,166.0,,
177,71,9,,,,,,167.0,,
178,74,9,,,,,,168.0,,
179,75,9,,,,,,166.0,,
180,74,9,,,,,,176.0,,
181,78,9,,,,,,176.0,,
182,78,9,,,,,,176.0,,
183,78,9,,,,,,180.0,,
184,76,9,,,,,,183.0,,
185,77,9,,,,,,183.0,,
186,78,9,,,,,,183.0,,
187,78,9,,,,,,184.0,,
188,76,9,,,,,,187.0,,
189,79,9,,,,,,184.0,,
190,80,9,,,,,,183.0,,
191,80,9,,,,,,183.0,,
192,79,9,,,,,,188.0,,
193,79,9,,,,,,188.0,,
194,81,9,,,,,,188.0,,
195,83,9,,,,,,185.0,,
196,82,9,,,,,,187.0,,
197,84,9,,,,,,187.0,,
198,85,4,8,,,,185.0,,,
199,84,4,11,,,,185.0,,,
200,86,4,,,,,200.0,,,
201,88,4,,,,,200.0,,,
202,89,8,,,,,202.0,,,
203,88,8,,,,,204.0,,,
204,90,8,,,,,205.0,,,
205,90,8,,,,,206.0,,,
206,90,8,,,,,206.0,,,
207,92,8,,,,,206.0,,,
208,93,6,,,,,,213.0,,
