date,bug_id,degree,depth,severity,votes,comment_count
9,0,2,2,3,0,5
11,4,1,1,3,0,3
13,1,0,0,3,0,9
14,8,0,0,1,0,8
18,21,0,0,5,1,6
21,17,2,1,3,1,54
22,11,1,1,4,0,9
23,6,0,0,5,0,15
26,30,0,0,3,0,7
31,25,1,1,3,2,12
34,19,1,2,3,1,7
37,38,0,0,5,0,9
43,43,0,0,5,0,4
45,41,3,1,5,0,2
46,63,4,2,3,0,59
47,59,2,1,3,1,12
48,71,4,1,3,0,8
50,73,3,1,3,0,4
53,72,3,4,3,0,9
60,85,0,0,3,0,28
62,98,1,1,3,0,10
65,88,46,4,3,4,79
66,60,3,1,3,0,5
67,83,7,4,3,0,5
70,91,1,1,4,0,4
76,97,3,1,3,0,7
80,114,4,1,3,0,4
82,104,0,0,4,2,12
84,122,4,1,3,0,13
86,125,0,0,3,0,23
91,137,1,1,3,1,54
93,120,0,0,3,0,3
95,140,14,3,3,0,110
97,145,0,0,5,0,3
103,153,1,1,5,0,6
104,151,1,1,3,1,36
110,170,3,2,3,0,54
115,138,5,3,3,0,64
122,163,0,0,2,10,30
124,208,4,2,6,0,13
125,169,10,3,3,5,16
127,180,6,2,3,4,18
133,223,4,3,5,0,66
135,181,8,3,3,1,41
138,218,1,3,3,0,9
139,224,4,5,3,0,28
142,167,4,3,4,0,7
146,248,4,5,3,0,17
150,142,0,0,3,31,7
154,182,3,1,3,0,56
155,231,5,1,5,0,17
159,256,0,0,3,0,2
164,239,0,0,3,0,6
167,56,1,2,5,0,14
168,64,3,1,3,0,8
173,249,1,2,5,0,3
179,241,1,4,3,0,2
189,297,9,4,3,0,78
190,285,1,6,5,0,13
195,306,2,1,3,0,6
196,275,4,3,3,0,1
198,259,4,4,3,0,8
206,271,0,0,5,0,4
210,247,6,1,3,0,2
211,257,1,1,4,2,5
213,251,7,2,3,0,24
216,380,0,0,3,0,38
219,216,1,2,4,0,2
230,295,1,4,4,4,4
234,367,1,1,3,0,27
240,350,0,0,5,0,16
