day_counter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,,,3,,,,,,,,,,,,,
1,,,3,,,,,,,,,,,,,
2,,,5,,,,,,,,,,,,,
3,,,6,,,,,,,,,,,,,
4,2,,7,,,,,,,,,,,,,
5,2,,7,,,,,,,,,,,,,
6,4,,9,,,,,,,,,,,,,
7,6,,9,,,,,,,,,,,,,
8,8,,9,,,,,,,,,,,,,
9,8,,8,,,,,,,,,,,,,
10,6,,,11,,,,,,,,,,,,
11,7,,,11,,,,,,,,,,,,
12,7,,,11,,,,,,,,,,,,
13,7,,,11,,,,,,,,,,,,
14,8,,,12,,,,,,,,,,,,
15,8,,,12,,,,,,,,,,,,
16,5,,,18,,,,,,,,,,,,
17,5,,,18,,,,,,,,,,,,
18,6,,,18,,,,,,,,,,,,
19,8,,,18,,,,,,,,,,,,
20,8,,,20,,,,,,,,,,,,
21,12,,,20,,,,,,,,,,,,
22,15,,,20,,,,,,,,,,,,
23,15,,,20,,,,,,,,,,,,
24,17,,,20,,,,,,,,,,,,
25,18,,,21,,,,,,,,,,,,
26,20,,,22,,,,,,,,,,,,
27,20,2,,22,,,,,,,,,,,,
28,22,,3,23,,,,,,,,,,,,
29,23,,3,23,,,,,,,,,,,,
30,26,,3,23,,,,,,,,,,,,
31,26,,3,,24,,,,,,,,,,,
32,27,,,,30,,,,,,,,,,,
33,27,,,,30,,,,,,,,,,,
34,27,,,,30,,,,,,,,,,,
35,24,,,,38,,,,,,,,,,,
36,24,,,,39,,,,,,,,,,,
37,25,,,,37,,,,,,,,,,,
38,24,2,,,37,,,,,,,,,,,
39,24,2,,,,38.0,,,,,,,,,,
40,20,4,,,,44.0,,,,,,,,,,
41,20,4,,,,45.0,,,,,,,,,,
42,22,4,,,,46.0,,,,,,,,,,
43,22,4,,,,46.0,,,,,,,,,,
44,24,4,,,,46.0,,,,,,,,,,
45,24,4,,,,46.0,,,,,,,,,,
46,26,4,,,,46.0,,,,,,,,,,
47,25,6,,,,47.0,,,,,,,,,,
48,22,2,,,,57.0,,,,,,,,,,
49,2,,,,,,82.0,,,,,,,,,
50,3,,,,,,82.0,,,,,,,,,
51,3,,,,,,82.0,,,,,,,,,
52,3,,,,,,84.0,,,,,,,,,
53,4,,,,,,84.0,,,,,,,,,
54,5,,,,,,86.0,,,,,,,,,
55,5,,,,,,86.0,,,,,,,,,
56,4,,,,,,90.0,,,,,,,,,
57,5,,,,,,90.0,,,,,,,,,
58,5,,,,,,90.0,,,,,,,,,
59,5,,,,,,90.0,,,,,,,,,
60,6,,,,,,90.0,,,,,,,,,
61,6,,,,,,90.0,,,,,,,,,
62,7,,,,,,90.0,,,,,,,,,
63,9,,,,,,92.0,,,,,,,,,
64,10,,,,,,93.0,,,,,,,,,
65,11,,,,,,94.0,,,,,,,,,
66,14,,,,,,94.0,,,,,,,,,
67,14,,,,,,96.0,,,,,,,,,
68,14,2,,,,,96.0,,,,,,,,,
69,16,2,,,,,98.0,,,,,,,,,
70,14,,3,,,,101.0,,,,,,,,,
71,14,,3,,,,102.0,,,,,,,,,
72,31,2,3,,,85.0,,,,,,,,,,
73,31,2,3,,,85.0,,,,,,,,,,
74,31,2,3,,,86.0,,,,,,,,,,
75,31,2,,,,92.0,,,,,,,,,,
76,33,2,,,,93.0,,,,,,,,,,
77,33,2,,,,93.0,,,,,,,,,,
78,30,4,,,,98.0,,,,,,,,,,
79,30,4,,,,98.0,,,,,,,,,,
80,30,4,,,,103.0,,,,,,,,,,
81,30,4,,,,103.0,,,,,,,,,,
82,30,4,,,,103.0,,,,,,,,,,
83,31,4,,,,103.0,,,,,,,,,,
84,32,4,,,,107.0,,,,,,,,,,
85,33,4,,,,107.0,,,,,,,,,,
86,34,4,,,,108.0,,,,,,,,,,
87,35,4,,,,108.0,,,,,,,,,,
88,37,4,,,,109.0,,,,,,,,,,
89,37,4,,,,110.0,,,,,,,,,,
90,39,4,,,,111.0,,,,,,,,,,
91,40,4,,,,110.0,,,,,,,,,,
92,40,4,,,,110.0,,,,,,,,,,
93,41,4,,,,111.0,,,,,,,,,,
94,41,4,,,,112.0,,,,,,,,,,
95,42,4,,,,112.0,,,,,,,,,,
96,39,2,,,,,124.0,,,,,,,,,
97,40,2,,,,,124.0,,,,,,,,,
98,41,2,,,,,126.0,,,,,,,,,
99,42,2,,,,,127.0,,,,,,,,,
100,43,2,,,,,,135.0,,,,,,,,
101,43,2,,,,,,135.0,,,,,,,,
102,43,2,,,,,,135.0,,,,,,,,
103,43,2,,,,,,135.0,,,,,,,,
104,44,2,,,,,,137.0,,,,,,,,
105,44,2,,,,,,141.0,,,,,,,,
106,45,4,,,,,,141.0,,,,,,,,
107,45,4,,,,,,141.0,,,,,,,,
108,46,4,,,,,,141.0,,,,,,,,
109,46,4,,,,,,141.0,,,,,,,,
110,50,6,,,,,,144.0,,,,,,,,
111,50,6,,,,,,143.0,,,,,,,,
112,48,6,,,,,,146.0,,,,,,,,
113,48,6,,,,,,146.0,,,,,,,,
114,48,6,,,,,,149.0,,,,,,,,
115,48,6,,,,,,149.0,,,,,,,,
116,48,6,,,,,,149.0,,,,,,,,
117,50,4,3,,,,,149.0,,,,,,,,
118,51,4,3,,,,,149.0,,,,,,,,
119,51,4,3,,,,,149.0,,,,,,,,
120,47,6,3,,,,,156.0,,,,,,,,
121,47,6,3,,,,,156.0,,,,,,,,
122,47,6,3,,,,,156.0,,,,,,,,
123,47,6,3,,,,,157.0,,,,,,,,
124,46,6,3,,,,,161.0,,,,,,,,
125,47,6,3,,,,,160.0,,,,,,,,
126,49,6,3,,,,,162.0,,,,,,,,
127,50,6,3,,,,,162.0,,,,,,,,
128,48,6,3,,,,,165.0,,,,,,,,
129,48,6,3,,,,,165.0,,,,,,,,
130,51,6,3,,,,,165.0,,,,,,,,
131,51,6,3,,,,,165.0,,,,,,,,
132,51,6,3,,,,,,167.0,,,,,,,
133,52,6,3,,,,,,169.0,,,,,,,
134,52,8,3,,,,,,167.0,,,,,,,
135,52,8,3,,,,,,168.0,,,,,,,
136,53,8,3,,,,,,168.0,,,,,,,
137,53,8,3,,,,,,168.0,,,,,,,
138,53,8,3,,,,,,169.0,,,,,,,
139,53,8,3,,,,,,169.0,,,,,,,
140,53,8,3,,,,,,174.0,,,,,,,
141,53,8,3,,,,,,174.0,,,,,,,
142,53,8,3,,,,,,175.0,,,,,,,
143,53,8,3,,,,,,175.0,,,,,,,
144,53,8,3,,,,,,177.0,,,,,,,
145,53,8,3,,,,,,177.0,,,,,,,
146,54,8,3,,,,,,178.0,,,,,,,
147,56,8,3,,,,,,177.0,,,,,,,
148,54,6,3,,,,,,,186.0,,,,,,
149,54,6,3,,,,,,,186.0,,,,,,
150,54,6,3,,,,,,,186.0,,,,,,
151,55,6,3,,,,,,,186.0,,,,,,
152,55,6,3,,,,,,,188.0,,,,,,
153,58,6,3,,,,,,,189.0,,,,,,
154,60,6,3,,,,,,,190.0,,,,,,
155,60,6,3,,,,,,,191.0,,,,,,
