date,bug_id,degree,depth,severity,votes,comment_count
6,6,0,0,5,0,15
9,11,1,1,4,0,9
10,4,1,1,3,0,3
11,3,0,0,4,0,5
18,22,1,2,4,0,2
20,17,2,1,3,1,54
25,18,0,0,3,0,3
26,30,1,1,3,0,7
30,19,0,0,3,1,7
31,25,0,0,3,2,12
34,21,0,0,5,1,6
37,38,0,0,5,0,9
38,60,2,1,3,0,5
42,39,0,0,4,1,3
43,43,0,0,5,0,4
45,64,0,0,3,0,8
46,65,4,3,3,0,13
47,68,1,1,5,0,2
48,56,0,0,5,0,14
62,84,2,2,3,1,24
63,77,0,0,5,0,2
64,74,2,3,3,2,9
66,88,44,4,3,4,79
67,73,1,1,3,0,4
69,113,1,1,5,0,6
73,83,6,2,3,0,5
76,97,3,2,3,0,7
82,90,1,3,4,0,7
88,126,1,1,2,0,2
93,138,1,1,3,0,64
97,140,13,2,3,0,110
100,148,5,3,3,0,27
101,161,4,3,3,0,54
102,63,4,2,3,0,59
109,170,3,1,3,0,54
110,171,13,4,3,0,54
114,181,8,1,3,1,41
115,168,6,2,3,0,34
119,192,4,4,4,0,12
121,169,10,3,3,5,16
123,208,0,0,6,0,13
124,167,0,0,4,0,7
126,185,0,0,3,0,11
128,218,2,1,3,0,9
132,224,1,1,3,0,28
133,223,4,3,5,0,66
134,187,2,2,5,0,5
135,186,0,0,3,0,16
136,180,4,1,3,4,18
137,231,6,2,5,0,17
144,220,2,2,3,0,8
148,249,3,1,5,0,3
152,236,5,2,3,26,15
153,96,0,0,5,0,6
155,251,4,2,3,0,24
160,226,2,1,3,1,2
163,221,1,1,3,0,5
168,247,4,2,3,0,2
169,278,3,1,3,2,7
170,179,0,0,3,1,4
173,259,0,0,3,0,8
182,275,0,0,3,0,1
183,292,4,2,3,0,3
185,272,1,3,3,0,3
187,273,0,0,5,0,22
188,296,8,2,3,0,13
189,306,2,4,3,0,6
193,330,0,0,3,0,27
195,182,0,0,3,0,56
196,285,2,1,5,0,13
198,334,0,0,3,0,25
200,287,1,1,5,0,5
201,183,0,0,3,0,3
202,116,1,1,5,0,10
208,329,3,3,3,0,6
211,307,0,0,5,1,6
212,354,3,2,3,0,6
213,338,1,1,3,5,5
217,248,3,2,3,0,17
219,146,1,2,5,0,2
223,125,3,2,3,0,23
224,348,3,2,3,0,5
225,239,2,3,3,0,6
227,279,0,0,3,0,5
229,378,5,3,3,0,13
238,403,1,1,3,1,2
239,398,15,3,2,5,25
241,416,5,1,3,0,68
242,397,2,2,3,3,118
244,328,0,0,3,0,4
250,413,2,2,3,22,122
251,421,1,1,3,1,92
252,424,10,2,3,0,58
254,436,1,1,5,0,6
257,400,0,0,6,1,14
259,414,2,2,3,8,11
260,309,0,0,3,0,3
262,417,8,2,3,53,1
265,450,4,1,3,1,71
266,431,0,0,3,0,3
268,457,12,2,3,3,74
271,194,3,1,3,0,4
272,254,3,2,3,0,4
276,339,0,0,3,0,28
280,469,0,0,3,0,110
281,258,1,1,3,0,4
282,455,1,3,5,0,3
286,175,1,1,3,0,6
288,472,6,4,5,0,7
289,494,3,3,5,0,7
291,418,0,0,5,0,4
293,500,2,1,5,0,5
296,465,1,1,5,3,7
298,257,2,3,4,2,5
305,142,3,1,3,31,7
306,419,3,2,3,1,5
307,458,3,3,3,0,33
309,209,0,0,5,0,6
311,513,0,0,5,0,6
312,523,2,1,3,0,26
314,520,5,2,5,0,24
316,510,1,1,3,0,8
317,487,0,0,3,0,4
318,454,2,3,3,0,13
319,340,3,2,3,1,40
323,540,3,2,3,0,26
325,522,3,1,3,0,66
326,446,0,0,3,0,19
330,72,3,2,3,0,9
331,295,2,2,4,4,4
335,556,1,1,3,0,33
336,189,0,0,3,0,2
337,561,1,2,3,1,7
338,560,6,2,3,0,2
339,439,0,0,4,0,4
341,477,1,1,5,0,6
349,567,2,1,3,3,66
352,407,0,0,5,0,5
357,579,0,0,3,9,43
361,263,1,1,3,0,6
364,595,2,4,4,2,12
366,587,2,1,3,1,17
367,593,1,1,4,0,19
368,597,3,1,3,4,139
369,606,1,1,5,0,2
372,578,3,2,3,0,7
374,121,1,1,5,0,10
376,586,4,3,3,0,81
380,588,6,3,3,2,32
382,615,1,1,5,0,3
384,476,1,1,5,0,3
387,289,1,2,3,0,6
389,489,1,1,5,0,3
391,598,0,0,3,0,6
392,546,0,0,4,0,3
393,621,4,1,3,4,1
400,609,1,1,3,0,37
402,573,1,1,4,0,2
403,551,1,2,2,0,2
405,632,4,1,3,0,12
407,630,5,2,3,3,338
409,71,3,1,3,0,8
411,640,1,1,5,0,63
412,631,1,1,5,0,7
415,160,1,1,3,0,12
416,164,0,0,5,0,7
421,646,1,2,3,0,18
426,453,2,1,3,0,3
431,607,1,1,3,0,7
432,662,12,2,3,0,64
